"","Supervisor.PI","Sex","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"20","Kozeretska","F","GI",0.484375,0.230737043695488,0.55,0.05,0.85,0.0576842609238719,0.476360348274555,0.6
"21","Kozeretska","F","KA",0.445652173913043,0.318345525361653,0.35,0,1,0.0663796306884766,0.714336300811513,0.3
"22","Kozeretska","F","MA",0.418333333333333,0.30441672133752,0.375,0,1,0.0555786350527746,0.727689373715186,0.25
"23","Kozeretska","F","MU",0.45625,0.327194822105887,0.375,0,1,0.0578404193700497,0.717139336122493,0.85
"24","Kozeretska","F","RE",0.470833333333333,0.295957057206185,0.5,0,0.95,0.0604119813275703,0.628581360437915,0.1
"25","Kozeretska","F","UM",0.372727272727273,0.334068453466848,0.275,0,0.95,0.0712236335909429,0.896281216618373,0.05
"26","Kozeretska","F","VA",0.424358974358974,0.321155765386558,0.3,0,1,0.0514260797952092,0.756802105744758,0.15
"27","Kozeretska","F","YE",0.45625,0.332419490089412,0.425,0,1,0.0678548442729357,0.728590663209669,0.1
"28","Kozeretska","M","AK",0.714705882352941,0.288551610783169,0.75,0,1,0.0494861929899054,0.403734764058755,1
"29","Kozeretska","M","GI",0.759375,0.174373879924718,0.775,0.45,1,0.0435934699811795,0.229628154633374,0.6
"30","Kozeretska","M","KA",0.65,0.308220700148449,0.7,0,1,0.0642684586917151,0.474185692536075,1
"31","Kozeretska","M","MA",0.673333333333333,0.296163204463622,0.8,0.1,1,0.0540717559292467,0.439846343262804,0.95
"32","Kozeretska","M","MU",0.603125,0.321773688252494,0.65,0,1,0.0568820892426861,0.53351077844973,0.95
"33","Kozeretska","M","RE",0.65625,0.262642300973909,0.65,0.2,1,0.0536116351880469,0.40021683957929,1
"34","Kozeretska","M","UM",0.595454545454545,0.334133239359723,0.625,0.1,1,0.0712374459897135,0.561139791291137,0.95
"35","Kozeretska","M","VA",0.619230769230769,0.318221907143796,0.65,0.05,1,0.0509562864912699,0.51389873203346,1
"36","Kozeretska","M","YE",0.729166666666667,0.26123314036161,0.725,0.1,1,0.0533239914825667,0.358262592495922,1
"37","Vieira","F","AK",0.858841374266667,0.163929967117012,0.8944444445,0.3,1,0.0211632677529506,0.190873392955697,1
"38","Vieira","F","GI",0.84930715425641,0.156904057243064,0.9,0.4,1,0.0251247570108595,0.1847435953609,1
"39","Vieira","F","KA",0.892603055833333,0.161064936204181,0.9459064325,0.15,1,0.0207933938525585,0.180444078867522,1
"40","Vieira","F","MA",0.868423274266667,0.188997334292742,0.9486842105,0.055555556,1,0.0243994509397795,0.217632737275885,1
"41","Vieira","F","MU",0.877352009516667,0.133557542420472,0.9,0.4,1,0.0172422045851626,0.152228000815829,1
"42","Vieira","F","RE",0.862707831666667,0.134797781397047,0.9,0.421052632,1,0.0194563838439373,0.156249632203559,1
"43","Vieira","F","UM",0.788819485929825,0.195490892541429,0.823529412,0.2,1,0.0258934012682648,0.247827159481226,1
"44","Vieira","F","VA",0.928078202016667,0.102337596792773,0.95,0.55,1,0.0132117269356433,0.110268290506553,1
"45","Vieira","F","YE",0.881333562633333,0.145258886225637,0.95,0.368421053,1,0.0187528415746843,0.164817150264445,1
"46","Vieira","M","AK",0.7112689915,0.247578171584923,0.8,0.05,1,0.0319622045144297,0.348079523420252,0.8
"47","Vieira","M","GI",0.727231020615385,0.304205350074751,0.85,0,1,0.0487118410851001,0.418306344821941,1
"48","Vieira","M","KA",0.754094427216667,0.252838208541854,0.85,0.055555556,1,0.032641272365584,0.335287199343284,1
"49","Vieira","M","MA",0.722061905133333,0.225241826662071,0.789473684,0.2,1,0.0290785947843846,0.311942542683343,1
"50","Vieira","M","MU",0.8505068226,0.187362450246609,0.9,0.210526316,1,0.0241883883169911,0.220295058508575,1
"51","Vieira","M","RE",0.759575370645833,0.182544820899027,0.794736842,0.166666667,1,0.0263480753713064,0.240324828784032,0.75
"52","Vieira","M","UM",0.679192089263158,0.276741282992692,0.75,0,1,0.0366552783859514,0.407456575786863,1
"53","Vieira","M","VA",0.789120585366667,0.170949648120534,0.8273026315,0.4,1,0.0220695046736949,0.216633111961085,1
"54","Vieira","M","YE",0.8924373638,0.133293225469957,0.947368421,0.466666667,1,0.0172080814135804,0.149358633868033,1
