"","Supervisor.PI","Sex","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"611","Vieira","F","GI","GI7",0.639376218333333,0.181482946742294,0.611111111,0.473684211,0.833333333,0.10477922815499,0.283843755113956,0.611111111
"612","Vieira","F","GI","GI8",0.859356725,0.0317530936512096,0.85,0.833333333,0.894736842,0.0183326571671293,0.0369498401856454,0.85
"613","Vieira","F","GI","GI9",0.95,0.05,0.95,0.9,1,0.0288675134594813,0.0526315789473684,0.9
"614","Vieira","F","KA","KA1",0.947058823666667,0.0502588455365946,0.941176471,0.9,1,0.0290169579997127,0.0530683462110735,0.941176471
"615","Vieira","F","KA","KA10",0.819078947333333,0.114377227930407,0.875,0.6875,0.894736842,0.0660357233347838,0.139641274266399,0.875
"616","Vieira","F","KA","KA11",0.980392157,0.0339617803028337,1,0.941176471,1,0.019607843,0.0346410159040407,1
"617","Vieira","F","KA","KA13",1,0,1,1,1,0,0,1
"618","Vieira","F","KA","KA14",0.815789473666667,0.274744908116622,0.947368421,0.5,1,0.158624046659611,0.336784080924392,0.947368421
"619","Vieira","F","KA","KA15",0.7,0.476969600708473,0.95,0.15,1,0.275378527364305,0.681385143869247,0.15
"620","Vieira","F","KA","KA16",0.916666666666667,0.0763762615825973,0.9,0.85,1,0.0440958551844099,0.0833195580901062,1
"621","Vieira","F","KA","KA17",0.883333333333333,0.0577350269189626,0.85,0.85,0.95,0.0333333333333333,0.0653604078327878,0.85
"622","Vieira","F","KA","KA18",0.870833333333333,0.112036080497906,0.8125,0.8,1,0.0646840612344168,0.128653872342093,0.8125
"623","Vieira","F","KA","KA2",0.946393762,0.0526586459048472,0.944444444,0.894736842,1,0.0304024833883247,0.0556413704519401,0.944444444
"624","Vieira","F","KA","KA23",0.931481481333333,0.0274049046855311,0.944444444,0.9,0.95,0.0158222290973074,0.0294207724304979,0.944444444
"625","Vieira","F","KA","KA24",0.783333333333333,0.0577350269189626,0.75,0.75,0.85,0.0333333333333333,0.073704289683782,0.75
"626","Vieira","F","KA","KA25",1,0,1,1,1,0,0,1
"627","Vieira","F","KA","KA28",0.964912280666667,0.0607737126070501,1,0.894736842,1,0.0350877193333333,0.0629836657950513,1
"628","Vieira","F","KA","KA29",0.914912280666667,0.0770083517811174,0.894736842,0.85,1,0.0444607926306775,0.0841702023335001,0.85
"629","Vieira","F","KA","KA3",1,0,1,1,1,0,0,1
"630","Vieira","F","KA","KA5",0.816666666666667,0.104083299973307,0.85,0.7,0.9,0.0600925212577332,0.127448938742824,0.7
"631","Vieira","F","KA","KA6",0.596296296333333,0.234015756868104,0.55,0.388888889,0.85,0.135109060222414,0.392448784785488,0.85
"632","Vieira","F","KA","KA7",1,0,1,1,1,0,0,1
"633","Vieira","F","KA","KA9",0.964912280666667,0.0303868563035251,0.947368421,0.947368421,1,0.0175438596666667,0.0314918328975257,0.947368421
"634","Vieira","F","MA","MA12",0.962962962666667,0.0320750152115793,0.944444444,0.944444444,1,0.0185185186666667,0.0333086696530427,0.944444444
"635","Vieira","F","MA","MA13",0.983333333333333,0.0288675134594813,1,0.95,1,0.0166666666666667,0.0293567933486251,1
"636","Vieira","F","MA","MA16",0.965789473666667,0.0296563886205162,0.95,0.947368421,1,0.0171221239532472,0.0307068874005473,0.95
"637","Vieira","F","MA","MA18",0.931578947333333,0.0319061991475688,0.95,0.894736842,0.95,0.0184210526666666,0.0342495923065898,0.95
"638","Vieira","F","MA","MA19",0.882456140333333,0.0562156840749188,0.85,0.85,0.947368421,0.0324561403333333,0.0637036578992858,0.85
"639","Vieira","F","MA","MA20",0.966666666666667,0.0288675134594813,0.95,0.95,1,0.0166666666666667,0.0298629449580841,0.95
"640","Vieira","F","MA","MA21",0.95,0.05,0.95,0.9,1,0.0288675134594813,0.0526315789473684,0.9
"641","Vieira","F","MA","MA23",0.983333333333333,0.0288675134594813,1,0.95,1,0.0166666666666667,0.0293567933486251,1
"642","Vieira","F","MA","MA26",0.8,0.13228756555323,0.75,0.7,0.95,0.0763762615825973,0.165359456941537,0.7
"643","Vieira","F","MA","MA27",0.9,0.05,0.9,0.85,0.95,0.0288675134594813,0.0555555555555555,0.9
"644","Vieira","F","MA","MA28",0.964814814666667,0.030597614299534,0.95,0.944444444,1,0.0176655408523963,0.0317134582040027,0.95
"645","Vieira","F","MA","MA3",0.783333333333333,0.125830573921179,0.8,0.65,0.9,0.0726483157256779,0.160634775218527,0.65
"646","Vieira","F","MA","MA30",1,0,1,1,1,0,0,1
"647","Vieira","F","MA","MA31",0.983333333333333,0.0288675134594813,1,0.95,1,0.0166666666666667,0.0293567933486251,1
"648","Vieira","F","MA","MA32",1,0,1,1,1,0,0,1
"649","Vieira","F","MA","MA33",0.820833333333333,0.125208160010973,0.8125,0.7,0.95,0.0722889648870728,0.152537859911845,0.95
"650","Vieira","F","MA","MA5",0.289932347333333,0.265939371465889,0.235294118,0.055555556,0.578947368,0.153540167703951,0.917246295254322,0.578947368
"651","Vieira","F","MA","MA6",0.751949317666667,0.141822913172891,0.75,0.611111111,0.894736842,0.0818814970976253,0.188607010925914,0.611111111
"652","Vieira","F","MA","MA7",0.648148148333333,0.295753138087402,0.647058824,0.352941177,0.944444444,0.170753153888438,0.45630484149019,0.352941177
"653","Vieira","F","MA","MA9",0.8,0.05,0.8,0.75,0.85,0.0288675134594813,0.0625,0.75
"654","Vieira","F","MU","MU1",0.916666666666667,0.0288675134594812,0.9,0.9,0.95,0.0166666666666666,0.0314918328648886,0.9
"655","Vieira","F","MU","MU10",0.783333333333333,0.125830573921179,0.8,0.65,0.9,0.0726483157256779,0.160634775218527,0.65
"656","Vieira","F","MU","MU11",0.913888889,0.0408956438751484,0.9375,0.866666667,0.9375,0.023611111,0.044749032806272,0.9375
"657","Vieira","F","MU","MU12",0.9,0.05,0.9,0.85,0.95,0.0288675134594813,0.0555555555555555,0.9
"658","Vieira","F","MU","MU13",0.782456140333333,0.332260508089678,0.947368421,0.4,1,0.191830693786658,0.424637869092742,0.947368421
"659","Vieira","F","MU","MU14",0.58875129,0.129090782380567,0.529411765,0.5,0.736842105,0.0745305979573199,0.21926199495982,0.736842105
"660","Vieira","F","MU","MU15",0.964912280666667,0.0607737126070501,1,0.894736842,1,0.0350877193333333,0.0629836657950513,1
"661","Vieira","F","MU","MU16",0.912962963,0.0325525848315937,0.9,0.888888889,0.95,0.0187942436153388,0.0356559752704817,0.9
"662","Vieira","F","MU","MU17",0.966666666666667,0.0577350269189626,1,0.9,1,0.0333333333333333,0.0597258899161682,1
"663","Vieira","F","MU","MU18",0.793790849666667,0.063539195032283,0.764705882,0.75,0.866666667,0.0366843713559808,0.0800452601071993,0.866666667
