"","Supervisor.PI","Sex","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"27","Posnien","F","YE",2657.7176376,97.0850346061697,2612.625079,2526.685574,2844.880499,17.7252211499896,0.036529476733217,2841.007829
"28","Posnien","M","AK",2300.01672263333,105.640955951872,2321.0612215,2079.068305,2496.407746,19.2873115237499,0.0459305164663852,2370.625956
"29","Posnien","M","GI",2411.78006006667,61.0812404092571,2417.978752,2284.506371,2506.809961,11.1518577375154,0.0253262067385899,2478.017736
"30","Posnien","M","KA",2332.57332143333,85.0232496866986,2342.762323,2131.535374,2473.308501,15.5230505885996,0.0364504081845766,2226.622406
"31","Posnien","M","MA",2381.33230876667,125.771063585992,2380.4578345,2170.383453,2572.181068,22.9625495358215,0.0528154189665076,2348.659683
"32","Posnien","M","MU",2266.58132106667,174.622590908571,2322.086228,1900.529298,2555.40241,31.8815773635402,0.0770422791741672,2407.89045
"33","Posnien","M","RE",2374.93605276667,103.932971848789,2386.552168,2162.288522,2567.239932,18.9754777167104,0.0437624296147733,2352.8833
"34","Posnien","M","UM",2348.35036733333,74.8636185379745,2349.678857,2221.626472,2478.773213,13.6681642032369,0.0318792372634693,2265.488667
"35","Posnien","M","VA",2339.71930053333,63.3365836233336,2348.5487195,2230.237155,2471.556817,11.563625188604,0.0270701633349334,2340.406715
"36","Posnien","M","YE",2349.18812176667,84.8113193048953,2338.5677815,2171.450676,2501.962952,15.4843575716882,0.0361023957677406,2305.752254
"37","Ritchie","F","AK",2781.04490112174,162.791961484845,2810.804978,2190.235908,3053.481745,15.180428682749,0.0585362578717024,2643.634808
"38","Ritchie","F","GI",2742.36744579333,171.632432507077,2780.459944,2124.77183,3021.025852,14.0137294318337,0.0625854980777115,2576.481603
"39","Ritchie","F","KA",2714.16048553906,194.956258696199,2763.0395605,2016.072874,3056.411335,17.2318615698551,0.0718293040278634,2571.180222
"40","Ritchie","F","MA",2842.08276567284,164.442351257531,2838.890961,2328.172574,3333.0502,12.9198112987178,0.0578598038184157,2845.441908
"41","Ritchie","F","MU",2781.94960438415,100.31825506347,2775.826025,2534.930358,3040.278151,7.83353963968144,0.036060414216482,2772.745475
"42","Ritchie","F","RE",2858.47591064368,169.763090397195,2853.179315,2232.676973,3218.120266,12.8697066702022,0.0593893724152348,2844.702793
"43","Ritchie","F","UM",2891.65886149375,129.636530018724,2886.232169,2423.281568,3227.663251,10.248667570499,0.0448311976716912,2974.095677
"44","Ritchie","F","VA",2778.4206312956,111.433529157998,2766.551684,2475.765873,3049.215643,8.83725370009192,0.0401067886924074,2907.908638
"45","Ritchie","F","YE",2779.73649189032,112.640657929119,2767.260663,2518.473181,3022.181172,9.0475153668963,0.0405220632451097,2551.244108
"46","Ritchie","M","AK",2448.20967709016,108.462660283965,2453.2443715,2179.482354,2670.044215,9.81974786656498,0.0443028476273644,2524.472575
"47","Ritchie","M","GI",2383.42726519355,140.735899522214,2394.189668,1857.612491,2829.8304,11.3041794766722,0.0590477005853945,2238.264326
"48","Ritchie","M","KA",2428.92472829801,174.908935468062,2413.011682,2014.441074,2788.414123,14.2338873019858,0.0720108504929352,2059.97158
"49","Ritchie","M","MA",2471.34296200645,134.329741886936,2466.2583,2149.870387,2920.858365,10.7896245130071,0.0543549575886771,2531.952321
"50","Ritchie","M","MU",2440.15688842675,94.1159029397913,2426.473994,2129.736452,2663.563723,7.51126677560751,0.038569611399237,2384.268884
"51","Ritchie","M","RE",2489.20584935593,139.972138157946,2482.100904,2143.983974,2884.163291,10.5209501677483,0.0562316443994227,2572.696222
"52","Ritchie","M","UM",2515.31063938158,129.981213531675,2533.4975275,2113.356545,2841.527974,10.5428685897047,0.0516760083214343,2557.426775
"53","Ritchie","M","VA",2436.42932949664,112.92095651854,2420.894356,2138.30617,2694.260309,9.25084520755307,0.0463469041155686,2575.839009
"54","Ritchie","M","YE",2415.76487114,101.129350350651,2417.099488,2156.577275,2638.597326,8.25717687927488,0.0418622489128788,2407.790718
"55","StamenkovicRadak","F","AK",2779.7667704501,91.1781615527001,2781.1023,2435.7739,3080.1808,4.03348439542798,0.0328006516668795,2827.8535
"56","StamenkovicRadak","F","GI",2835.35351096345,115.823975842807,2854.9951,2467.2203,3137.444,6.6759829816201,0.0408499241434802,2867.0181
"57","StamenkovicRadak","F","KA",2810.21464089936,99.385090747741,2820.5793,2465.3727,3058.4461,4.59899352710908,0.03536565830286,2913.647
"58","StamenkovicRadak","F","MA",2861.18122324159,100.618802279983,2860.1058,2456.4643,3078.4354,5.56423248036882,0.0351668749475388,2986.5883
"59","StamenkovicRadak","F","MU",2849.15569979879,91.3912579044226,2855.8083,2530.5334,3144.1864,4.09945818212938,0.0320766105941057,2823.3191
"60","StamenkovicRadak","F","RE",2933.43865384615,109.921429689248,2939.5203,2594.9592,3217.3599,5.56608795662105,0.0374718692498054,3031.1735
"61","StamenkovicRadak","F","UM",2880.7208455665,102.753137967223,2877.8016,2504.4518,3200.0095,5.09955261297407,0.0356692451215337,2945.6838
"62","StamenkovicRadak","F","VA",2839.11647729258,99.3288695814545,2835.15195,2473.1701,3142.9676,4.64133327016463,0.0349858381563042,2661.2983
"63","StamenkovicRadak","F","YE",2822.86492744186,95.0693721686712,2829.75865,2326.0543,3106.5017,4.58465223365892,0.0336783284401868,2868.7345
"64","StamenkovicRadak","M","AK",2414.621575,84.0983209887026,2421.9746,1982.7231,2669.0274,3.77612608528015,0.0348287789107088,2535.5116
"65","StamenkovicRadak","M","GI",2471.14294816054,96.3669922953273,2477.8378,2173.8357,2902.4269,5.57304705930634,0.0389969315077708,2570.8304
"66","StamenkovicRadak","M","KA",2432.76187559913,91.8984414652502,2435.0093,1871.9344,2797.7302,4.28945191123346,0.0377753541713235,2333.0104
"67","StamenkovicRadak","M","MA",2487.74346226994,90.1057944572289,2490.0227,2169.2023,2765.0505,4.99049839365578,0.036219889962051,2572.9106
"68","StamenkovicRadak","M","MU",2468.80012647059,78.937235328535,2470.6678,2228.8827,2734.6968,3.61808224926151,0.0319739271244223,2524.6836
"69","StamenkovicRadak","M","RE",2538.91672928177,99.7489043921966,2543.9679,1979.7506,2776.1249,5.24268602012797,0.0392879779166347,2599.5459
"70","StamenkovicRadak","M","UM",2506.61521439394,89.406087285737,2506.8916,2242.6978,2960.2794,4.49282493182658,0.0356680541841178,2439.4088
"71","StamenkovicRadak","M","VA",2462.10664457014,79.6819607658121,2465.23005,2194.0212,2946.7517,3.79008436954183,0.032363326317136,2441.8021
"72","StamenkovicRadak","M","YE",2447.46596305419,81.2200856004754,2459.35575,2115.6732,2629.0823,4.03088516753621,0.033185379011,2567.8379
