"","Supervisor.PI","Sex","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"175","Onder","M","AK","AK16",2482.85687673333,63.4743806660448,2475.4317475,2334.0043,2642.834601,11.5887833714875,0.0255650582443388,2412.263697
"176","Onder","M","AK","AK17",2451.67998066667,62.1384462395523,2449.555438,2355.547483,2585.878596,11.3448762312416,0.0253452517170106,2422.221708
"177","Onder","M","AK","AK18",2446.751254,48.7714405152295,2457.2784175,2357.663595,2532.155957,8.90440604407086,0.0199331421351055,2431.572794
"178","Onder","M","AK","AK2",2402.70573655172,63.2064834384239,2393.978384,2228.393259,2552.443268,11.7371493170804,0.026306377213356,2415.106439
"179","Onder","M","AK","AK20",2426.38800523333,59.1690910539353,2437.0869,2299.12699,2548.318467,10.8027486257725,0.0243856674721096,2351.229613
"180","Onder","M","AK","AK21",2470.17581346667,73.0212681727732,2475.5961585,2339.27287,2581.054195,13.3317985852873,0.0295611623167399,2522.010786
"181","Onder","M","AK","AK3",2461.19871774194,56.8883566065946,2473.473831,2343.261051,2567.680755,10.2174504701343,0.0231140850986578,2489.738609
"182","Onder","M","AK","AK4",2427.7949612,72.9361397539526,2435.8040585,2297.218679,2565.355777,13.3162563335297,0.0300421332606696,2565.355777
"183","Onder","M","AK","AK5",2385.36116516667,47.6816811483476,2381.705729,2293.078141,2502.290313,8.70544411490626,0.0199892921225688,2367.955765
"184","Onder","M","AK","AK6",2522.42382796667,65.195683080531,2539.68679,2368.423957,2632.566674,11.9030487583882,0.0258464427578316,2370.744179
"185","Onder","M","AK","AK7",2466.90982006667,58.6319813979936,2468.680256,2326.346114,2565.716373,10.7046862676348,0.0237673793022597,2565.716373
"186","Onder","M","AK","AK8",2471.5374219,67.7019807726403,2479.529301,2269.20039,2609.069007,12.3606340189854,0.0273926585827676,2403.876532
"187","Onder","M","AK","AK9",2385.7635591,73.1365682148448,2397.567733,2243.645081,2510.469413,13.3528493965953,0.0306554134150807,2253.757051
