Supervisor.PI	Diet	Batch	Population	Line	ReplicateVialOld	ReplicateVial	ProportionEggtoAdultSurvival	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	ProportionEggtoAdultSurvival_asin	Color	StatusT	StatusM	Wolbachia	PC.ratio
Gibert	NS	1	RE	RE6	3	Gibert_1_RE6_3	0.4	Portugal	41.15	-8.41	175	RE	RE	RE	0.684719203002283	#7BA354	+	+	+	0.076
Gibert	NS	1	RE	RE7	1	Gibert_1_RE7_1	0.6	Portugal	41.15	-8.41	175	RE	RE	RE	0.886077123792614	#7BA354	-	-	-	0.076
Gibert	NS	1	RE	RE7	2	Gibert_1_RE7_2	0.7	Portugal	41.15	-8.41	175	RE	RE	RE	0.991156586431192	#7BA354	-	-	-	0.076
Gibert	NS	1	RE	RE7	3	Gibert_1_RE7_3	0.8	Portugal	41.15	-8.41	175	RE	RE	RE	1.10714871779409	#7BA354	-	-	-	0.076
Gibert	NS	1	RE	RE8	1	Gibert_1_RE8_1	0.45	Portugal	41.15	-8.41	175	RE	RE	RE	0.735314452816668	#7BA354	+	+	+	0.076
Gibert	NS	1	RE	RE8	2	Gibert_1_RE8_2	0.5	Portugal	41.15	-8.41	175	RE	RE	RE	0.785398163397448	#7BA354	+	+	+	0.076
Gibert	NS	1	RE	RE8	3	Gibert_1_RE8_3	0.28	Portugal	41.15	-8.41	175	RE	RE	RE	0.557598826699537	#7BA354	+	+	+	0.076
Gibert	NS	1	UM	UM17	1	Gibert_1_UM17_1	0.73	Ukraine	48.753	30.206	214	UM	UM	UM	1.02439576265692	#0086A8	-	-	-	0.076
Gibert	NS	1	UM	UM17	2	Gibert_1_UM17_2	0.75	Ukraine	48.753	30.206	214	UM	UM	UM	1.0471975511966	#0086A8	-	-	-	0.076
Gibert	NS	1	UM	UM17	3	Gibert_1_UM17_3	0.65	Ukraine	48.753	30.206	214	UM	UM	UM	0.937744490405147	#0086A8	-	-	-	0.076
Gibert	NS	1	UM	UM18	1	Gibert_1_UM18_1	0.7	Ukraine	48.753	30.206	214	UM	UM	UM	0.991156586431192	#0086A8	+	+	+	0.076
Gibert	NS	1	UM	UM18	2	Gibert_1_UM18_2	0.73	Ukraine	48.753	30.206	214	UM	UM	UM	1.02439576265692	#0086A8	+	+	+	0.076
Gibert	NS	1	UM	UM18	3	Gibert_1_UM18_3	0.65	Ukraine	48.753	30.206	214	UM	UM	UM	0.937744490405147	#0086A8	+	+	+	0.076
Gibert	NS	1	UM	UM2	1	Gibert_1_UM2_1	0.85	Ukraine	48.753	30.206	214	UM	UM	UM	1.17309691170282	#0086A8	+	+	+	0.076
Gibert	NS	1	UM	UM2	2	Gibert_1_UM2_2	0.83	Ukraine	48.753	30.206	214	UM	UM	UM	1.14580754383249	#0086A8	+	+	+	0.076
Gibert	NS	1	UM	UM2	3	Gibert_1_UM2_3	0.9	Ukraine	48.753	30.206	214	UM	UM	UM	1.24904577239825	#0086A8	+	+	+	0.076
Gibert	NS	1	UM	UM20	1	Gibert_1_UM20_1	0.75	Ukraine	48.753	30.206	214	UM	UM	UM	1.0471975511966	#0086A8	+	+	+	0.076
Gibert	NS	1	UM	UM20	2	Gibert_1_UM20_2	0.48	Ukraine	48.753	30.206	214	UM	UM	UM	0.765392826220454	#0086A8	+	+	+	0.076
Gibert	NS	1	UM	UM20	3	Gibert_1_UM20_3	0.65	Ukraine	48.753	30.206	214	UM	UM	UM	0.937744490405147	#0086A8	+	+	+	0.076
Gibert	NS	1	UM	UM23	1	Gibert_1_UM23_1	0.63	Ukraine	48.753	30.206	214	UM	UM	UM	0.916909264851683	#0086A8	-	-	-	0.076
Gibert	NS	1	UM	UM23	2	Gibert_1_UM23_2	0.48	Ukraine	48.753	30.206	214	UM	UM	UM	0.765392826220454	#0086A8	-	-	-	0.076
Gibert	NS	1	UM	UM23	3	Gibert_1_UM23_3	0.4	Ukraine	48.753	30.206	214	UM	UM	UM	0.684719203002283	#0086A8	-	-	-	0.076
Gibert	NS	1	UM	UM25	1	Gibert_1_UM25_1	0.83	Ukraine	48.753	30.206	214	UM	UM	UM	1.14580754383249	#0086A8	+	+	+	0.076
Gibert	NS	1	UM	UM25	2	Gibert_1_UM25_2	0.85	Ukraine	48.753	30.206	214	UM	UM	UM	1.17309691170282	#0086A8	+	+	+	0.076
Gibert	NS	1	UM	UM25	3	Gibert_1_UM25_3	0.93	Ukraine	48.753	30.206	214	UM	UM	UM	1.3030329996377	#0086A8	+	+	+	0.076
Gibert	NS	1	UM	UM7	1	Gibert_1_UM7_1	0.7	Ukraine	48.753	30.206	214	UM	UM	UM	0.991156586431192	#0086A8	+	+	+	0.076
Gibert	NS	1	UM	UM7	2	Gibert_1_UM7_2	0.68	Ukraine	48.753	30.206	214	UM	UM	UM	0.969532110115768	#0086A8	+	+	+	0.076
Gibert	NS	1	UM	UM7	3	Gibert_1_UM7_3	0.73	Ukraine	48.753	30.206	214	UM	UM	UM	1.02439576265692	#0086A8	+	+	+	0.076
Gibert	NS	1	UM	UM9	1	Gibert_1_UM9_1	0.7	Ukraine	48.753	30.206	214	UM	UM	UM	0.991156586431192	#0086A8	-	-	-	0.076
Gibert	NS	1	UM	UM9	2	Gibert_1_UM9_2	0.85	Ukraine	48.753	30.206	214	UM	UM	UM	1.17309691170282	#0086A8	-	-	-	0.076
Gibert	NS	1	UM	UM9	3	Gibert_1_UM9_3	0.8	Ukraine	48.753	30.206	214	UM	UM	UM	1.10714871779409	#0086A8	-	-	-	0.076
Gibert	NS	1	VA	VA1	1	Gibert_1_VA1_1	0.75	Russia	57.979	33.244	217	VA	VA	VA	1.0471975511966	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA1	2	Gibert_1_VA1_2	0.53	Russia	57.979	33.244	217	VA	VA	VA	0.815416192620088	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA1	3	Gibert_1_VA1_3	0.58	Russia	57.979	33.244	217	VA	VA	VA	0.865743489873404	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA15	1	Gibert_1_VA15_1	0.63	Russia	57.979	33.244	217	VA	VA	VA	0.916909264851683	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA15	2	Gibert_1_VA15_2	0.55	Russia	57.979	33.244	217	VA	VA	VA	0.835481873978228	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA15	3	Gibert_1_VA15_3	0.48	Russia	57.979	33.244	217	VA	VA	VA	0.765392826220454	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA30	1	Gibert_1_VA30_1	0.85	Russia	57.979	33.244	217	VA	VA	VA	1.17309691170282	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA30	2	Gibert_1_VA30_2	0.6	Russia	57.979	33.244	217	VA	VA	VA	0.886077123792614	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA30	3	Gibert_1_VA30_3	0.7	Russia	57.979	33.244	217	VA	VA	VA	0.991156586431192	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA35	1	Gibert_1_VA35_1	0.63	Russia	57.979	33.244	217	VA	VA	VA	0.916909264851683	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA35	2	Gibert_1_VA35_2	0.75	Russia	57.979	33.244	217	VA	VA	VA	1.0471975511966	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA35	3	Gibert_1_VA35_3	0.83	Russia	57.979	33.244	217	VA	VA	VA	1.14580754383249	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA44	1	Gibert_1_VA44_1	0.68	Russia	57.979	33.244	217	VA	VA	VA	0.969532110115768	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA44	2	Gibert_1_VA44_2	0.7	Russia	57.979	33.244	217	VA	VA	VA	0.991156586431192	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA44	3	Gibert_1_VA44_3	0.8	Russia	57.979	33.244	217	VA	VA	VA	1.10714871779409	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA48	1	Gibert_1_VA48_1	0.7	Russia	57.979	33.244	217	VA	VA	VA	0.991156586431192	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA48	2	Gibert_1_VA48_2	0.63	Russia	57.979	33.244	217	VA	VA	VA	0.916909264851683	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA48	3	Gibert_1_VA48_3	0.8	Russia	57.979	33.244	217	VA	VA	VA	1.10714871779409	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA57	1	Gibert_1_VA57_1	0.43	Russia	57.979	33.244	217	VA	VA	VA	0.71516745604252	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA57	2	Gibert_1_VA57_2	0.65	Russia	57.979	33.244	217	VA	VA	VA	0.937744490405147	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA57	3	Gibert_1_VA57_3	0.63	Russia	57.979	33.244	217	VA	VA	VA	0.916909264851683	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA9	1	Gibert_1_VA9_1	0.75	Russia	57.979	33.244	217	VA	VA	VA	1.0471975511966	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA9	2	Gibert_1_VA9_2	0.55	Russia	57.979	33.244	217	VA	VA	VA	0.835481873978228	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA9	3	Gibert_1_VA9_3	0.78	Russia	57.979	33.244	217	VA	VA	VA	1.08259106339798	#095888	+	+	+	0.076
Gibert	NS	1	YE	YE11	1	Gibert_1_YE11_1	0.28	Turkey	40.231	32.26	680	YE	YE	YE	0.557598826699537	#132B69	-	-	-	0.076
Gibert	NS	1	YE	YE11	2	Gibert_1_YE11_2	0.2	Turkey	40.231	32.26	680	YE	YE	YE	0.463647609000806	#132B69	-	-	-	0.076
Gibert	NS	1	YE	YE11	3	Gibert_1_YE11_3	0.23	Turkey	40.231	32.26	680	YE	YE	YE	0.500179608697487	#132B69	-	-	-	0.076
Gibert	NS	1	YE	YE14	1	Gibert_1_YE14_1	0.83	Turkey	40.231	32.26	680	YE	YE	YE	1.14580754383249	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE14	2	Gibert_1_YE14_2	0.8	Turkey	40.231	32.26	680	YE	YE	YE	1.10714871779409	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE14	3	Gibert_1_YE14_3	0.6	Turkey	40.231	32.26	680	YE	YE	YE	0.886077123792614	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE21	1	Gibert_1_YE21_1	0.33	Turkey	40.231	32.26	680	YE	YE	YE	0.611939714633867	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE21	2	Gibert_1_YE21_2	0.48	Turkey	40.231	32.26	680	YE	YE	YE	0.765392826220454	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE21	3	Gibert_1_YE21_3	0.15	Turkey	40.231	32.26	680	YE	YE	YE	0.397699415092072	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE23	1	Gibert_1_YE23_1	0.43	Turkey	40.231	32.26	680	YE	YE	YE	0.71516745604252	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE23	2	Gibert_1_YE23_2	0.5	Turkey	40.231	32.26	680	YE	YE	YE	0.785398163397448	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE23	3	Gibert_1_YE23_3	0.73	Turkey	40.231	32.26	680	YE	YE	YE	1.02439576265692	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE26	1	Gibert_1_YE26_1	0.15	Turkey	40.231	32.26	680	YE	YE	YE	0.397699415092072	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE26	2	Gibert_1_YE26_2	0.38	Turkey	40.231	32.26	680	YE	YE	YE	0.664215237877967	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE26	3	Gibert_1_YE26_3	0.35	Turkey	40.231	32.26	680	YE	YE	YE	0.633051836389749	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE27	1	Gibert_1_YE27_1	0.5	Turkey	40.231	32.26	680	YE	YE	YE	0.785398163397448	#132B69	-	-	-	0.076
Gibert	NS	1	YE	YE27	2	Gibert_1_YE27_2	0.53	Turkey	40.231	32.26	680	YE	YE	YE	0.815416192620088	#132B69	-	-	-	0.076
Gibert	NS	1	YE	YE27	3	Gibert_1_YE27_3	0.53	Turkey	40.231	32.26	680	YE	YE	YE	0.815416192620088	#132B69	-	-	-	0.076
Gibert	NS	1	YE	YE33	1	Gibert_1_YE33_1	0.5	Turkey	40.231	32.26	680	YE	YE	YE	0.785398163397448	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE33	2	Gibert_1_YE33_2	0.68	Turkey	40.231	32.26	680	YE	YE	YE	0.969532110115768	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE33	3	Gibert_1_YE33_3	0.75	Turkey	40.231	32.26	680	YE	YE	YE	1.0471975511966	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE48	1	Gibert_1_YE48_1	0.55	Turkey	40.231	32.26	680	YE	YE	YE	0.835481873978228	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE48	2	Gibert_1_YE48_2	0.48	Turkey	40.231	32.26	680	YE	YE	YE	0.765392826220454	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE48	3	Gibert_1_YE48_3	0.53	Turkey	40.231	32.26	680	YE	YE	YE	0.815416192620088	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE49	1	Gibert_1_YE49_1	0.85	Turkey	40.231	32.26	680	YE	YE	YE	1.17309691170282	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE49	2	Gibert_1_YE49_2	0.73	Turkey	40.231	32.26	680	YE	YE	YE	1.02439576265692	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE49	3	Gibert_1_YE49_3	0.7	Turkey	40.231	32.26	680	YE	YE	YE	0.991156586431192	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE80	1	Gibert_1_YE80_1	0.58	Turkey	40.231	32.26	680	YE	YE	YE	0.865743489873404	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE80	2	Gibert_1_YE80_2	0.7	Turkey	40.231	32.26	680	YE	YE	YE	0.991156586431192	#132B69	+	+	+	0.076
Gibert	NS	1	YE	YE80	3	Gibert_1_YE80_3	0.7	Turkey	40.231	32.26	680	YE	YE	YE	0.991156586431192	#132B69	+	+	+	0.076
Gibert	NS	2	AK	AK11	1	Gibert_2_AK11_1	0.7	Finland	61.1	23.52	88	AK	AK	AK	0.991156586431192	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK11	2	Gibert_2_AK11_2	0.73	Finland	61.1	23.52	88	AK	AK	AK	1.02439576265692	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK11	3	Gibert_2_AK11_3	0.8	Finland	61.1	23.52	88	AK	AK	AK	1.10714871779409	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK12	1	Gibert_2_AK12_1	0.78	Finland	61.1	23.52	88	AK	AK	AK	1.08259106339798	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK12	2	Gibert_2_AK12_2	0.8	Finland	61.1	23.52	88	AK	AK	AK	1.10714871779409	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK12	3	Gibert_2_AK12_3	0.83	Finland	61.1	23.52	88	AK	AK	AK	1.14580754383249	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK13	1	Gibert_2_AK13_1	0.8	Finland	61.1	23.52	88	AK	AK	AK	1.10714871779409	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK13	2	Gibert_2_AK13_2	0.78	Finland	61.1	23.52	88	AK	AK	AK	1.08259106339798	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK13	3	Gibert_2_AK13_3	0.75	Finland	61.1	23.52	88	AK	AK	AK	1.0471975511966	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK14	1	Gibert_2_AK14_1	0.85	Finland	61.1	23.52	88	AK	AK	AK	1.17309691170282	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK14	2	Gibert_2_AK14_2	0.8	Finland	61.1	23.52	88	AK	AK	AK	1.10714871779409	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK14	3	Gibert_2_AK14_3	0.83	Finland	61.1	23.52	88	AK	AK	AK	1.14580754383249	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK16	1	Gibert_2_AK16_1	0.83	Finland	61.1	23.52	88	AK	AK	AK	1.14580754383249	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK16	2	Gibert_2_AK16_2	0.7	Finland	61.1	23.52	88	AK	AK	AK	0.991156586431192	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK16	3	Gibert_2_AK16_3	0.88	Finland	61.1	23.52	88	AK	AK	AK	1.21705472090523	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK5	1	Gibert_2_AK5_1	0.68	Finland	61.1	23.52	88	AK	AK	AK	0.969532110115768	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK5	2	Gibert_2_AK5_2	0.73	Finland	61.1	23.52	88	AK	AK	AK	1.02439576265692	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK5	3	Gibert_2_AK5_3	0.83	Finland	61.1	23.52	88	AK	AK	AK	1.14580754383249	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK6	1	Gibert_2_AK6_1	0.7	Finland	61.1	23.52	88	AK	AK	AK	0.991156586431192	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK6	2	Gibert_2_AK6_2	0.6	Finland	61.1	23.52	88	AK	AK	AK	0.886077123792614	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK6	3	Gibert_2_AK6_3	0.58	Finland	61.1	23.52	88	AK	AK	AK	0.865743489873404	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK8	1	Gibert_2_AK8_1	0.9	Finland	61.1	23.52	88	AK	AK	AK	1.24904577239825	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK8	2	Gibert_2_AK8_2	0.78	Finland	61.1	23.52	88	AK	AK	AK	1.08259106339798	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK8	3	Gibert_2_AK8_3	0.8	Finland	61.1	23.52	88	AK	AK	AK	1.10714871779409	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK9	1	Gibert_2_AK9_1	0.88	Finland	61.1	23.52	88	AK	AK	AK	1.21705472090523	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK9	2	Gibert_2_AK9_2	0.9	Finland	61.1	23.52	88	AK	AK	AK	1.24904577239825	#A00E00	+	+	+	0.076
Gibert	NS	2	AK	AK9	3	Gibert_2_AK9_3	0.8	Finland	61.1	23.52	88	AK	AK	AK	1.10714871779409	#A00E00	+	+	+	0.076
Gibert	NS	2	GI	GI10	1	Gibert_2_GI10_1	0.88	Spain	41.618	0.62	173	GI	GI	GI	1.21705472090523	#B82E00	+	+	+	0.076
Gibert	NS	2	GI	GI10	2	Gibert_2_GI10_2	0.78	Spain	41.618	0.62	173	GI	GI	GI	1.08259106339798	#B82E00	+	+	+	0.076
Gibert	NS	2	GI	GI10	3	Gibert_2_GI10_3	0.8	Spain	41.618	0.62	173	GI	GI	GI	1.10714871779409	#B82E00	+	+	+	0.076
Gibert	NS	2	GI	GI13	1	Gibert_2_GI13_1	0.83	Spain	41.618	0.62	173	GI	GI	GI	1.14580754383249	#B82E00	+	+	+	0.076
Gibert	NS	2	GI	GI13	2	Gibert_2_GI13_2	0.53	Spain	41.618	0.62	173	GI	GI	GI	0.815416192620088	#B82E00	+	+	+	0.076
Gibert	NS	2	GI	GI13	3	Gibert_2_GI13_3	0.65	Spain	41.618	0.62	173	GI	GI	GI	0.937744490405147	#B82E00	+	+	+	0.076
Gibert	NS	2	GI	GI2	1	Gibert_2_GI2_1	0.63	Spain	41.618	0.62	173	GI	GI	GI	0.916909264851683	#B82E00	-	-	-	0.076
Gibert	NS	2	GI	GI2	2	Gibert_2_GI2_2	0.75	Spain	41.618	0.62	173	GI	GI	GI	1.0471975511966	#B82E00	-	-	-	0.076
Gibert	NS	2	GI	GI2	3	Gibert_2_GI2_3	0.65	Spain	41.618	0.62	173	GI	GI	GI	0.937744490405147	#B82E00	-	-	-	0.076
Gibert	NS	2	GI	GI6	1	Gibert_2_GI6_1	0.48	Spain	41.618	0.62	173	GI	GI	GI	0.765392826220454	#B82E00	+	+	+	0.076
Gibert	NS	2	GI	GI6	2	Gibert_2_GI6_2	0.65	Spain	41.618	0.62	173	GI	GI	GI	0.937744490405147	#B82E00	+	+	+	0.076
Gibert	NS	2	GI	GI6	3	Gibert_2_GI6_3	0.63	Spain	41.618	0.62	173	GI	GI	GI	0.916909264851683	#B82E00	+	+	+	0.076
Gibert	NS	2	GI	GI8	1	Gibert_2_GI8_1	0.6	Spain	41.618	0.62	173	GI	GI	GI	0.886077123792614	#B82E00	-	-	-	0.076
Gibert	NS	2	GI	GI8	2	Gibert_2_GI8_2	0.75	Spain	41.618	0.62	173	GI	GI	GI	1.0471975511966	#B82E00	-	-	-	0.076
Gibert	NS	2	GI	GI8	3	Gibert_2_GI8_3	0.65	Spain	41.618	0.62	173	GI	GI	GI	0.937744490405147	#B82E00	-	-	-	0.076
Gibert	NS	2	KA	KA1	1	Gibert_2_KA1_1	0.8	Denmark	55.945	10.213	15	KA	KA	KA	1.10714871779409	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA1	2	Gibert_2_KA1_2	0.65	Denmark	55.945	10.213	15	KA	KA	KA	0.937744490405147	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA11	1	Gibert_2_KA11_1	0.7	Denmark	55.945	10.213	15	KA	KA	KA	0.991156586431192	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA11	2	Gibert_2_KA11_2	0.75	Denmark	55.945	10.213	15	KA	KA	KA	1.0471975511966	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA11	3	Gibert_2_KA11_3	0.68	Denmark	55.945	10.213	15	KA	KA	KA	0.969532110115768	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA14	1	Gibert_2_KA14_1	0.88	Denmark	55.945	10.213	15	KA	KA	KA	1.21705472090523	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA14	2	Gibert_2_KA14_2	0.78	Denmark	55.945	10.213	15	KA	KA	KA	1.08259106339798	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA14	3	Gibert_2_KA14_3	0.8	Denmark	55.945	10.213	15	KA	KA	KA	1.10714871779409	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA18	1	Gibert_2_KA18_1	0.78	Denmark	55.945	10.213	15	KA	KA	KA	1.08259106339798	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA18	2	Gibert_2_KA18_2	0.65	Denmark	55.945	10.213	15	KA	KA	KA	0.937744490405147	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA18	3	Gibert_2_KA18_3	0.68	Denmark	55.945	10.213	15	KA	KA	KA	0.969532110115768	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA2	1	Gibert_2_KA2_1	0.7	Denmark	55.945	10.213	15	KA	KA	KA	0.991156586431192	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA2	2	Gibert_2_KA2_2	0.8	Denmark	55.945	10.213	15	KA	KA	KA	1.10714871779409	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA2	3	Gibert_2_KA2_3	0.73	Denmark	55.945	10.213	15	KA	KA	KA	1.02439576265692	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA25	1	Gibert_2_KA25_1	0.78	Denmark	55.945	10.213	15	KA	KA	KA	1.08259106339798	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA25	2	Gibert_2_KA25_2	0.7	Denmark	55.945	10.213	15	KA	KA	KA	0.991156586431192	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA25	3	Gibert_2_KA25_3	0.58	Denmark	55.945	10.213	15	KA	KA	KA	0.865743489873404	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA28	1	Gibert_2_KA28_1	0.88	Denmark	55.945	10.213	15	KA	KA	KA	1.21705472090523	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA28	2	Gibert_2_KA28_2	0.88	Denmark	55.945	10.213	15	KA	KA	KA	1.21705472090523	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA28	3	Gibert_2_KA28_3	0.9	Denmark	55.945	10.213	15	KA	KA	KA	1.24904577239825	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA29	1	Gibert_2_KA29_1	0.78	Denmark	55.945	10.213	15	KA	KA	KA	1.08259106339798	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA29	2	Gibert_2_KA29_2	0.8	Denmark	55.945	10.213	15	KA	KA	KA	1.10714871779409	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA29	3	Gibert_2_KA29_3	0.95	Denmark	55.945	10.213	15	KA	KA	KA	1.34528292089677	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA5	1	Gibert_2_KA5_1	0.45	Denmark	55.945	10.213	15	KA	KA	KA	0.735314452816668	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA5	2	Gibert_2_KA5_2	0.48	Denmark	55.945	10.213	15	KA	KA	KA	0.765392826220454	#D04E00	+	+	+	0.076
Gibert	NS	2	KA	KA5	3	Gibert_2_KA5_3	0.58	Denmark	55.945	10.213	15	KA	KA	KA	0.865743489873404	#D04E00	+	+	+	0.076
Gibert	NS	2	MA	MA13	1	Gibert_2_MA13_1	0.83	Austria	48.375	15.56	572	MA	MA	MA	1.14580754383249	#E38800	-	-	-	0.076
Gibert	NS	2	MA	MA13	2	Gibert_2_MA13_2	0.78	Austria	48.375	15.56	572	MA	MA	MA	1.08259106339798	#E38800	-	-	-	0.076
Gibert	NS	2	MA	MA13	3	Gibert_2_MA13_3	0.58	Austria	48.375	15.56	572	MA	MA	MA	0.865743489873404	#E38800	-	-	-	0.076
Gibert	NS	2	MA	MA19	1	Gibert_2_MA19_1	0.7	Austria	48.375	15.56	572	MA	MA	MA	0.991156586431192	#E38800	+	+	+	0.076
Gibert	NS	2	MA	MA19	2	Gibert_2_MA19_2	0.83	Austria	48.375	15.56	572	MA	MA	MA	1.14580754383249	#E38800	+	+	+	0.076
Gibert	NS	2	MA	MA19	3	Gibert_2_MA19_3	0.85	Austria	48.375	15.56	572	MA	MA	MA	1.17309691170282	#E38800	+	+	+	0.076
Gibert	NS	2	MA	MA21	1	Gibert_2_MA21_1	0.78	Austria	48.375	15.56	572	MA	MA	MA	1.08259106339798	#E38800	+	+	+	0.076
Gibert	NS	2	MA	MA21	2	Gibert_2_MA21_2	0.78	Austria	48.375	15.56	572	MA	MA	MA	1.08259106339798	#E38800	+	+	+	0.076
Gibert	NS	2	MA	MA21	3	Gibert_2_MA21_3	0.65	Austria	48.375	15.56	572	MA	MA	MA	0.937744490405147	#E38800	+	+	+	0.076
Gibert	NS	2	MA	MA23	1	Gibert_2_MA23_1	0.63	Austria	48.375	15.56	572	MA	MA	MA	0.916909264851683	#E38800	+	+	+	0.076
Gibert	NS	2	MA	MA23	2	Gibert_2_MA23_2	0.6	Austria	48.375	15.56	572	MA	MA	MA	0.886077123792614	#E38800	+	+	+	0.076
Gibert	NS	2	MA	MA23	3	Gibert_2_MA23_3	0.63	Austria	48.375	15.56	572	MA	MA	MA	0.916909264851683	#E38800	+	+	+	0.076
Gibert	NS	2	MA	MA26	1	Gibert_2_MA26_1	0.63	Austria	48.375	15.56	572	MA	MA	MA	0.916909264851683	#E38800	+	+	+	0.076
