Model	Trait	Sex	Population	Line	Value_re_Abbott	Value_re_Gibert	Value_re_Schmidt	SE_re_Abbott	SE_re_Gibert	SE_re_Schmidt
lmer_pop	Pgm_Total	F	MU	MU14	0.06	0.04	0.166	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	MU	MU16	-0.082	-0.024	-0.076	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	MU	MU17	0.026	-0.014	-0.064	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	MU	MU18	0.055	0.076	0.093	0.018	0.028	0.042
lmer_pop	Pgm_Total	F	MU	MU19	-0.044	-0.059	-0.203	0.02	0.02	0.042
lmer_pop	Pgm_Total	F	MU	MU2	0.023	-0.024	-0.066	0.02	0.027	0.05
lmer_pop	Pgm_Total	F	MU	MU20	0.042	0.032	0.08	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	MU	MU3	-0.082	-0.106	-0.075	0.019	0.027	0.042
lmer_pop	Pgm_Total	F	MU	MU5	0.017	-0.027	0.011	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	MU	MU6	0.058	0.049	0.262	0.019	0.027	0.042
lmer_pop	Pgm_Total	F	MU	MU8	-0.085	0.034	0.011	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	MU	MU9	-0.005	0.006	0.253	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	RE	RE1	0.016	0.006	NA	0.019	0.027	NA
lmer_pop	Pgm_Total	F	RE	RE10	-0.008	-0.029	-0.216	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	RE	RE11	0.019	-0.014	0.37	0.019	0.027	0.042
lmer_pop	Pgm_Total	F	RE	RE12	0.042	0.035	0.187	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	RE	RE13	-0.001	0.009	0.13	0.02	0.027	0.05
lmer_pop	Pgm_Total	F	RE	RE15	-0.072	-0.077	-0.254	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	RE	RE16	0.031	-0.019	0.024	0.019	0.027	0.042
lmer_pop	Pgm_Total	F	RE	RE17	0.02	-0.003	-0.105	0.02	0.027	0.047
lmer_pop	Pgm_Total	F	RE	RE18	-0.014	-0.019	0.195	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	RE	RE2	0.096	0.066	0.164	0.019	0.027	0.042
lmer_pop	Pgm_Total	F	RE	RE3	-0.131	-0.127	-0.268	0.022	0.027	0.053
lmer_pop	Pgm_Total	F	RE	RE4	-0.023	-0.001	-0.143	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	RE	RE5	-0.039	0.052	-0.188	0.02	0.027	0.058
lmer_pop	Pgm_Total	F	RE	RE6	-0.012	0.008	0.071	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	RE	RE7	0.063	0.025	0.034	0.02	0.02	0.042
lmer_pop	Pgm_Total	F	RE	RE8	0.013	0.088	NA	0.02	0.027	NA
lmer_pop	Pgm_Total	F	UM	UM13	0.004	-0.006	-0.071	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	UM	UM17	0.016	0.069	0.065	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	UM	UM18	-0.016	-0.031	0.03	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	UM	UM2	-0.041	-0.086	-0.059	0.019	0.027	0.042
lmer_pop	Pgm_Total	F	UM	UM20	0.002	-0.021	0.004	0.02	0.027	0.053
lmer_pop	Pgm_Total	F	UM	UM21	0.026	0.024	0.005	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	UM	UM22	-0.009	-0.053	-0.201	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	UM	UM23	0.04	-0.026	-0.183	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	UM	UM25	-0.046	-0.023	0.103	0.019	0.027	0.042
lmer_pop	Pgm_Total	F	UM	UM26	-0.019	0.048	NA	0.02	0.027	NA
lmer_pop	Pgm_Total	F	UM	UM28	0.017	0.022	0.173	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	UM	UM29	-0.094	-0.05	-0.085	0.019	0.027	0.042
lmer_pop	Pgm_Total	F	UM	UM4	-0.007	0.022	0.052	0.019	0.027	0.042
lmer_pop	Pgm_Total	F	UM	UM5	-0.002	-0.033	-0.103	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	UM	UM6	0.005	-0.033	NA	0.02	0.027	NA
lmer_pop	Pgm_Total	F	UM	UM7	0.124	0.085	0.261	0.02	0.02	0.042
lmer_pop	Pgm_Total	F	UM	UM8	-0.05	0.019	NA	0.02	0.027	NA
lmer_pop	Pgm_Total	F	UM	UM9	0.049	0.072	0.009	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	VA	VA1	0.029	-0.029	NA	0.02	0.027	NA
lmer_pop	Pgm_Total	F	VA	VA11	-0.098	-0.046	-0.223	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	VA	VA18	-0.025	-0.008	0.066	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	VA	VA22	0.136	0.121	0.391	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	VA	VA26	-0.018	0.02	-0.214	0.019	0.027	0.042
lmer_pop	Pgm_Total	F	VA	VA30	0.027	-0.006	0.006	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	VA	VA34	-0.021	0.055	0.217	0.019	0.027	0.042
lmer_pop	Pgm_Total	F	VA	VA35	-0.057	-0.084	-0.249	0.019	0.027	0.042
lmer_pop	Pgm_Total	F	VA	VA44	0.024	0.049	0.246	0.02	0.02	0.047
lmer_pop	Pgm_Total	F	VA	VA46	0.053	0.026	-0.093	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	VA	VA47	-0.027	0.045	-0.215	0.019	0.027	0.042
lmer_pop	Pgm_Total	F	VA	VA48	0.003	-0.023	-0.08	0.019	0.027	0.042
lmer_pop	Pgm_Total	F	VA	VA55	-0.042	-0.086	0.004	0.019	0.027	0.042
lmer_pop	Pgm_Total	F	VA	VA57	0.075	0.082	0.157	0.019	0.027	0.042
lmer_pop	Pgm_Total	F	VA	VA6	-0.065	0.053	NA	0.02	0.027	NA
lmer_pop	Pgm_Total	F	VA	VA66	-0.018	-0.018	0.009	0.019	0.027	0.042
lmer_pop	Pgm_Total	F	VA	VA67	0.001	-0.041	-0.044	0.019	0.027	0.042
lmer_pop	Pgm_Total	F	VA	VA71	0	-0.121	0.012	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	VA	VA9	0.023	0.011	NA	0.019	0.027	NA
lmer_pop	Pgm_Total	F	YE	YE11	-0.057	0.021	-0.087	0.02	0.035	0.05
lmer_pop	Pgm_Total	F	YE	YE13	0.009	-0.038	0.033	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	YE	YE14	-0.119	-0.093	-0.323	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	YE	YE15	-0.04	-0.006	-0.12	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	YE	YE19	-0.002	0.081	0.039	0.02	0.027	0.05
lmer_pop	Pgm_Total	F	YE	YE20	0.002	-0.023	0.172	0.02	0.035	0.042
lmer_pop	Pgm_Total	F	YE	YE21	0.13	0.076	0.154	0.02	0.029	0.042
lmer_pop	Pgm_Total	F	YE	YE22	0.088	0.085	0.239	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	YE	YE23	0.101	0.057	0.055	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	YE	YE24	-0.033	-0.016	0.151	0.019	0.027	0.047
lmer_pop	Pgm_Total	F	YE	YE26	-0.053	0.026	0.049	0.02	0.028	0.05
lmer_pop	Pgm_Total	F	YE	YE27	-0.013	0.011	0.006	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	YE	YE33	-0.047	-0.015	-0.218	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	YE	YE40	-0.011	-0.019	0.205	0.02	0.027	0.047
lmer_pop	Pgm_Total	F	YE	YE41	-0.026	-0.134	-0.286	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	YE	YE48	0.097	0.045	0.202	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	YE	YE49	0.011	0.046	-0.073	0.02	0.02	0.042
lmer_pop	Pgm_Total	F	YE	YE51	-0.083	-0.109	-0.19	0.02	0.027	0.05
lmer_pop	Pgm_Total	F	YE	YE69	-0.018	-0.069	-0.167	0.02	0.027	0.042
lmer_pop	Pgm_Total	F	YE	YE80	0.064	0.073	0.157	0.02	0.027	0.042
lmer_pop	Pgm_T4	F	GI	GI13	NA	0.037	0.002	NA	0.03	0.032
lmer_pop	Pgm_T4	F	KA	KA28	NA	-0.012	-0.077	NA	0.03	0.032
lmer_pop	Pgm_T4	F	MA	MA16	NA	-0.038	NA	NA	0.03	NA
lmer_pop	Pgm_T4	F	MA	MA3	NA	-0.091	0.174	NA	0.03	0.032
lmer_pop	Pgm_T4	F	MU	MU15	NA	0.001	-0.039	NA	0.03	0.032
lmer_pop	Pgm_T4	F	MU	MU4	NA	0.007	-0.017	NA	0.03	0.032
lmer_pop	Pgm_T4	F	MU	MU7	NA	0.039	-0.002	NA	0.03	0.032
lmer_pop	Pgm_T5	F	GI	GI13	NA	0.02	-0.142	NA	0.031	0.059
lmer_pop	Pgm_T5	F	KA	KA28	NA	-0.05	0.127	NA	0.031	0.059
lmer_pop	Pgm_T5	F	MA	MA16	NA	0.06	NA	NA	0.031	NA
lmer_pop	Pgm_T5	F	MA	MA3	NA	0.147	0.452	NA	0.031	0.059
lmer_pop	Pgm_T5	F	MU	MU15	NA	0.009	-0.149	NA	0.031	0.059
lmer_pop	Pgm_T5	F	MU	MU4	NA	0.028	-0.081	NA	0.031	0.059
lmer_pop	Pgm_T5	F	MU	MU7	NA	-0.018	-0.089	NA	0.031	0.059
lmer_pop	Pgm_T6	F	GI	GI13	NA	-0.004	-0.001	NA	0.048	0.085
lmer_pop	Pgm_T6	F	KA	KA28	NA	0.143	0.238	NA	0.048	0.085
lmer_pop	Pgm_T6	F	MA	MA16	NA	0.172	NA	NA	0.048	NA
lmer_pop	Pgm_T6	F	MA	MA3	NA	0.306	0.585	NA	0.048	0.085
lmer_pop	Pgm_T6	F	MU	MU15	NA	0.08	-0.148	NA	0.048	0.085
lmer_pop	Pgm_T6	F	MU	MU4	NA	0.007	-0.149	NA	0.048	0.085
lmer_pop	Pgm_T6	F	MU	MU7	NA	-0.163	-0.355	NA	0.048	0.085
lmer_pop	Pgm_Total	F	GI	GI13	NA	0.017	-0.046	NA	0.027	0.042
lmer_pop	Pgm_Total	F	KA	KA28	NA	0.028	0.101	NA	0.027	0.042
lmer_pop	Pgm_Total	F	MA	MA16	NA	0.041	NA	NA	0.027	NA
lmer_pop	Pgm_Total	F	MA	MA3	NA	0.092	0.351	NA	0.027	0.042
lmer_pop	Pgm_Total	F	MU	MU15	NA	0.021	-0.107	NA	0.027	0.042
lmer_pop	Pgm_Total	F	MU	MU4	NA	0.01	-0.073	NA	0.027	0.042
lmer_pop	Pgm_Total	F	MU	MU7	NA	-0.03	-0.113	NA	0.027	0.042
lmer_pop	Pgm_T4	F	VA	VA15	NA	NA	-0.022	NA	NA	0.032
lmer_pop	Pgm_T5	F	VA	VA15	NA	NA	-0.018	NA	NA	0.059
lmer_pop	Pgm_T6	F	VA	VA15	NA	NA	0.056	NA	NA	0.085
lmer_pop	Pgm_Total	F	VA	VA15	NA	NA	0.01	NA	NA	0.042
