"Lab","Diet","Sex","Batch","Population_count","Population_ids","Line_count","Line_ids","Replicate_count","Replicate_ids","Observation_count"
"Vieira","S","M","17",2,"KA; UM",8,"KA1; KA2; KA3; KA5; UM25; UM29; UM4; UM8",24,"Vieira_17_KA1_M_1; Vieira_17_KA1_M_2; Vieira_17_KA1_M_3; Vieira_17_KA2_M_1; Vieira_17_KA2_M_2; Vieira_17_KA2_M_3; Vieira_17_KA3_M_1; Vieira_17_KA3_M_2; Vieira_17_KA3_M_3; Vieira_17_KA5_M_1; Vieira_17_KA5_M_2; Vieira_17_KA5_M_3; Vieira_17_UM25_M_1; Vieira_17_UM25_M_2; Vieira_17_UM25_M_3; Vieira_17_UM29_M_1; Vieira_17_UM29_M_2; Vieira_17_UM29_M_3; Vieira_17_UM4_M_1; Vieira_17_UM4_M_2; Vieira_17_UM4_M_3; Vieira_17_UM8_M_1; Vieira_17_UM8_M_2; Vieira_17_UM8_M_3",437
"Vieira","S","M","18",1,"UM",3,"UM22; UM26; UM28",9,"Vieira_18_UM22_M_1; Vieira_18_UM22_M_2; Vieira_18_UM22_M_3; Vieira_18_UM26_M_1; Vieira_18_UM26_M_2; Vieira_18_UM26_M_3; Vieira_18_UM28_M_1; Vieira_18_UM28_M_2; Vieira_18_UM28_M_3",170
"Vieira","S","M","19",1,"KA",3,"KA11; KA13; KA14",9,"Vieira_19_KA11_M_1; Vieira_19_KA11_M_2; Vieira_19_KA11_M_3; Vieira_19_KA13_M_1; Vieira_19_KA13_M_2; Vieira_19_KA13_M_3; Vieira_19_KA14_M_1; Vieira_19_KA14_M_2; Vieira_19_KA14_M_3",167
"Vieira","S","M","20",1,"KA",2,"KA15; KA16",6,"Vieira_20_KA15_M_1; Vieira_20_KA15_M_2; Vieira_20_KA15_M_3; Vieira_20_KA16_M_1; Vieira_20_KA16_M_2; Vieira_20_KA16_M_3",114
"Vieira","S","M","21",1,"KA",6,"KA17; KA18; KA23; KA24; KA25; KA28",18,"Vieira_21_KA17_M_1; Vieira_21_KA17_M_2; Vieira_21_KA17_M_3; Vieira_21_KA18_M_1; Vieira_21_KA18_M_2; Vieira_21_KA18_M_3; Vieira_21_KA23_M_1; Vieira_21_KA23_M_2; Vieira_21_KA23_M_3; Vieira_21_KA24_M_1; Vieira_21_KA24_M_2; Vieira_21_KA24_M_3; Vieira_21_KA25_M_1; Vieira_21_KA25_M_2; Vieira_21_KA25_M_3; Vieira_21_KA28_M_1; Vieira_21_KA28_M_2; Vieira_21_KA28_M_3",337
"Vieira","S","M","22",2,"KA; MA",4,"KA29; MA3; MA5; MA6",12,"Vieira_22_KA29_M_1; Vieira_22_KA29_M_2; Vieira_22_KA29_M_3; Vieira_22_MA3_M_1; Vieira_22_MA3_M_2; Vieira_22_MA3_M_3; Vieira_22_MA5_M_1; Vieira_22_MA5_M_2; Vieira_22_MA5_M_3; Vieira_22_MA6_M_1; Vieira_22_MA6_M_2; Vieira_22_MA6_M_3",231
"Vieira","S","M","23",1,"MA",2,"MA7; MA9",6,"Vieira_23_MA7_M_1; Vieira_23_MA7_M_2; Vieira_23_MA7_M_3; Vieira_23_MA9_M_1; Vieira_23_MA9_M_2; Vieira_23_MA9_M_3",114
"Vieira","S","M","24",1,"MA",5,"MA12; MA13; MA16; MA18; MA19",15,"Vieira_24_MA12_M_1; Vieira_24_MA12_M_2; Vieira_24_MA12_M_3; Vieira_24_MA13_M_1; Vieira_24_MA13_M_2; Vieira_24_MA13_M_3; Vieira_24_MA16_M_1; Vieira_24_MA16_M_2; Vieira_24_MA16_M_3; Vieira_24_MA18_M_1; Vieira_24_MA18_M_2; Vieira_24_MA18_M_3; Vieira_24_MA19_M_1; Vieira_24_MA19_M_2; Vieira_24_MA19_M_3",297
"Vieira","S","M","25",1,"MA",6,"MA20; MA21; MA23; MA26; MA27; MA28",18,"Vieira_25_MA20_M_1; Vieira_25_MA20_M_2; Vieira_25_MA20_M_3; Vieira_25_MA21_M_1; Vieira_25_MA21_M_2; Vieira_25_MA21_M_3; Vieira_25_MA23_M_1; Vieira_25_MA23_M_2; Vieira_25_MA23_M_3; Vieira_25_MA26_M_1; Vieira_25_MA26_M_2; Vieira_25_MA26_M_3; Vieira_25_MA27_M_1; Vieira_25_MA27_M_2; Vieira_25_MA27_M_3; Vieira_25_MA28_M_1; Vieira_25_MA28_M_2; Vieira_25_MA28_M_3",353
"Vieira","S","M","26",2,"MA; YE",5,"MA30; MA31; MA32; MA33; YE11",15,"Vieira_26_MA30_M_1; Vieira_26_MA30_M_2; Vieira_26_MA30_M_3; Vieira_26_MA31_M_1; Vieira_26_MA31_M_2; Vieira_26_MA31_M_3; Vieira_26_MA32_M_1; Vieira_26_MA32_M_2; Vieira_26_MA32_M_3; Vieira_26_MA33_M_1; Vieira_26_MA33_M_2; Vieira_26_MA33_M_3; Vieira_26_YE11_M_1; Vieira_26_YE11_M_2; Vieira_26_YE11_M_3",278
"Vieira","S","M","27",1,"YE",7,"YE13; YE14; YE15; YE19; YE20; YE21; YE22",21,"Vieira_27_YE13_M_1; Vieira_27_YE14_M_1; Vieira_27_YE15_M_1; Vieira_27_YE13_M_2; Vieira_27_YE13_M_3; Vieira_27_YE14_M_2; Vieira_27_YE14_M_3; Vieira_27_YE15_M_2; Vieira_27_YE15_M_3; Vieira_27_YE19_M_1; Vieira_27_YE19_M_2; Vieira_27_YE19_M_3; Vieira_27_YE20_M_1; Vieira_27_YE20_M_2; Vieira_27_YE20_M_3; Vieira_27_YE21_M_1; Vieira_27_YE21_M_2; Vieira_27_YE21_M_3; Vieira_27_YE22_M_1; Vieira_27_YE22_M_2; Vieira_27_YE22_M_3",393
"Vieira","S","M","28",2,"VA; YE",10,"VA11; VA22; VA44; VA46; VA6; VA9; YE23; YE24; YE26; YE27",30,"Vieira_28_VA11_M_1; Vieira_28_VA11_M_2; Vieira_28_VA11_M_3; Vieira_28_VA22_M_1; Vieira_28_VA22_M_2; Vieira_28_VA22_M_3; Vieira_28_VA44_M_1; Vieira_28_VA44_M_2; Vieira_28_VA44_M_3; Vieira_28_VA46_M_1; Vieira_28_VA46_M_2; Vieira_28_VA46_M_3; Vieira_28_VA6_M_1; Vieira_28_VA6_M_2; Vieira_28_VA6_M_3; Vieira_28_VA9_M_1; Vieira_28_VA9_M_2; Vieira_28_VA9_M_3; Vieira_28_YE23_M_1; Vieira_28_YE23_M_2; Vieira_28_YE23_M_3; Vieira_28_YE24_M_1; Vieira_28_YE24_M_2; Vieira_28_YE24_M_3; Vieira_28_YE26_M_1; Vieira_28_YE26_M_2; Vieira_28_YE26_M_3; Vieira_28_YE27_M_1; Vieira_28_YE27_M_2; Vieira_28_YE27_M_3",569
"Vieira","S","M","29",1,"VA",5,"VA35; VA47; VA55; VA57; VA66",15,"Vieira_29_VA35_M_1; Vieira_29_VA35_M_2; Vieira_29_VA35_M_3; Vieira_29_VA47_M_1; Vieira_29_VA47_M_2; Vieira_29_VA47_M_3; Vieira_29_VA55_M_1; Vieira_29_VA55_M_2; Vieira_29_VA55_M_3; Vieira_29_VA57_M_1; Vieira_29_VA57_M_2; Vieira_29_VA57_M_3; Vieira_29_VA66_M_1; Vieira_29_VA66_M_2; Vieira_29_VA66_M_3",287
"Vieira","S","M","30",1,"VA",3,"VA48; VA67; VA71",9,"Vieira_30_VA48_M_1; Vieira_30_VA48_M_2; Vieira_30_VA48_M_3; Vieira_30_VA67_M_1; Vieira_30_VA67_M_2; Vieira_30_VA67_M_3; Vieira_30_VA71_M_1; Vieira_30_VA71_M_2; Vieira_30_VA71_M_3",177
"Vieira","S","M","31",1,"YE",6,"YE41; YE48; YE49; YE51; YE69; YE80",18,"Vieira_31_YE41_M_1; Vieira_31_YE41_M_2; Vieira_31_YE41_M_3; Vieira_31_YE48_M_1; Vieira_31_YE48_M_2; Vieira_31_YE48_M_3; Vieira_31_YE49_M_1; Vieira_31_YE49_M_2; Vieira_31_YE49_M_3; Vieira_31_YE51_M_1; Vieira_31_YE51_M_2; Vieira_31_YE51_M_3; Vieira_31_YE69_M_1; Vieira_31_YE69_M_2; Vieira_31_YE69_M_3; Vieira_31_YE80_M_1; Vieira_31_YE80_M_2; Vieira_31_YE80_M_3",354
"Vieira","S","M","32",2,"VA; YE",8,"VA1; VA15; VA18; VA26; VA30; VA34; YE33; YE40",24,"Vieira_32_VA1_M_1; Vieira_32_VA1_M_2; Vieira_32_VA1_M_3; Vieira_32_VA15_M_1; Vieira_32_VA15_M_2; Vieira_32_VA15_M_3; Vieira_32_VA18_M_1; Vieira_32_VA18_M_2; Vieira_32_VA18_M_3; Vieira_32_VA26_M_1; Vieira_32_VA26_M_2; Vieira_32_VA26_M_3; Vieira_32_VA30_M_1; Vieira_32_VA30_M_2; Vieira_32_VA30_M_3; Vieira_32_VA34_M_1; Vieira_32_VA34_M_2; Vieira_32_VA34_M_3; Vieira_32_YE33_M_1; Vieira_32_YE33_M_2; Vieira_32_YE33_M_3; Vieira_32_YE40_M_1; Vieira_32_YE40_M_2; Vieira_32_YE40_M_3",466
"Parsch","NS","F","1",4,"AK; MA; MU; RE",50,"AK1; AK10; AK11; AK13; AK14; AK17; AK18; AK20; AK21; AK3; AK4; AK6; AK7; AK8; AK9; MA12; MA16; MA18; MA19; MA20; MA21; MA23; MA26; MA3; MA30; MA33; MA5; MA6; MA7; MA9; MU1; MU10; MU11; MU14; MU15; MU17; MU18; MU2; MU20; MU3; MU4; MU5; MU6; MU7; MU9; RE10; RE11; RE12; RE13; RE15",50,"Parsch_1_AK1_F_1; Parsch_1_AK10_F_1; Parsch_1_AK11_F_1; Parsch_1_AK13_F_1; Parsch_1_AK14_F_1; Parsch_1_AK17_F_1; Parsch_1_AK18_F_1; Parsch_1_AK20_F_1; Parsch_1_AK21_F_1; Parsch_1_AK3_F_1; Parsch_1_AK4_F_1; Parsch_1_AK6_F_1; Parsch_1_AK7_F_1; Parsch_1_AK8_F_1; Parsch_1_AK9_F_1; Parsch_1_MA12_F_1; Parsch_1_MA16_F_1; Parsch_1_MA18_F_1; Parsch_1_MA19_F_1; Parsch_1_MA20_F_1; Parsch_1_MA21_F_1; Parsch_1_MA23_F_1; Parsch_1_MA26_F_1; Parsch_1_MA3_F_1; Parsch_1_MA30_F_1; Parsch_1_MA33_F_1; Parsch_1_MA5_F_1; Parsch_1_MA6_F_1; Parsch_1_MA7_F_1; Parsch_1_MA9_F_1; Parsch_1_MU1_F_1; Parsch_1_MU10_F_1; Parsch_1_MU11_F_1; Parsch_1_MU14_F_1; Parsch_1_MU15_F_1; Parsch_1_MU17_F_1; Parsch_1_MU18_F_1; Parsch_1_MU2_F_1; Parsch_1_MU20_F_1; Parsch_1_MU3_F_1; Parsch_1_MU4_F_1; Parsch_1_MU5_F_1; Parsch_1_MU6_F_1; Parsch_1_MU7_F_1; Parsch_1_MU9_F_1; Parsch_1_RE10_F_1; Parsch_1_RE11_F_1; Parsch_1_RE12_F_1; Parsch_1_RE13_F_1; Parsch_1_RE15_F_1",743
"Parsch","NS","F","2",4,"RE; UM; VA; YE",50,"RE16; RE17; RE18; RE2; RE3; RE4; RE5; RE6; RE7; RE8; UM13; UM17; UM18; UM2; UM20; UM21; UM23; UM25; UM26; UM28; UM29; UM4; UM5; UM7; UM9; VA1; VA18; VA22; VA26; VA30; VA34; VA47; VA48; VA55; VA57; VA6; VA66; VA67; VA71; VA9; YE11; YE13; YE19; YE21; YE22; YE23; YE24; YE26; YE33; YE40",50,"Parsch_2_RE16_F_1; Parsch_2_RE17_F_1; Parsch_2_RE18_F_1; Parsch_2_RE2_F_1; Parsch_2_RE3_F_1; Parsch_2_RE4_F_1; Parsch_2_RE5_F_1; Parsch_2_RE6_F_1; Parsch_2_RE7_F_1; Parsch_2_RE8_F_1; Parsch_2_UM13_F_1; Parsch_2_UM17_F_1; Parsch_2_UM18_F_1; Parsch_2_UM2_F_1; Parsch_2_UM20_F_1; Parsch_2_UM21_F_1; Parsch_2_UM23_F_1; Parsch_2_UM25_F_1; Parsch_2_UM26_F_1; Parsch_2_UM28_F_1; Parsch_2_UM29_F_1; Parsch_2_UM4_F_1; Parsch_2_UM5_F_1; Parsch_2_UM7_F_1; Parsch_2_UM9_F_1; Parsch_2_VA1_F_1; Parsch_2_VA18_F_1; Parsch_2_VA22_F_1; Parsch_2_VA26_F_1; Parsch_2_VA30_F_1; Parsch_2_VA34_F_1; Parsch_2_VA47_F_1; Parsch_2_VA48_F_1; Parsch_2_VA55_F_1; Parsch_2_VA57_F_1; Parsch_2_VA6_F_1; Parsch_2_VA66_F_1; Parsch_2_VA67_F_1; Parsch_2_VA71_F_1; Parsch_2_VA9_F_1; Parsch_2_YE11_F_1; Parsch_2_YE13_F_1; Parsch_2_YE19_F_1; Parsch_2_YE21_F_1; Parsch_2_YE22_F_1; Parsch_2_YE23_F_1; Parsch_2_YE24_F_1; Parsch_2_YE26_F_1; Parsch_2_YE33_F_1; Parsch_2_YE40_F_1",748
"Parsch","NS","F","3",4,"AK; MA; MU; YE",50,"AK1; AK10; AK11; AK13; AK14; AK17; AK18; AK20; AK21; AK3; AK4; AK6; AK7; AK8; AK9; MA12; MA16; MA18; MA19; MA20; MA21; MA23; MA26; MA3; MA30; MA33; MA5; MA6; MA7; MA9; MU1; MU10; MU11; MU14; MU15; MU17; MU18; MU2; MU20; MU3; MU4; MU5; MU6; MU7; MU9; YE15; YE48; YE51; YE69; YE80",50,"Parsch_3_AK1_F_2; Parsch_3_AK10_F_2; Parsch_3_AK11_F_2; Parsch_3_AK13_F_2; Parsch_3_AK14_F_2; Parsch_3_AK17_F_2; Parsch_3_AK18_F_2; Parsch_3_AK20_F_2; Parsch_3_AK21_F_2; Parsch_3_AK3_F_2; Parsch_3_AK4_F_2; Parsch_3_AK6_F_2; Parsch_3_AK7_F_2; Parsch_3_AK8_F_2; Parsch_3_AK9_F_2; Parsch_3_MA12_F_2; Parsch_3_MA16_F_2; Parsch_3_MA18_F_2; Parsch_3_MA19_F_2; Parsch_3_MA20_F_2; Parsch_3_MA21_F_2; Parsch_3_MA23_F_2; Parsch_3_MA26_F_2; Parsch_3_MA3_F_2; Parsch_3_MA30_F_2; Parsch_3_MA33_F_2; Parsch_3_MA5_F_2; Parsch_3_MA6_F_2; Parsch_3_MA7_F_2; Parsch_3_MA9_F_2; Parsch_3_MU1_F_2; Parsch_3_MU10_F_2; Parsch_3_MU11_F_2; Parsch_3_MU14_F_2; Parsch_3_MU15_F_2; Parsch_3_MU17_F_2; Parsch_3_MU18_F_2; Parsch_3_MU2_F_2; Parsch_3_MU20_F_2; Parsch_3_MU3_F_2; Parsch_3_MU4_F_2; Parsch_3_MU5_F_2; Parsch_3_MU6_F_2; Parsch_3_MU7_F_2; Parsch_3_MU9_F_2; Parsch_3_YE15_F_1; Parsch_3_YE48_F_1; Parsch_3_YE51_F_1; Parsch_3_YE69_F_1; Parsch_3_YE80_F_1",749
"Parsch","NS","F","4",4,"RE; UM; VA; YE",50,"RE10; RE11; RE12; RE13; RE15; RE16; RE17; RE18; RE2; RE3; RE4; RE5; RE6; RE7; RE8; UM13; UM17; UM18; UM2; UM20; UM21; UM23; UM25; UM26; UM28; UM29; UM4; UM5; UM7; UM9; VA1; VA18; VA22; VA26; VA30; VA34; VA47; VA48; VA55; VA57; VA6; VA66; VA67; VA71; VA9; YE11; YE13; YE19; YE21; YE22",50,"Parsch_4_RE10_F_2; Parsch_4_RE11_F_2; Parsch_4_RE12_F_2; Parsch_4_RE13_F_2; Parsch_4_RE15_F_2; Parsch_4_RE16_F_2; Parsch_4_RE17_F_2; Parsch_4_RE18_F_2; Parsch_4_RE2_F_2; Parsch_4_RE3_F_2; Parsch_4_RE4_F_2; Parsch_4_RE5_F_2; Parsch_4_RE6_F_2; Parsch_4_RE7_F_2; Parsch_4_RE8_F_2; Parsch_4_UM13_F_2; Parsch_4_UM17_F_2; Parsch_4_UM18_F_2; Parsch_4_UM2_F_2; Parsch_4_UM20_F_2; Parsch_4_UM21_F_2; Parsch_4_UM23_F_2; Parsch_4_UM25_F_2; Parsch_4_UM26_F_2; Parsch_4_UM28_F_2; Parsch_4_UM29_F_2; Parsch_4_UM4_F_2; Parsch_4_UM5_F_2; Parsch_4_UM7_F_2; Parsch_4_UM9_F_2; Parsch_4_VA1_F_2; Parsch_4_VA18_F_2; Parsch_4_VA22_F_2; Parsch_4_VA26_F_2; Parsch_4_VA30_F_2; Parsch_4_VA34_F_2; Parsch_4_VA47_F_2; Parsch_4_VA48_F_2; Parsch_4_VA55_F_2; Parsch_4_VA57_F_2; Parsch_4_VA6_F_2; Parsch_4_VA66_F_2; Parsch_4_VA67_F_2; Parsch_4_VA71_F_2; Parsch_4_VA9_F_2; Parsch_4_YE11_F_2; Parsch_4_YE13_F_2; Parsch_4_YE19_F_2; Parsch_4_YE21_F_2; Parsch_4_YE22_F_2",749
"Parsch","NS","F","5",3,"GI; KA; YE",35,"GI1; GI10; GI11; GI12; GI13; GI14; GI15; GI2; GI3; GI4; GI5; GI6; GI7; GI8; GI9; KA1; KA10; KA11; KA14; KA15; KA17; KA18; KA23; KA24; KA28; KA29; KA3; KA5; KA7; KA9; YE23; YE24; YE26; YE33; YE40",50,"Parsch_5_GI1_F_1; Parsch_5_GI1_F_2; Parsch_5_GI10_F_1; Parsch_5_GI10_F_2; Parsch_5_GI11_F_1; Parsch_5_GI11_F_2; Parsch_5_GI12_F_1; Parsch_5_GI12_F_2; Parsch_5_GI13_F_1; Parsch_5_GI13_F_2; Parsch_5_GI14_F_1; Parsch_5_GI14_F_2; Parsch_5_GI15_F_1; Parsch_5_GI15_F_2; Parsch_5_GI2_F_1; Parsch_5_GI2_F_2; Parsch_5_GI3_F_1; Parsch_5_GI3_F_2; Parsch_5_GI4_F_1; Parsch_5_GI4_F_2; Parsch_5_GI5_F_1; Parsch_5_GI5_F_2; Parsch_5_GI6_F_1; Parsch_5_GI6_F_2; Parsch_5_GI7_F_1; Parsch_5_GI7_F_2; Parsch_5_GI8_F_1; Parsch_5_GI8_F_2; Parsch_5_GI9_F_1; Parsch_5_GI9_F_2; Parsch_5_KA1_F_1; Parsch_5_KA10_F_1; Parsch_5_KA11_F_1; Parsch_5_KA14_F_1; Parsch_5_KA15_F_1; Parsch_5_KA17_F_1; Parsch_5_KA18_F_1; Parsch_5_KA23_F_1; Parsch_5_KA24_F_1; Parsch_5_KA28_F_1; Parsch_5_KA29_F_1; Parsch_5_KA3_F_1; Parsch_5_KA5_F_1; Parsch_5_KA7_F_1; Parsch_5_KA9_F_1; Parsch_5_YE23_F_2; Parsch_5_YE24_F_2; Parsch_5_YE26_F_2; Parsch_5_YE33_F_2; Parsch_5_YE40_F_2",750
"Parsch","NS","F","6",4,"AK; GI; KA; YE",50,"AK1; AK10; AK11; AK13; AK14; AK17; AK18; AK20; AK21; AK3; AK4; AK6; AK7; AK8; AK9; GI1; GI10; GI11; GI12; GI13; GI14; GI15; GI2; GI3; GI4; GI5; GI6; GI7; GI8; GI9; KA1; KA10; KA11; KA14; KA15; KA17; KA18; KA23; KA24; KA28; KA29; KA3; KA5; KA7; KA9; YE15; YE48; YE51; YE69; YE80",50,"Parsch_6_AK1_F_3; Parsch_6_AK10_F_3; Parsch_6_AK11_F_3; Parsch_6_AK13_F_3; Parsch_6_AK14_F_3; Parsch_6_AK17_F_3; Parsch_6_AK18_F_3; Parsch_6_AK20_F_3; Parsch_6_AK21_F_3; Parsch_6_AK3_F_3; Parsch_6_AK4_F_3; Parsch_6_AK6_F_3; Parsch_6_AK7_F_3; Parsch_6_AK8_F_3; Parsch_6_AK9_F_3; Parsch_6_GI1_F_3; Parsch_6_GI10_F_3; Parsch_6_GI11_F_3; Parsch_6_GI12_F_3; Parsch_6_GI13_F_3; Parsch_6_GI14_F_3; Parsch_6_GI15_F_3; Parsch_6_GI2_F_3; Parsch_6_GI3_F_3; Parsch_6_GI4_F_3; Parsch_6_GI5_F_3; Parsch_6_GI6_F_3; Parsch_6_GI7_F_3; Parsch_6_GI8_F_3; Parsch_6_GI9_F_3; Parsch_6_KA1_F_2; Parsch_6_KA10_F_2; Parsch_6_KA11_F_2; Parsch_6_KA14_F_2; Parsch_6_KA15_F_2; Parsch_6_KA17_F_2; Parsch_6_KA18_F_2; Parsch_6_KA23_F_2; Parsch_6_KA24_F_2; Parsch_6_KA28_F_2; Parsch_6_KA29_F_2; Parsch_6_KA3_F_2; Parsch_6_KA5_F_2; Parsch_6_KA7_F_2; Parsch_6_KA9_F_2; Parsch_6_YE15_F_2; Parsch_6_YE48_F_2; Parsch_6_YE51_F_2; Parsch_6_YE69_F_2; Parsch_6_YE80_F_2",736
"Parsch","NS","F","7",4,"KA; MA; MU; RE",50,"KA1; KA10; KA11; KA14; KA15; KA17; KA18; KA23; KA24; KA28; KA29; KA3; KA5; KA7; KA9; MA12; MA16; MA18; MA19; MA20; MA21; MA23; MA26; MA3; MA30; MA33; MA5; MA6; MA7; MA9; MU1; MU10; MU11; MU14; MU15; MU17; MU18; MU2; MU20; MU3; MU4; MU5; MU6; MU7; MU9; RE10; RE11; RE12; RE13; RE15",50,"Parsch_7_KA1_F_3; Parsch_7_KA10_F_3; Parsch_7_KA11_F_3; Parsch_7_KA14_F_3; Parsch_7_KA15_F_3; Parsch_7_KA17_F_3; Parsch_7_KA18_F_3; Parsch_7_KA23_F_3; Parsch_7_KA24_F_3; Parsch_7_KA28_F_3; Parsch_7_KA29_F_3; Parsch_7_KA3_F_3; Parsch_7_KA5_F_3; Parsch_7_KA7_F_3; Parsch_7_KA9_F_3; Parsch_7_MA12_F_3; Parsch_7_MA16_F_3; Parsch_7_MA18_F_3; Parsch_7_MA19_F_3; Parsch_7_MA20_F_3; Parsch_7_MA21_F_3; Parsch_7_MA23_F_3; Parsch_7_MA26_F_3; Parsch_7_MA3_F_3; Parsch_7_MA30_F_3; Parsch_7_MA33_F_3; Parsch_7_MA5_F_3; Parsch_7_MA6_F_3; Parsch_7_MA7_F_3; Parsch_7_MA9_F_3; Parsch_7_MU1_F_3; Parsch_7_MU10_F_3; Parsch_7_MU11_F_3; Parsch_7_MU14_F_3; Parsch_7_MU15_F_3; Parsch_7_MU17_F_3; Parsch_7_MU18_F_3; Parsch_7_MU2_F_3; Parsch_7_MU20_F_3; Parsch_7_MU3_F_3; Parsch_7_MU4_F_3; Parsch_7_MU5_F_3; Parsch_7_MU6_F_3; Parsch_7_MU7_F_3; Parsch_7_MU9_F_3; Parsch_7_RE10_F_3; Parsch_7_RE11_F_3; Parsch_7_RE12_F_3; Parsch_7_RE13_F_3; Parsch_7_RE15_F_3",738
"Parsch","NS","F","8",4,"RE; UM; VA; YE",49,"RE16; RE17; RE18; RE2; RE3; RE4; RE5; RE6; RE7; RE8; UM13; UM17; UM18; UM2; UM20; UM21; UM23; UM25; UM26; UM28; UM29; UM4; UM5; UM7; UM9; VA1; VA18; VA22; VA26; VA30; VA34; VA47; VA48; VA55; VA57; VA6; VA66; VA67; VA71; VA9; YE11; YE13; YE19; YE21; YE23; YE24; YE26; YE33; YE40",49,"Parsch_8_RE16_F_3; Parsch_8_RE17_F_3; Parsch_8_RE18_F_3; Parsch_8_RE2_F_3; Parsch_8_RE3_F_3; Parsch_8_RE4_F_3; Parsch_8_RE5_F_3; Parsch_8_RE6_F_3; Parsch_8_RE7_F_3; Parsch_8_RE8_F_3; Parsch_8_UM13_F_3; Parsch_8_UM17_F_3; Parsch_8_UM18_F_3; Parsch_8_UM2_F_3; Parsch_8_UM20_F_3; Parsch_8_UM21_F_3; Parsch_8_UM23_F_3; Parsch_8_UM25_F_3; Parsch_8_UM26_F_3; Parsch_8_UM28_F_3; Parsch_8_UM29_F_3; Parsch_8_UM4_F_3; Parsch_8_UM5_F_3; Parsch_8_UM7_F_3; Parsch_8_UM9_F_3; Parsch_8_VA1_F_3; Parsch_8_VA18_F_3; Parsch_8_VA22_F_3; Parsch_8_VA26_F_3; Parsch_8_VA30_F_3; Parsch_8_VA34_F_3; Parsch_8_VA47_F_3; Parsch_8_VA48_F_3; Parsch_8_VA55_F_3; Parsch_8_VA57_F_3; Parsch_8_VA6_F_3; Parsch_8_VA66_F_3; Parsch_8_VA67_F_3; Parsch_8_VA71_F_3; Parsch_8_VA9_F_3; Parsch_8_YE11_F_3; Parsch_8_YE13_F_3; Parsch_8_YE19_F_3; Parsch_8_YE21_F_3; Parsch_8_YE23_F_3; Parsch_8_YE24_F_3; Parsch_8_YE26_F_3; Parsch_8_YE33_F_3; Parsch_8_YE40_F_3",748
"Parsch","NS","F","9",1,"YE",5,"YE15; YE48; YE51; YE69; YE80",5,"Parsch_9_YE15_F_3; Parsch_9_YE48_F_3; Parsch_9_YE51_F_3; Parsch_9_YE69_F_3; Parsch_9_YE80_F_3",75
"Parsch","NS","M","1",4,"AK; MA; MU; RE",50,"AK1; AK10; AK11; AK13; AK14; AK17; AK18; AK20; AK21; AK3; AK4; AK6; AK7; AK8; AK9; MA12; MA16; MA18; MA19; MA20; MA21; MA23; MA26; MA3; MA30; MA33; MA5; MA6; MA7; MA9; MU1; MU10; MU11; MU14; MU15; MU17; MU18; MU2; MU20; MU3; MU4; MU5; MU6; MU7; MU9; RE10; RE11; RE12; RE13; RE15",50,"Parsch_1_AK1_M_1; Parsch_1_AK10_M_1; Parsch_1_AK11_M_1; Parsch_1_AK13_M_1; Parsch_1_AK14_M_1; Parsch_1_AK17_M_1; Parsch_1_AK18_M_1; Parsch_1_AK20_M_1; Parsch_1_AK21_M_1; Parsch_1_AK3_M_1; Parsch_1_AK4_M_1; Parsch_1_AK6_M_1; Parsch_1_AK7_M_1; Parsch_1_AK8_M_1; Parsch_1_AK9_M_1; Parsch_1_MA12_M_1; Parsch_1_MA16_M_1; Parsch_1_MA18_M_1; Parsch_1_MA19_M_1; Parsch_1_MA20_M_1; Parsch_1_MA21_M_1; Parsch_1_MA23_M_1; Parsch_1_MA26_M_1; Parsch_1_MA3_M_1; Parsch_1_MA30_M_1; Parsch_1_MA33_M_1; Parsch_1_MA5_M_1; Parsch_1_MA6_M_1; Parsch_1_MA7_M_1; Parsch_1_MA9_M_1; Parsch_1_MU1_M_1; Parsch_1_MU10_M_1; Parsch_1_MU11_M_1; Parsch_1_MU14_M_1; Parsch_1_MU15_M_1; Parsch_1_MU17_M_1; Parsch_1_MU18_M_1; Parsch_1_MU2_M_1; Parsch_1_MU20_M_1; Parsch_1_MU3_M_1; Parsch_1_MU4_M_1; Parsch_1_MU5_M_1; Parsch_1_MU6_M_1; Parsch_1_MU7_M_1; Parsch_1_MU9_M_1; Parsch_1_RE10_M_1; Parsch_1_RE11_M_1; Parsch_1_RE12_M_1; Parsch_1_RE13_M_1; Parsch_1_RE15_M_1",748
