Model	Trait	Sex	Population	Line	Coef_Kozeretska	Coef_Posnien	Coef_Ritchie	Coef_Schmidt	SE_Kozeretska	SE_Posnien	SE_Ritchie	SE_Schmidt
lmer_pop	TL	F	KA	KA15	941.425916667328	NA	NA	NA	20.7432867453173	NA	NA	NA
lmer_pop	TL	F	KA	KA16	902.041916667328	946.364066666663	NA	991.612316500951	20.7432867453173	22.8055061755279	NA	11.2892927908682
lmer_pop	TL	F	KA	KA17	904.088916667328	NA	NA	1038.30031650095	20.7432867453173	NA	NA	11.2892927908682
lmer_pop	TL	F	KA	KA18	917.082916667328	NA	NA	1025.18431650095	20.7432867453173	NA	NA	11.2892927908682
lmer_pop	TL	F	KA	KA2	909.383916667328	NA	947.575629181894	1015.56531650095	20.7432867453173	NA	23.7474541581194	11.2892927908682
lmer_pop	TL	F	KA	KA3	895.321916667328	NA	959.000629181894	1011.09931650095	20.7432867453173	NA	23.8501391818157	11.2892927908682
lmer_pop	TL	F	KA	KA5	908.805916667328	NA	941.557629181894	1013.79231650095	20.7432867453173	NA	23.8577478189368	11.2892927908682
lmer_pop	TL	F	KA	KA7	897.368916667328	890.393066666663	NA	992.662316500951	20.7432867453173	22.8055061755279	NA	11.2892927908682
lmer_pop	TL	F	MA	MA13	971.039131633594	897.464566666666	NA	993.190885003996	23.1461104381021	22.8055061755279	NA	11.3117622591082
lmer_pop	TL	F	MA	MA16	961.079131633594	NA	NA	NA	20.1044264134249	NA	NA	NA
lmer_pop	TL	F	MA	MA18	984.294131633594	NA	NA	987.469885003996	20.1044264134249	NA	NA	11.3117622591082
lmer_pop	TL	F	MA	MA19	936.900131633594	NA	NA	1026.269885004	20.1044264134249	NA	NA	11.3117622591082
lmer_pop	TL	F	MA	MA20	936.771131633594	NA	NA	1026.186885004	20.1158900477413	NA	NA	11.6702314204383
lmer_pop	TL	F	MA	MA21	931.426131633594	NA	NA	1023.463885004	20.1044264134249	NA	NA	11.3117622591082
lmer_pop	TL	F	MA	MA27	963.898131633594	NA	NA	989.482885003996	20.1044264134249	NA	NA	14.602031550664
lmer_pop	TL	F	MA	MA28	990.801131633594	NA	NA	1032.484885004	23.1461104381021	NA	NA	11.3117622591082
lmer_pop	TL	F	MA	MA3	930.877131633594	868.621566666666	974.50560583067	1039.814885004	20.1044264134249	22.8055061755279	23.775995659365	11.3117622591082
lmer_pop	TL	F	MA	MA30	964.773131633594	879.906566666666	NA	1022.204885004	20.1044264134249	22.8055061755279	NA	11.6702314204383
lmer_pop	TL	F	MA	MA31	958.558131633594	NA	NA	1002.887885004	20.1044264134249	NA	NA	11.3117622591082
lmer_pop	TL	F	MA	MA32	1000.55213163359	NA	NA	1012.488885004	20.1044264134249	NA	NA	11.3117622591082
lmer_pop	TL	F	MA	MA33	987.083131633594	NA	NA	1008.353885004	20.1044264134249	NA	NA	11.3117622591082
lmer_pop	TL	F	MA	MA5	953.744131633594	NA	973.30060583067	1016.774885004	23.1461104381021	NA	23.6461846096605	11.3117622591082
lmer_pop	TL	F	MA	MA6	971.397131633594	NA	970.76560583067	1021.677885004	23.1461104381021	NA	23.7546973585046	11.3117622591082
lmer_pop	TL	F	MA	MA7	1005.31413163359	NA	983.83160583067	1027.562885004	20.1044264134249	NA	23.757971095911	11.3117622591082
lmer_pop	TL	F	MA	MA9	944.525131633594	NA	975.05060583067	1014.026885004	20.1044264134249	NA	23.7546973585046	11.3117622591082
lmer_pop	TL	F	MU	MU1	893.944097089859	NA	964.543370875832	981.593444470153	20.0307513486677	NA	29.2191534300571	11.2306659696174
lmer_pop	TL	F	MU	MU11	897.415097089859	800.403499999997	NA	1000.47044447015	20.0307513486677	22.8055061755279	NA	11.2306659696174
lmer_pop	TL	F	MU	MU12	969.939097089859	NA	NA	999.732444470153	20.0307513486677	NA	NA	11.2306659696174
lmer_pop	TL	F	MU	MU13	908.674097089859	NA	NA	992.580444470153	20.0307513486677	NA	NA	11.2306659696174
lmer_pop	TL	F	MU	MU14	945.952097089859	NA	NA	995.038444470153	20.0307513486677	NA	NA	11.2306659696174
lmer_pop	TL	F	MU	MU15	938.980097089859	886.910499999997	NA	1004.34844447015	20.0307513486677	22.8055061755279	NA	11.2306659696174
lmer_pop	TL	F	MU	MU16	952.357097089859	NA	NA	1014.71044447015	23.0821460569019	NA	NA	11.2306659696174
lmer_pop	TL	F	MU	MU17	969.716097089859	NA	NA	992.369444470153	20.0307513486677	NA	NA	11.2306659696174
lmer_pop	TL	F	MU	MU18	948.756097089859	NA	NA	1000.32044447015	20.0307513486677	NA	NA	11.2306659696174
lmer_pop	TL	F	MU	MU2	969.523097089859	NA	972.437370875832	1013.95444447015	20.0307513486677	NA	29.1301199992245	12.4832139339644
lmer_pop	TL	F	MU	MU20	971.929097089859	NA	NA	1022.02144447015	23.0821460569019	NA	NA	11.2306659696174
lmer_pop	TL	F	MU	MU3	975.768097089859	NA	NA	1004.24544447015	20.0307513486677	NA	NA	11.2306659696174
lmer_pop	TL	F	MU	MU5	985.855097089859	NA	NA	1004.16044447015	20.0307513486677	NA	NA	11.2306659696174
lmer_pop	TL	F	MU	MU6	912.264097089859	NA	NA	1009.16744447015	20.0307513486677	NA	NA	11.2306659696174
lmer_pop	TL	F	MU	MU7	942.140097089859	NA	NA	1007.77144447015	20.0307513486677	NA	NA	11.2306659696174
lmer_pop	TL	F	MU	MU8	922.173097089859	NA	NA	1004.42244447015	20.0307513486677	NA	NA	11.5916432882108
lmer_pop	TL	F	MU	MU9	923.760097089859	NA	NA	1015.05644447015	20.0307513486677	NA	NA	10.9122882623729
lmer_pop	TL	F	RE	RE1	973.375523481935	NA	NA	NA	20.8746213071392	NA	NA	NA
lmer_pop	TL	F	RE	RE10	965.646523481935	NA	NA	1047.08030069354	20.8746213071392	NA	NA	11.8071427147264
lmer_pop	TL	F	RE	RE11	965.483523481935	888.787233333332	NA	1042.79630069354	20.8746213071392	22.8055061755279	NA	11.8071427147264
lmer_pop	TL	F	RE	RE12	914.262523481935	NA	NA	1015.21130069354	20.8746213071392	NA	NA	11.8071427147264
lmer_pop	TL	F	RE	RE13	930.861523481935	NA	NA	1035.35030069354	20.8746213071392	NA	NA	13.0042835668066
lmer_pop	TL	F	RE	RE15	963.021523481935	928.151233333332	NA	1028.17030069354	20.8746213071392	22.8055061755279	NA	11.8071427147264
lmer_pop	TL	F	RE	RE16	961.751523481935	NA	NA	1041.40130069354	23.8199232097098	NA	NA	11.8071427147264
lmer_pop	TL	F	RE	RE17	959.520523481935	NA	NA	1007.74430069354	20.8746213071392	NA	NA	12.545880761665
lmer_pop	TL	F	RE	RE2	997.287523481935	NA	NA	1059.75530069354	20.8746213071392	NA	NA	11.8071427147264
lmer_pop	TL	F	RE	RE3	968.990523481935	NA	NA	1033.34530069354	23.8181502580799	NA	NA	13.5444711630214
lmer_pop	TL	F	RE	RE6	989.217523481935	NA	NA	1036.04430069354	20.8746213071392	NA	NA	11.8071427147264
lmer_pop	TL	F	RE	RE7	959.327523481935	NA	NA	1051.14330069354	20.8746213071392	NA	NA	11.8071427147264
lmer_pop	TL	F	UM	UM13	942.508069867189	NA	NA	1024.80635460391	20.8076941933834	NA	NA	11.649441090863
lmer_pop	TL	F	UM	UM18	952.328069867188	NA	NA	1029.60835460391	20.8076941933834	NA	NA	11.649441090863
lmer_pop	TL	F	UM	UM2	946.172069867188	NA	NA	986.075354603914	20.8076941933834	NA	NA	11.649441090863
lmer_pop	TL	F	UM	UM20	954.286069867188	931.875766666664	NA	1034.95535460391	20.8076941933834	22.8055061755279	NA	13.4072203580566
lmer_pop	TL	F	UM	UM21	938.800069867188	NA	NA	961.178354603914	20.8076941933834	NA	NA	11.649441090863
lmer_pop	TL	F	UM	UM23	954.019069867188	NA	NA	1016.94935460391	20.8076941933834	NA	NA	11.649441090863
lmer_pop	TL	F	UM	UM26	934.109069867189	NA	NA	NA	23.759516086094	NA	NA	NA
lmer_pop	TL	F	UM	UM29	938.889069867188	NA	NA	1012.16035460391	20.8076941933834	NA	NA	11.649441090863
lmer_pop	TL	F	UM	UM4	964.670069867188	NA	NA	1006.25335460391	20.8076941933834	NA	NA	11.649441090863
lmer_pop	TL	F	UM	UM5	956.304069867188	876.647766666664	NA	990.161354603914	20.8076941933834	22.8055061755279	NA	11.649441090863
lmer_pop	TL	F	UM	UM7	920.138069867189	NA	NA	1035.82735460391	20.8076941933834	NA	NA	11.649441090863
lmer_pop	TL	F	UM	UM9	895.321069867188	916.768766666664	NA	1011.73935460391	20.8076941933834	22.8055061755279	NA	11.649441090863
lmer_pop	TL	F	VA	VA1	952.215317412421	NA	NA	NA	19.7893407802321	NA	NA	NA
lmer_pop	TL	F	VA	VA11	974.703317412421	NA	NA	1023.74152734276	19.7893407802321	NA	NA	11.4485757378648
lmer_pop	TL	F	VA	VA15	970.846317412421	914.81033333333	NA	1027.47852734276	19.7893407802321	22.8055061755279	NA	11.4485757378648
lmer_pop	TL	F	VA	VA18	950.568317412421	NA	NA	1002.07552734276	19.7893407802321	NA	NA	11.4485757378648
lmer_pop	TL	F	VA	VA22	954.366317412421	NA	NA	985.63952734276	19.7893407802321	NA	NA	11.4485757378648
lmer_pop	TL	F	VA	VA26	957.763317412421	NA	NA	961.11252734276	19.7893407802321	NA	NA	11.4485757378648
lmer_pop	TL	F	VA	VA30	954.744317412421	NA	NA	1023.41452734276	22.8729638550879	NA	NA	11.4485757378648
lmer_pop	TL	F	VA	VA34	932.842317412421	NA	NA	992.91252734276	19.7893407802321	NA	NA	11.4485757378648
lmer_pop	TL	F	VA	VA35	950.405317412421	NA	NA	1012.97952734276	19.7893407802321	NA	NA	11.4485757378648
lmer_pop	TL	F	VA	VA44	989.834317412421	NA	NA	1048.45752734276	19.7893407802321	NA	NA	12.2090290943066
lmer_pop	TL	F	VA	VA46	946.237317412421	NA	NA	1026.94752734276	19.7893407802321	NA	NA	11.4485757378648
lmer_pop	TL	F	VA	VA48	944.709317412421	870.74833333333	NA	1014.54452734276	19.7893407802321	22.8055061755279	NA	11.4485757378648
lmer_pop	TL	F	VA	VA55	974.035317412421	NA	NA	1020.82352734276	19.7893407802321	NA	NA	11.4485757378648
lmer_pop	TL	F	VA	VA57	978.916317412421	NA	NA	1019.26252734276	19.7893407802321	NA	NA	11.4485757378648
lmer_pop	TL	F	VA	VA6	982.995317412421	909.73033333333	NA	NA	19.7893407802321	22.8055061755279	NA	NA
lmer_pop	TL	F	VA	VA66	934.325317412421	NA	NA	1032.87952734276	19.7893407802321	NA	NA	11.4485757378648
lmer_pop	TL	F	VA	VA67	962.406317412421	NA	NA	983.00852734276	19.7893407802321	NA	NA	11.4485757378648
lmer_pop	TL	F	VA	VA71	973.131317412421	NA	NA	1025.34052734276	19.7893407802321	NA	NA	11.4485757378648
lmer_pop	TL	F	VA	VA9	923.899317412421	NA	NA	NA	19.9677979636253	NA	NA	NA
lmer_pop	TL	F	YE	YE13	918.839342914944	NA	980.257860577542	985.188192047112	20.7169618002365	NA	22.6975509186553	11.2541752238864
lmer_pop	TL	F	YE	YE14	927.428342914944	946.959333333332	991.754860577543	1031.64619204711	20.7169618002365	22.8055061755279	22.6953019302443	11.2541752238864
lmer_pop	TL	F	YE	YE19	949.530342914944	930.090333333332	992.344860577543	990.993192047112	20.7169618002365	22.8055061755279	22.8089072229458	11.2541752238864
lmer_pop	TL	F	YE	YE20	912.014342914944	NA	NA	1020.16119204711	23.6800965629885	NA	NA	11.2541752238864
lmer_pop	TL	F	YE	YE22	933.391342914944	NA	NA	1018.58819204711	20.7169618002365	NA	NA	11.2541752238864
lmer_pop	TL	F	YE	YE26	970.458342914944	NA	NA	1020.54719204711	23.6800965629885	NA	NA	12.5043685154405
lmer_pop	TL	F	YE	YE27	976.869342914944	NA	NA	1026.46419204711	20.7169618002365	NA	NA	11.2541752238864
lmer_pop	TL	F	YE	YE33	974.733342914944	NA	NA	972.331192047112	20.7169618002365	NA	NA	11.2541752238864
lmer_pop	TL	F	YE	YE40	960.493342914944	NA	NA	1049.97819204711	20.7169618002365	NA	NA	12.0269266635304
lmer_pop	TL	F	YE	YE48	962.080342914944	NA	NA	988.005192047112	20.7169618002365	NA	NA	11.2541752238864
lmer_pop	TL	F	YE	YE49	951.399342914944	NA	NA	965.901192047112	20.7169618002365	NA	NA	11.2541752238864
lmer_pop	TL	F	YE	YE51	953.859342914944	NA	NA	1030.95219204711	23.6800965629885	NA	NA	12.5043685154405
lmer_pop	TL	F	YE	YE80	964.290342914944	NA	NA	1013.75319204711	20.7169618002365	NA	NA	11.2541752238864
lmer_pop	TL	F	GI	GI10	NA	938.185999999999	NA	1031.56165556869	NA	22.8055061755279	NA	11.9257440503081
lmer_pop	TL	F	GI	GI7	NA	924.306999999999	NA	1030.51665556869	NA	22.8055061755279	NA	12.6575620146006
lmer_pop	TL	F	KA	KA6	NA	949.057066666663	951.758629181894	990.248316500951	NA	22.8055061755279	23.8512257754603	11.2892927908682
lmer_pop	TL	F	MU	MU4	NA	911.380499999997	NA	1020.62244447015	NA	22.8055061755279	NA	11.2306659696174
lmer_pop	TL	F	RE	RE18	NA	891.378233333332	NA	1030.86130069354	NA	22.8055061755279	NA	11.8071427147264
lmer_pop	TL	F	YE	YE21	NA	948.486333333332	NA	1016.39419204711	NA	22.8055061755279	NA	11.2541752238864
lmer_pop	TL	F	GI	GI4	NA	NA	969.743560716488	NA	NA	NA	23.3384833006297	NA
lmer_pop	TL	F	GI	GI5	NA	NA	964.632560716488	1005.08265556869	NA	NA	23.3379277951958	11.9257440503081
lmer_pop	TL	F	YE	YE11	NA	NA	993.941860577543	984.379192047112	NA	NA	22.8106119537585	12.5043685154405
lmer_pop	TL	F	YE	YE15	NA	NA	985.453860577543	1035.88319204711	NA	NA	23.0635005518449	12.5043685154405
lmer_pop	TL	F	AK	AK18	NA	NA	NA	973.139550000012	NA	NA	NA	11.2249307669574
lmer_pop	TL	F	GI	GI12	NA	NA	NA	1005.99165556869	NA	NA	NA	11.9257440503081
lmer_pop	TL	F	GI	GI13	NA	NA	NA	1032.42765556869	NA	NA	NA	11.9257440503081
lmer_pop	TL	F	KA	KA11	NA	NA	NA	1022.54131650095	NA	NA	NA	11.2892927908682
lmer_pop	TL	F	KA	KA23	NA	NA	NA	1008.57831650095	NA	NA	NA	11.2892927908682
lmer_pop	TL	F	KA	KA24	NA	NA	NA	1014.50831650095	NA	NA	NA	11.2892927908682
lmer_pop	TL	F	KA	KA25	NA	NA	NA	1026.14031650095	NA	NA	NA	11.2892927908682
lmer_pop	TL	F	KA	KA28	NA	NA	NA	982.872316500951	NA	NA	NA	11.2892927908682
lmer_pop	TL	F	KA	KA29	NA	NA	NA	1028.06231650095	NA	NA	NA	11.2892927908682
lmer_pop	TL	F	KA	KA9	NA	NA	NA	991.667316500951	NA	NA	NA	11.2892927908682
lmer_pop	TL	F	MA	MA12	NA	NA	NA	1012.346885004	NA	NA	NA	11.3117622591082
lmer_pop	TL	F	MA	MA23	NA	NA	NA	1010.652885004	NA	NA	NA	11.3117622591082
lmer_pop	TL	F	MA	MA26	NA	NA	NA	1015.603885004	NA	NA	NA	11.3117622591082
lmer_pop	TL	F	MU	MU10	NA	NA	NA	995.161444470153	NA	NA	NA	11.2306659696174
lmer_pop	TL	F	MU	MU19	NA	NA	NA	1017.66044447015	NA	NA	NA	11.2306659696174
lmer_pop	TL	F	RE	RE4	NA	NA	NA	1058.92230069354	NA	NA	NA	11.8071427147264
lmer_pop	TL	F	RE	RE5	NA	NA	NA	1026.21530069354	NA	NA	NA	14.1934132641136
lmer_pop	TL	F	UM	UM17	NA	NA	NA	1012.74235460391	NA	NA	NA	11.649441090863
lmer_pop	TL	F	UM	UM22	NA	NA	NA	1013.36335460391	NA	NA	NA	11.649441090863
lmer_pop	TL	F	UM	UM25	NA	NA	NA	1023.01735460391	NA	NA	NA	11.649441090863
lmer_pop	TL	F	UM	UM28	NA	NA	NA	1007.38235460391	NA	NA	NA	11.649441090863
lmer_pop	TL	F	VA	VA47	NA	NA	NA	1009.05152734276	NA	NA	NA	11.4485757378648
lmer_pop	TL	F	YE	YE23	NA	NA	NA	1013.23519204711	NA	NA	NA	11.2541752238864
lmer_pop	TL	F	YE	YE24	NA	NA	NA	1040.02019204711	NA	NA	NA	12.0269266635304
lmer_pop	TL	F	YE	YE41	NA	NA	NA	1005.65519204711	NA	NA	NA	11.2541752238864
lmer_pop	TL	F	YE	YE69	NA	NA	NA	987.629192047112	NA	NA	NA	11.2541752238864
lmer_pop	TL	M	AK	AK1	826.314980031533	NA	819.831212147734	NA	18.9224538868638	NA	27.4276593440737	NA
lmer_pop	TL	M	AK	AK10	822.790980031533	NA	NA	NA	18.9224538868638	NA	NA	NA
lmer_pop	TL	M	AK	AK11	822.143980031533	NA	NA	NA	18.9224538868638	NA	NA	NA
lmer_pop	TL	M	AK	AK12	816.607980031533	789.053233333368	NA	NA	18.9224538868638	20.4421286919741	NA	NA
lmer_pop	TL	M	AK	AK13	836.121980031533	NA	NA	NA	18.9224538868638	NA	NA	NA
lmer_pop	TL	M	AK	AK14	854.931980031533	NA	NA	NA	18.9224538868638	NA	NA	NA
lmer_pop	TL	M	AK	AK15	854.532980031533	NA	NA	NA	21.7528696980533	NA	NA	NA
lmer_pop	TL	M	AK	AK16	821.036980031533	NA	NA	NA	18.9224538868638	NA	NA	NA
lmer_pop	TL	M	AK	AK17	843.542980031533	NA	NA	NA	18.9224538868638	NA	NA	NA
lmer_pop	TL	M	AK	AK2	815.774980031533	NA	839.988212147734	NA	21.7528696980533	NA	27.1144585432671	NA
lmer_pop	TL	M	AK	AK20	821.740980031533	NA	NA	NA	18.9224538868638	NA	NA	NA
lmer_pop	TL	M	AK	AK21	853.099980031533	NA	NA	NA	21.7528696980533	NA	NA	NA
lmer_pop	TL	M	AK	AK3	845.282980031533	797.385233333368	830.722212147734	NA	18.9224538868638	20.4421286919741	27.0745666095425	NA
lmer_pop	TL	M	AK	AK4	832.454980031533	NA	825.362212147734	NA	18.9224538868638	NA	27.4076430415779	NA
lmer_pop	TL	M	AK	AK5	849.696980031533	NA	NA	NA	18.9224538868638	NA	NA	NA
lmer_pop	TL	M	AK	AK6	821.567980031533	NA	NA	NA	21.7528696980533	NA	NA	NA
lmer_pop	TL	M	AK	AK7	826.055980031533	745.028233333368	NA	NA	18.9224538868638	20.4421286919741	NA	NA
lmer_pop	TL	M	AK	AK8	860.223980031533	NA	NA	NA	18.9224538868638	NA	NA	NA
lmer_pop	TL	M	AK	AK9	845.598980031533	NA	NA	NA	18.9224538868638	NA	NA	NA
lmer_pop	TL	M	GI	GI1	850.309890698068	NA	815.869471285426	NA	20.7732788732265	NA	26.1335828243609	NA
lmer_pop	TL	M	GI	GI11	843.708890698068	NA	NA	NA	20.7732788732265	NA	NA	NA
lmer_pop	TL	M	GI	GI14	837.783890698068	833.967466666669	NA	NA	20.7732788732265	20.4421286919738	NA	NA
lmer_pop	TL	M	GI	GI15	823.900890698068	NA	NA	NA	23.3807013184985	NA	NA	NA
lmer_pop	TL	M	GI	GI2	799.459890698068	NA	827.597471285426	NA	20.7732788732265	NA	25.7925385962245	NA
lmer_pop	TL	M	GI	GI3	825.517890698068	NA	823.801471285426	NA	20.7732788732265	NA	25.7693335427544	NA
lmer_pop	TL	M	GI	GI6	844.111890698068	NA	NA	NA	20.7732788732265	NA	NA	NA
lmer_pop	TL	M	GI	GI8	834.706890698068	NA	NA	NA	20.7732788732265	NA	NA	NA
lmer_pop	TL	M	GI	GI9	821.559890698068	NA	NA	NA	23.3807013184985	NA	NA	NA
lmer_pop	TL	M	KA	KA1	787.997166666465	NA	790.554772218992	NA	19.7426189615835	NA	26.4576915340121	NA
lmer_pop	TL	M	KA	KA10	829.456166666465	NA	NA	NA	19.7426189615835	NA	NA	NA
lmer_pop	TL	M	KA	KA13	807.281166666465	NA	NA	NA	19.7426189615835	NA	NA	NA
lmer_pop	TL	M	KA	KA14	828.637166666465	NA	NA	NA	19.7426189615835	NA	NA	NA
lmer_pop	TL	M	KA	KA15	840.745166666465	NA	NA	NA	19.7426189615835	NA	NA	NA
lmer_pop	TL	M	KA	KA16	800.781166666465	850.7189	NA	NA	19.7426189615835	20.4421286919738	NA	NA
lmer_pop	TL	M	KA	KA17	814.127166666465	NA	NA	NA	19.7426189615835	NA	NA	NA
lmer_pop	TL	M	KA	KA18	813.408166666465	NA	NA	NA	19.7426189615835	NA	NA	NA
lmer_pop	TL	M	KA	KA2	813.710166666465	NA	812.014772218992	NA	19.7426189615835	NA	26.1316361774179	NA
lmer_pop	TL	M	KA	KA3	804.506166666465	NA	839.170772218992	NA	19.7426189615835	NA	26.4576915340121	NA
lmer_pop	TL	M	KA	KA5	806.275166666465	NA	811.180772218992	NA	19.7426189615835	NA	26.4855537285694	NA
lmer_pop	TL	M	KA	KA7	803.125166666465	800.3279	NA	NA	19.7426189615835	20.4421286919738	NA	NA
lmer_pop	TL	M	MA	MA13	871.693952379685	782.526966666669	NA	NA	21.9436836663802	20.4421286919738	NA	NA
lmer_pop	TL	M	MA	MA16	857.392952379685	NA	NA	NA	19.141503959986	NA	NA	NA
lmer_pop	TL	M	MA	MA18	878.373952379685	NA	NA	NA	19.141503959986	NA	NA	NA
lmer_pop	TL	M	MA	MA19	832.801952379685	NA	NA	NA	19.141503959986	NA	NA	NA
lmer_pop	TL	M	MA	MA20	836.429952379685	NA	NA	NA	19.17601691828	NA	NA	NA
lmer_pop	TL	M	MA	MA21	849.224952379685	NA	NA	NA	19.141503959986	NA	NA	NA
lmer_pop	TL	M	MA	MA27	857.924952379685	NA	NA	NA	19.141503959986	NA	NA	NA
lmer_pop	TL	M	MA	MA28	880.030952379685	NA	NA	NA	21.9436836663802	NA	NA	NA
lmer_pop	TL	M	MA	MA3	834.527952379685	766.221966666669	848.537774772956	NA	19.141503959986	20.4421286919738	26.4665411809828	NA
lmer_pop	TL	M	MA	MA30	870.579952379685	807.544966666669	NA	NA	19.141503959986	20.4421286919738	NA	NA
lmer_pop	TL	M	MA	MA31	863.144952379685	NA	NA	NA	19.141503959986	NA	NA	NA
lmer_pop	TL	M	MA	MA32	887.706952379685	NA	NA	NA	19.141503959986	NA	NA	NA
lmer_pop	TL	M	MA	MA33	881.206952379685	NA	NA	NA	19.141503959986	NA	NA	NA
lmer_pop	TL	M	MA	MA5	846.399952379685	NA	841.584774772956	NA	21.9436836663802	NA	26.1347552711836	NA
lmer_pop	TL	M	MA	MA6	869.190952379685	NA	830.316774772956	NA	21.9436836663802	NA	26.4743127216678	NA
lmer_pop	TL	M	MA	MA7	909.953952379685	NA	850.792774772956	NA	19.141503959986	NA	26.4853278077629	NA
lmer_pop	TL	M	MA	MA9	841.012952379685	NA	838.991774772956	NA	19.141503959986	NA	26.4814394073408	NA
lmer_pop	TL	M	MU	MU1	800.799450576005	NA	841.406667026646	NA	19.0692111201619	NA	32.2880706364007	NA
lmer_pop	TL	M	MU	MU11	799.763450576005	694.415233333334	NA	NA	19.0692111201619	20.4421286919738	NA	NA
lmer_pop	TL	M	MU	MU12	867.352450576005	NA	NA	NA	19.0692111201619	NA	NA	NA
lmer_pop	TL	M	MU	MU13	791.365450576005	NA	NA	NA	19.0692111201619	NA	NA	NA
lmer_pop	TL	M	MU	MU14	858.681450576005	NA	NA	NA	19.0692111201619	NA	NA	NA
lmer_pop	TL	M	MU	MU15	845.177450576005	769.918233333334	NA	NA	19.0692111201619	20.4421286919738	NA	NA
