Supervisor.PI	Diet	Batch	Population	Line	Sex	ReplicateVialOld	ReplicateVial	Total	Dead	CSM_PropDead	CSM_PropDead_ED	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	CSM_PropDead_ED_asin	Color	StatusT	StatusM	Wolbachia	PC.ratio
Vieira	S	24	MA	MA16	F	1	Vieira_24_MA16_F_1	20	19	0.95	0.95	Austria	48.375	15.56	572	MA	MA	MA	1.34528292089677	#E38800	+	+	+	0.094
Vieira	S	24	MA	MA16	F	2	Vieira_24_MA16_F_2	19	18	0.9473684211	0.9473684211	Austria	48.375	15.56	572	MA	MA	MA	1.33931896293078	#E38800	+	+	+	0.094
Vieira	S	24	MA	MA16	F	3	Vieira_24_MA16_F_3	19	19	1	1	Austria	48.375	15.56	572	MA	MA	MA	1.5707963267949	#E38800	+	+	+	0.094
Vieira	S	24	MA	MA18	F	1	Vieira_24_MA18_F_1	19	17	0.8947368421	0.8947368421	Austria	48.375	15.56	572	MA	MA	MA	1.24037367887484	#E38800	+	+	+	0.094
Vieira	S	24	MA	MA18	F	2	Vieira_24_MA18_F_2	20	19	0.95	0.95	Austria	48.375	15.56	572	MA	MA	MA	1.34528292089677	#E38800	+	+	+	0.094
Vieira	S	24	MA	MA18	F	3	Vieira_24_MA18_F_3	20	19	0.95	0.95	Austria	48.375	15.56	572	MA	MA	MA	1.34528292089677	#E38800	+	+	+	0.094
Vieira	S	24	MA	MA19	F	1	Vieira_24_MA19_F_1	20	17	0.85	0.85	Austria	48.375	15.56	572	MA	MA	MA	1.17309691170282	#E38800	+	+	+	0.094
Vieira	S	24	MA	MA19	F	2	Vieira_24_MA19_F_2	20	17	0.85	0.85	Austria	48.375	15.56	572	MA	MA	MA	1.17309691170282	#E38800	+	+	+	0.094
Vieira	S	24	MA	MA19	F	3	Vieira_24_MA19_F_3	19	18	0.9473684211	0.9473684211	Austria	48.375	15.56	572	MA	MA	MA	1.33931896293078	#E38800	+	+	+	0.094
Vieira	S	25	MA	MA20	F	1	Vieira_25_MA20_F_1	20	19	0.95	0.95	Austria	48.375	15.56	572	MA	MA	MA	1.34528292089677	#E38800	+	+	+	0.094
Vieira	S	25	MA	MA20	F	2	Vieira_25_MA20_F_2	20	19	0.95	0.95	Austria	48.375	15.56	572	MA	MA	MA	1.34528292089677	#E38800	+	+	+	0.094
Vieira	S	25	MA	MA20	F	3	Vieira_25_MA20_F_3	19	19	1	1	Austria	48.375	15.56	572	MA	MA	MA	1.5707963267949	#E38800	+	+	+	0.094
Vieira	S	25	MA	MA21	F	1	Vieira_25_MA21_F_1	20	18	0.9	0.9	Austria	48.375	15.56	572	MA	MA	MA	1.24904577239825	#E38800	+	+	+	0.094
Vieira	S	25	MA	MA21	F	2	Vieira_25_MA21_F_2	19	19	1	1	Austria	48.375	15.56	572	MA	MA	MA	1.5707963267949	#E38800	+	+	+	0.094
Vieira	S	25	MA	MA21	F	3	Vieira_25_MA21_F_3	20	19	0.95	0.95	Austria	48.375	15.56	572	MA	MA	MA	1.34528292089677	#E38800	+	+	+	0.094
Vieira	S	25	MA	MA23	F	1	Vieira_25_MA23_F_1	17	17	1	1	Austria	48.375	15.56	572	MA	MA	MA	1.5707963267949	#E38800	+	+	+	0.094
Vieira	S	25	MA	MA23	F	2	Vieira_25_MA23_F_2	18	18	1	1	Austria	48.375	15.56	572	MA	MA	MA	1.5707963267949	#E38800	+	+	+	0.094
Vieira	S	25	MA	MA23	F	3	Vieira_25_MA23_F_3	20	19	0.95	0.95	Austria	48.375	15.56	572	MA	MA	MA	1.34528292089677	#E38800	+	+	+	0.094
Vieira	S	25	MA	MA26	F	1	Vieira_25_MA26_F_1	20	14	0.7	0.7	Austria	48.375	15.56	572	MA	MA	MA	0.991156586431192	#E38800	+	+	+	0.094
Vieira	S	25	MA	MA26	F	2	Vieira_25_MA26_F_2	20	15	0.75	0.75	Austria	48.375	15.56	572	MA	MA	MA	1.0471975511966	#E38800	+	+	+	0.094
Vieira	S	25	MA	MA26	F	3	Vieira_25_MA26_F_3	20	19	0.95	0.95	Austria	48.375	15.56	572	MA	MA	MA	1.34528292089677	#E38800	+	+	+	0.094
Vieira	S	25	MA	MA27	F	1	Vieira_25_MA27_F_1	20	18	0.9	0.9	Austria	48.375	15.56	572	MA	MA	MA	1.24904577239825	#E38800	+	+	+	0.094
Vieira	S	25	MA	MA27	F	2	Vieira_25_MA27_F_2	20	17	0.85	0.85	Austria	48.375	15.56	572	MA	MA	MA	1.17309691170282	#E38800	+	+	+	0.094
Vieira	S	25	MA	MA27	F	3	Vieira_25_MA27_F_3	20	19	0.95	0.95	Austria	48.375	15.56	572	MA	MA	MA	1.34528292089677	#E38800	+	+	+	0.094
Vieira	S	25	MA	MA28	F	1	Vieira_25_MA28_F_1	20	19	0.95	0.95	Austria	48.375	15.56	572	MA	MA	MA	1.34528292089677	#E38800	+	+	+	0.094
Vieira	S	25	MA	MA28	F	2	Vieira_25_MA28_F_2	20	20	1	1	Austria	48.375	15.56	572	MA	MA	MA	1.5707963267949	#E38800	+	+	+	0.094
Vieira	S	25	MA	MA28	F	3	Vieira_25_MA28_F_3	18	17	0.9444444444	0.9444444444	Austria	48.375	15.56	572	MA	MA	MA	1.33285520186767	#E38800	+	+	+	0.094
Vieira	S	26	MA	MA30	F	1	Vieira_26_MA30_F_1	20	20	1	1	Austria	48.375	15.56	572	MA	MA	MA	1.5707963267949	#E38800	+	+	+	0.094
Vieira	S	26	MA	MA30	F	2	Vieira_26_MA30_F_2	19	19	1	1	Austria	48.375	15.56	572	MA	MA	MA	1.5707963267949	#E38800	+	+	+	0.094
Vieira	S	26	MA	MA30	F	3	Vieira_26_MA30_F_3	19	19	1	1	Austria	48.375	15.56	572	MA	MA	MA	1.5707963267949	#E38800	+	+	+	0.094
Vieira	S	26	MA	MA31	F	1	Vieira_26_MA31_F_1	19	19	1	1	Austria	48.375	15.56	572	MA	MA	MA	1.5707963267949	#E38800	-	-	-	0.094
Vieira	S	26	MA	MA31	F	2	Vieira_26_MA31_F_2	20	19	0.95	0.95	Austria	48.375	15.56	572	MA	MA	MA	1.34528292089677	#E38800	-	-	-	0.094
Vieira	S	26	MA	MA31	F	3	Vieira_26_MA31_F_3	18	18	1	1	Austria	48.375	15.56	572	MA	MA	MA	1.5707963267949	#E38800	-	-	-	0.094
Vieira	S	26	MA	MA32	F	1	Vieira_26_MA32_F_1	20	20	1	1	Austria	48.375	15.56	572	MA	MA	MA	1.5707963267949	#E38800	+	+	+	0.094
Vieira	S	26	MA	MA32	F	2	Vieira_26_MA32_F_2	20	20	1	1	Austria	48.375	15.56	572	MA	MA	MA	1.5707963267949	#E38800	+	+	+	0.094
Vieira	S	26	MA	MA32	F	3	Vieira_26_MA32_F_3	20	20	1	1	Austria	48.375	15.56	572	MA	MA	MA	1.5707963267949	#E38800	+	+	+	0.094
Vieira	S	26	YE	YE11	F	1	Vieira_26_YE11_F_1	20	20	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	-	-	-	0.094
Vieira	S	26	YE	YE11	F	2	Vieira_26_YE11_F_2	19	16	0.8421052632	0.8421052632	Turkey	40.231	32.26	680	YE	YE	YE	1.16215847175504	#132B69	-	-	-	0.094
Vieira	S	26	YE	YE11	F	3	Vieira_26_YE11_F_3	16	16	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	-	-	-	0.094
Vieira	S	27	YE	YE13	F	1	Vieira_27_YE13_F_1	18	18	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	27	YE	YE13	F	2	Vieira_27_YE13_F_2	20	20	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	27	YE	YE13	F	3	Vieira_27_YE13_F_3	20	19	0.95	0.95	Turkey	40.231	32.26	680	YE	YE	YE	1.34528292089677	#132B69	+	+	+	0.094
Vieira	S	27	YE	YE14	F	1	Vieira_27_YE14_F_1	20	9	0.45	0.45	Turkey	40.231	32.26	680	YE	YE	YE	0.735314452816668	#132B69	+	+	+	0.094
Vieira	S	27	YE	YE14	F	2	Vieira_27_YE14_F_2	19	11	0.5789473684	0.5789473684	Turkey	40.231	32.26	680	YE	YE	YE	0.864677303694978	#132B69	+	+	+	0.094
Vieira	S	27	YE	YE14	F	3	Vieira_27_YE14_F_3	19	7	0.3684210526	0.3684210526	Turkey	40.231	32.26	680	YE	YE	YE	0.652251154805624	#132B69	+	+	+	0.094
Vieira	S	27	YE	YE15	F	1	Vieira_27_YE15_F_1	20	14	0.7	0.7	Turkey	40.231	32.26	680	YE	YE	YE	0.991156586431192	#132B69	+	+	+	0.094
Vieira	S	27	YE	YE15	F	2	Vieira_27_YE15_F_2	18	18	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	27	YE	YE15	F	3	Vieira_27_YE15_F_3	18	16	0.8888888889	0.8888888889	Turkey	40.231	32.26	680	YE	YE	YE	1.23095941735845	#132B69	+	+	+	0.094
Vieira	S	27	YE	YE19	F	1	Vieira_27_YE19_F_1	18	16	0.8888888889	0.8888888889	Turkey	40.231	32.26	680	YE	YE	YE	1.23095941735845	#132B69	+	+	+	0.094
Vieira	S	27	YE	YE19	F	2	Vieira_27_YE19_F_2	19	19	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	27	YE	YE19	F	3	Vieira_27_YE19_F_3	20	19	0.95	0.95	Turkey	40.231	32.26	680	YE	YE	YE	1.34528292089677	#132B69	+	+	+	0.094
Vieira	S	27	YE	YE20	F	1	Vieira_27_YE20_F_1	19	19	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	27	YE	YE20	F	2	Vieira_27_YE20_F_2	17	15	0.8823529412	0.8823529412	Turkey	40.231	32.26	680	YE	YE	YE	1.22069054906427	#132B69	+	+	+	0.094
Vieira	S	27	YE	YE20	F	3	Vieira_27_YE20_F_3	19	19	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	27	YE	YE21	F	1	Vieira_27_YE21_F_1	20	19	0.95	0.95	Turkey	40.231	32.26	680	YE	YE	YE	1.34528292089677	#132B69	+	+	+	0.094
Vieira	S	27	YE	YE21	F	2	Vieira_27_YE21_F_2	20	19	0.95	0.95	Turkey	40.231	32.26	680	YE	YE	YE	1.34528292089677	#132B69	+	+	+	0.094
Vieira	S	27	YE	YE21	F	3	Vieira_27_YE21_F_3	19	19	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	27	YE	YE22	F	1	Vieira_27_YE22_F_1	20	19	0.95	0.95	Turkey	40.231	32.26	680	YE	YE	YE	1.34528292089677	#132B69	-	-	-	0.094
Vieira	S	27	YE	YE22	F	2	Vieira_27_YE22_F_2	20	19	0.95	0.95	Turkey	40.231	32.26	680	YE	YE	YE	1.34528292089677	#132B69	-	-	-	0.094
Vieira	S	27	YE	YE22	F	3	Vieira_27_YE22_F_3	20	20	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	-	-	-	0.094
Vieira	S	28	YE	YE23	F	1	Vieira_28_YE23_F_1	20	17	0.85	0.85	Turkey	40.231	32.26	680	YE	YE	YE	1.17309691170282	#132B69	+	+	+	0.094
Vieira	S	28	YE	YE23	F	2	Vieira_28_YE23_F_2	19	12	0.6315789474	0.6315789474	Turkey	40.231	32.26	680	YE	YE	YE	0.918545171989272	#132B69	+	+	+	0.094
Vieira	S	28	YE	YE23	F	3	Vieira_28_YE23_F_3	20	19	0.95	0.95	Turkey	40.231	32.26	680	YE	YE	YE	1.34528292089677	#132B69	+	+	+	0.094
Vieira	S	28	YE	YE24	F	1	Vieira_28_YE24_F_1	20	13	0.65	0.65	Turkey	40.231	32.26	680	YE	YE	YE	0.937744490405147	#132B69	+	+	+	0.094
Vieira	S	28	YE	YE24	F	2	Vieira_28_YE24_F_2	20	16	0.8	0.8	Turkey	40.231	32.26	680	YE	YE	YE	1.10714871779409	#132B69	+	+	+	0.094
Vieira	S	28	YE	YE24	F	3	Vieira_28_YE24_F_3	20	12	0.6	0.6	Turkey	40.231	32.26	680	YE	YE	YE	0.886077123792614	#132B69	+	+	+	0.094
Vieira	S	28	YE	YE26	F	1	Vieira_28_YE26_F_1	20	18	0.9	0.9	Turkey	40.231	32.26	680	YE	YE	YE	1.24904577239825	#132B69	+	+	+	0.094
Vieira	S	28	YE	YE26	F	2	Vieira_28_YE26_F_2	20	19	0.95	0.95	Turkey	40.231	32.26	680	YE	YE	YE	1.34528292089677	#132B69	+	+	+	0.094
Vieira	S	28	YE	YE26	F	3	Vieira_28_YE26_F_3	18	15	0.8333333333	0.8333333333	Turkey	40.231	32.26	680	YE	YE	YE	1.15026199146621	#132B69	+	+	+	0.094
Vieira	S	28	YE	YE27	F	1	Vieira_28_YE27_F_1	18	17	0.9444444444	0.9444444444	Turkey	40.231	32.26	680	YE	YE	YE	1.33285520186767	#132B69	-	-	-	0.094
Vieira	S	28	YE	YE27	F	2	Vieira_28_YE27_F_2	19	15	0.7894736842	0.7894736842	Turkey	40.231	32.26	680	YE	YE	YE	1.09411671519222	#132B69	-	-	-	0.094
Vieira	S	28	YE	YE27	F	3	Vieira_28_YE27_F_3	20	17	0.85	0.85	Turkey	40.231	32.26	680	YE	YE	YE	1.17309691170282	#132B69	-	-	-	0.094
Vieira	S	32	YE	YE33	F	1	Vieira_32_YE33_F_1	19	19	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	32	YE	YE33	F	2	Vieira_32_YE33_F_2	20	18	0.9	0.9	Turkey	40.231	32.26	680	YE	YE	YE	1.24904577239825	#132B69	+	+	+	0.094
Vieira	S	32	YE	YE33	F	3	Vieira_32_YE33_F_3	20	19	0.95	0.95	Turkey	40.231	32.26	680	YE	YE	YE	1.34528292089677	#132B69	+	+	+	0.094
Vieira	S	32	YE	YE40	F	1	Vieira_32_YE40_F_1	20	11	0.55	0.55	Turkey	40.231	32.26	680	YE	YE	YE	0.835481873978228	#132B69	+	+	+	0.094
Vieira	S	32	YE	YE40	F	2	Vieira_32_YE40_F_2	20	17	0.85	0.85	Turkey	40.231	32.26	680	YE	YE	YE	1.17309691170282	#132B69	+	+	+	0.094
Vieira	S	32	YE	YE40	F	3	Vieira_32_YE40_F_3	20	16	0.8	0.8	Turkey	40.231	32.26	680	YE	YE	YE	1.10714871779409	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE41	F	1	Vieira_31_YE41_F_1	20	20	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE41	F	2	Vieira_31_YE41_F_2	20	19	0.95	0.95	Turkey	40.231	32.26	680	YE	YE	YE	1.34528292089677	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE41	F	3	Vieira_31_YE41_F_3	20	20	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE48	F	1	Vieira_31_YE48_F_1	19	15	0.7894736842	0.7894736842	Turkey	40.231	32.26	680	YE	YE	YE	1.09411671519222	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE48	F	2	Vieira_31_YE48_F_2	20	16	0.8	0.8	Turkey	40.231	32.26	680	YE	YE	YE	1.10714871779409	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE48	F	3	Vieira_31_YE48_F_3	19	16	0.8421052632	0.8421052632	Turkey	40.231	32.26	680	YE	YE	YE	1.16215847175504	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE49	F	1	Vieira_31_YE49_F_1	19	19	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE49	F	2	Vieira_31_YE49_F_2	20	20	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE49	F	3	Vieira_31_YE49_F_3	20	20	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE51	F	1	Vieira_31_YE51_F_1	20	18	0.9	0.9	Turkey	40.231	32.26	680	YE	YE	YE	1.24904577239825	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE51	F	2	Vieira_31_YE51_F_2	20	19	0.95	0.95	Turkey	40.231	32.26	680	YE	YE	YE	1.34528292089677	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE51	F	3	Vieira_31_YE51_F_3	20	19	0.95	0.95	Turkey	40.231	32.26	680	YE	YE	YE	1.34528292089677	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE69	F	1	Vieira_31_YE69_F_1	19	19	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE69	F	2	Vieira_31_YE69_F_2	20	20	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE69	F	3	Vieira_31_YE69_F_3	20	18	0.9	0.9	Turkey	40.231	32.26	680	YE	YE	YE	1.24904577239825	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE80	F	1	Vieira_31_YE80_F_1	20	18	0.9	0.9	Turkey	40.231	32.26	680	YE	YE	YE	1.24904577239825	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE80	F	2	Vieira_31_YE80_F_2	20	19	0.95	0.95	Turkey	40.231	32.26	680	YE	YE	YE	1.34528292089677	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE80	F	3	Vieira_31_YE80_F_3	20	17	0.85	0.85	Turkey	40.231	32.26	680	YE	YE	YE	1.17309691170282	#132B69	+	+	+	0.094
Vieira	S	32	VA	VA1	F	1	Vieira_32_VA1_F_1	20	20	1	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.094
Vieira	S	32	VA	VA1	F	2	Vieira_32_VA1_F_2	18	18	1	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.094
Vieira	S	32	VA	VA1	F	3	Vieira_32_VA1_F_3	20	18	0.9	0.9	Russia	57.979	33.244	217	VA	VA	VA	1.24904577239825	#095888	+	+	+	0.094
Vieira	S	28	VA	VA9	F	1	Vieira_28_VA9_F_1	17	15	0.8823529412	0.8823529412	Russia	57.979	33.244	217	VA	VA	VA	1.22069054906427	#095888	+	+	+	0.094
Vieira	S	28	VA	VA9	F	2	Vieira_28_VA9_F_2	20	19	0.95	0.95	Russia	57.979	33.244	217	VA	VA	VA	1.34528292089677	#095888	+	+	+	0.094
Vieira	S	28	VA	VA9	F	3	Vieira_28_VA9_F_3	19	18	0.9473684211	0.9473684211	Russia	57.979	33.244	217	VA	VA	VA	1.33931896293078	#095888	+	+	+	0.094
Vieira	S	32	VA	VA15	F	1	Vieira_32_VA15_F_1	20	20	1	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.094
Vieira	S	32	VA	VA15	F	2	Vieira_32_VA15_F_2	19	18	0.9473684211	0.9473684211	Russia	57.979	33.244	217	VA	VA	VA	1.33931896293078	#095888	+	+	+	0.094
Vieira	S	32	VA	VA15	F	3	Vieira_32_VA15_F_3	20	20	1	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.094
Vieira	S	28	VA	VA22	F	1	Vieira_28_VA22_F_1	20	18	0.9	0.9	Russia	57.979	33.244	217	VA	VA	VA	1.24904577239825	#095888	+	+	+	0.094
Vieira	S	28	VA	VA22	F	2	Vieira_28_VA22_F_2	20	20	1	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.094
Vieira	S	28	VA	VA22	F	3	Vieira_28_VA22_F_3	19	19	1	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.094
Vieira	S	32	VA	VA30	F	1	Vieira_32_VA30_F_1	20	11	0.55	0.55	Russia	57.979	33.244	217	VA	VA	VA	0.835481873978228	#095888	+	+	+	0.094
Vieira	S	32	VA	VA30	F	2	Vieira_32_VA30_F_2	20	18	0.9	0.9	Russia	57.979	33.244	217	VA	VA	VA	1.24904577239825	#095888	+	+	+	0.094
Vieira	S	32	VA	VA30	F	3	Vieira_32_VA30_F_3	20	17	0.85	0.85	Russia	57.979	33.244	217	VA	VA	VA	1.17309691170282	#095888	+	+	+	0.094
Vieira	S	32	VA	VA34	F	1	Vieira_32_VA34_F_1	19	19	1	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.094
Vieira	S	32	VA	VA34	F	2	Vieira_32_VA34_F_2	19	18	0.9473684211	0.9473684211	Russia	57.979	33.244	217	VA	VA	VA	1.33931896293078	#095888	+	+	+	0.094
Vieira	S	32	VA	VA34	F	3	Vieira_32_VA34_F_3	20	17	0.85	0.85	Russia	57.979	33.244	217	VA	VA	VA	1.17309691170282	#095888	+	+	+	0.094
Vieira	S	29	VA	VA35	F	1	Vieira_29_VA35_F_1	20	20	1	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.094
Vieira	S	29	VA	VA35	F	2	Vieira_29_VA35_F_2	20	19	0.95	0.95	Russia	57.979	33.244	217	VA	VA	VA	1.34528292089677	#095888	+	+	+	0.094
Vieira	S	29	VA	VA35	F	3	Vieira_29_VA35_F_3	17	17	1	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.094
Vieira	S	28	VA	VA44	F	1	Vieira_28_VA44_F_1	19	19	1	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.094
Vieira	S	28	VA	VA44	F	2	Vieira_28_VA44_F_2	20	19	0.95	0.95	Russia	57.979	33.244	217	VA	VA	VA	1.34528292089677	#095888	+	+	+	0.094
Vieira	S	28	VA	VA44	F	3	Vieira_28_VA44_F_3	20	18	0.9	0.9	Russia	57.979	33.244	217	VA	VA	VA	1.24904577239825	#095888	+	+	+	0.094
Vieira	S	28	VA	VA46	F	1	Vieira_28_VA46_F_1	19	17	0.8947368421	0.8947368421	Russia	57.979	33.244	217	VA	VA	VA	1.24037367887484	#095888	+	+	+	0.094
Vieira	S	28	VA	VA46	F	2	Vieira_28_VA46_F_2	20	17	0.85	0.85	Russia	57.979	33.244	217	VA	VA	VA	1.17309691170282	#095888	+	+	+	0.094
Vieira	S	28	VA	VA46	F	3	Vieira_28_VA46_F_3	19	18	0.9473684211	0.9473684211	Russia	57.979	33.244	217	VA	VA	VA	1.33931896293078	#095888	+	+	+	0.094
Vieira	S	30	VA	VA48	F	1	Vieira_30_VA48_F_1	20	20	1	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.094
Vieira	S	30	VA	VA48	F	2	Vieira_30_VA48_F_2	18	18	1	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.094
Vieira	S	30	VA	VA48	F	3	Vieira_30_VA48_F_3	16	16	1	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.094
Vieira	S	29	VA	VA55	F	1	Vieira_29_VA55_F_1	19	16	0.8421052632	0.8421052632	Russia	57.979	33.244	217	VA	VA	VA	1.16215847175504	#095888	+	+	+	0.094
Vieira	S	29	VA	VA55	F	2	Vieira_29_VA55_F_2	20	18	0.9	0.9	Russia	57.979	33.244	217	VA	VA	VA	1.24904577239825	#095888	+	+	+	0.094
Vieira	S	29	VA	VA55	F	3	Vieira_29_VA55_F_3	19	16	0.8421052632	0.8421052632	Russia	57.979	33.244	217	VA	VA	VA	1.16215847175504	#095888	+	+	+	0.094
Vieira	S	29	VA	VA57	F	1	Vieira_29_VA57_F_1	19	19	1	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.094
Vieira	S	29	VA	VA57	F	2	Vieira_29_VA57_F_2	18	17	0.9444444444	0.9444444444	Russia	57.979	33.244	217	VA	VA	VA	1.33285520186767	#095888	+	+	+	0.094
Vieira	S	29	VA	VA57	F	3	Vieira_29_VA57_F_3	20	19	0.95	0.95	Russia	57.979	33.244	217	VA	VA	VA	1.34528292089677	#095888	+	+	+	0.094
Vieira	S	30	VA	VA71	F	1	Vieira_30_VA71_F_1	20	19	0.95	0.95	Russia	57.979	33.244	217	VA	VA	VA	1.34528292089677	#095888	+	+	+	0.094
Vieira	S	30	VA	VA71	F	2	Vieira_30_VA71_F_2	20	11	0.55	0.55	Russia	57.979	33.244	217	VA	VA	VA	0.835481873978228	#095888	+	+	+	0.094
Vieira	S	30	VA	VA71	F	3	Vieira_30_VA71_F_3	20	16	0.8	0.8	Russia	57.979	33.244	217	VA	VA	VA	1.10714871779409	#095888	+	+	+	0.094
Vieira	S	1	MU	MU1	M	1	Vieira_1_MU1_M_1	20	20	1	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	-	-	-	0.094
Vieira	S	1	MU	MU1	M	2	Vieira_1_MU1_M_2	20	16	0.8	0.8	Germany	48.18	11.61	520	MU	MU	MU	1.10714871779409	#F6C200	-	-	-	0.094
Vieira	S	1	MU	MU1	M	3	Vieira_1_MU1_M_3	20	19	0.95	0.95	Germany	48.18	11.61	520	MU	MU	MU	1.34528292089677	#F6C200	-	-	-	0.094
Vieira	S	1	MU	MU2	M	1	Vieira_1_MU2_M_1	20	20	1	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.094
Vieira	S	1	MU	MU2	M	2	Vieira_1_MU2_M_2	20	19	0.95	0.95	Germany	48.18	11.61	520	MU	MU	MU	1.34528292089677	#F6C200	+	+	+	0.094
Vieira	S	1	MU	MU2	M	3	Vieira_1_MU2_M_3	20	20	1	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.094
Vieira	S	1	MU	MU3	M	1	Vieira_1_MU3_M_1	20	19	0.95	0.95	Germany	48.18	11.61	520	MU	MU	MU	1.34528292089677	#F6C200	+	+	+	0.094
Vieira	S	1	MU	MU3	M	2	Vieira_1_MU3_M_2	20	18	0.9	0.9	Germany	48.18	11.61	520	MU	MU	MU	1.24904577239825	#F6C200	+	+	+	0.094
Vieira	S	1	MU	MU3	M	3	Vieira_1_MU3_M_3	20	18	0.9	0.9	Germany	48.18	11.61	520	MU	MU	MU	1.24904577239825	#F6C200	+	+	+	0.094
Vieira	S	4	MU	MU4	M	1	Vieira_4_MU4_M_1	20	18	0.9	0.9	Germany	48.18	11.61	520	MU	MU	MU	1.24904577239825	#F6C200	+	+	+	0.094
Vieira	S	4	MU	MU4	M	2	Vieira_4_MU4_M_2	20	17	0.85	0.85	Germany	48.18	11.61	520	MU	MU	MU	1.17309691170282	#F6C200	+	+	+	0.094
Vieira	S	4	MU	MU4	M	3	Vieira_4_MU4_M_3	18	17	0.9444444444	0.9444444444	Germany	48.18	11.61	520	MU	MU	MU	1.33285520186767	#F6C200	+	+	+	0.094
Vieira	S	1	MU	MU5	M	1	Vieira_1_MU5_M_1	20	20	1	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.094
