"","Supervisor.PI","Batch","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"66","Gibert","1","UM","UM29",0.643333333333333,0.0602771377334171,0.65,0.58,0.7,0.0348010216963685,0.0936950327462442,0.65
"67","Gibert","1","UM","UM7",0.703333333333333,0.0251661147842358,0.7,0.68,0.73,0.0145296631451356,0.0357812058543637,0.7
"68","Gibert","1","UM","UM9",0.783333333333333,0.0763762615825973,0.8,0.7,0.85,0.0440958551844099,0.0975016105309753,0.7
"69","Gibert","1","VA","VA1",0.62,0.115325625946708,0.58,0.53,0.75,0.0665832811847939,0.186009074107593,0.75
"70","Gibert","1","VA","VA15",0.553333333333333,0.0750555349946514,0.55,0.48,0.63,0.0433333333333333,0.135642533122864,0.63
"71","Gibert","1","VA","VA30",0.716666666666667,0.125830573921179,0.7,0.6,0.85,0.0726483157256779,0.175577545006296,0.85
"72","Gibert","1","VA","VA35",0.736666666666667,0.100664459136943,0.75,0.63,0.83,0.0581186525805423,0.136648587063724,0.63
"73","Gibert","1","VA","VA44",0.726666666666667,0.0642910050732864,0.7,0.68,0.8,0.0371184290855335,0.0884738601925959,0.68
"74","Gibert","1","VA","VA47",0.703333333333333,0.0680685928555405,0.68,0.65,0.78,0.0392994204085053,0.0967799898420006,0.68
"75","Gibert","1","VA","VA48",0.71,0.0854400374531753,0.7,0.63,0.8,0.0493288286231625,0.120338080919965,0.7
"76","Gibert","1","VA","VA57",0.57,0.121655250605964,0.63,0.43,0.65,0.0702376916856849,0.21343026422099,0.43
"77","Gibert","1","VA","VA67",0.453333333333333,0.0642910050732864,0.48,0.38,0.5,0.0371184290855335,0.141818393544014,0.38
"78","Gibert","1","VA","VA9",0.693333333333333,0.125033328890074,0.75,0.55,0.78,0.072188026092359,0.180336532052991,0.75
"79","Gibert","1","YE","YE11",0.236666666666667,0.0404145188432738,0.23,0.2,0.28,0.0233333333333333,0.170765572577213,0.28
"80","Gibert","1","YE","YE14",0.743333333333333,0.125033328890074,0.8,0.6,0.83,0.0721880260923591,0.168206272049426,0.83
"81","Gibert","1","YE","YE21",0.32,0.165227116418583,0.33,0.15,0.48,0.0953939201416946,0.516334738808072,0.33
"82","Gibert","1","YE","YE23",0.553333333333333,0.156950098226581,0.5,0.43,0.73,0.0906151814604546,0.28364475583117,0.43
"83","Gibert","1","YE","YE26",0.293333333333333,0.125033328890074,0.35,0.15,0.38,0.0721880260923591,0.426249984852524,0.15
"84","Gibert","1","YE","YE27",0.52,0.0173205080756888,0.53,0.5,0.53,0.01,0.0333086693763246,0.53
"85","Gibert","1","YE","YE33",0.643333333333333,0.128970280814354,0.68,0.5,0.75,0.0744610263456289,0.20047193908967,0.5
"86","Gibert","1","YE","YE48",0.52,0.0360555127546399,0.53,0.48,0.55,0.0208166599946613,0.0693375245281537,0.55
"87","Gibert","1","YE","YE49",0.76,0.0793725393319377,0.73,0.7,0.85,0.0458257569495584,0.10443755175255,0.85
"88","Gibert","1","YE","YE80",0.66,0.0692820323027551,0.7,0.58,0.7,0.04,0.104972776216296,0.7
"89","Gibert","2","AK","AK11",0.743333333333333,0.0513160143944689,0.73,0.7,0.8,0.0296273147243853,0.0690349969432317,0.7
"90","Gibert","2","AK","AK12",0.803333333333333,0.0251661147842358,0.8,0.78,0.83,0.0145296631451356,0.0313271138392977,0.78
"91","Gibert","2","AK","AK13",0.776666666666667,0.0251661147842359,0.78,0.75,0.8,0.0145296631451356,0.0324027228981578,0.8
"92","Gibert","2","AK","AK14",0.826666666666667,0.0251661147842358,0.83,0.8,0.85,0.0145296631451356,0.030442880787382,0.85
"93","Gibert","2","AK","AK16",0.803333333333333,0.0929157324317757,0.83,0.7,0.88,0.0536449231314369,0.115662737466941,0.83
"94","Gibert","2","AK","AK5",0.746666666666667,0.0763762615825973,0.73,0.68,0.83,0.0440958551844098,0.102289636048121,0.68
"95","Gibert","2","AK","AK6",0.626666666666667,0.0642910050732864,0.6,0.58,0.7,0.0371184290855335,0.102592029372265,0.7
"96","Gibert","2","AK","AK8",0.826666666666667,0.0642910050732864,0.8,0.78,0.9,0.0371184290855335,0.0777713771047819,0.9
"97","Gibert","2","AK","AK9",0.86,0.0529150262212918,0.88,0.8,0.9,0.0305505046330389,0.061529100257316,0.88
"98","Gibert","2","GI","GI10",0.82,0.0529150262212918,0.8,0.78,0.88,0.0305505046330389,0.0645305197820632,0.88
"99","Gibert","2","GI","GI13",0.67,0.150996688705415,0.65,0.53,0.83,0.0871779788708135,0.225368192097634,0.83
"100","Gibert","2","GI","GI2",0.676666666666667,0.0642910050732864,0.65,0.63,0.75,0.0371184290855335,0.0950113375467286,0.63
"101","Gibert","2","GI","GI3",0.783333333333333,0.0763762615825973,0.8,0.7,0.85,0.0440958551844099,0.0975016105309753,0.7
"102","Gibert","2","GI","GI6",0.586666666666667,0.0929157324317757,0.63,0.48,0.65,0.0536449231314369,0.158379089372345,0.48
"103","Gibert","2","GI","GI8",0.666666666666667,0.0763762615825973,0.65,0.6,0.75,0.0440958551844099,0.114564392373896,0.6
"104","Gibert","2","KA","KA1",0.725,0.106066017177982,0.725,0.65,0.8,0.075,0.146297954728251,0.8
"105","Gibert","2","KA","KA11",0.71,0.0360555127546399,0.7,0.68,0.75,0.0208166599946613,0.0507824123304787,0.7
"106","Gibert","2","KA","KA14",0.82,0.0529150262212918,0.8,0.78,0.88,0.0305505046330389,0.0645305197820632,0.88
"107","Gibert","2","KA","KA18",0.703333333333333,0.0680685928555405,0.68,0.65,0.78,0.0392994204085053,0.0967799898420006,0.78
"108","Gibert","2","KA","KA2",0.743333333333333,0.0513160143944689,0.73,0.7,0.8,0.0296273147243853,0.0690349969432317,0.7
"109","Gibert","2","KA","KA25",0.686666666666667,0.100664459136943,0.7,0.58,0.78,0.0581186525805423,0.146598726898461,0.78
"110","Gibert","2","KA","KA28",0.886666666666667,0.0115470053837925,0.88,0.88,0.9,0.00666666666666667,0.0130229384027735,0.88
"111","Gibert","2","KA","KA29",0.843333333333333,0.0929157324317756,0.8,0.78,0.95,0.0536449231314369,0.11017675782424,0.78
"112","Gibert","2","KA","KA5",0.503333333333333,0.0680685928555404,0.48,0.45,0.58,0.0392994204085053,0.135235614944782,0.45
"113","Gibert","2","KA","KA6",0.76,0.0360555127546399,0.75,0.73,0.8,0.0208166599946613,0.047441464150842,0.8
"114","Gibert","2","KA","KA9",0.736666666666667,0.0115470053837925,0.73,0.73,0.75,0.00666666666666667,0.0156746679417998,0.73
"115","Gibert","2","MA","MA13",0.73,0.13228756555323,0.78,0.58,0.83,0.0763762615825973,0.181215843223602,0.83
"116","Gibert","2","MA","MA19",0.793333333333333,0.0814452781524708,0.83,0.7,0.85,0.047022453265553,0.10266211531824,0.7
"117","Gibert","2","MA","MA21",0.736666666666667,0.0750555349946514,0.78,0.65,0.78,0.0433333333333333,0.101885341621699,0.78
"118","Gibert","2","MA","MA23",0.62,0.0173205080756888,0.63,0.6,0.63,0.01,0.0279363033478851,0.63
"119","Gibert","2","MA","MA26",0.63,0.05,0.63,0.58,0.68,0.0288675134594813,0.0793650793650794,0.63
"120","Gibert","2","MA","MA28",0.693333333333333,0.125033328890074,0.75,0.55,0.78,0.072188026092359,0.180336532052991,0.75
"121","Gibert","2","MA","MA30",0.733333333333333,0.0763762615825973,0.75,0.65,0.8,0.0440958551844099,0.104149447612633,0.75
"122","Gibert","2","MA","MA31",0.313333333333333,0.0763762615825973,0.33,0.23,0.38,0.0440958551844098,0.243754026327438,0.23
"123","Gibert","2","MA","MA5",0.453333333333333,0.141891977691952,0.48,0.3,0.58,0.0819213715162967,0.312997009614599,0.58
"124","Gibert","2","MA","MA6",0.7,0.05,0.7,0.65,0.75,0.0288675134594813,0.0714285714285714,0.75
"125","Gibert","2","MA","MA7",0.693333333333333,0.0750555349946514,0.65,0.65,0.78,0.0433333333333333,0.108253175473055,0.65
"126","Gibert","2","MU","MU10",0.87,0.0360555127546399,0.88,0.83,0.9,0.0208166599946613,0.0414431181087815,0.88
"127","Gibert","2","MU","MU12",0.783333333333333,0.0288675134594813,0.8,0.75,0.8,0.0166666666666667,0.036852144841891,0.8
"128","Gibert","2","MU","MU13",0.643333333333333,0.0602771377334171,0.65,0.58,0.7,0.0348010216963685,0.0936950327462442,0.58
"129","Gibert","2","MU","MU14",0.66,0.0793725393319377,0.63,0.6,0.75,0.0458257569495584,0.120261423230209,0.75
"130","Gibert","2","MU","MU17",0.73,0.0866025403784439,0.78,0.63,0.78,0.05,0.118633616956772,0.78
"131","Gibert","2","MU","MU18",0.82,0.0964365076099296,0.78,0.75,0.93,0.0556776436283002,0.11760549708528,0.78
"132","Gibert","2","MU","MU19",0.686666666666667,0.140118997046558,0.73,0.53,0.8,0.0808977406634106,0.204056791815376,0.53
"133","Gibert","2","MU","MU2",0.766666666666667,0.0577350269189626,0.8,0.7,0.8,0.0333333333333334,0.0753065568508208,0.8
"134","Gibert","2","MU","MU3",0.65,0.05,0.65,0.6,0.7,0.0288675134594813,0.0769230769230769,0.65
"135","Gibert","2","MU","MU6",0.62,0.0964365076099295,0.58,0.55,0.73,0.0556776436283002,0.155542754209564,0.58
"136","Gibert","2","MU","MU7",0.793333333333333,0.169213868619961,0.75,0.65,0.98,0.0976956725983523,0.213294792378102,0.65
"137","Gibert","2","RE","RE1",0.636666666666667,0.0115470053837925,0.63,0.63,0.65,0.00666666666666667,0.0181366576708783,0.63
"138","Gibert","2","RE","RE16",0.713333333333333,0.104083299973307,0.68,0.63,0.83,0.0600925212577331,0.145911168186878,0.83
"139","Gibert","2","RE","RE17",0.79,0.127279220613579,0.79,0.7,0.88,0.09,0.161112937485543,0.7
"140","Gibert","2","RE","RE2",0.653333333333333,0.0251661147842359,0.65,0.63,0.68,0.0145296631451356,0.038519563445259,0.65
"141","Gibert","2","RE","RE4",0.586666666666667,0.0513160143944688,0.6,0.53,0.63,0.0296273147243853,0.087470479081481,0.6
"142","Gibert","2","RE","RE5",0.676666666666667,0.0642910050732864,0.65,0.63,0.75,0.0371184290855335,0.0950113375467286,0.65
"143","Gibert","2","RE","RE7",0.72,0.101488915650922,0.7,0.63,0.83,0.0585946527708231,0.140956827292947,0.83
"144","Gibert","2","UM","UM13",0.736666666666667,0.0115470053837925,0.73,0.73,0.75,0.00666666666666667,0.0156746679417998,0.73
"145","Gibert","2","UM","UM21",0.826666666666667,0.0642910050732864,0.8,0.78,0.9,0.0371184290855335,0.0777713771047819,0.8
"146","Gibert","2","UM","UM22",0.526666666666667,0.0929157324317757,0.5,0.45,0.63,0.0536449231314369,0.176422276769194,0.45
"147","Gibert","2","UM","UM26",0.66,0.101488915650922,0.68,0.55,0.75,0.0585946527708231,0.153771084319579,0.68
"148","Gibert","2","UM","UM28",0.75,0.173205080756888,0.85,0.55,0.85,0.1,0.23094010767585,0.85
"149","Gibert","2","UM","UM4",0.67,0.103923048454133,0.73,0.55,0.73,0.06,0.155109027543481,0.73
"150","Gibert","2","UM","UM5",0.76,0.0360555127546399,0.75,0.73,0.8,0.0208166599946613,0.047441464150842,0.8
"151","Gibert","2","UM","UM6",0.726666666666667,0.0404145188432738,0.75,0.68,0.75,0.0233333333333333,0.0556163103347804,0.75
"152","Gibert","2","UM","UM7",0.826666666666667,0.0680685928555405,0.85,0.75,0.88,0.0392994204085053,0.0823410397446054,0.75
"153","Gibert","2","UM","UM8",0.73,0.1,0.73,0.63,0.83,0.0577350269189626,0.136986301369863,0.63
"154","Gibert","2","VA","VA11",0.42,0.367151195013716,0.58,0,0.68,0.211974841274462,0.87416951193742,0.68
"155","Gibert","2","VA","VA18",0.843333333333333,0.100664459136943,0.83,0.75,0.95,0.0581186525805423,0.119364971308628,0.83
"156","Gibert","2","VA","VA22",0.66,0.0360555127546399,0.65,0.63,0.7,0.0208166599946613,0.0546295647797574,0.7
"157","Gibert","2","VA","VA26",0.55,0.05,0.55,0.5,0.6,0.0288675134594813,0.0909090909090909,0.55
"158","Gibert","2","VA","VA34",0.743333333333333,0.0513160143944689,0.73,0.7,0.8,0.0296273147243853,0.0690349969432317,0.73
"159","Gibert","2","VA","VA44",0.56,0.06557438524302,0.55,0.5,0.63,0.0378593889720018,0.117097116505393,0.5
"160","Gibert","2","VA","VA46",0.65,0.0866025403784438,0.7,0.55,0.7,0.05,0.133234677505298,0.7
"161","Gibert","2","VA","VA55",0.78,0.05,0.78,0.73,0.83,0.0288675134594813,0.0641025641025641,0.78
"162","Gibert","2","VA","VA6",0.296666666666667,0.152752523165195,0.33,0.13,0.43,0.0881917103688197,0.514896145500656,0.13
"163","Gibert","2","VA","VA66",0.726666666666667,0.0642910050732864,0.7,0.68,0.8,0.0371184290855335,0.0884738601925959,0.7
"164","Gibert","2","VA","VA71",0.636666666666667,0.0929157324317757,0.68,0.53,0.7,0.0536449231314369,0.145940940992318,0.53
"165","Gibert","2","YE","YE13",0.503333333333333,0.0461880215351701,0.53,0.45,0.53,0.0266666666666667,0.0917642811957021,0.53
"166","Gibert","2","YE","YE15",0.536666666666667,0.0602771377334171,0.53,0.48,0.6,0.0348010216963685,0.112317647950467,0.48
"167","Gibert","2","YE","YE19",0.583333333333333,0.125830573921179,0.6,0.45,0.7,0.0726483157256779,0.21570955529345,0.45
"168","Gibert","2","YE","YE20",0.32,0.06557438524302,0.33,0.25,0.38,0.0378593889720018,0.204919953884438,0.25
"169","Gibert","2","YE","YE22",0.576666666666667,0.0929157324317757,0.55,0.5,0.68,0.0536449231314369,0.161125547569553,0.5
"170","Gibert","2","YE","YE24",0.353333333333333,0.0251661147842358,0.35,0.33,0.38,0.0145296631451356,0.0712248531629316,0.33
"171","Gibert","2","YE","YE40",0.71,0.0793725393319377,0.68,0.65,0.8,0.0458257569495584,0.111792308918222,0.65
"172","Gibert","2","YE","YE41",0.376666666666667,0.0251661147842359,0.38,0.35,0.4,0.0145296631451356,0.0668126941174403,0.38
"173","Gibert","2","YE","YE49",0.603333333333333,0.04618802153517,0.63,0.55,0.63,0.0266666666666667,0.0765547318262487,0.63
"174","Gibert","2","YE","YE51",0.396666666666667,0.104083299973307,0.43,0.28,0.48,0.0600925212577332,0.262394873882286,0.28
"175","Gibert","2","YE","YE69",0.653333333333333,0.0461880215351701,0.68,0.6,0.68,0.0266666666666667,0.070695951329342,0.68
"176","Gibert","3","AK","AK15",0.893333333333333,0.0901849950564579,0.9,0.8,0.98,0.052068331172711,0.100953352675139,0.9
"177","Gibert","3","AK","AK4",0.86,0.0360555127546399,0.85,0.83,0.9,0.0208166599946613,0.0419250148309767,0.83
"178","Gibert","3","MA","MA12",0.81,0.0360555127546399,0.8,0.78,0.85,0.0208166599946613,0.0445129787094319,0.78
"179","Grath","1","AK","AK1",0.7,0.0353553390593274,0.7125,0.65,0.725,0.0176776695296637,0.0505076272276105,0.725
"180","Grath","1","AK","AK12",0.705,0.144048602908879,0.775,0.55,0.85,0.0644204936336256,0.204324259445219,0.55
"181","Grath","1","AK","AK14",0.753,0.10974971526159,0.74,0.65,0.9,0.0490815647672321,0.145749953866653,0.65
"182","Grath","1","AK","AK15",0.615,0.0602079728939615,0.65,0.55,0.675,0.0269258240356725,0.0978991429170105,0.65
"183","Grath","1","AK","AK17",0.7,0.0612372435695795,0.7,0.65,0.8,0.0273861278752583,0.0874817765279707,0.7
"184","Grath","1","AK","AK21",0.681,0.152659752390733,0.65,0.5,0.85,0.0682715167547931,0.224169974142046,0.85
"185","Grath","1","AK","AK4",0.675,0.05,0.65,0.65,0.75,0.025,0.0740740740740741,0.65
"186","Grath","1","AK","AK6",0.6,0.148604620834392,0.5625,0.475,0.8,0.0743023104171959,0.24767436805732,0.5
"187","Grath","1","AK","AK8",0.8133333334,0.088702060561059,0.8,0.7,0.925,0.0396687674317662,0.109059910516953,0.8
"188","Grath","1","AK","AK9",0.65,0.131101106021269,0.7,0.5,0.8,0.0586301969977929,0.201694009263491,0.7
"189","Grath","1","MU","MU10",0.7736666666,0.161917331568544,0.76,0.533333333,0.975,0.0724116320245273,0.209285650472852,0.85
"190","Grath","1","MU","MU13",0.5583333334,0.110554159534039,0.6,0.366666667,0.65,0.0494413231826936,0.198007449888069,0.6
"191","Grath","1","MU","MU14",0.545,0.0758287544405155,0.6,0.45,0.6,0.0339116499156263,0.139135329248652,0.6
"192","Grath","1","MU","MU15",0.655,0.0855131568824354,0.625,0.575,0.8,0.0382426463519459,0.130554437988451,0.625
"193","Grath","1","MU","MU3",0.625,0.238484800354236,0.525,0.4,0.95,0.106653645038508,0.381575680566778,0.4
"194","Grath","1","MU","MU4",0.435,0.215493619395099,0.425,0.125,0.725,0.0963716763369819,0.495387630793332,0.4
"195","Grath","1","MU","MU5",0.5933333334,0.164295634658313,0.666666667,0.3,0.675,0.0734752415004915,0.276902755010987,0.675
"196","Grath","1","MU","MU6",0.71,0.122955502294303,0.675,0.566666667,0.85,0.0549873722675387,0.173176763794793,0.85
"197","Grath","1","MU","MU7",0.625,0.169558249578132,0.6,0.45,0.8,0.0758287544405155,0.271293199325011,0.8
"198","Grath","1","MU","MU8",0.64,0.085472542927214,0.65,0.533333333,0.766666667,0.0382244832390039,0.133550848323772,0.65
"199","Grath","1","RE","RE10",0.71,0.0821583836257749,0.75,0.6,0.8,0.0367423461417477,0.115716033275739,0.75
"200","Grath","1","RE","RE11",0.735,0.0418330013267038,0.725,0.7,0.8,0.0187082869338697,0.0569156480635426,0.7
"201","Grath","1","RE","RE12",0.625,0.0770551750371122,0.625,0.5,0.7,0.0344601218802256,0.12328828005938,0.625
"202","Grath","1","RE","RE13",0.7,0.135784756140003,0.75,0.5,0.825,0.0607247890074556,0.193978223057147,0.825
"203","Grath","1","RE","RE15",0.5683333334,0.184597911432599,0.625,0.3,0.775,0.0825546956935555,0.32480570922747,0.775
"204","Grath","1","RE","RE16",0.7,0.135784756140003,0.65,0.6,0.925,0.0607247890074556,0.193978223057147,0.6
"205","Grath","1","RE","RE17",0.575,0.0986013298310142,0.6,0.425,0.666666667,0.0440958552348051,0.171480573619155,0.6
"206","Grath","1","RE","RE3",0.465,0.118057189531176,0.475,0.275,0.575,0.0527967802048572,0.253886429099303,0.475
"207","Grath","1","RE","RE7",0.685,0.111242977306435,0.625,0.6,0.85,0.049749371855331,0.162398507016693,0.6
"208","Grath","1","RE","RE8",0.595,0.0873212459828649,0.6,0.475,0.7,0.0390512483795333,0.146758396609857,0.6
"209","Hoedjes","1","AK","AK1",0.703333333333333,0.125033328890074,0.7,0.58,0.83,0.0721880260923591,0.17777250553091,0.58
"210","Hoedjes","1","AK","AK2",0.82,0.0529150262212918,0.8,0.78,0.88,0.0305505046330389,0.0645305197820632,0.8
"211","Hoedjes","1","AK","AK3",0.603333333333333,0.116761865920913,0.58,0.5,0.73,0.0674124947205223,0.19352795456505,0.73
"212","Hoedjes","1","AK","AK4",0.666666666666667,0.104083299973307,0.7,0.55,0.75,0.0600925212577331,0.15612494995996,0.75
"213","Hoedjes","1","AK","AK5",0.76,0.06557438524302,0.75,0.7,0.83,0.0378593889720018,0.086282085846079,0.7
"214","Hoedjes","1","GI","GI1",0.786666666666667,0.0513160143944688,0.8,0.73,0.83,0.0296273147243853,0.0652322216878841,0.83
"215","Hoedjes","1","GI","GI2",0.546666666666667,0.144337567297406,0.63,0.38,0.63,0.0833333333333333,0.264032135300134,0.63
