Supervisor.PI	Diet	Batch	Population	Line	Sex	ReplicateVialOld	ReplicateVial	Individual	CCRT_seconds	Censor	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	Color	StatusT	StatusM	Wolbachia	PC.ratio
Vieira	S	3	AK	AK12	M	1	Vieira_3_AK12_M_1	5	1514	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	18	MA	MA3	M	1	Vieira_18_MA3_M_1	5	1514	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.094
Vieira	S	8	MU	MU8	F	1	Vieira_8_MU8_F_1	2	1514	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	2	RE	RE5	F	1	Vieira_2_RE5_F_1	1	1514	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	1	UM	UM20	M	1	Vieira_1_UM20_M_1	3	1515	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	10	MU	MU16	F	1	Vieira_10_MU16_F_1	2	1516	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	22	VA	VA35	M	1	Vieira_22_VA35_M_1	3	1516	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	4	GI	GI8	M	1	Vieira_4_GI8_M_1	6	1518	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	-	-	-	0.094
Vieira	S	16	KA	KA15	F	1	Vieira_16_KA15_F_1	2	1518	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	17	KA	KA17	F	1	Vieira_17_KA17_F_1	3	1519	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	7	AK	AK16	F	1	Vieira_7_AK16_F_1	3	1521	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	12	KA	KA10	F	1	Vieira_12_KA10_F_1	2	1522	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	2	RE	RE5	M	1	Vieira_2_RE5_M_1	6	1523	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	4	AK	AK1	M	1	Vieira_4_AK1_M_1	4	1524	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	16	KA	KA23	M	1	Vieira_16_KA23_M_1	2	1524	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	19	MA	MA32	F	1	Vieira_19_MA32_F_1	3	1524	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	18	KA	KA18	F	1	Vieira_18_KA18_F_1	5	1526	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	19	MA	MA19	F	1	Vieira_19_MA19_F_1	6	1527	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	24	VA	VA57	M	1	Vieira_24_VA57_M_1	2	1527	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	5	AK	AK18	M	1	Vieira_5_AK18_M_1	5	1528	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	5	GI	GI5	M	1	Vieira_5_GI5_M_1	5	1529	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	-	-	-	0.094
Vieira	S	13	UM	UM25	M	1	Vieira_13_UM25_M_1	2	1530	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	21	MA	MA28	M	1	Vieira_21_MA28_M_1	3	1531	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	5	GI	GI1	F	1	Vieira_5_GI1_F_1	6	1533	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	-	-	-	0.094
Vieira	S	19	MA	MA31	F	1	Vieira_19_MA31_F_1	4	1533	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.094
Vieira	S	25	VA	VA48	M	1	Vieira_25_VA48_M_1	1	1533	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	8	UM	UM2	M	1	Vieira_8_UM2_M_1	5	1534	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	3	AK	AK8	F	1	Vieira_3_AK8_F_1	4	1535	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	4	AK	AK6	F	1	Vieira_4_AK6_F_1	2	1537	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	22	YE	YE19	M	1	Vieira_22_YE19_M_1	2	1537	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	22	YE	YE21	F	1	Vieira_22_YE21_F_1	4	1538	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	10	MU	MU14	M	1	Vieira_10_MU14_M_1	1	1539	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	22	YE	YE20	F	1	Vieira_22_YE20_F_1	4	1539	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	16	KA	KA16	F	1	Vieira_16_KA16_F_1	6	1540	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	5	AK	AK11	F	1	Vieira_5_AK11_F_1	1	1542	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	14	KA	KA5	M	1	Vieira_14_KA5_M_1	1	1542	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	11	RE	RE17	M	1	Vieira_11_RE17_M_1	5	1542	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	24	VA	VA22	M	1	Vieira_24_VA22_M_1	3	1542	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	16	KA	KA23	M	1	Vieira_16_KA23_M_1	4	1543	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	7	AK	AK17	F	1	Vieira_7_AK17_F_1	1	1544	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	1	UM	UM13	M	1	Vieira_1_UM13_M_1	4	1544	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	1	UM	UM5	M	1	Vieira_1_UM5_M_1	4	1545	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	23	VA	VA44	M	1	Vieira_23_VA44_M_1	2	1545	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	26	YE	YE80	F	1	Vieira_26_YE80_F_1	4	1545	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	22	YE	YE21	F	1	Vieira_22_YE21_F_1	3	1546	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	9	MU	MU13	M	1	Vieira_9_MU13_M_1	2	1548	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	7	RE	RE8	M	1	Vieira_7_RE8_M_1	1	1548	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.094
Vieira	S	7	AK	AK17	M	1	Vieira_7_AK17_M_1	1	1549	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	15	KA	KA14	M	1	Vieira_15_KA14_M_1	4	1549	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	1	UM	UM13	M	1	Vieira_1_UM13_M_1	5	1549	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	4	AK	AK1	M	1	Vieira_4_AK1_M_1	1	1550	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	1	UM	UM13	F	1	Vieira_1_UM13_F_1	5	1551	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	22	VA	VA55	F	1	Vieira_22_VA55_F_1	3	1551	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	22	VA	VA15	F	1	Vieira_22_VA15_F_1	6	1552	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	2	RE	RE13	F	1	Vieira_2_RE13_F_1	2	1554	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.094
Vieira	S	9	MU	MU9	F	1	Vieira_9_MU9_F_1	3	1556	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	25	VA	VA48	M	1	Vieira_25_VA48_M_1	6	1556	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	8	GI	GI7	F	1	Vieira_8_GI7_F_1	5	1557	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	+	+	+	0.094
Vieira	S	26	YE	YE48	M	1	Vieira_26_YE48_M_1	4	1559	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	22	VA	VA55	F	1	Vieira_22_VA55_F_1	2	1560	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	26	YE	YE69	F	1	Vieira_26_YE69_F_1	2	1560	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	21	MA	MA9	F	1	Vieira_21_MA9_F_1	6	1561	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	16	UM	UM28	M	1	Vieira_16_UM28_M_1	5	1562	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	9	MU	MU15	M	1	Vieira_9_MU15_M_1	4	1563	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	2	RE	RE13	M	1	Vieira_2_RE13_M_1	4	1563	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.094
Vieira	S	23	YE	YE24	M	1	Vieira_23_YE24_M_1	6	1563	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	7	AK	AK16	M	1	Vieira_7_AK16_M_1	2	1565	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	1	UM	UM17	M	1	Vieira_1_UM17_M_1	5	1566	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	11	RE	RE12	M	1	Vieira_11_RE12_M_1	3	1567	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.094
Vieira	S	3	RE	RE4	M	1	Vieira_3_RE4_M_1	4	1567	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	27	YE	YE15	M	1	Vieira_27_YE15_M_1	1	1567	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	16	KA	KA28	F	1	Vieira_16_KA28_F_1	2	1568	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	14	UM	UM26	M	1	Vieira_14_UM26_M_1	5	1568	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	3	AK	AK2	M	1	Vieira_3_AK2_M_1	4	1569	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	4	GI	GI8	M	1	Vieira_4_GI8_M_1	2	1570	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	-	-	-	0.094
Vieira	S	8	MU	MU8	M	1	Vieira_8_MU8_M_1	6	1570	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	11	RE	RE12	M	1	Vieira_11_RE12_M_1	4	1571	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.094
Vieira	S	22	VA	VA35	M	1	Vieira_22_VA35_M_1	1	1571	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	2	RE	RE5	M	1	Vieira_2_RE5_M_1	3	1572	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	7	RE	RE8	M	1	Vieira_7_RE8_M_1	5	1572	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.094
Vieira	S	13	UM	UM4	F	1	Vieira_13_UM4_F_1	6	1572	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	16	KA	KA24	M	1	Vieira_16_KA24_M_1	4	1573	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	-	-	-	0.094
Vieira	S	1	UM	UM5	F	1	Vieira_1_UM5_F_1	1	1573	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	20	MA	MA26	F	1	Vieira_20_MA26_F_1	6	1575	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	5	AK	AK11	F	1	Vieira_5_AK11_F_1	5	1577	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	2	UM	UM21	F	1	Vieira_2_UM21_F_1	5	1577	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	16	KA	KA15	M	1	Vieira_16_KA15_M_1	6	1578	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	21	MA	MA27	M	1	Vieira_21_MA27_M_1	4	1578	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	22	VA	VA35	M	1	Vieira_22_VA35_M_1	2	1578	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	3	AK	AK2	M	1	Vieira_3_AK2_M_1	2	1579	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	1	UM	UM17	M	1	Vieira_1_UM17_M_1	1	1579	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	14	KA	KA5	F	1	Vieira_14_KA5_F_1	6	1584	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	7	AK	AK17	F	1	Vieira_7_AK17_F_1	3	1585	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	3	RE	RE11	M	1	Vieira_3_RE11_M_1	3	1587	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	1	UM	UM17	M	1	Vieira_1_UM17_M_1	2	1587	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	1	UM	UM17	M	1	Vieira_1_UM17_M_1	3	1587	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	3	AK	AK2	F	1	Vieira_3_AK2_F_1	2	1588	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	17	KA	KA17	M	1	Vieira_17_KA17_M_1	5	1589	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	9	MU	MU6	F	1	Vieira_9_MU6_F_1	1	1589	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	4	GI	GI8	F	1	Vieira_4_GI8_F_1	2	1590	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	-	-	-	0.094
Vieira	S	20	MA	MA20	F	1	Vieira_20_MA20_F_1	1	1591	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	5	AK	AK14	M	1	Vieira_5_AK14_M_1	6	1592	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	1	UM	UM7	M	1	Vieira_1_UM7_M_1	5	1592	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	23	YE	YE23	F	1	Vieira_23_YE23_F_1	3	1592	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	26	YE	YE41	F	1	Vieira_26_YE41_F_1	2	1592	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	22	VA	VA35	M	1	Vieira_22_VA35_M_1	6	1593	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	24	VA	VA57	M	1	Vieira_24_VA57_M_1	3	1593	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	24	VA	VA71	M	1	Vieira_24_VA71_M_1	5	1593	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	3	RE	RE4	F	1	Vieira_3_RE4_F_1	6	1594	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	7	AK	AK17	F	1	Vieira_7_AK17_F_1	5	1595	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	5	GI	GI1	M	1	Vieira_5_GI1_M_1	6	1595	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	-	-	-	0.094
Vieira	S	16	KA	KA28	M	1	Vieira_16_KA28_M_1	4	1595	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	8	MU	MU8	M	1	Vieira_8_MU8_M_1	5	1595	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	1	UM	UM20	F	1	Vieira_1_UM20_F_1	2	1595	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	23	VA	VA46	F	1	Vieira_23_VA46_F_1	4	1596	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	22	YE	YE19	M	1	Vieira_22_YE19_M_1	6	1598	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	19	MA	MA32	M	1	Vieira_19_MA32_M_1	5	1600	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	14	UM	UM26	M	1	Vieira_14_UM26_M_1	6	1600	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	27	YE	YE14	M	1	Vieira_27_YE14_M_1	2	1600	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	3	AK	AK8	M	1	Vieira_3_AK8_M_1	3	1601	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	4	GI	GI8	F	1	Vieira_4_GI8_F_1	4	1601	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	-	-	-	0.094
Vieira	S	16	KA	KA15	M	1	Vieira_16_KA15_M_1	1	1603	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	14	UM	UM26	F	1	Vieira_14_UM26_F_1	2	1603	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	13	UM	UM25	F	1	Vieira_13_UM25_F_1	1	1604	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	22	VA	VA9	M	1	Vieira_22_VA9_M_1	4	1604	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	23	YE	YE11	M	1	Vieira_23_YE11_M_1	4	1604	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.094
Vieira	S	7	AK	AK4	F	1	Vieira_7_AK4_F_1	2	1605	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	1	UM	UM9	M	1	Vieira_1_UM9_M_1	5	1605	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	1	UM	UM9	F	1	Vieira_1_UM9_F_1	5	1606	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	27	YE	YE14	M	1	Vieira_27_YE14_M_1	1	1607	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	6	AK	AK20	F	1	Vieira_6_AK20_F_1	1	1608	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	5	AK	AK7	M	1	Vieira_5_AK7_M_1	5	1608	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	3	AK	AK8	M	1	Vieira_3_AK8_M_1	1	1609	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	1	UM	UM18	M	1	Vieira_1_UM18_M_1	1	1611	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	6	AK	AK20	F	1	Vieira_6_AK20_F_1	6	1612	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	15	KA	KA13	M	1	Vieira_15_KA13_M_1	3	1612	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	22	VA	VA34	F	1	Vieira_22_VA34_F_1	6	1612	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	4	AK	AK3	M	1	Vieira_4_AK3_M_1	4	1614	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	20	MA	MA13	F	1	Vieira_20_MA13_F_1	3	1614	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.094
Vieira	S	20	MA	MA13	M	1	Vieira_20_MA13_M_1	1	1615	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.094
Vieira	S	1	UM	UM7	F	1	Vieira_1_UM7_F_1	4	1615	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	22	YE	YE19	M	1	Vieira_22_YE19_M_1	5	1615	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	4	AK	AK13	M	1	Vieira_4_AK13_M_1	4	1616	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	4	AK	AK1	M	1	Vieira_4_AK1_M_1	6	1617	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	4	AK	AK13	M	1	Vieira_4_AK13_M_1	5	1617	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	6	GI	GI2	M	1	Vieira_6_GI2_M_1	2	1617	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	-	-	-	0.094
Vieira	S	9	MU	MU13	F	1	Vieira_9_MU13_F_1	4	1617	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	21	MA	MA28	M	1	Vieira_21_MA28_M_1	2	1618	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	23	YE	YE11	M	1	Vieira_23_YE11_M_1	5	1619	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.094
Vieira	S	3	AK	AK10	M	1	Vieira_3_AK10_M_1	6	1620	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	2	UM	UM23	F	1	Vieira_2_UM23_F_1	3	1620	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	20	MA	MA16	F	1	Vieira_20_MA16_F_1	1	1621	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	25	VA	VA48	M	1	Vieira_25_VA48_M_1	4	1621	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	7	RE	RE15	M	1	Vieira_7_RE15_M_1	3	1622	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	22	YE	YE22	F	1	Vieira_22_YE22_F_1	5	1622	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.094
Vieira	S	1	UM	UM18	F	1	Vieira_1_UM18_F_1	2	1626	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	4	AK	AK13	M	1	Vieira_4_AK13_M_1	3	1628	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	3	AK	AK12	M	1	Vieira_3_AK12_M_1	1	1630	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	16	KA	KA25	F	1	Vieira_16_KA25_F_1	3	1630	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	25	YE	YE27	M	1	Vieira_25_YE27_M_1	3	1630	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.094
Vieira	S	18	MA	MA6	F	1	Vieira_18_MA6_F_1	6	1632	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.094
Vieira	S	3	RE	RE11	F	1	Vieira_3_RE11_F_1	2	1632	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	2	RE	RE13	F	1	Vieira_2_RE13_F_1	5	1632	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.094
Vieira	S	23	VA	VA44	M	1	Vieira_23_VA44_M_1	1	1633	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	15	KA	KA14	M	1	Vieira_15_KA14_M_1	1	1634	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	4	AK	AK15	M	1	Vieira_4_AK15_M_1	3	1636	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	18	MA	MA6	F	1	Vieira_18_MA6_F_1	1	1636	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.094
Vieira	S	10	MU	MU18	F	1	Vieira_10_MU18_F_1	1	1637	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	1	UM	UM18	M	1	Vieira_1_UM18_M_1	5	1637	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	6	GI	GI12	F	1	Vieira_6_GI12_F_1	2	1638	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	+	+	+	0.094
