Supervisor.PI	Diet	Batch	Population	Line	Sex	ReplicateVialOld	ReplicateVial	Individual	CCRT_seconds	Censor	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	Color	StatusT	StatusM	Wolbachia	PC.ratio
Vieira	S	26	YE	YE69	M	1	Vieira_26_YE69_M_1	6	1368	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	1	UM	UM17	M	1	Vieira_1_UM17_M_1	6	1369	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	14	UM	UM22	M	1	Vieira_14_UM22_M_1	6	1370	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	21	MA	MA9	M	1	Vieira_21_MA9_M_1	3	1372	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	22	VA	VA15	M	1	Vieira_22_VA15_M_1	3	1372	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	25	YE	YE33	F	1	Vieira_25_YE33_F_1	3	1372	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	3	AK	AK8	M	1	Vieira_3_AK8_M_1	5	1373	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	7	GI	GI15	F	1	Vieira_7_GI15_F_1	6	1373	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	+	+	+	0.094
Vieira	S	21	MA	MA28	F	1	Vieira_21_MA28_F_1	3	1373	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	5	GI	GI10	F	1	Vieira_5_GI10_F_1	1	1374	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	+	+	+	0.094
Vieira	S	20	MA	MA21	F	1	Vieira_20_MA21_F_1	4	1374	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	8	MU	MU5	F	1	Vieira_8_MU5_F_1	3	1376	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	9	MU	MU11	M	1	Vieira_9_MU11_M_1	6	1377	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	4	GI	GI8	M	1	Vieira_4_GI8_M_1	5	1378	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	-	-	-	0.094
Vieira	S	15	KA	KA14	F	1	Vieira_15_KA14_F_1	6	1378	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	26	YE	YE69	F	1	Vieira_26_YE69_F_1	6	1378	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	22	VA	VA35	M	1	Vieira_22_VA35_M_1	5	1379	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	5	AK	AK14	F	1	Vieira_5_AK14_F_1	6	1380	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	8	MU	MU4	M	1	Vieira_8_MU4_M_1	6	1380	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	2	RE	RE13	F	1	Vieira_2_RE13_F_1	3	1380	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.094
Vieira	S	23	YE	YE24	M	1	Vieira_23_YE24_M_1	5	1380	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	4	AK	AK3	F	1	Vieira_4_AK3_F_1	3	1381	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	1	UM	UM5	M	1	Vieira_1_UM5_M_1	3	1381	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	16	KA	KA25	M	1	Vieira_16_KA25_M_1	5	1383	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	9	MU	MU7	M	1	Vieira_9_MU7_M_1	5	1383	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	4	AK	AK6	F	1	Vieira_4_AK6_F_1	3	1385	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	8	MU	MU5	M	1	Vieira_8_MU5_M_1	6	1385	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	11	RE	RE17	F	1	Vieira_11_RE17_F_1	3	1385	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	7	RE	RE3	M	1	Vieira_7_RE3_M_1	3	1386	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.094
Vieira	S	25	VA	VA48	M	1	Vieira_25_VA48_M_1	2	1386	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	19	MA	MA19	F	1	Vieira_19_MA19_F_1	1	1387	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	9	MU	MU11	M	1	Vieira_9_MU11_M_1	4	1387	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	16	KA	KA16	F	1	Vieira_16_KA16_F_1	4	1388	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	1	UM	UM17	M	1	Vieira_1_UM17_M_1	4	1388	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	6	AK	AK20	M	1	Vieira_6_AK20_M_1	5	1389	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	23	VA	VA1	M	1	Vieira_23_VA1_M_1	2	1389	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	4	AK	AK13	F	1	Vieira_4_AK13_F_1	4	1390	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	20	MA	MA26	F	1	Vieira_20_MA26_F_1	3	1390	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	8	MU	MU1	F	1	Vieira_8_MU1_F_1	5	1390	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	-	-	-	0.094
Vieira	S	16	UM	UM28	M	1	Vieira_16_UM28_M_1	4	1390	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	5	AK	AK18	M	1	Vieira_5_AK18_M_1	3	1391	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	2	RE	RE13	F	1	Vieira_2_RE13_F_1	4	1391	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.094
Vieira	S	15	KA	KA11	F	1	Vieira_15_KA11_F_1	2	1393	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	19	MA	MA30	M	1	Vieira_19_MA30_M_1	6	1393	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	22	VA	VA55	F	1	Vieira_22_VA55_F_1	1	1393	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	4	AK	AK3	F	1	Vieira_4_AK3_F_1	4	1394	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	20	MA	MA16	M	1	Vieira_20_MA16_M_1	3	1394	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	23	YE	YE11	F	1	Vieira_23_YE11_F_1	3	1394	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.094
Vieira	S	3	AK	AK10	M	1	Vieira_3_AK10_M_1	2	1395	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	7	GI	GI15	M	1	Vieira_7_GI15_M_1	3	1395	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	+	+	+	0.094
Vieira	S	15	KA	KA14	F	1	Vieira_15_KA14_F_1	1	1395	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	14	KA	KA2	M	1	Vieira_14_KA2_M_1	6	1395	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	26	YE	YE80	M	1	Vieira_26_YE80_M_1	4	1395	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	2	UM	UM21	M	1	Vieira_2_UM21_M_1	4	1396	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	3	AK	AK12	F	1	Vieira_3_AK12_F_1	2	1398	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	16	KA	KA25	M	1	Vieira_16_KA25_M_1	6	1398	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	1	UM	UM6	M	1	Vieira_1_UM6_M_1	1	1398	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	16	KA	KA24	M	1	Vieira_16_KA24_M_1	6	1399	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	-	-	-	0.094
Vieira	S	9	MU	MU10	F	1	Vieira_9_MU10_F_1	5	1399	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	9	MU	MU9	M	1	Vieira_9_MU9_M_1	1	1399	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	11	RE	RE12	F	1	Vieira_11_RE12_F_1	2	1399	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.094
Vieira	S	3	RE	RE4	M	1	Vieira_3_RE4_M_1	2	1399	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	27	VA	VA30	F	1	Vieira_27_VA30_F_1	4	1399	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	26	YE	YE48	F	1	Vieira_26_YE48_F_1	2	1399	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	22	VA	VA9	M	1	Vieira_22_VA9_M_1	2	1400	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	23	YE	YE23	M	1	Vieira_23_YE23_M_1	3	1400	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	8	MU	MU1	M	1	Vieira_8_MU1_M_1	1	1401	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	-	-	-	0.094
Vieira	S	25	YE	YE27	F	1	Vieira_25_YE27_F_1	3	1402	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.094
Vieira	S	4	RE	RE7	M	1	Vieira_4_RE7_M_1	6	1403	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	27	VA	VA30	M	1	Vieira_27_VA30_M_1	3	1403	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	4	AK	AK5	F	1	Vieira_4_AK5_F_1	5	1404	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	3	RE	RE11	M	1	Vieira_3_RE11_M_1	4	1404	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	3	RE	RE4	F	1	Vieira_3_RE4_F_1	5	1404	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	9	MU	MU9	M	1	Vieira_9_MU9_M_1	6	1405	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	4	AK	AK5	F	1	Vieira_4_AK5_F_1	4	1406	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	20	MA	MA26	M	1	Vieira_20_MA26_M_1	4	1406	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	9	MU	MU10	F	1	Vieira_9_MU10_F_1	4	1406	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	20	MA	MA12	M	1	Vieira_20_MA12_M_1	5	1407	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	3	AK	AK12	M	1	Vieira_3_AK12_M_1	6	1408	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	4	RE	RE7	F	1	Vieira_4_RE7_F_1	5	1408	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	16	UM	UM28	F	1	Vieira_16_UM28_F_1	2	1408	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	3	AK	AK12	F	1	Vieira_3_AK12_F_1	3	1409	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	7	GI	GI15	M	1	Vieira_7_GI15_M_1	1	1410	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	+	+	+	0.094
Vieira	S	10	MU	MU14	F	1	Vieira_10_MU14_F_1	6	1410	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	3	RE	RE11	F	1	Vieira_3_RE11_F_1	3	1410	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	22	VA	VA34	M	1	Vieira_22_VA34_M_1	1	1410	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	26	YE	YE69	M	1	Vieira_26_YE69_M_1	3	1410	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	8	GI	GI11	M	1	Vieira_8_GI11_M_1	2	1411	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	+	+	+	0.094
Vieira	S	20	MA	MA23	M	1	Vieira_20_MA23_M_1	3	1411	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	8	MU	MU2	M	1	Vieira_8_MU2_M_1	1	1411	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	17	KA	KA17	M	1	Vieira_17_KA17_M_1	1	1412	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	16	KA	KA24	M	1	Vieira_16_KA24_M_1	1	1412	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	-	-	-	0.094
Vieira	S	16	KA	KA25	F	1	Vieira_16_KA25_F_1	6	1412	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	14	KA	KA5	M	1	Vieira_14_KA5_M_1	3	1412	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	10	MU	MU18	M	1	Vieira_10_MU18_M_1	1	1412	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	5	GI	GI13	F	1	Vieira_5_GI13_F_1	5	1413	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	+	+	+	0.094
Vieira	S	9	MU	MU6	M	1	Vieira_9_MU6_M_1	6	1413	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	3	RE	RE11	M	1	Vieira_3_RE11_M_1	5	1413	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	22	VA	VA9	F	1	Vieira_22_VA9_F_1	3	1413	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	9	MU	MU9	M	1	Vieira_9_MU9_M_1	5	1414	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	7	AK	AK16	M	1	Vieira_7_AK16_M_1	4	1415	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	23	VA	VA46	M	1	Vieira_23_VA46_M_1	4	1415	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	20	MA	MA16	F	1	Vieira_20_MA16_F_1	3	1417	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	3	AK	AK12	M	1	Vieira_3_AK12_M_1	4	1418	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	15	KA	KA1	F	1	Vieira_15_KA1_F_1	5	1418	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	9	MU	MU10	F	1	Vieira_9_MU10_F_1	2	1418	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	24	VA	VA71	M	1	Vieira_24_VA71_M_1	2	1418	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	5	AK	AK14	F	1	Vieira_5_AK14_F_1	2	1419	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	20	MA	MA23	M	1	Vieira_20_MA23_M_1	5	1419	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	5	AK	AK14	M	1	Vieira_5_AK14_M_1	5	1420	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	5	GI	GI13	F	1	Vieira_5_GI13_F_1	4	1420	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	+	+	+	0.094
Vieira	S	20	MA	MA16	M	1	Vieira_20_MA16_M_1	1	1420	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	4	RE	RE7	F	1	Vieira_4_RE7_F_1	6	1420	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	22	YE	YE22	M	1	Vieira_22_YE22_M_1	1	1420	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.094
Vieira	S	5	GI	GI10	M	1	Vieira_5_GI10_M_1	3	1421	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	+	+	+	0.094
Vieira	S	8	GI	GI7	M	1	Vieira_8_GI7_M_1	5	1421	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	+	+	+	0.094
Vieira	S	23	YE	YE40	F	1	Vieira_23_YE40_F_1	6	1421	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	24	VA	VA22	F	1	Vieira_24_VA22_F_1	2	1422	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	9	MU	MU10	F	1	Vieira_9_MU10_F_1	1	1423	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	8	MU	MU5	M	1	Vieira_8_MU5_M_1	4	1423	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	8	MU	MU4	M	1	Vieira_8_MU4_M_1	4	1424	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	27	YE	YE15	F	1	Vieira_27_YE15_F_1	5	1424	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	19	MA	MA30	F	1	Vieira_19_MA30_F_1	3	1425	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	8	MU	MU2	F	1	Vieira_8_MU2_F_1	6	1426	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	2	RE	RE10	M	1	Vieira_2_RE10_M_1	6	1426	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.094
Vieira	S	1	UM	UM7	M	1	Vieira_1_UM7_M_1	3	1427	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	4	AK	AK6	M	1	Vieira_4_AK6_M_1	2	1428	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	7	AK	AK16	M	1	Vieira_7_AK16_M_1	6	1429	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	6	GI	GI12	F	1	Vieira_6_GI12_F_1	3	1429	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	+	+	+	0.094
Vieira	S	17	KA	KA17	F	1	Vieira_17_KA17_F_1	2	1430	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	3	RE	RE4	F	1	Vieira_3_RE4_F_1	2	1430	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	4	AK	AK13	M	1	Vieira_4_AK13_M_1	1	1431	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	25	YE	YE33	M	1	Vieira_25_YE33_M_1	3	1432	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	7	AK	AK16	M	1	Vieira_7_AK16_M_1	3	1433	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	6	GI	GI2	M	1	Vieira_6_GI2_M_1	5	1433	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	-	-	-	0.094
Vieira	S	19	MA	MA30	M	1	Vieira_19_MA30_M_1	4	1433	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	5	AK	AK11	M	1	Vieira_5_AK11_M_1	2	1434	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	23	YE	YE24	F	1	Vieira_23_YE24_F_1	1	1435	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	15	KA	KA13	M	1	Vieira_15_KA13_M_1	5	1436	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	1	UM	UM13	M	1	Vieira_1_UM13_M_1	3	1436	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	25	VA	VA48	F	1	Vieira_25_VA48_F_1	3	1436	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	8	MU	MU3	F	1	Vieira_8_MU3_F_1	2	1437	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	2	RE	RE10	F	1	Vieira_2_RE10_F_1	6	1437	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.094
Vieira	S	10	MU	MU18	F	1	Vieira_10_MU18_F_1	5	1438	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	8	MU	MU8	F	1	Vieira_8_MU8_F_1	3	1439	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	17	KA	KA17	F	1	Vieira_17_KA17_F_1	5	1440	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	8	MU	MU5	F	1	Vieira_8_MU5_F_1	2	1440	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	2	UM	UM21	M	1	Vieira_2_UM21_M_1	6	1441	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	8	GI	GI11	M	1	Vieira_8_GI11_M_1	6	1442	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	+	+	+	0.094
Vieira	S	3	AK	AK10	M	1	Vieira_3_AK10_M_1	5	1443	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	22	VA	VA35	M	1	Vieira_22_VA35_M_1	4	1443	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	4	AK	AK1	F	1	Vieira_4_AK1_F_1	6	1444	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	18	KA	KA18	M	1	Vieira_18_KA18_M_1	2	1444	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	19	MA	MA32	F	1	Vieira_19_MA32_F_1	4	1444	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	19	MA	MA32	M	1	Vieira_19_MA32_M_1	6	1444	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	9	MU	MU13	M	1	Vieira_9_MU13_M_1	3	1444	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	16	KA	KA24	M	1	Vieira_16_KA24_M_1	3	1445	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	-	-	-	0.094
Vieira	S	1	UM	UM6	M	1	Vieira_1_UM6_M_1	4	1445	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	15	KA	KA11	F	1	Vieira_15_KA11_F_1	5	1446	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	7	RE	RE8	M	1	Vieira_7_RE8_M_1	6	1446	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.094
Vieira	S	4	AK	AK15	F	1	Vieira_4_AK15_F_1	1	1447	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	8	MU	MU2	F	1	Vieira_8_MU2_F_1	1	1447	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	8	MU	MU3	F	1	Vieira_8_MU3_F_1	5	1447	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	12	KA	KA7	M	1	Vieira_12_KA7_M_1	5	1448	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	24	VA	VA71	M	1	Vieira_24_VA71_M_1	3	1451	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	24	VA	VA57	M	1	Vieira_24_VA57_M_1	4	1452	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	25	YE	YE26	M	1	Vieira_25_YE26_M_1	1	1452	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	16	KA	KA16	F	1	Vieira_16_KA16_F_1	5	1453	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	16	KA	KA24	F	1	Vieira_16_KA24_F_1	1	1453	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	-	-	-	0.094
Vieira	S	22	VA	VA35	F	1	Vieira_22_VA35_F_1	2	1453	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
