Supervisor.PI	Diet	Batch	Population	Line	Sex	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	Prop_Max_Stage7	Prop_Max_Stage8	Prop_Max_Stage9	Prop_Max_Stage7_asin	Prop_Max_Stage8_asin	Prop_Max_Stage9_asin	Color	StatusT	StatusM	Wolbachia	PC.ratio
Schlotterer	NS	3	AK	AK11	F	Finland	61.1	23.52	88	AK	AK	AK	0.466666666666667	0.466666666666667	0.466666666666667	0.752040089192336	0.752040089192336	0.752040089192336	#A00E00	+	+	+	0.238
Schlotterer	NS	3	AK	AK13	F	Finland	61.1	23.52	88	AK	AK	AK	0.266666666666667	0.333333333333333	0.4	0.542639102249653	0.615479708670387	0.684719203002283	#A00E00	+	+	+	0.238
Schlotterer	NS	3	AK	AK15	F	Finland	61.1	23.52	88	AK	AK	AK	0.8	0.8	0.8	1.10714871779409	1.10714871779409	1.10714871779409	#A00E00	+	+	+	0.238
Schlotterer	NS	3	AK	AK3	F	Finland	61.1	23.52	88	AK	AK	AK	0.533333333333333	0.666666666666667	0.866666666666667	0.818756237602561	0.955316618124509	1.19700415196039	#A00E00	+	+	+	0.238
Schlotterer	NS	3	AK	AK5	F	Finland	61.1	23.52	88	AK	AK	AK	0.6	0.666666666666667	0.666666666666667	0.886077123792614	0.955316618124509	0.955316618124509	#A00E00	+	+	+	0.238
Schlotterer	NS	3	AK	AK9	F	Finland	61.1	23.52	88	AK	AK	AK	0.8	0.866666666666667	0.866666666666667	1.10714871779409	1.19700415196039	1.19700415196039	#A00E00	+	+	+	0.238
Schlotterer	NS	3	GI	GI1	F	Spain	41.618	0.62	173	GI	GI	GI	0.1	0.2	0.25	0.321750554396642	0.463647609000806	0.523598775598299	#B82E00	-	-	-	0.238
Schlotterer	NS	3	GI	GI10	F	Spain	41.618	0.62	173	GI	GI	GI	0.8	0.8	0.8	1.10714871779409	1.10714871779409	1.10714871779409	#B82E00	+	+	+	0.238
Schlotterer	NS	3	GI	GI13	F	Spain	41.618	0.62	173	GI	GI	GI	0.666666666666667	0.666666666666667	0.666666666666667	0.955316618124509	0.955316618124509	0.955316618124509	#B82E00	+	+	+	0.238
Schlotterer	NS	3	GI	GI14	F	Spain	41.618	0.62	173	GI	GI	GI	0.6	0.6	0.666666666666667	0.886077123792614	0.886077123792614	0.955316618124509	#B82E00	+	+	+	0.238
Schlotterer	NS	3	GI	GI15	F	Spain	41.618	0.62	173	GI	GI	GI	0.733333333333333	0.733333333333333	0.733333333333333	1.02815722454524	1.02815722454524	1.02815722454524	#B82E00	+	+	+	0.238
Schlotterer	NS	3	GI	GI6	F	Spain	41.618	0.62	173	GI	GI	GI	0.466666666666667	0.466666666666667	0.466666666666667	0.752040089192336	0.752040089192336	0.752040089192336	#B82E00	+	+	+	0.238
Schlotterer	NS	3	GI	GI7	F	Spain	41.618	0.62	173	GI	GI	GI	1	1	1	1.5707963267949	1.5707963267949	1.5707963267949	#B82E00	+	+	+	0.238
Schlotterer	NS	3	GI	GI8	F	Spain	41.618	0.62	173	GI	GI	GI	0.533333333333333	0.533333333333333	0.533333333333333	0.818756237602561	0.818756237602561	0.818756237602561	#B82E00	-	-	-	0.238
Schlotterer	NS	3	KA	KA1	F	Denmark	55.945	10.213	15	KA	KA	KA	1	1	1	1.5707963267949	1.5707963267949	1.5707963267949	#D04E00	+	+	+	0.238
Schlotterer	NS	3	KA	KA13	F	Denmark	55.945	10.213	15	KA	KA	KA	0.866666666666667	0.933333333333333	1	1.19700415196039	1.30963891589187	1.5707963267949	#D04E00	+	+	+	0.238
Schlotterer	NS	3	KA	KA18	F	Denmark	55.945	10.213	15	KA	KA	KA	0.533333333333333	0.533333333333333	0.533333333333333	0.818756237602561	0.818756237602561	0.818756237602561	#D04E00	+	+	+	0.238
Schlotterer	NS	3	KA	KA2	F	Denmark	55.945	10.213	15	KA	KA	KA	0.8	0.8	0.8	1.10714871779409	1.10714871779409	1.10714871779409	#D04E00	+	+	+	0.238
Schlotterer	NS	3	KA	KA23	F	Denmark	55.945	10.213	15	KA	KA	KA	0.533333333333333	0.533333333333333	0.533333333333333	0.818756237602561	0.818756237602561	0.818756237602561	#D04E00	+	+	+	0.238
Schlotterer	NS	3	KA	KA24	F	Denmark	55.945	10.213	15	KA	KA	KA	0.6	0.6	0.6	0.886077123792614	0.886077123792614	0.886077123792614	#D04E00	-	-	-	0.238
Schlotterer	NS	3	KA	KA25	F	Denmark	55.945	10.213	15	KA	KA	KA	0.933333333333333	1	1	1.30963891589187	1.5707963267949	1.5707963267949	#D04E00	+	+	+	0.238
Schlotterer	NS	3	KA	KA7	F	Denmark	55.945	10.213	15	KA	KA	KA	0.733333333333333	0.733333333333333	0.733333333333333	1.02815722454524	1.02815722454524	1.02815722454524	#D04E00	+	+	+	0.238
Schlotterer	NS	3	MA	MA18	F	Austria	48.375	15.56	572	MA	MA	MA	0.133333333333333	0.133333333333333	0.2	0.37379217483451	0.37379217483451	0.463647609000806	#E38800	+	+	+	0.238
Schlotterer	NS	3	MA	MA20	F	Austria	48.375	15.56	572	MA	MA	MA	0.866666666666667	1	1	1.19700415196039	1.5707963267949	1.5707963267949	#E38800	+	+	+	0.238
Schlotterer	NS	3	MA	MA27	F	Austria	48.375	15.56	572	MA	MA	MA	0.466666666666667	0.533333333333333	0.533333333333333	0.752040089192336	0.818756237602561	0.818756237602561	#E38800	+	+	+	0.238
Schlotterer	NS	3	MA	MA3	F	Austria	48.375	15.56	572	MA	MA	MA	0.466666666666667	0.6	0.733333333333333	0.752040089192336	0.886077123792614	1.02815722454524	#E38800	-	-	-	0.238
Schlotterer	NS	3	MA	MA30	F	Austria	48.375	15.56	572	MA	MA	MA	0.666666666666667	0.733333333333333	0.733333333333333	0.955316618124509	1.02815722454524	1.02815722454524	#E38800	+	+	+	0.238
Schlotterer	NS	3	MA	MA32	F	Austria	48.375	15.56	572	MA	MA	MA	0.866666666666667	0.933333333333333	1	1.19700415196039	1.30963891589187	1.5707963267949	#E38800	+	+	+	0.238
Schlotterer	NS	3	MA	MA5	F	Austria	48.375	15.56	572	MA	MA	MA	0.933333333333333	0.933333333333333	0.933333333333333	1.30963891589187	1.30963891589187	1.30963891589187	#E38800	+	+	+	0.238
Schlotterer	NS	3	MA	MA9	F	Austria	48.375	15.56	572	MA	MA	MA	0.733333333333333	0.733333333333333	0.733333333333333	1.02815722454524	1.02815722454524	1.02815722454524	#E38800	+	+	+	0.238
Schlotterer	NS	3	MU	MU1	F	Germany	48.18	11.61	520	MU	MU	MU	0.6	0.6	0.6	0.886077123792614	0.886077123792614	0.886077123792614	#F6C200	-	-	-	0.238
Schlotterer	NS	3	MU	MU11	F	Germany	48.18	11.61	520	MU	MU	MU	0.8	0.866666666666667	0.866666666666667	1.10714871779409	1.19700415196039	1.19700415196039	#F6C200	+	+	+	0.238
Schlotterer	NS	3	MU	MU13	F	Germany	48.18	11.61	520	MU	MU	MU	0.866666666666667	0.866666666666667	0.933333333333333	1.19700415196039	1.19700415196039	1.30963891589187	#F6C200	+	+	+	0.238
Schlotterer	NS	3	MU	MU18	F	Germany	48.18	11.61	520	MU	MU	MU	0.333333333333333	0.533333333333333	0.666666666666667	0.615479708670387	0.818756237602561	0.955316618124509	#F6C200	+	+	+	0.238
Schlotterer	NS	3	MU	MU2	F	Germany	48.18	11.61	520	MU	MU	MU	0.466666666666667	0.533333333333333	0.666666666666667	0.752040089192336	0.818756237602561	0.955316618124509	#F6C200	+	+	+	0.238
Schlotterer	NS	3	MU	MU3	F	Germany	48.18	11.61	520	MU	MU	MU	0.533333333333333	0.533333333333333	0.533333333333333	0.818756237602561	0.818756237602561	0.818756237602561	#F6C200	+	+	+	0.238
Schlotterer	NS	3	MU	MU6	F	Germany	48.18	11.61	520	MU	MU	MU	0.6	0.666666666666667	0.733333333333333	0.886077123792614	0.955316618124509	1.02815722454524	#F6C200	+	+	+	0.238
Schlotterer	NS	3	MU	MU8	F	Germany	48.18	11.61	520	MU	MU	MU	0.866666666666667	0.866666666666667	0.866666666666667	1.19700415196039	1.19700415196039	1.19700415196039	#F6C200	+	+	+	0.238
Schlotterer	NS	3	MU	MU9	F	Germany	48.18	11.61	520	MU	MU	MU	0.8	0.8	0.866666666666667	1.10714871779409	1.10714871779409	1.19700415196039	#F6C200	+	+	+	0.238
Schlotterer	NS	3	RE	RE12	F	Portugal	41.15	-8.41	175	RE	RE	RE	0.533333333333333	0.6	0.866666666666667	0.818756237602561	0.886077123792614	1.19700415196039	#7BA354	+	+	+	0.238
Schlotterer	NS	3	RE	RE15	F	Portugal	41.15	-8.41	175	RE	RE	RE	0.6	0.6	0.666666666666667	0.886077123792614	0.886077123792614	0.955316618124509	#7BA354	-	-	-	0.238
Schlotterer	NS	3	RE	RE17	F	Portugal	41.15	-8.41	175	RE	RE	RE	0.285714285714286	0.428571428571429	0.5	0.563942641360629	0.713724378944766	0.785398163397448	#7BA354	-	-	-	0.238
Schlotterer	NS	3	RE	RE18	F	Portugal	41.15	-8.41	175	RE	RE	RE	0.6	0.666666666666667	0.666666666666667	0.886077123792614	0.955316618124509	0.955316618124509	#7BA354	-	-	-	0.238
Schlotterer	NS	3	RE	RE3	F	Portugal	41.15	-8.41	175	RE	RE	RE	0.933333333333333	0.933333333333333	0.933333333333333	1.30963891589187	1.30963891589187	1.30963891589187	#7BA354	+	+	+	0.238
Schlotterer	NS	3	RE	RE4	F	Portugal	41.15	-8.41	175	RE	RE	RE	0.4	0.4	0.466666666666667	0.684719203002283	0.684719203002283	0.752040089192336	#7BA354	-	-	-	0.238
Schlotterer	NS	3	RE	RE7	F	Portugal	41.15	-8.41	175	RE	RE	RE	0.933333333333333	0.933333333333333	1	1.30963891589187	1.30963891589187	1.5707963267949	#7BA354	-	-	-	0.238
Schlotterer	NS	3	RE	RE8	F	Portugal	41.15	-8.41	175	RE	RE	RE	0.6	0.666666666666667	0.666666666666667	0.886077123792614	0.955316618124509	0.955316618124509	#7BA354	+	+	+	0.238
Schlotterer	NS	3	UM	UM17	F	Ukraine	48.753	30.206	214	UM	UM	UM	1	1	1	1.5707963267949	1.5707963267949	1.5707963267949	#0086A8	-	-	-	0.238
Schlotterer	NS	3	UM	UM26	F	Ukraine	48.753	30.206	214	UM	UM	UM	1	1	1	1.5707963267949	1.5707963267949	1.5707963267949	#0086A8	+	+	+	0.238
Schlotterer	NS	3	UM	UM4	F	Ukraine	48.753	30.206	214	UM	UM	UM	0.466666666666667	0.466666666666667	0.466666666666667	0.752040089192336	0.752040089192336	0.752040089192336	#0086A8	+	+	+	0.238
Schlotterer	NS	3	VA	VA1	F	Russia	57.979	33.244	217	VA	VA	VA	0.933333333333333	0.933333333333333	1	1.30963891589187	1.30963891589187	1.5707963267949	#095888	+	+	+	0.238
Schlotterer	NS	3	VA	VA22	F	Russia	57.979	33.244	217	VA	VA	VA	1	1	1	1.5707963267949	1.5707963267949	1.5707963267949	#095888	+	+	+	0.238
Schlotterer	NS	3	VA	VA34	F	Russia	57.979	33.244	217	VA	VA	VA	0.8	0.933333333333333	1	1.10714871779409	1.30963891589187	1.5707963267949	#095888	+	+	+	0.238
Schlotterer	NS	3	VA	VA71	F	Russia	57.979	33.244	217	VA	VA	VA	0.133333333333333	0.133333333333333	0.133333333333333	0.37379217483451	0.37379217483451	0.37379217483451	#095888	+	+	+	0.238
Schlotterer	NS	3	YE	YE11	F	Turkey	40.231	32.26	680	YE	YE	YE	0.8	0.8	0.8	1.10714871779409	1.10714871779409	1.10714871779409	#132B69	-	-	-	0.238
Schlotterer	NS	3	YE	YE13	F	Turkey	40.231	32.26	680	YE	YE	YE	0.6	0.6	0.6	0.886077123792614	0.886077123792614	0.886077123792614	#132B69	+	+	+	0.238
Schlotterer	NS	3	YE	YE14	F	Turkey	40.231	32.26	680	YE	YE	YE	0.866666666666667	0.866666666666667	0.866666666666667	1.19700415196039	1.19700415196039	1.19700415196039	#132B69	+	+	+	0.238
Schlotterer	NS	3	YE	YE15	F	Turkey	40.231	32.26	680	YE	YE	YE	0.533333333333333	0.533333333333333	0.6	0.818756237602561	0.818756237602561	0.886077123792614	#132B69	+	+	+	0.238
Schlotterer	NS	3	YE	YE19	F	Turkey	40.231	32.26	680	YE	YE	YE	0.733333333333333	0.866666666666667	0.866666666666667	1.02815722454524	1.19700415196039	1.19700415196039	#132B69	+	+	+	0.238
Schlotterer	NS	3	YE	YE20	F	Turkey	40.231	32.26	680	YE	YE	YE	0.6	0.6	0.6	0.886077123792614	0.886077123792614	0.886077123792614	#132B69	+	+	+	0.238
Schlotterer	NS	3	YE	YE21	F	Turkey	40.231	32.26	680	YE	YE	YE	0.733333333333333	0.733333333333333	0.733333333333333	1.02815722454524	1.02815722454524	1.02815722454524	#132B69	+	+	+	0.238
Schlotterer	NS	3	YE	YE22	F	Turkey	40.231	32.26	680	YE	YE	YE	0.933333333333333	0.933333333333333	0.933333333333333	1.30963891589187	1.30963891589187	1.30963891589187	#132B69	-	-	-	0.238
Schlotterer	NS	3	YE	YE23	F	Turkey	40.231	32.26	680	YE	YE	YE	0.666666666666667	0.733333333333333	0.8	0.955316618124509	1.02815722454524	1.10714871779409	#132B69	+	+	+	0.238
Schlotterer	NS	3	YE	YE26	F	Turkey	40.231	32.26	680	YE	YE	YE	0.266666666666667	0.333333333333333	0.333333333333333	0.542639102249653	0.615479708670387	0.615479708670387	#132B69	+	+	+	0.238
Schlotterer	NS	3	YE	YE27	F	Turkey	40.231	32.26	680	YE	YE	YE	0.733333333333333	0.733333333333333	0.733333333333333	1.02815722454524	1.02815722454524	1.02815722454524	#132B69	-	-	-	0.238
Schlotterer	NS	3	YE	YE33	F	Turkey	40.231	32.26	680	YE	YE	YE	0.666666666666667	0.8	0.866666666666667	0.955316618124509	1.10714871779409	1.19700415196039	#132B69	+	+	+	0.238
Schlotterer	NS	3	YE	YE40	F	Turkey	40.231	32.26	680	YE	YE	YE	0.333333333333333	0.333333333333333	0.333333333333333	0.615479708670387	0.615479708670387	0.615479708670387	#132B69	+	+	+	0.238
Schlotterer	NS	3	YE	YE41	F	Turkey	40.231	32.26	680	YE	YE	YE	0.8	0.8	0.8	1.10714871779409	1.10714871779409	1.10714871779409	#132B69	+	+	+	0.238
Schlotterer	NS	3	YE	YE80	F	Turkey	40.231	32.26	680	YE	YE	YE	0.533333333333333	0.533333333333333	0.533333333333333	0.818756237602561	0.818756237602561	0.818756237602561	#132B69	+	+	+	0.238
