Model	Trait	Sex	Population	Line	Value_re_Onder	Value_re_Posnien	Value_re_Ritchie	Value_re_StamenkovicRadak	SE_re_Onder	SE_re_Posnien	SE_re_Ritchie	SE_re_StamenkovicRadak
lmer_pop	WA_R	M	GI	GI4	-15.967	NA	32.703	-28.717	19.329	NA	41.076	13.344
lmer_pop	WA_R	M	GI	GI5	15.864	NA	-11.513	15.916	19.539	NA	41.084	14.487
lmer_pop	WA_R	M	GI	GI6	23.057	NA	NA	-5.02	19.404	NA	NA	12.775
lmer_pop	WA_R	M	GI	GI7	-19.184	0.224	NA	NA	19.245	23.561	NA	NA
lmer_pop	WA_R	M	GI	GI8	17.117	NA	NA	-19.442	19.502	NA	NA	13.344
lmer_pop	WA_R	M	GI	GI9	-1.418	NA	NA	-40.837	19.49	NA	NA	13.146
lmer_pop	WA_R	M	KA	KA1	-23.215	NA	-107.462	-59.696	19.329	NA	41.021	13.551
lmer_pop	WA_R	M	KA	KA10	-69.68	NA	NA	-88.413	19.404	NA	NA	12.956
lmer_pop	WA_R	M	KA	KA11	73.556	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	KA	KA13	-15.574	NA	NA	-6.173	19.49	NA	NA	13.551
lmer_pop	WA_R	M	KA	KA14	41.127	NA	NA	-0.724	19.49	NA	NA	13.768
lmer_pop	WA_R	M	KA	KA15	46.721	NA	NA	65.052	19.49	NA	NA	12.775
lmer_pop	WA_R	M	KA	KA16	7.772	53.147	NA	NA	19.49	23.561	NA	NA
lmer_pop	WA_R	M	KA	KA17	-5.526	NA	NA	27.215	19.49	NA	NA	14.487
lmer_pop	WA_R	M	KA	KA18	-35.653	NA	NA	-10.728	19.49	NA	NA	13.551
lmer_pop	WA_R	M	KA	KA2	30.479	NA	-21.454	30.009	19.49	NA	40.928	14.235
lmer_pop	WA_R	M	KA	KA23	-63.193	NA	NA	-53.796	19.49	NA	NA	13.995
lmer_pop	WA_R	M	KA	KA24	-11.83	NA	NA	-27.356	19.49	NA	NA	11.97
lmer_pop	WA_R	M	KA	KA25	-39.072	NA	NA	56.876	19.49	NA	NA	14.235
lmer_pop	WA_R	M	KA	KA28	-23.053	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	KA	KA29	66.224	NA	NA	80.692	19.49	NA	NA	13.995
lmer_pop	WA_R	M	KA	KA3	-33.716	NA	165.164	18.807	19.18	NA	40.752	14.487
lmer_pop	WA_R	M	KA	KA5	-17.087	NA	-93.666	-27.927	19.098	NA	40.564	12.775
lmer_pop	WA_R	M	KA	KA6	28.153	-15.035	57.418	NA	19.49	23.561	40.954	NA
lmer_pop	WA_R	M	KA	KA7	12.238	-38.112	NA	-18.022	19.589	23.561	NA	13.551
lmer_pop	WA_R	M	KA	KA9	31.33	NA	NA	14.183	19.49	NA	NA	15.035
lmer_pop	WA_R	M	MA	MA12	-4.325	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	MA	MA13	-12.012	-11.088	NA	NA	19.49	23.561	NA	NA
lmer_pop	WA_R	M	MA	MA16	-26.689	NA	NA	-52.396	19.404	NA	NA	12.434
lmer_pop	WA_R	M	MA	MA18	34.897	NA	NA	20.283	19.49	NA	NA	13.344
lmer_pop	WA_R	M	MA	MA19	-38.131	NA	NA	-66.661	19.426	NA	NA	14.235
lmer_pop	WA_R	M	MA	MA20	-76.178	NA	NA	-64.223	19.49	NA	NA	13.146
lmer_pop	WA_R	M	MA	MA21	21.793	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	MA	MA23	4.72	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	MA	MA26	8.043	NA	NA	-42.591	19.49	NA	NA	13.146
lmer_pop	WA_R	M	MA	MA27	15.724	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	MA	MA28	34.551	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	MA	MA3	-30.324	-128.964	-59.222	28.008	19.49	23.561	40.873	13.344
lmer_pop	WA_R	M	MA	MA30	37.529	140.053	NA	61.726	19.49	23.561	NA	13.146
lmer_pop	WA_R	M	MA	MA31	-13.225	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	MA	MA32	33.794	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	MA	MA33	-8.511	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	MA	MA5	-24.087	NA	-19.24	-26.037	19.49	NA	40.713	13.768
lmer_pop	WA_R	M	MA	MA6	1.978	NA	23.179	-15.951	19.49	NA	40.935	13.344
lmer_pop	WA_R	M	MA	MA7	7.73	NA	74.159	48.022	19.49	NA	40.493	12.775
lmer_pop	WA_R	M	MA	MA9	32.723	NA	-18.877	109.822	19.49	NA	40.852	15.649
lmer_pop	WA_R	M	MU	MU1	12.565	NA	29.484	43.717	19.49	NA	40.759	12.956
lmer_pop	WA_R	M	MU	MU10	0.407	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	MU	MU11	-80.076	-175.233	NA	-72.408	19.49	23.561	NA	12.601
lmer_pop	WA_R	M	MU	MU12	25.015	NA	NA	-2.862	19.49	NA	NA	12.956
lmer_pop	WA_R	M	MU	MU13	-67.593	NA	NA	65.529	19.49	NA	NA	13.551
lmer_pop	WA_R	M	MU	MU14	32.334	NA	NA	35.234	19.49	NA	NA	12.775
lmer_pop	WA_R	M	MU	MU15	18.237	80.363	NA	NA	19.49	23.561	NA	NA
lmer_pop	WA_R	M	MU	MU16	18.239	NA	NA	-70.76	19.49	NA	NA	14.753
lmer_pop	WA_R	M	MU	MU17	41.597	NA	NA	6.267	19.49	NA	NA	13.768
lmer_pop	WA_R	M	MU	MU18	-33.424	NA	NA	-44.923	19.49	NA	NA	12.434
lmer_pop	WA_R	M	MU	MU19	23.436	NA	NA	26.225	19.49	NA	NA	12.434
lmer_pop	WA_R	M	MU	MU2	-11.108	NA	-30.213	-21.201	19.404	NA	40.833	12.775
lmer_pop	WA_R	M	MU	MU20	33.95	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	MU	MU3	27.143	NA	16.256	NA	7.969	NA	40.88	NA
lmer_pop	WA_R	M	MU	MU4	19.797	94.87	-13.334	37.095	19.49	23.561	40.566	12.956
lmer_pop	WA_R	M	MU	MU5	-5.08	NA	-2.193	8.492	19.49	NA	40.713	12.775
lmer_pop	WA_R	M	MU	MU6	1.834	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	MU	MU7	-49.376	NA	NA	-45.071	19.49	NA	NA	12.956
lmer_pop	WA_R	M	MU	MU8	10.356	NA	NA	35.637	19.49	NA	NA	12.956
lmer_pop	WA_R	M	MU	MU9	-18.251	NA	NA	-0.971	19.49	NA	NA	12.956
lmer_pop	WA_R	M	RE	RE1	-18.35	NA	-66.095	-25.622	19.617	NA	40.606	15.333
lmer_pop	WA_R	M	RE	RE10	-5.498	NA	NA	NA	19.236	NA	NA	NA
lmer_pop	WA_R	M	RE	RE11	-48.742	0.891	NA	8.356	19.49	23.561	NA	13.551
lmer_pop	WA_R	M	RE	RE12	7.308	NA	NA	-15.661	19.49	NA	NA	13.768
lmer_pop	WA_R	M	RE	RE13	-71.766	NA	NA	-58.363	19.49	NA	NA	14.235
lmer_pop	WA_R	M	RE	RE15	-54.218	-54.9	NA	NA	19.49	23.561	NA	NA
lmer_pop	WA_R	M	RE	RE16	2.988	NA	NA	-57.251	19.49	NA	NA	13.551
lmer_pop	WA_R	M	RE	RE17	28.277	NA	NA	-42.266	19.49	NA	NA	13.768
lmer_pop	WA_R	M	RE	RE18	-6.292	54.009	NA	28.771	19.49	23.561	NA	13.344
lmer_pop	WA_R	M	RE	RE2	71.741	NA	134.275	76.507	19.69	NA	40.696	13.551
lmer_pop	WA_R	M	RE	RE3	-33.23	NA	-63.425	NA	19.49	NA	40.434	NA
lmer_pop	WA_R	M	RE	RE4	41.45	NA	-32.309	-9.631	19.404	NA	40.472	13.551
lmer_pop	WA_R	M	RE	RE5	-36.887	NA	27.554	-17.202	19.49	NA	40.711	14.235
lmer_pop	WA_R	M	RE	RE6	52.991	NA	NA	51.811	19.49	NA	NA	13.995
lmer_pop	WA_R	M	RE	RE7	76.773	NA	NA	39.182	19.49	NA	NA	13.551
lmer_pop	WA_R	M	RE	RE8	-6.545	NA	NA	21.37	22.551	NA	NA	13.344
lmer_pop	WA_R	M	UM	UM13	-36.751	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	UM	UM17	54.313	NA	NA	-53.317	21.207	NA	NA	13.768
lmer_pop	WA_R	M	UM	UM18	-12.447	NA	NA	-4.13	19.49	NA	NA	13.551
lmer_pop	WA_R	M	UM	UM2	-165.099	NA	-5.945	-55.24	19.404	NA	41.127	13.551
lmer_pop	WA_R	M	UM	UM20	-21.25	53.336	NA	-13.167	19.49	23.561	NA	14.235
lmer_pop	WA_R	M	UM	UM21	2.7	NA	NA	45.57	19.49	NA	NA	13.551
lmer_pop	WA_R	M	UM	UM22	28.434	NA	NA	85.332	19.49	NA	NA	14.487
lmer_pop	WA_R	M	UM	UM23	5.415	NA	NA	28.386	19.49	NA	NA	14.235
lmer_pop	WA_R	M	UM	UM25	49.91	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	UM	UM26	-5.664	NA	NA	1.863	19.49	NA	NA	12.775
lmer_pop	WA_R	M	UM	UM28	13.354	NA	NA	37.391	19.49	NA	NA	13.768
lmer_pop	WA_R	M	UM	UM29	6.52	NA	NA	-54.169	19.49	NA	NA	14.753
lmer_pop	WA_R	M	UM	UM4	14.891	NA	-17.669	NA	19.404	NA	40.807	NA
lmer_pop	WA_R	M	UM	UM5	-27.618	-50.358	88.315	NA	19.319	23.561	40.749	NA
lmer_pop	WA_R	M	UM	UM6	14.217	NA	NA	-23.314	19.404	NA	NA	12.956
lmer_pop	WA_R	M	UM	UM7	53.916	NA	50.02	62.13	19.329	NA	40.813	13.768
lmer_pop	WA_R	M	UM	UM9	25.158	-2.979	NA	21.713	19.49	23.561	NA	13.551
lmer_pop	WA_R	M	VA	VA1	-67.39	NA	-17.743	-15.203	19.453	NA	41.239	13.551
lmer_pop	WA_R	M	VA	VA11	32.584	NA	-33.113	17.361	19.49	NA	40.794	13.146
lmer_pop	WA_R	M	VA	VA15	-5.453	-3.332	109.735	NA	19.319	23.561	40.627	NA
lmer_pop	WA_R	M	VA	VA18	-94.745	NA	NA	-35.584	19.49	NA	NA	13.995
lmer_pop	WA_R	M	VA	VA22	-32.379	NA	NA	NA	19.319	NA	NA	NA
lmer_pop	WA_R	M	VA	VA26	23.691	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	VA	VA30	52.964	NA	NA	1.079	19.49	NA	NA	12.601
lmer_pop	WA_R	M	VA	VA34	25.155	NA	NA	-3.026	19.152	NA	NA	13.768
lmer_pop	WA_R	M	VA	VA35	-9.803	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	VA	VA44	50.511	NA	NA	70.403	19.49	NA	NA	13.768
lmer_pop	WA_R	M	VA	VA46	100.303	NA	NA	53.822	19.49	NA	NA	13.146
lmer_pop	WA_R	M	VA	VA47	-30.905	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	VA	VA48	144.532	18.276	NA	-1.443	19.502	23.561	NA	12.956
lmer_pop	WA_R	M	VA	VA55	-39.154	NA	NA	-19.608	19.49	NA	NA	13.995
lmer_pop	WA_R	M	VA	VA57	25.802	NA	NA	39.578	19.502	NA	NA	13.344
lmer_pop	WA_R	M	VA	VA6	-53.332	-14.944	-21.168	-11.542	19.49	23.561	41.078	12.956
lmer_pop	WA_R	M	VA	VA66	-4.572	NA	NA	-1.371	19.49	NA	NA	13.344
lmer_pop	WA_R	M	VA	VA67	-7.622	NA	NA	-27.184	19.49	NA	NA	14.235
lmer_pop	WA_R	M	VA	VA71	-73.562	NA	NA	-35.942	19.49	NA	NA	14.235
lmer_pop	WA_R	M	VA	VA9	-36.624	NA	-37.711	-31.341	19.236	NA	40.749	13.146
lmer_pop	WA_R	M	YE	YE13	13.387	NA	-44.688	13.753	19.49	NA	40.919	13.995
lmer_pop	WA_R	M	YE	YE14	-72.775	-45.128	5.567	-50.694	19.404	23.561	40.905	13.551
lmer_pop	WA_R	M	YE	YE15	18.122	NA	-34.473	5.671	19.718	NA	40.868	12.775
lmer_pop	WA_R	M	YE	YE19	-34.293	-27.724	48.625	NA	19.589	23.561	41.335	NA
lmer_pop	WA_R	M	YE	YE20	1.513	NA	NA	17.09	19.49	NA	NA	14.235
lmer_pop	WA_R	M	YE	YE21	60.09	72.853	NA	NA	19.49	23.561	NA	NA
lmer_pop	WA_R	M	YE	YE22	-18.768	NA	NA	12.274	19.263	NA	NA	14.487
lmer_pop	WA_R	M	YE	YE23	-29.509	NA	NA	16.095	19.49	NA	NA	12.775
lmer_pop	WA_R	M	YE	YE24	29.144	NA	NA	14.973	19.49	NA	NA	13.344
lmer_pop	WA_R	M	YE	YE26	-26.019	NA	NA	NA	19.456	NA	NA	NA
lmer_pop	WA_R	M	YE	YE27	76.704	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	YE	YE33	35.193	NA	NA	5.537	19.674	NA	NA	13.146
lmer_pop	WA_R	M	YE	YE40	68.528	NA	NA	48.774	19.426	NA	NA	14.487
lmer_pop	WA_R	M	YE	YE41	-7.038	NA	NA	9.11	19.49	NA	NA	13.551
lmer_pop	WA_R	M	YE	YE48	-53.019	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	YE	YE49	-11.494	NA	NA	-46.585	19.49	NA	NA	13.768
lmer_pop	WA_R	M	YE	YE51	-80.358	NA	NA	-31.876	19.49	NA	NA	14.487
lmer_pop	WA_R	M	YE	YE69	18.524	NA	NA	-3.081	19.49	NA	NA	13.146
lmer_pop	WA_R	M	YE	YE80	12.068	NA	NA	-11.041	19.49	NA	NA	12.601
lmer_pop	WA_R	M	UM	UM8	NA	NA	-114.721	NA	NA	NA	40.75	NA
lmer_pop	WA_R	M	YE	YE11	NA	NA	24.97	NA	NA	NA	40.798	NA
lmer_pop	WA_R	M	AK	AK19	NA	NA	NA	-53.877	NA	NA	NA	13.344
lmer_pop	WA_R	M	AK	AK24	NA	NA	NA	108.675	NA	NA	NA	14.235
lmer_pop	WA_R	M	UM	UM24	NA	NA	NA	-79.049	NA	NA	NA	13.344
