"Supervisor.PI","Diet","Batch","Population","Line","Sex","ReplicateVialOld","ReplicateVial","Individual","TimeDeath_min","Censor","Country","Latitude","Longitude","Altitude"
"Vieira","S",31,"YE","YE80","M",1,"Vieira_31_YE80_M_1",6,390,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",1,"Vieira_31_YE80_M_1",7,390,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",1,"Vieira_31_YE80_M_1",8,390,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",1,"Vieira_31_YE80_M_1",9,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",1,"Vieira_31_YE80_M_1",10,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",1,"Vieira_31_YE80_M_1",11,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",1,"Vieira_31_YE80_M_1",12,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",1,"Vieira_31_YE80_M_1",13,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",1,"Vieira_31_YE80_M_1",14,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",1,"Vieira_31_YE80_M_1",15,420,1,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",1,"Vieira_31_YE80_M_1",16,420,1,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",1,"Vieira_31_YE80_M_1",17,420,1,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",1,"Vieira_31_YE80_M_1",18,420,1,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",1,"Vieira_31_YE80_M_1",19,420,1,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",2,"Vieira_31_YE80_M_2",1,270,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",2,"Vieira_31_YE80_M_2",2,360,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",2,"Vieira_31_YE80_M_2",3,360,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",2,"Vieira_31_YE80_M_2",4,360,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",2,"Vieira_31_YE80_M_2",5,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",2,"Vieira_31_YE80_M_2",6,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",2,"Vieira_31_YE80_M_2",7,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",2,"Vieira_31_YE80_M_2",8,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",2,"Vieira_31_YE80_M_2",9,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",2,"Vieira_31_YE80_M_2",10,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",2,"Vieira_31_YE80_M_2",11,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",2,"Vieira_31_YE80_M_2",12,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",2,"Vieira_31_YE80_M_2",13,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",2,"Vieira_31_YE80_M_2",14,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",2,"Vieira_31_YE80_M_2",15,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",2,"Vieira_31_YE80_M_2",16,420,1,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",2,"Vieira_31_YE80_M_2",17,420,1,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",2,"Vieira_31_YE80_M_2",18,420,1,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",2,"Vieira_31_YE80_M_2",19,420,1,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",2,"Vieira_31_YE80_M_2",20,420,1,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",3,"Vieira_31_YE80_M_3",1,360,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",3,"Vieira_31_YE80_M_3",2,360,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",3,"Vieira_31_YE80_M_3",3,360,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",3,"Vieira_31_YE80_M_3",4,360,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",3,"Vieira_31_YE80_M_3",5,390,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",3,"Vieira_31_YE80_M_3",6,390,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",3,"Vieira_31_YE80_M_3",7,390,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",3,"Vieira_31_YE80_M_3",8,390,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",3,"Vieira_31_YE80_M_3",9,390,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",3,"Vieira_31_YE80_M_3",10,390,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",3,"Vieira_31_YE80_M_3",11,390,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",3,"Vieira_31_YE80_M_3",12,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",3,"Vieira_31_YE80_M_3",13,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",3,"Vieira_31_YE80_M_3",14,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",3,"Vieira_31_YE80_M_3",15,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",3,"Vieira_31_YE80_M_3",16,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",3,"Vieira_31_YE80_M_3",17,420,0,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",3,"Vieira_31_YE80_M_3",18,420,1,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",3,"Vieira_31_YE80_M_3",19,420,1,"Turkey",40.231,32.26,680
"Vieira","S",31,"YE","YE80","M",3,"Vieira_31_YE80_M_3",20,420,1,"Turkey",40.231,32.26,680
"Parsch","NS",1,"AK","AK1","F",1,"Parsch_1_AK1_F_1",1,135,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","F",1,"Parsch_1_AK1_F_1",2,135,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","F",1,"Parsch_1_AK1_F_1",3,180,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","F",1,"Parsch_1_AK1_F_1",4,180,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","F",1,"Parsch_1_AK1_F_1",5,180,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","F",1,"Parsch_1_AK1_F_1",6,180,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","F",1,"Parsch_1_AK1_F_1",7,180,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","F",1,"Parsch_1_AK1_F_1",8,180,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","F",1,"Parsch_1_AK1_F_1",9,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","F",1,"Parsch_1_AK1_F_1",10,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","F",1,"Parsch_1_AK1_F_1",11,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","F",1,"Parsch_1_AK1_F_1",12,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","F",1,"Parsch_1_AK1_F_1",13,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","F",1,"Parsch_1_AK1_F_1",14,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","F",1,"Parsch_1_AK1_F_1",15,410,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","M",1,"Parsch_1_AK1_M_1",1,180,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","M",1,"Parsch_1_AK1_M_1",2,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","M",1,"Parsch_1_AK1_M_1",3,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","M",1,"Parsch_1_AK1_M_1",4,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","M",1,"Parsch_1_AK1_M_1",5,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","M",1,"Parsch_1_AK1_M_1",6,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","M",1,"Parsch_1_AK1_M_1",7,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","M",1,"Parsch_1_AK1_M_1",8,315,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","M",1,"Parsch_1_AK1_M_1",9,315,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","M",1,"Parsch_1_AK1_M_1",10,315,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","M",1,"Parsch_1_AK1_M_1",11,315,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","M",1,"Parsch_1_AK1_M_1",12,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","M",1,"Parsch_1_AK1_M_1",13,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","M",1,"Parsch_1_AK1_M_1",14,505,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK1","M",1,"Parsch_1_AK1_M_1",15,505,1,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","F",1,"Parsch_1_AK10_F_1",1,315,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","F",1,"Parsch_1_AK10_F_1",2,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","F",1,"Parsch_1_AK10_F_1",3,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","F",1,"Parsch_1_AK10_F_1",4,410,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","F",1,"Parsch_1_AK10_F_1",5,450,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","F",1,"Parsch_1_AK10_F_1",6,505,1,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","F",1,"Parsch_1_AK10_F_1",7,505,1,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","F",1,"Parsch_1_AK10_F_1",8,505,1,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","F",1,"Parsch_1_AK10_F_1",9,505,1,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","F",1,"Parsch_1_AK10_F_1",10,505,1,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","F",1,"Parsch_1_AK10_F_1",11,505,1,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","F",1,"Parsch_1_AK10_F_1",12,505,1,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","F",1,"Parsch_1_AK10_F_1",13,505,1,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","F",1,"Parsch_1_AK10_F_1",14,505,1,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","F",1,"Parsch_1_AK10_F_1",15,505,1,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","M",1,"Parsch_1_AK10_M_1",1,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","M",1,"Parsch_1_AK10_M_1",2,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","M",1,"Parsch_1_AK10_M_1",3,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","M",1,"Parsch_1_AK10_M_1",4,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","M",1,"Parsch_1_AK10_M_1",5,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","M",1,"Parsch_1_AK10_M_1",6,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","M",1,"Parsch_1_AK10_M_1",7,315,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","M",1,"Parsch_1_AK10_M_1",8,315,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","M",1,"Parsch_1_AK10_M_1",9,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","M",1,"Parsch_1_AK10_M_1",10,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","M",1,"Parsch_1_AK10_M_1",11,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","M",1,"Parsch_1_AK10_M_1",12,410,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","M",1,"Parsch_1_AK10_M_1",13,450,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","M",1,"Parsch_1_AK10_M_1",14,450,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK10","M",1,"Parsch_1_AK10_M_1",15,505,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","F",1,"Parsch_1_AK11_F_1",1,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","F",1,"Parsch_1_AK11_F_1",2,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","F",1,"Parsch_1_AK11_F_1",3,410,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","F",1,"Parsch_1_AK11_F_1",4,410,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","F",1,"Parsch_1_AK11_F_1",5,410,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","F",1,"Parsch_1_AK11_F_1",6,450,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","F",1,"Parsch_1_AK11_F_1",7,450,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","F",1,"Parsch_1_AK11_F_1",8,450,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","F",1,"Parsch_1_AK11_F_1",9,505,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","F",1,"Parsch_1_AK11_F_1",10,505,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","F",1,"Parsch_1_AK11_F_1",11,505,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","F",1,"Parsch_1_AK11_F_1",12,505,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","F",1,"Parsch_1_AK11_F_1",13,505,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","F",1,"Parsch_1_AK11_F_1",14,505,1,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","F",1,"Parsch_1_AK11_F_1",15,505,1,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","M",1,"Parsch_1_AK11_M_1",1,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","M",1,"Parsch_1_AK11_M_1",2,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","M",1,"Parsch_1_AK11_M_1",3,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","M",1,"Parsch_1_AK11_M_1",4,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","M",1,"Parsch_1_AK11_M_1",5,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","M",1,"Parsch_1_AK11_M_1",6,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","M",1,"Parsch_1_AK11_M_1",7,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","M",1,"Parsch_1_AK11_M_1",8,315,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","M",1,"Parsch_1_AK11_M_1",9,315,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","M",1,"Parsch_1_AK11_M_1",10,315,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","M",1,"Parsch_1_AK11_M_1",11,315,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","M",1,"Parsch_1_AK11_M_1",12,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","M",1,"Parsch_1_AK11_M_1",13,450,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","M",1,"Parsch_1_AK11_M_1",14,450,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK11","M",1,"Parsch_1_AK11_M_1",15,505,1,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","F",1,"Parsch_1_AK13_F_1",1,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","F",1,"Parsch_1_AK13_F_1",2,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","F",1,"Parsch_1_AK13_F_1",3,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","F",1,"Parsch_1_AK13_F_1",4,410,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","F",1,"Parsch_1_AK13_F_1",5,410,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","F",1,"Parsch_1_AK13_F_1",6,410,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","F",1,"Parsch_1_AK13_F_1",7,450,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","F",1,"Parsch_1_AK13_F_1",8,450,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","F",1,"Parsch_1_AK13_F_1",9,450,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","F",1,"Parsch_1_AK13_F_1",10,505,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","F",1,"Parsch_1_AK13_F_1",11,505,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","F",1,"Parsch_1_AK13_F_1",12,505,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","F",1,"Parsch_1_AK13_F_1",13,505,1,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","F",1,"Parsch_1_AK13_F_1",14,505,1,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","F",1,"Parsch_1_AK13_F_1",15,505,1,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","M",1,"Parsch_1_AK13_M_1",1,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","M",1,"Parsch_1_AK13_M_1",2,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","M",1,"Parsch_1_AK13_M_1",3,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","M",1,"Parsch_1_AK13_M_1",4,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","M",1,"Parsch_1_AK13_M_1",5,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","M",1,"Parsch_1_AK13_M_1",6,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","M",1,"Parsch_1_AK13_M_1",7,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","M",1,"Parsch_1_AK13_M_1",8,315,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","M",1,"Parsch_1_AK13_M_1",9,315,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","M",1,"Parsch_1_AK13_M_1",10,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","M",1,"Parsch_1_AK13_M_1",11,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","M",1,"Parsch_1_AK13_M_1",12,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","M",1,"Parsch_1_AK13_M_1",13,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","M",1,"Parsch_1_AK13_M_1",14,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK13","M",1,"Parsch_1_AK13_M_1",15,410,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","F",1,"Parsch_1_AK14_F_1",1,180,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","F",1,"Parsch_1_AK14_F_1",2,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","F",1,"Parsch_1_AK14_F_1",3,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","F",1,"Parsch_1_AK14_F_1",4,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","F",1,"Parsch_1_AK14_F_1",5,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","F",1,"Parsch_1_AK14_F_1",6,315,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","F",1,"Parsch_1_AK14_F_1",7,315,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","F",1,"Parsch_1_AK14_F_1",8,450,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","F",1,"Parsch_1_AK14_F_1",9,450,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","F",1,"Parsch_1_AK14_F_1",10,505,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","F",1,"Parsch_1_AK14_F_1",11,505,1,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","F",1,"Parsch_1_AK14_F_1",12,505,1,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","F",1,"Parsch_1_AK14_F_1",13,505,1,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","F",1,"Parsch_1_AK14_F_1",14,505,1,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","F",1,"Parsch_1_AK14_F_1",15,505,1,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","M",1,"Parsch_1_AK14_M_1",1,135,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","M",1,"Parsch_1_AK14_M_1",2,135,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","M",1,"Parsch_1_AK14_M_1",3,135,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","M",1,"Parsch_1_AK14_M_1",4,180,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","M",1,"Parsch_1_AK14_M_1",5,180,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","M",1,"Parsch_1_AK14_M_1",6,180,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","M",1,"Parsch_1_AK14_M_1",7,180,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","M",1,"Parsch_1_AK14_M_1",8,180,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","M",1,"Parsch_1_AK14_M_1",9,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","M",1,"Parsch_1_AK14_M_1",10,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","M",1,"Parsch_1_AK14_M_1",11,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","M",1,"Parsch_1_AK14_M_1",12,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","M",1,"Parsch_1_AK14_M_1",13,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","M",1,"Parsch_1_AK14_M_1",14,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK14","M",1,"Parsch_1_AK14_M_1",15,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","F",1,"Parsch_1_AK17_F_1",1,135,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","F",1,"Parsch_1_AK17_F_1",2,180,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","F",1,"Parsch_1_AK17_F_1",3,180,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","F",1,"Parsch_1_AK17_F_1",4,180,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","F",1,"Parsch_1_AK17_F_1",5,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","F",1,"Parsch_1_AK17_F_1",6,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","F",1,"Parsch_1_AK17_F_1",7,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","F",1,"Parsch_1_AK17_F_1",8,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","F",1,"Parsch_1_AK17_F_1",9,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","F",1,"Parsch_1_AK17_F_1",10,315,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","F",1,"Parsch_1_AK17_F_1",11,315,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","F",1,"Parsch_1_AK17_F_1",12,315,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","F",1,"Parsch_1_AK17_F_1",13,315,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","F",1,"Parsch_1_AK17_F_1",14,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","F",1,"Parsch_1_AK17_F_1",15,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","M",1,"Parsch_1_AK17_M_1",1,180,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","M",1,"Parsch_1_AK17_M_1",2,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","M",1,"Parsch_1_AK17_M_1",3,225,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","M",1,"Parsch_1_AK17_M_1",4,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","M",1,"Parsch_1_AK17_M_1",5,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","M",1,"Parsch_1_AK17_M_1",6,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","M",1,"Parsch_1_AK17_M_1",7,270,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","M",1,"Parsch_1_AK17_M_1",8,315,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","M",1,"Parsch_1_AK17_M_1",9,315,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","M",1,"Parsch_1_AK17_M_1",10,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","M",1,"Parsch_1_AK17_M_1",11,360,0,"Finland",61.1,23.52,88
"Parsch","NS",1,"AK","AK17","M",1,"Parsch_1_AK17_M_1",12,360,0,"Finland",61.1,23.52,88
