Supervisor.PI,Diet,Batch,Population,Line,ReplicateVialOld,ReplicateVial,ProportionEggtoAdultSurvival,Country,Latitude,Longitude,Altitude
Hoedjes,NS,2,YE,YE24,3,Hoedjes_2_YE24_3,0.68,Turkey,40.231,32.26,680
Hoedjes,NS,3,AK,AK11,1,Hoedjes_3_AK11_1,0.78,Finland,61.1,23.52,88
Hoedjes,NS,3,AK,AK11,2,Hoedjes_3_AK11_2,0.83,Finland,61.1,23.52,88
Hoedjes,NS,3,AK,AK11,3,Hoedjes_3_AK11_3,0.78,Finland,61.1,23.52,88
Hoedjes,NS,3,AK,AK12,1,Hoedjes_3_AK12_1,0.83,Finland,61.1,23.52,88
Hoedjes,NS,3,AK,AK12,2,Hoedjes_3_AK12_2,0.85,Finland,61.1,23.52,88
Hoedjes,NS,3,AK,AK12,3,Hoedjes_3_AK12_3,0.85,Finland,61.1,23.52,88
Hoedjes,NS,3,AK,AK13,1,Hoedjes_3_AK13_1,0.93,Finland,61.1,23.52,88
Hoedjes,NS,3,AK,AK13,2,Hoedjes_3_AK13_2,0.83,Finland,61.1,23.52,88
Hoedjes,NS,3,AK,AK13,3,Hoedjes_3_AK13_3,0.9,Finland,61.1,23.52,88
Hoedjes,NS,3,AK,AK14,1,Hoedjes_3_AK14_1,0.88,Finland,61.1,23.52,88
Hoedjes,NS,3,AK,AK14,2,Hoedjes_3_AK14_2,0.8,Finland,61.1,23.52,88
Hoedjes,NS,3,AK,AK14,3,Hoedjes_3_AK14_3,0.78,Finland,61.1,23.52,88
Hoedjes,NS,3,AK,AK15,1,Hoedjes_3_AK15_1,0.68,Finland,61.1,23.52,88
Hoedjes,NS,3,AK,AK15,2,Hoedjes_3_AK15_2,0.68,Finland,61.1,23.52,88
Hoedjes,NS,3,AK,AK15,3,Hoedjes_3_AK15_3,0.78,Finland,61.1,23.52,88
Hoedjes,NS,3,GI,GI12,1,Hoedjes_3_GI12_1,0.58,Spain,41.618,0.62,173
Hoedjes,NS,3,GI,GI12,2,Hoedjes_3_GI12_2,0.48,Spain,41.618,0.62,173
Hoedjes,NS,3,GI,GI12,3,Hoedjes_3_GI12_3,0.5,Spain,41.618,0.62,173
Hoedjes,NS,3,GI,GI14,1,Hoedjes_3_GI14_1,0.38,Spain,41.618,0.62,173
Hoedjes,NS,3,GI,GI14,2,Hoedjes_3_GI14_2,0.45,Spain,41.618,0.62,173
Hoedjes,NS,3,GI,GI14,3,Hoedjes_3_GI14_3,0.4,Spain,41.618,0.62,173
Hoedjes,NS,3,GI,GI15,1,Hoedjes_3_GI15_1,0.48,Spain,41.618,0.62,173
Hoedjes,NS,3,GI,GI15,2,Hoedjes_3_GI15_2,0.65,Spain,41.618,0.62,173
Hoedjes,NS,3,GI,GI15,3,Hoedjes_3_GI15_3,0.53,Spain,41.618,0.62,173
Hoedjes,NS,3,KA,KA14,1,Hoedjes_3_KA14_1,0.83,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,2,Hoedjes_3_KA14_2,0.78,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,3,Hoedjes_3_KA14_3,0.83,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,1,Hoedjes_3_KA15_1,0.8,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,2,Hoedjes_3_KA15_2,0.85,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,3,Hoedjes_3_KA15_3,0.93,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,1,Hoedjes_3_KA16_1,0.85,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,2,Hoedjes_3_KA16_2,0.55,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,3,Hoedjes_3_KA16_3,0.78,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,1,Hoedjes_3_KA17_1,0.68,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,2,Hoedjes_3_KA17_2,0.53,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,3,Hoedjes_3_KA17_3,0.45,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,1,Hoedjes_3_KA18_1,0.68,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,2,Hoedjes_3_KA18_2,0.58,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,3,Hoedjes_3_KA18_3,0.48,Denmark,55.945,10.213,15
Hoedjes,NS,3,MA,MA21,1,Hoedjes_3_MA21_1,0.83,Austria,48.375,15.56,572
Hoedjes,NS,3,MA,MA21,2,Hoedjes_3_MA21_2,0.78,Austria,48.375,15.56,572
Hoedjes,NS,3,MA,MA21,3,Hoedjes_3_MA21_3,0.68,Austria,48.375,15.56,572
Hoedjes,NS,3,MA,MA23,1,Hoedjes_3_MA23_1,0.73,Austria,48.375,15.56,572
Hoedjes,NS,3,MA,MA23,2,Hoedjes_3_MA23_2,0.68,Austria,48.375,15.56,572
Hoedjes,NS,3,MA,MA23,3,Hoedjes_3_MA23_3,0.75,Austria,48.375,15.56,572
Hoedjes,NS,3,MA,MA26,1,Hoedjes_3_MA26_1,0.8,Austria,48.375,15.56,572
Hoedjes,NS,3,MA,MA26,2,Hoedjes_3_MA26_2,0.8,Austria,48.375,15.56,572
Hoedjes,NS,3,MA,MA26,3,Hoedjes_3_MA26_3,0.78,Austria,48.375,15.56,572
Hoedjes,NS,3,MA,MA27,1,Hoedjes_3_MA27_1,0.75,Austria,48.375,15.56,572
Hoedjes,NS,3,MA,MA27,2,Hoedjes_3_MA27_2,0.65,Austria,48.375,15.56,572
Hoedjes,NS,3,MA,MA27,3,Hoedjes_3_MA27_3,0.85,Austria,48.375,15.56,572
Hoedjes,NS,3,MA,MA28,1,Hoedjes_3_MA28_1,0.55,Austria,48.375,15.56,572
Hoedjes,NS,3,MA,MA28,2,Hoedjes_3_MA28_2,0.53,Austria,48.375,15.56,572
Hoedjes,NS,3,MA,MA28,3,Hoedjes_3_MA28_3,0.4,Austria,48.375,15.56,572
Hoedjes,NS,3,MU,MU11,1,Hoedjes_3_MU11_1,0.63,Germany,48.18,11.61,520
Hoedjes,NS,3,MU,MU11,2,Hoedjes_3_MU11_2,0.53,Germany,48.18,11.61,520
Hoedjes,NS,3,MU,MU11,3,Hoedjes_3_MU11_3,0.63,Germany,48.18,11.61,520
Hoedjes,NS,3,MU,MU12,1,Hoedjes_3_MU12_1,0.88,Germany,48.18,11.61,520
Hoedjes,NS,3,MU,MU12,2,Hoedjes_3_MU12_2,0.73,Germany,48.18,11.61,520
Hoedjes,NS,3,MU,MU12,3,Hoedjes_3_MU12_3,0.88,Germany,48.18,11.61,520
Hoedjes,NS,3,MU,MU13,1,Hoedjes_3_MU13_1,0.78,Germany,48.18,11.61,520
Hoedjes,NS,3,MU,MU13,2,Hoedjes_3_MU13_2,0.8,Germany,48.18,11.61,520
Hoedjes,NS,3,MU,MU13,3,Hoedjes_3_MU13_3,0.85,Germany,48.18,11.61,520
Hoedjes,NS,3,MU,MU14,1,Hoedjes_3_MU14_1,0.8,Germany,48.18,11.61,520
Hoedjes,NS,3,MU,MU14,2,Hoedjes_3_MU14_2,0.6,Germany,48.18,11.61,520
Hoedjes,NS,3,MU,MU14,3,Hoedjes_3_MU14_3,0.73,Germany,48.18,11.61,520
Hoedjes,NS,3,MU,MU15,1,Hoedjes_3_MU15_1,0.8,Germany,48.18,11.61,520
Hoedjes,NS,3,MU,MU15,2,Hoedjes_3_MU15_2,0.83,Germany,48.18,11.61,520
Hoedjes,NS,3,MU,MU15,3,Hoedjes_3_MU15_3,0.9,Germany,48.18,11.61,520
Hoedjes,NS,3,RE,RE13,1,Hoedjes_3_RE13_1,0.73,Portugal,41.15,-8.41,175
Hoedjes,NS,3,RE,RE13,2,Hoedjes_3_RE13_2,0.75,Portugal,41.15,-8.41,175
Hoedjes,NS,3,RE,RE13,3,Hoedjes_3_RE13_3,0.75,Portugal,41.15,-8.41,175
Hoedjes,NS,3,RE,RE15,1,Hoedjes_3_RE15_1,0.78,Portugal,41.15,-8.41,175
Hoedjes,NS,3,RE,RE15,2,Hoedjes_3_RE15_2,0.68,Portugal,41.15,-8.41,175
Hoedjes,NS,3,RE,RE15,3,Hoedjes_3_RE15_3,0.68,Portugal,41.15,-8.41,175
Hoedjes,NS,3,RE,RE16,1,Hoedjes_3_RE16_1,0.78,Portugal,41.15,-8.41,175
Hoedjes,NS,3,RE,RE16,2,Hoedjes_3_RE16_2,0.88,Portugal,41.15,-8.41,175
Hoedjes,NS,3,RE,RE16,3,Hoedjes_3_RE16_3,0.78,Portugal,41.15,-8.41,175
Hoedjes,NS,3,RE,RE17,1,Hoedjes_3_RE17_1,0.5,Portugal,41.15,-8.41,175
Hoedjes,NS,3,RE,RE17,2,Hoedjes_3_RE17_2,0.4,Portugal,41.15,-8.41,175
Hoedjes,NS,3,RE,RE17,3,Hoedjes_3_RE17_3,0.58,Portugal,41.15,-8.41,175
Hoedjes,NS,3,RE,RE18,1,Hoedjes_3_RE18_1,0.7,Portugal,41.15,-8.41,175
Hoedjes,NS,3,RE,RE18,2,Hoedjes_3_RE18_2,0.6,Portugal,41.15,-8.41,175
Hoedjes,NS,3,RE,RE18,3,Hoedjes_3_RE18_3,0.58,Portugal,41.15,-8.41,175
Hoedjes,NS,3,UM,UM21,1,Hoedjes_3_UM21_1,0.75,Ukraine,48.753,30.206,214
Hoedjes,NS,3,UM,UM21,2,Hoedjes_3_UM21_2,0.7,Ukraine,48.753,30.206,214
Hoedjes,NS,3,UM,UM21,3,Hoedjes_3_UM21_3,0.65,Ukraine,48.753,30.206,214
Hoedjes,NS,3,UM,UM23,1,Hoedjes_3_UM23_1,0.75,Ukraine,48.753,30.206,214
Hoedjes,NS,3,UM,UM23,2,Hoedjes_3_UM23_2,0.73,Ukraine,48.753,30.206,214
Hoedjes,NS,3,UM,UM23,3,Hoedjes_3_UM23_3,0.68,Ukraine,48.753,30.206,214
Hoedjes,NS,3,UM,UM25,1,Hoedjes_3_UM25_1,0.78,Ukraine,48.753,30.206,214
Hoedjes,NS,3,UM,UM25,2,Hoedjes_3_UM25_2,0.73,Ukraine,48.753,30.206,214
Hoedjes,NS,3,UM,UM25,3,Hoedjes_3_UM25_3,0.85,Ukraine,48.753,30.206,214
Hoedjes,NS,3,UM,UM26,1,Hoedjes_3_UM26_1,0.93,Ukraine,48.753,30.206,214
Hoedjes,NS,3,UM,UM26,2,Hoedjes_3_UM26_2,0.75,Ukraine,48.753,30.206,214
Hoedjes,NS,3,UM,UM26,3,Hoedjes_3_UM26_3,0.78,Ukraine,48.753,30.206,214
Hoedjes,NS,3,UM,UM29,1,Hoedjes_3_UM29_1,0.88,Ukraine,48.753,30.206,214
Hoedjes,NS,3,UM,UM29,2,Hoedjes_3_UM29_2,0.68,Ukraine,48.753,30.206,214
Hoedjes,NS,3,UM,UM29,3,Hoedjes_3_UM29_3,0.88,Ukraine,48.753,30.206,214
Hoedjes,NS,3,VA,VA44,1,Hoedjes_3_VA44_1,0.85,Russia,57.979,33.244,217
Hoedjes,NS,3,VA,VA44,2,Hoedjes_3_VA44_2,0.73,Russia,57.979,33.244,217
Hoedjes,NS,3,VA,VA44,3,Hoedjes_3_VA44_3,0.8,Russia,57.979,33.244,217
Hoedjes,NS,3,VA,VA46,1,Hoedjes_3_VA46_1,0.7,Russia,57.979,33.244,217
Hoedjes,NS,3,VA,VA46,2,Hoedjes_3_VA46_2,0.73,Russia,57.979,33.244,217
Hoedjes,NS,3,VA,VA46,3,Hoedjes_3_VA46_3,0.6,Russia,57.979,33.244,217
Hoedjes,NS,3,VA,VA47,1,Hoedjes_3_VA47_1,0.58,Russia,57.979,33.244,217
Hoedjes,NS,3,VA,VA47,2,Hoedjes_3_VA47_2,0.58,Russia,57.979,33.244,217
Hoedjes,NS,3,VA,VA47,3,Hoedjes_3_VA47_3,0.68,Russia,57.979,33.244,217
Hoedjes,NS,3,VA,VA48,1,Hoedjes_3_VA48_1,0.75,Russia,57.979,33.244,217
Hoedjes,NS,3,VA,VA48,2,Hoedjes_3_VA48_2,0.58,Russia,57.979,33.244,217
Hoedjes,NS,3,VA,VA48,3,Hoedjes_3_VA48_3,0.65,Russia,57.979,33.244,217
Hoedjes,NS,3,VA,VA55,1,Hoedjes_3_VA55_1,0.95,Russia,57.979,33.244,217
Hoedjes,NS,3,VA,VA55,2,Hoedjes_3_VA55_2,0.85,Russia,57.979,33.244,217
Hoedjes,NS,3,VA,VA55,3,Hoedjes_3_VA55_3,0.85,Russia,57.979,33.244,217
Hoedjes,NS,3,YE,YE26,1,Hoedjes_3_YE26_1,0.55,Turkey,40.231,32.26,680
Hoedjes,NS,3,YE,YE26,2,Hoedjes_3_YE26_2,0.35,Turkey,40.231,32.26,680
Hoedjes,NS,3,YE,YE26,3,Hoedjes_3_YE26_3,0.4,Turkey,40.231,32.26,680
Hoedjes,NS,3,YE,YE27,1,Hoedjes_3_YE27_1,0.45,Turkey,40.231,32.26,680
Hoedjes,NS,3,YE,YE27,2,Hoedjes_3_YE27_2,0.53,Turkey,40.231,32.26,680
Hoedjes,NS,3,YE,YE27,3,Hoedjes_3_YE27_3,0.7,Turkey,40.231,32.26,680
Hoedjes,NS,3,YE,YE33,1,Hoedjes_3_YE33_1,0.4,Turkey,40.231,32.26,680
Hoedjes,NS,3,YE,YE33,2,Hoedjes_3_YE33_2,0.6,Turkey,40.231,32.26,680
Hoedjes,NS,3,YE,YE33,3,Hoedjes_3_YE33_3,0.55,Turkey,40.231,32.26,680
Hoedjes,NS,3,YE,YE40,1,Hoedjes_3_YE40_1,0.8,Turkey,40.231,32.26,680
Hoedjes,NS,3,YE,YE40,2,Hoedjes_3_YE40_2,0.63,Turkey,40.231,32.26,680
Hoedjes,NS,3,YE,YE40,3,Hoedjes_3_YE40_3,0.65,Turkey,40.231,32.26,680
Hoedjes,NS,3,YE,YE41,1,Hoedjes_3_YE41_1,0.58,Turkey,40.231,32.26,680
Hoedjes,NS,3,YE,YE41,2,Hoedjes_3_YE41_2,0.65,Turkey,40.231,32.26,680
Hoedjes,NS,3,YE,YE41,3,Hoedjes_3_YE41_3,0.55,Turkey,40.231,32.26,680
Hoedjes,NS,4,AK,AK16,1,Hoedjes_4_AK16_1,1,Finland,61.1,23.52,88
Hoedjes,NS,4,AK,AK16,2,Hoedjes_4_AK16_2,0.98,Finland,61.1,23.52,88
Hoedjes,NS,4,AK,AK16,3,Hoedjes_4_AK16_3,0.93,Finland,61.1,23.52,88
Hoedjes,NS,4,AK,AK17,1,Hoedjes_4_AK17_1,0.83,Finland,61.1,23.52,88
Hoedjes,NS,4,AK,AK17,2,Hoedjes_4_AK17_2,0.68,Finland,61.1,23.52,88
Hoedjes,NS,4,AK,AK17,3,Hoedjes_4_AK17_3,0.65,Finland,61.1,23.52,88
Hoedjes,NS,4,AK,AK18,1,Hoedjes_4_AK18_1,0.65,Finland,61.1,23.52,88
Hoedjes,NS,4,AK,AK18,2,Hoedjes_4_AK18_2,1,Finland,61.1,23.52,88
Hoedjes,NS,4,AK,AK18,3,Hoedjes_4_AK18_3,0.65,Finland,61.1,23.52,88
Hoedjes,NS,4,AK,AK20,1,Hoedjes_4_AK20_1,0.75,Finland,61.1,23.52,88
Hoedjes,NS,4,AK,AK20,2,Hoedjes_4_AK20_2,0.78,Finland,61.1,23.52,88
Hoedjes,NS,4,AK,AK20,3,Hoedjes_4_AK20_3,0.75,Finland,61.1,23.52,88
Hoedjes,NS,4,AK,AK21,1,Hoedjes_4_AK21_1,0.78,Finland,61.1,23.52,88
Hoedjes,NS,4,AK,AK21,2,Hoedjes_4_AK21_2,0.83,Finland,61.1,23.52,88
Hoedjes,NS,4,AK,AK21,3,Hoedjes_4_AK21_3,0.83,Finland,61.1,23.52,88
Hoedjes,NS,4,GI,GI13,1,Hoedjes_4_GI13_1,0.55,Spain,41.618,0.62,173
Hoedjes,NS,4,GI,GI13,2,Hoedjes_4_GI13_2,0.45,Spain,41.618,0.62,173
Hoedjes,NS,4,GI,GI13,3,Hoedjes_4_GI13_3,0.58,Spain,41.618,0.62,173
Hoedjes,NS,4,GI,GI5,1,Hoedjes_4_GI5_1,0.4,Spain,41.618,0.62,173
Hoedjes,NS,4,GI,GI5,2,Hoedjes_4_GI5_2,0.48,Spain,41.618,0.62,173
Hoedjes,NS,4,GI,GI5,3,Hoedjes_4_GI5_3,0.73,Spain,41.618,0.62,173
Hoedjes,NS,4,KA,KA23,1,Hoedjes_4_KA23_1,0.83,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,2,Hoedjes_4_KA23_2,0.33,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,3,Hoedjes_4_KA23_3,0.75,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA24,1,Hoedjes_4_KA24_1,0.6,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA24,2,Hoedjes_4_KA24_2,0.55,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA24,3,Hoedjes_4_KA24_3,0.6,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA25,1,Hoedjes_4_KA25_1,0.7,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA25,2,Hoedjes_4_KA25_2,0.73,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA25,3,Hoedjes_4_KA25_3,0.7,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA28,1,Hoedjes_4_KA28_1,0.95,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA28,2,Hoedjes_4_KA28_2,0.98,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA28,3,Hoedjes_4_KA28_3,0.85,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA29,1,Hoedjes_4_KA29_1,0.78,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA29,2,Hoedjes_4_KA29_2,0.83,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA29,3,Hoedjes_4_KA29_3,0.95,Denmark,55.945,10.213,15
Hoedjes,NS,4,MA,MA16,1,Hoedjes_4_MA16_1,0.85,Austria,48.375,15.56,572
Hoedjes,NS,4,MA,MA16,2,Hoedjes_4_MA16_2,0.93,Austria,48.375,15.56,572
Hoedjes,NS,4,MA,MA16,3,Hoedjes_4_MA16_3,0.73,Austria,48.375,15.56,572
Hoedjes,NS,4,MA,MA30,1,Hoedjes_4_MA30_1,0.83,Austria,48.375,15.56,572
Hoedjes,NS,4,MA,MA30,2,Hoedjes_4_MA30_2,0.75,Austria,48.375,15.56,572
Hoedjes,NS,4,MA,MA30,3,Hoedjes_4_MA30_3,0.68,Austria,48.375,15.56,572
Hoedjes,NS,4,MA,MA31,1,Hoedjes_4_MA31_1,0.58,Austria,48.375,15.56,572
Hoedjes,NS,4,MA,MA31,2,Hoedjes_4_MA31_2,0.48,Austria,48.375,15.56,572
Hoedjes,NS,4,MA,MA31,3,Hoedjes_4_MA31_3,0.6,Austria,48.375,15.56,572
Hoedjes,NS,4,MA,MA32,1,Hoedjes_4_MA32_1,0.75,Austria,48.375,15.56,572
Hoedjes,NS,4,MA,MA32,2,Hoedjes_4_MA32_2,0.7,Austria,48.375,15.56,572
Hoedjes,NS,4,MA,MA32,3,Hoedjes_4_MA32_3,0.83,Austria,48.375,15.56,572
Hoedjes,NS,4,MA,MA33,1,Hoedjes_4_MA33_1,0.58,Austria,48.375,15.56,572
Hoedjes,NS,4,MA,MA33,2,Hoedjes_4_MA33_2,0.58,Austria,48.375,15.56,572
Hoedjes,NS,4,MA,MA33,3,Hoedjes_4_MA33_3,0.65,Austria,48.375,15.56,572
Hoedjes,NS,4,MU,MU16,1,Hoedjes_4_MU16_1,0.93,Germany,48.18,11.61,520
Hoedjes,NS,4,MU,MU16,2,Hoedjes_4_MU16_2,0.83,Germany,48.18,11.61,520
Hoedjes,NS,4,MU,MU16,3,Hoedjes_4_MU16_3,0.9,Germany,48.18,11.61,520
Hoedjes,NS,4,MU,MU17,1,Hoedjes_4_MU17_1,0.63,Germany,48.18,11.61,520
Hoedjes,NS,4,MU,MU17,2,Hoedjes_4_MU17_2,0.65,Germany,48.18,11.61,520
Hoedjes,NS,4,MU,MU17,3,Hoedjes_4_MU17_3,0.73,Germany,48.18,11.61,520
Hoedjes,NS,4,MU,MU18,1,Hoedjes_4_MU18_1,0.8,Germany,48.18,11.61,520
Hoedjes,NS,4,MU,MU18,2,Hoedjes_4_MU18_2,0.78,Germany,48.18,11.61,520
Hoedjes,NS,4,MU,MU18,3,Hoedjes_4_MU18_3,0.8,Germany,48.18,11.61,520
Hoedjes,NS,4,MU,MU19,1,Hoedjes_4_MU19_1,0.75,Germany,48.18,11.61,520
Hoedjes,NS,4,MU,MU19,2,Hoedjes_4_MU19_2,0.73,Germany,48.18,11.61,520
Hoedjes,NS,4,MU,MU19,3,Hoedjes_4_MU19_3,0.63,Germany,48.18,11.61,520
Hoedjes,NS,4,MU,MU20,1,Hoedjes_4_MU20_1,0.6,Germany,48.18,11.61,520
Hoedjes,NS,4,MU,MU20,2,Hoedjes_4_MU20_2,0.63,Germany,48.18,11.61,520
Hoedjes,NS,4,MU,MU20,3,Hoedjes_4_MU20_3,0.48,Germany,48.18,11.61,520
Hoedjes,NS,4,UM,UM28,1,Hoedjes_4_UM28_1,0.73,Ukraine,48.753,30.206,214
Hoedjes,NS,4,UM,UM28,2,Hoedjes_4_UM28_2,0.63,Ukraine,48.753,30.206,214
Hoedjes,NS,4,UM,UM28,3,Hoedjes_4_UM28_3,0.6,Ukraine,48.753,30.206,214
Hoedjes,NS,4,UM,UM6,1,Hoedjes_4_UM6_1,0.83,Ukraine,48.753,30.206,214
Hoedjes,NS,4,UM,UM6,2,Hoedjes_4_UM6_2,0.58,Ukraine,48.753,30.206,214
Hoedjes,NS,4,UM,UM6,3,Hoedjes_4_UM6_3,0.78,Ukraine,48.753,30.206,214
Hoedjes,NS,4,VA,VA26,1,Hoedjes_4_VA26_1,0.8,Russia,57.979,33.244,217
Hoedjes,NS,4,VA,VA26,2,Hoedjes_4_VA26_2,0.95,Russia,57.979,33.244,217
Hoedjes,NS,4,VA,VA26,3,Hoedjes_4_VA26_3,0.75,Russia,57.979,33.244,217
Hoedjes,NS,4,VA,VA57,1,Hoedjes_4_VA57_1,0.6,Russia,57.979,33.244,217
Hoedjes,NS,4,VA,VA57,2,Hoedjes_4_VA57_2,0.68,Russia,57.979,33.244,217
Hoedjes,NS,4,VA,VA57,3,Hoedjes_4_VA57_3,0.63,Russia,57.979,33.244,217
Hoedjes,NS,4,VA,VA66,1,Hoedjes_4_VA66_1,0.7,Russia,57.979,33.244,217
Hoedjes,NS,4,VA,VA66,2,Hoedjes_4_VA66_2,0.63,Russia,57.979,33.244,217
Hoedjes,NS,4,VA,VA66,3,Hoedjes_4_VA66_3,0.73,Russia,57.979,33.244,217
Hoedjes,NS,4,VA,VA67,1,Hoedjes_4_VA67_1,0.38,Russia,57.979,33.244,217
Hoedjes,NS,4,VA,VA67,2,Hoedjes_4_VA67_2,0.33,Russia,57.979,33.244,217
Hoedjes,NS,4,VA,VA67,3,Hoedjes_4_VA67_3,0.3,Russia,57.979,33.244,217
Hoedjes,NS,4,VA,VA71,1,Hoedjes_4_VA71_1,0.73,Russia,57.979,33.244,217
Hoedjes,NS,4,VA,VA71,2,Hoedjes_4_VA71_2,0.83,Russia,57.979,33.244,217
Hoedjes,NS,4,VA,VA71,3,Hoedjes_4_VA71_3,0.58,Russia,57.979,33.244,217
Hoedjes,NS,4,YE,YE48,1,Hoedjes_4_YE48_1,0.75,Turkey,40.231,32.26,680
Hoedjes,NS,4,YE,YE48,2,Hoedjes_4_YE48_2,0.65,Turkey,40.231,32.26,680
Hoedjes,NS,4,YE,YE48,3,Hoedjes_4_YE48_3,0.65,Turkey,40.231,32.26,680
Hoedjes,NS,4,YE,YE49,1,Hoedjes_4_YE49_1,0.73,Turkey,40.231,32.26,680
Hoedjes,NS,4,YE,YE49,2,Hoedjes_4_YE49_2,0.8,Turkey,40.231,32.26,680
Hoedjes,NS,4,YE,YE49,3,Hoedjes_4_YE49_3,0.83,Turkey,40.231,32.26,680
Hoedjes,NS,4,YE,YE51,1,Hoedjes_4_YE51_1,0.48,Turkey,40.231,32.26,680
Hoedjes,NS,4,YE,YE51,2,Hoedjes_4_YE51_2,0.63,Turkey,40.231,32.26,680
Hoedjes,NS,4,YE,YE51,3,Hoedjes_4_YE51_3,0.5,Turkey,40.231,32.26,680
Hoedjes,NS,4,YE,YE69,1,Hoedjes_4_YE69_1,0.53,Turkey,40.231,32.26,680
Hoedjes,NS,4,YE,YE69,2,Hoedjes_4_YE69_2,0.83,Turkey,40.231,32.26,680
Hoedjes,NS,4,YE,YE69,3,Hoedjes_4_YE69_3,0.48,Turkey,40.231,32.26,680
Hoedjes,NS,4,YE,YE80,1,Hoedjes_4_YE80_1,0.48,Turkey,40.231,32.26,680
Hoedjes,NS,4,YE,YE80,2,Hoedjes_4_YE80_2,0.55,Turkey,40.231,32.26,680
Hoedjes,NS,4,YE,YE80,3,Hoedjes_4_YE80_3,0.45,Turkey,40.231,32.26,680
Schmidt,NS,1,AK,AK1,1,Schmidt_1_AK1_1,0.913043478,Finland,61.1,23.52,88
Schmidt,NS,1,AK,AK10,1,Schmidt_1_AK10_1,0.722222222,Finland,61.1,23.52,88
Schmidt,NS,1,AK,AK11,1,Schmidt_1_AK11_1,0.575757576,Finland,61.1,23.52,88
Schmidt,NS,1,AK,AK12,1,Schmidt_1_AK12_1,0.682926829,Finland,61.1,23.52,88
Schmidt,NS,1,AK,AK13,1,Schmidt_1_AK13_1,0.341463415,Finland,61.1,23.52,88
Schmidt,NS,1,AK,AK14,1,Schmidt_1_AK14_1,0.384615385,Finland,61.1,23.52,88
Schmidt,NS,1,AK,AK15,1,Schmidt_1_AK15_1,0.681818182,Finland,61.1,23.52,88
Schmidt,NS,1,AK,AK16,1,Schmidt_1_AK16_1,0.531914894,Finland,61.1,23.52,88
Schmidt,NS,1,AK,AK17,1,Schmidt_1_AK17_1,0.545454546,Finland,61.1,23.52,88
Schmidt,NS,1,AK,AK18,1,Schmidt_1_AK18_1,0.64,Finland,61.1,23.52,88
Schmidt,NS,1,AK,AK2,1,Schmidt_1_AK2_1,0.789473684,Finland,61.1,23.52,88
Schmidt,NS,1,AK,AK20,1,Schmidt_1_AK20_1,0.609756098,Finland,61.1,23.52,88
Schmidt,NS,1,AK,AK21,1,Schmidt_1_AK21_1,0.75,Finland,61.1,23.52,88
Schmidt,NS,1,AK,AK3,1,Schmidt_1_AK3_1,0.238095238,Finland,61.1,23.52,88
Schmidt,NS,1,AK,AK4,1,Schmidt_1_AK4_1,0.838709677,Finland,61.1,23.52,88
Schmidt,NS,1,AK,AK5,1,Schmidt_1_AK5_1,0.666666667,Finland,61.1,23.52,88
Schmidt,NS,1,AK,AK6,1,Schmidt_1_AK6_1,0.852941177,Finland,61.1,23.52,88
Schmidt,NS,1,AK,AK7,1,Schmidt_1_AK7_1,0.375,Finland,61.1,23.52,88
Schmidt,NS,1,AK,AK8,1,Schmidt_1_AK8_1,0.75862069,Finland,61.1,23.52,88
Schmidt,NS,1,AK,AK9,1,Schmidt_1_AK9_1,0.604651163,Finland,61.1,23.52,88
Schmidt,NS,1,GI,GI1,1,Schmidt_1_GI1_1,0.6,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI10,1,Schmidt_1_GI10_1,0.864864865,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI11,1,Schmidt_1_GI11_1,0.780487805,Spain,41.618,0.62,173
