Supervisor.PI,Diet,Batch,Population,Line,Individual,MostAdvancedStage,NumberOfEggs,Country,Latitude,Longitude,Altitude
Bergland,S,3,GI,GI13,18,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI13,19,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI13,20,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI14,1,8,2,Spain,41.618,0.62,173
Bergland,S,2,GI,GI14,2,9,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI14,3,9,2,Spain,41.618,0.62,173
Bergland,S,2,GI,GI14,4,9,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI14,5,9,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI14,6,9,3,Spain,41.618,0.62,173
Bergland,S,2,GI,GI14,7,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI14,8,10,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI14,9,9,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI14,10,8,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI14,11,10,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI14,12,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI14,13,9,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI14,14,10,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI15,1,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI15,2,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI15,3,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI15,4,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI15,5,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI15,6,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI15,7,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI15,8,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI15,9,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI15,10,8,3,Spain,41.618,0.62,173
Bergland,S,3,GI,GI15,11,8,7,Spain,41.618,0.62,173
Bergland,S,3,GI,GI15,12,7,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI15,13,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI15,14,8,7,Spain,41.618,0.62,173
Bergland,S,3,GI,GI15,15,8,2,Spain,41.618,0.62,173
Bergland,S,3,GI,GI15,16,8,2,Spain,41.618,0.62,173
Bergland,S,3,GI,GI15,17,7,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI15,18,8,2,Spain,41.618,0.62,173
Bergland,S,3,GI,GI15,19,9,5,Spain,41.618,0.62,173
Bergland,S,2,GI,GI2,1,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI2,2,7,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI2,3,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI2,4,8,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI2,5,8,2,Spain,41.618,0.62,173
Bergland,S,2,GI,GI2,6,8,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI2,7,7,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI2,8,8,2,Spain,41.618,0.62,173
Bergland,S,2,GI,GI2,9,7,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI2,10,7,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI2,11,9,5,Spain,41.618,0.62,173
Bergland,S,2,GI,GI2,12,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI2,13,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI2,14,7,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI2,15,7,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI2,16,7,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI2,17,7,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI2,18,9,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI2,19,9,2,Spain,41.618,0.62,173
Bergland,S,2,GI,GI2,20,7,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI2,21,7,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI2,22,8,3,Spain,41.618,0.62,173
Bergland,S,1,GI,GI3,1,7,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI3,2,8,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI3,3,8,1,Spain,41.618,0.62,173
Bergland,S,1,GI,GI3,4,9,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI3,5,0,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI3,6,0,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI3,7,8,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI3,8,7,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI3,9,7,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI3,10,8,1,Spain,41.618,0.62,173
Bergland,S,1,GI,GI3,11,7,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI3,12,7,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI3,13,8,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI3,14,7,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI3,15,8,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI3,16,9,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI3,17,8,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI3,18,8,2,Spain,41.618,0.62,173
Bergland,S,1,GI,GI3,19,7,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI3,20,8,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI3,21,8,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI3,22,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,1,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,2,9,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,3,8,3,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,4,9,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,5,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,6,7,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,7,8,2,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,8,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,9,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,10,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,11,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,12,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,13,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,14,9,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,15,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,16,8,2,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,17,9,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,18,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,19,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,20,8,4,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,21,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,22,8,2,Spain,41.618,0.62,173
Bergland,S,3,GI,GI4,23,9,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,1,8,2,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,2,8,1,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,3,8,2,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,4,9,3,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,5,8,1,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,6,8,1,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,7,9,1,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,8,8,1,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,9,9,2,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,10,8,1,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,11,9,1,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,12,9,2,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,13,9,2,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,14,8,2,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,15,8,2,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,16,9,2,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,17,9,1,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,18,8,1,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,19,8,2,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,20,8,1,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,21,9,1,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,22,9,1,Spain,41.618,0.62,173
Bergland,S,1,GI,GI5,23,8,2,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,1,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,2,8,3,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,3,8,3,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,4,8,7,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,5,8,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,6,8,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,7,9,2,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,8,8,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,9,8,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,10,8,3,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,11,9,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,12,8,4,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,13,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,14,8,2,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,15,9,6,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,16,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,17,9,3,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,18,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,19,8,2,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,20,8,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,21,8,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,22,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,23,8,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,24,8,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,25,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,26,8,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,27,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,28,8,2,Spain,41.618,0.62,173
Bergland,S,2,GI,GI5,29,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,1,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,2,9,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,3,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,4,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,5,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,6,8,3,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,7,8,8,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,8,8,4,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,9,8,3,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,10,10,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,11,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,12,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,13,8,2,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,14,8,4,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,15,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,16,9,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,17,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,18,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,19,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,20,8,2,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,21,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,22,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI5,23,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,1,8,2,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,2,9,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,3,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,4,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,5,9,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,6,8,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,7,9,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,8,9,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,9,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,10,9,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,11,10,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,12,7,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,13,8,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,14,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,15,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,16,10,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,17,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,18,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,19,8,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,20,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,21,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,22,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI6,23,8,1,Spain,41.618,0.62,173
Bergland,S,1,GI,GI7,1,11,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI7,2,9,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI7,3,8,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI7,4,8,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI7,5,7,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI7,6,7,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI7,7,7,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI7,8,7,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI7,9,7,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI7,10,8,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI7,11,11,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI7,12,8,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI7,13,7,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI7,14,9,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI7,15,7,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI7,16,8,2,Spain,41.618,0.62,173
Bergland,S,1,GI,GI8,1,8,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI8,2,8,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI8,3,0,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI8,4,8,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI8,5,9,1,Spain,41.618,0.62,173
Bergland,S,1,GI,GI8,6,9,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI8,7,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,1,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,2,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,3,9,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,4,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,5,7,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,6,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,7,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,8,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,9,7,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,10,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,11,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,12,9,6,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,13,9,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,14,9,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,15,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,16,7,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,17,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,18,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,19,9,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,20,8,2,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,21,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,22,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,23,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI9,24,8,2,Spain,41.618,0.62,173
Bergland,S,1,KA,KA1,1,8,0,Denmark,55.945,10.213,15
Bergland,S,1,KA,KA1,2,8,1,Denmark,55.945,10.213,15
Bergland,S,1,KA,KA1,3,8,0,Denmark,55.945,10.213,15
Bergland,S,1,KA,KA1,4,0,0,Denmark,55.945,10.213,15
Bergland,S,1,KA,KA1,5,7,0,Denmark,55.945,10.213,15
Bergland,S,1,KA,KA1,6,7,0,Denmark,55.945,10.213,15
Bergland,S,1,KA,KA1,7,7,0,Denmark,55.945,10.213,15
Bergland,S,1,KA,KA1,8,8,0,Denmark,55.945,10.213,15
Bergland,S,1,KA,KA1,9,8,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA1,1,8,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA1,2,7,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA1,3,8,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA1,4,8,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA1,5,8,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA1,6,8,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA1,7,8,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA1,8,9,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA1,9,9,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA1,10,9,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA1,11,9,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA1,12,8,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA1,13,8,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA1,14,8,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA1,15,0,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA1,1,8,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA1,2,8,1,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA1,3,9,1,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA1,4,8,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA1,5,8,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA1,6,8,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA1,7,8,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA1,8,8,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA1,9,8,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA1,10,8,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA1,11,8,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA1,12,8,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA1,13,8,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA1,14,8,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA1,15,8,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA1,16,8,1,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA1,17,8,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA1,18,8,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA1,19,8,1,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA1,20,7,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA1,21,8,0,Denmark,55.945,10.213,15
Bergland,S,1,KA,KA10,1,9,0,Denmark,55.945,10.213,15
Bergland,S,1,KA,KA10,2,0,0,Denmark,55.945,10.213,15
Bergland,S,1,KA,KA10,3,7,1,Denmark,55.945,10.213,15
Bergland,S,1,KA,KA10,4,8,3,Denmark,55.945,10.213,15
Bergland,S,1,KA,KA10,5,8,2,Denmark,55.945,10.213,15
Bergland,S,1,KA,KA10,6,9,1,Denmark,55.945,10.213,15
Bergland,S,1,KA,KA10,7,8,1,Denmark,55.945,10.213,15
Bergland,S,1,KA,KA10,8,0,0,Denmark,55.945,10.213,15
Bergland,S,1,KA,KA10,9,8,2,Denmark,55.945,10.213,15
Bergland,S,1,KA,KA10,10,0,0,Denmark,55.945,10.213,15
Bergland,S,1,KA,KA10,11,9,0,Denmark,55.945,10.213,15
Bergland,S,1,KA,KA10,12,0,0,Denmark,55.945,10.213,15
Bergland,S,1,KA,KA10,13,8,3,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA10,1,9,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA10,2,8,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA10,3,8,1,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA10,4,8,1,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA10,5,8,1,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA10,6,8,1,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA10,7,7,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA10,8,8,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA10,9,8,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA10,10,7,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA10,11,9,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA10,12,9,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA10,13,8,4,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA10,14,8,4,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA10,15,8,1,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA10,16,8,1,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA10,17,7,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA10,1,8,3,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA10,2,8,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA10,3,9,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA10,4,8,4,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA10,5,8,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA10,6,8,9,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA10,7,8,1,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA10,8,8,1,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA10,9,8,3,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA10,10,8,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA10,11,8,3,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA10,12,8,3,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA10,13,8,3,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA10,14,9,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA10,15,8,1,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA10,16,8,3,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA10,17,8,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA10,18,8,4,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA10,19,8,2,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA10,20,8,2,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA11,1,9,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA11,2,7,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA11,3,9,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA11,4,9,1,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA11,5,9,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA11,6,9,1,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA11,7,8,5,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA11,8,9,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA11,9,9,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA11,10,9,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA11,11,8,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA11,12,10,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA11,13,9,4,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA11,14,7,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA11,15,9,2,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA11,16,8,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA11,17,9,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA11,18,8,0,Denmark,55.945,10.213,15
Bergland,S,2,KA,KA11,19,9,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA13,1,8,2,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA13,2,8,5,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA13,3,9,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA13,4,8,2,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA13,5,8,1,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA13,6,8,1,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA13,7,8,2,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA13,8,7,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA13,9,8,1,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA13,10,8,1,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA13,11,8,3,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA13,12,8,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA13,13,8,2,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA13,14,8,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA13,15,8,2,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA13,16,8,2,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA13,17,8,1,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA13,18,7,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA13,19,8,0,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA13,20,8,1,Denmark,55.945,10.213,15
Bergland,S,3,KA,KA13,21,8,2,Denmark,55.945,10.213,15
