Supervisor.PI,Diet,Batch,Population,Line,Sex,Individual,AreaT4,AreaT5,AreaT6,PercT4,PercT5,PercT6,TotalArea,TotalBlack,TotalPerc,Orientation,Country,Latitude,Longitude,Altitude
Abbott,NS,1,MA,MA27,FALSE,3,22128,20840,16391,24.422,25.024,44.225,59359,17868.02151,30.10162151,OK,Austria,48.375,15.56,572
Abbott,NS,1,YE,YE13,FALSE,12,22517,22742,18519,8.811,17.8,70.97,63778,19174.98317,30.06519987,OK,Turkey,40.231,32.26,680
Abbott,NS,1,KA,KA18,FALSE,10,18916,19183,14234,21.527,21.644,52.719,52333,15728.0383,30.05376779,OK,Denmark,55.945,10.213,15
Abbott,NS,1,RE,RE13,FALSE,7,22113,21985,17593,10.668,20.105,66.424,61691,18465.07341,29.93155146,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,RE,RE7,FALSE,8,23174,26596,20628,14.909,22.323,56.593,70398,21066.04078,29.9242035,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,MA,MA33,FALSE,2,24880,23617,19945,22.259,28.556,41.078,68442,20475.11682,29.91601183,OK,Austria,48.375,15.56,572
Abbott,NS,1,MA,MA23,FALSE,12,16355,18161,13746,27.961,25.021,38.484,48262,14407.096,29.85184203,OK,Austria,48.375,15.56,572
Abbott,NS,1,YE,YE80,FALSE,10,25262,25853,20737,25.315,24.775,41.626,71852,21432.13967,29.82817412,OK,Turkey,40.231,32.26,680
Abbott,NS,1,RE,RE5,FALSE,11,16679,16260,12247,20.943,19.895,55.083,45186,13474.02498,29.81902576,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,RE,RE13,FALSE,4,27162,25900,21124,15.028,24.112,55.534,74186,22057.91552,29.733259,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,YE,YE80,FALSE,5,17997,18395,18186,19.57,25.056,44.397,54578,16205.10252,29.69163861,OK,Turkey,40.231,32.26,680
Abbott,NS,1,RE,RE6,FALSE,5,19365,18937,14018,12.76,21.498,63.825,52320,15489.03876,29.60443188,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,KA,KA10,FALSE,6,17705,19826,18650,11.471,17.099,60.027,56181,16616.02379,29.57587759,OK,Denmark,55.945,10.213,15
Abbott,NS,1,RE,RE10,FALSE,5,27472,30001,24589,17.953,23.529,49.937,82062,24269.99238,29.57518995,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,MA,MA32,FALSE,4,20577,23144,17694,15.095,19.262,59.777,61415,18141.03781,29.53844795,OK,Austria,48.375,15.56,572
Abbott,NS,1,MA,MA30,FALSE,7,25575,26663,19889,18.581,20.774,55.056,72127,21241.15021,29.4496516,OK,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE7,FALSE,11,17613,18526,15722,16.397,17.894,57.658,51861,15268.03681,29.44030545,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,YE,YE21,FALSE,6,23778,24304,22165,17.155,20.922,51.807,70247,20647.02033,29.39203145,OK,Turkey,40.231,32.26,680
Abbott,NS,1,RE,RE17,FALSE,2,25314,24382,21879,11.729,23.665,56.031,71575,20998.10185,29.33720133,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,RE,RE8,FALSE,12,25842,24065,20337,21.186,19.156,51.325,70244,20522.74277,29.21636406,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,RE,RE12,FALSE,8,26929,25385,22276,15.968,20.13,55.58,74590,21791.02402,29.2144041,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,MA,MA23,FALSE,10,21843,21909,18310,33.617,24.866,28.886,62062,18079.87985,29.13196457,OK,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE7,FALSE,5,23757,21453,14805,15.486,24.896,57.048,60015,17465.9043,29.10256486,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,RE,RE7,FALSE,2,27857,26905,18335,18.958,21.758,55.206,73097,21257.14006,29.08072843,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,MA,MA31,FALSE,10,18255,21056,18904,16.374,16.342,55.539,58215,16929.13778,29.08037066,OK,Austria,48.375,15.56,572
Abbott,NS,1,MA,MA5,FALSE,6,12848,13900,12413,25.272,27.683,34.552,39161,11383.82332,29.06928659,OK,Austria,48.375,15.56,572
Abbott,NS,1,MA,MA33,FALSE,5,21861,21303,18092,24.262,23.987,40.725,61256,17781.83343,29.02872115,OK,Austria,48.375,15.56,572
Abbott,NS,1,YE,YE40,FALSE,11,19757,23114,17809,16.622,22.177,51.676,60680,17612.97916,29.02600389,OK,Turkey,40.231,32.26,680
Abbott,NS,1,RE,RE6,FALSE,10,22956,24465,18485,12.607,22.076,58.469,65906,19102.95097,28.98514698,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,MA,MA23,FALSE,5,12838,11138,10397,18.733,18.118,53.054,34373,9938.94976,28.91499072,Turned,Austria,48.375,15.56,572
Abbott,NS,1,MA,MA31,FALSE,7,15555,15037,12977,14.233,14.045,63.605,43569,12579.91065,28.87353543,OK,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE11,FALSE,2,20576,20433,16627,22.04,24.886,42.196,57636,16635.8357,28.86361944,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,MA,MA13,FALSE,11,10519,11936,11840,25.04,19.487,41.706,34295,9897.91632,28.86110605,OK,Austria,48.375,15.56,572
Abbott,NS,1,MA,MA27,FALSE,5,22571,19104,12051,27.797,30.412,28.33,53726,15498.01765,28.84640146,OK,Austria,48.375,15.56,572
Abbott,NS,1,MA,MA20,FALSE,11,14662,14949,12782,21.566,21.881,45.11,42393,12198.95781,28.77587764,OK,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE18,FALSE,5,20315,23073,20508,15.501,21.614,49.761,63896,18341.01225,28.70447641,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,YE,YE49,FALSE,1,18233,18910,15677,20.408,24.03,43.835,52820,15137.07659,28.65785042,OK,Turkey,40.231,32.26,680
Abbott,NS,1,RE,RE18,FALSE,4,24268,24335,20132,16.544,25.137,47.412,68735,19676.97071,28.62729426,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,KA,KA10,FALSE,12,23259,23011,17578,30.393,26.201,29.372,63848,18261.23014,28.60109971,Turned,Denmark,55.945,10.213,15
Abbott,NS,1,MA,MA12,FALSE,1,10148,10425,9890,21.334,20.537,44.439,30463,8700.97367,28.56243203,OK,Austria,48.375,15.56,572
Abbott,NS,1,KA,KA10,FALSE,8,14982,15623,13584,20.712,19.094,47.431,44189,12529.1545,28.35355971,OK,Denmark,55.945,10.213,15
Abbott,NS,1,MA,MA19,FALSE,10,14878,17316,14140,29.46,25.889,30.007,46334,13108.98784,28.29237243,OK,Austria,48.375,15.56,572
Abbott,NS,1,MA,MA18,FALSE,3,15973,17209,14687,21.53,22.593,42.139,47869,13515.9712,28.23533226,OK,Austria,48.375,15.56,572
Abbott,NS,1,YE,YE21,FALSE,11,17347,17657,14799,20.447,20.502,46.449,49803,14040.96674,28.19301395,OK,Turkey,40.231,32.26,680
Abbott,NS,1,RE,RE2,FALSE,8,14312,15081,12381,10.998,18.759,59.511,41774,11771.13546,28.17813822,Turned,Portugal,41.15,-8.41,175
Abbott,NS,1,KA,KA11,FALSE,7,25170,26056,22936,18.264,22.279,45.736,74162,20892.074,28.17086109,OK,Denmark,55.945,10.213,15
Abbott,NS,1,MA,MA23,FALSE,1,23254,24034,18142,31.306,26.533,26.26,65430,18420.92766,28.15364154,OK,Austria,48.375,15.56,572
Abbott,NS,1,MA,MA12,FALSE,5,9343,10998,8417,18.741,20.413,48.711,28758,8095.99824,28.15216023,OK,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE2,FALSE,12,12011,12165,12670,18.6,24.488,40.671,36846,10366.0269,28.13338463,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,MA,MA30,FALSE,11,18054,16026,16077,19.359,19.83,46.203,50157,14101.08597,28.11389431,OK,Austria,48.375,15.56,572
Abbott,NS,1,KA,KA18,FALSE,12,19596,16937,12298,16.131,25.241,51.09,48831,13719.14713,28.09515908,Turned,Denmark,55.945,10.213,15
Abbott,NS,1,RE,RE17,FALSE,10,15541,13669,10942,14.8,17.99,59.578,40152,11278.14586,28.08862786,Turned,Portugal,41.15,-8.41,175
Abbott,NS,1,MA,MA20,FALSE,6,18988,19582,15002,21.466,27.985,36.422,53572,15020.01522,28.03706268,OK,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE2,FALSE,10,10997,12080,10145,14.549,18.684,53.78,33222,9312.96173,28.03251379,Turned,Portugal,41.15,-8.41,175
Abbott,NS,1,MA,MA21,FALSE,4,12624,14720,11388,27.487,14.932,45.46,38732,10844.93408,27.99993308,OK,Austria,48.375,15.56,572
Abbott,NS,1,YE,YE22,FALSE,5,13876,14234,12460,15.912,19.432,51.132,40570,11344.9472,27.96388267,Turned,Turkey,40.231,32.26,680
Abbott,NS,1,MA,MA21,FALSE,9,14014,14781,13257,25.26,20.019,39.594,42052,11747.92137,27.93665312,Turned,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE13,FALSE,6,23817,22616,19192,5.383,19.889,65.324,65625,18317.14743,27.9118437,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,RE,RE4,FALSE,1,16653,15556,12294,22.374,19.079,46.551,44503,12416.8514,27.90115588,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,YE,YE19,FALSE,8,17759,18579,17123,20.806,19.194,44.7,53461,14914.9718,27.8987894,OK,Turkey,40.231,32.26,680
Abbott,NS,1,MA,MA6,FALSE,6,13335,12140,8781,15.388,26.952,48.058,34256,9543.93558,27.86062465,OK,Austria,48.375,15.56,572
Abbott,NS,1,MA,MA33,FALSE,8,20426,19883,17788,28.997,20.958,34.124,58097,16159.98348,27.81552142,OK,Austria,48.375,15.56,572
Abbott,NS,1,MA,MA6,FALSE,9,10543,9830,8178,25.979,16.968,43.14,28551,7934.90957,27.79205481,OK,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE10,FALSE,3,12450,13242,10845,12.345,14.046,62.268,36537,10149.88842,27.77975318,Turned,Portugal,41.15,-8.41,175
Abbott,NS,1,KA,KA13,FALSE,6,16723,15867,16429,21.934,18.233,42.821,49019,13596.11502,27.73641857,OK,Denmark,55.945,10.213,15
Abbott,NS,1,KA,KA18,FALSE,9,16932,17281,14469,14.659,20.097,52.104,48682,13493.95221,27.71856581,OK,Denmark,55.945,10.213,15
Abbott,NS,1,RE,RE16,FALSE,4,17303,15201,12710,16.575,22.558,48.843,45214,12504.95913,27.65727237,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,YE,YE21,FALSE,4,14043,14440,13042,14.634,21.544,48.098,41525,11438.94738,27.54713397,OK,Turkey,40.231,32.26,680
Abbott,NS,1,MA,MA7,FALSE,2,12087,14324,12168,11.318,20.316,52.038,38579,10610.05434,27.50214972,OK,Austria,48.375,15.56,572
Abbott,NS,1,MA,MA6,FALSE,11,15754,13448,11716,20.274,22.747,42.643,40918,11249.0364,27.49165746,OK,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE1,FALSE,10,17114,18084,14345,35.778,23.142,22.712,49543,13566.0826,27.38244071,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,MA,MA32,FALSE,2,24537,25338,20775,11.729,20.404,54.349,70650,19338.915,27.37284501,OK,Austria,48.375,15.56,572
Abbott,NS,1,KA,KA7,FALSE,7,18523,20256,14433,17.692,16.978,54.382,53212,14565.1069,27.37184639,OK,Denmark,55.945,10.213,15
Abbott,NS,1,MA,MA23,FALSE,3,15190,18963,16782,20.803,11.681,51.043,50935,13941.07999,27.37033472,OK,Austria,48.375,15.56,572
Abbott,NS,1,MA,MA32,FALSE,6,16736,16934,14181,13.307,18.218,54.425,47851,13030.10489,27.23058011,OK,Austria,48.375,15.56,572
Abbott,NS,1,MA,MA21,FALSE,6,18720,18939,15271,30.016,22.124,30.129,52930,14410.05915,27.22474806,OK,Austria,48.375,15.56,572
Abbott,NS,1,YE,YE13,FALSE,9,24331,24762,21881,13.46,17.858,52.84,70974,19258.87096,27.13510717,OK,Turkey,40.231,32.26,680
Abbott,NS,1,RE,RE4,FALSE,2,15949,20354,19429,26.585,19.534,35.545,55732,15122.03006,27.13347818,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,MA,MA33,FALSE,4,18439,16355,14172,18.466,24.677,41.06,48966,13259.89229,27.07979474,OK,Austria,48.375,15.56,572
Abbott,NS,1,YE,YE69,FALSE,5,21698,22393,20002,14.384,19.533,49.155,64093,17327.04811,27.03422856,OK,Turkey,40.231,32.26,680
Abbott,NS,1,MA,MA7,FALSE,5,11175,11464,9092,14.711,18.318,53.168,31731,8577.96433,27.03338795,OK,Austria,48.375,15.56,572
Abbott,NS,1,MA,MA12,FALSE,10,9912,9034,8800,17.877,23.478,40.989,27746,7500.00276,27.03093332,OK,Austria,48.375,15.56,572
Abbott,NS,1,MA,MA7,FALSE,4,9382,11411,10080,18.962,19.481,42.867,30873,8322.98535,26.95878389,OK,Austria,48.375,15.56,572
Abbott,NS,1,MA,MA20,FALSE,1,10483,11972,8613,17.905,22.244,44.352,31068,8360.07059,26.90894358,OK,Austria,48.375,15.56,572
Abbott,NS,1,KA,KA18,FALSE,1,20337,25036,19265,16.841,20.83,45.435,64638,17393.00572,26.90832903,OK,Denmark,55.945,10.213,15
Abbott,NS,1,MA,MA30,FALSE,6,17720,18444,13283,15.717,17.296,55.055,49447,13288.08229,26.87338421,OK,Austria,48.375,15.56,572
Abbott,NS,1,YE,YE19,FALSE,12,18745,19724,12490,30.088,26.856,21.914,50959,13674.13164,26.83359493,OK,Turkey,40.231,32.26,680
Abbott,NS,1,YE,YE22,FALSE,9,23089,22184,18604,18.147,18.031,47.957,63877,17111.87815,26.78879432,OK,Turkey,40.231,32.26,680
Abbott,NS,1,YE,YE15,FALSE,6,20293,20442,18350,17.065,23.643,41.035,59085,15826.02501,26.78518238,OK,Turkey,40.231,32.26,680
Abbott,NS,1,MA,MA30,FALSE,8,21123,22346,18123,14.169,19.775,50.086,61592,16488.92515,26.77121241,OK,Austria,48.375,15.56,572
Abbott,NS,1,KA,KA7,FALSE,9,20366,21746,20949,25.13,18.288,36.813,63061,16806.83965,26.65171762,OK,Denmark,55.945,10.213,15
Abbott,NS,1,KA,KA11,FALSE,2,34881,30698,21467,18.767,24.282,42.824,87046,23193.23371,26.64480127,OK,Denmark,55.945,10.213,15
Abbott,NS,1,YE,YE80,FALSE,3,25481,24359,17609,19.842,18.26,47.862,67449,17931.913,26.58588415,OK,Turkey,40.231,32.26,680
Abbott,NS,1,YE,YE22,FALSE,6,15348,18342,15128,14.152,20.527,46.417,48818,12959.07506,26.54569024,OK,Turkey,40.231,32.26,680
Abbott,NS,1,RE,RE13,FALSE,12,27202,27298,20985,11.745,16.803,58.013,75485,19955.78589,26.43675683,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,YE,YE23,FALSE,2,16737,18503,16641,16.849,19.71,43.405,51881,13689.98448,26.38727951,OK,Turkey,40.231,32.26,680
Abbott,NS,1,MA,MA7,FALSE,7,6829,7688,6818,9.401,13.515,57.832,21335,5624.01325,26.3605027,Turned,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE8,FALSE,6,18693,19290,17562,13.508,16.319,51.053,55545,14638.9134,26.35505158,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,RE,RE7,FALSE,9,17052,19623,19229,10.579,15.523,51.37,55904,14727.94667,26.34506774,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,KA,KA7,FALSE,12,19584,23415,19668,20.425,23.101,36.003,62667,16490.20119,26.31401087,OK,Denmark,55.945,10.213,15
Abbott,NS,1,YE,YE69,FALSE,3,23906,21027,19671,13.013,22.937,46.017,64604,16985.85484,26.29226494,OK,Turkey,40.231,32.26,680
Abbott,NS,1,KA,KA25,FALSE,9,23310,23795,17676,15.054,17.928,52.359,64781,17030.03184,26.28862142,OK,Denmark,55.945,10.213,15
Abbott,NS,1,RE,RE17,FALSE,5,20591,18795,15737,14.123,20.069,49.577,55123,14481.96797,26.27209689,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,MA,MA18,FALSE,10,11036,11690,9575,34.442,16.501,28.783,32301,8485.95827,26.27150327,OK,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE1,FALSE,4,21946,20384,15800,28.484,27.149,21.658,58130,15207.1148,26.16052778,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,MA,MA26,FALSE,11,16551,12973,12553,22.53,26.162,30.638,42077,10968.9247,26.06869477,Turned,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE11,FALSE,13,19504,19093,12453,23.441,18.677,41.508,51050,13306.92349,26.0664515,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,RE,RE13,FALSE,10,20352,21228,20272,9.287,12.564,57,61852,16112.21616,26.0496284,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,YE,YE48,FALSE,6,20341,23591,20686,17.934,19.045,41.84,64618,16795.88329,25.99257682,OK,Turkey,40.231,32.26,680
Abbott,NS,1,MA,MA33,FALSE,9,19383,18348,16699,27.385,22.455,28.145,54430,14128.0115,25.95629524,OK,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE12,FALSE,12,22825,20943,21959,19.899,20.317,37.529,65727,17037.92917,25.92226812,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,MA,MA26,FALSE,7,17510,18830,18954,21.822,37.623,18.07,55294,14330.4309,25.91679188,OK,Austria,48.375,15.56,572
Abbott,NS,1,MA,MA20,FALSE,5,8534,8098,6174,16.803,17.881,48.753,22806,5891.98162,25.83522591,Turned,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE2,FALSE,13,11203,11728,10589,5.704,13.012,61.271,33520,8653.05267,25.81459627,Turned,Portugal,41.15,-8.41,175
Abbott,NS,1,RE,RE16,FALSE,11,24935,27425,24332,12.196,20.751,45.467,76692,19795.06479,25.81112083,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,YE,YE49,FALSE,9,23802,26156,21166,11.898,19.529,49.003,71124,18311.94218,25.74650214,OK,Turkey,40.231,32.26,680
Abbott,NS,1,MA,MA7,FALSE,12,9277,10222,9945,7.524,15.956,52.69,29444,7569.0443,25.70657621,OK,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE8,FALSE,10,23041,20184,20221,18.832,20.155,38.93,63446,16279.20162,25.65835769,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,RE,RE1,FALSE,9,21732,21104,18488,26.693,26.393,23.426,61324,15701.90036,25.60482089,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,MA,MA32,FALSE,8,18633,22160,17170,15.956,17.423,46.494,57963,14817.03808,25.56292476,OK,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE1,FALSE,13,14865,14658,13106,17.571,19.484,41.416,42629,10895.87483,25.55977112,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,YE,YE27,FALSE,6,21919,23038,17022,14.69,21.751,44.607,61979,15823.90002,25.53106701,OK,Turkey,40.231,32.26,680
Abbott,NS,1,YE,YE27,FALSE,11,26643,27435,18131,19.431,24.841,35.475,72209,18424.10193,25.51496618,OK,Turkey,40.231,32.26,680
Abbott,NS,1,RE,RE16,FALSE,13,22658,21688,18640,17.641,16.677,45.317,62986,16061.09434,25.49946709,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,YE,YE49,FALSE,5,25449,23957,20502,15.592,21.818,42.05,69908,17816.03734,25.48497645,OK,Turkey,40.231,32.26,680
Abbott,NS,1,KA,KA18,FALSE,3,18575,19824,15975,12.264,20.036,47.512,54374,13840.01664,25.45337227,OK,Denmark,55.945,10.213,15
Abbott,NS,1,MA,MA13,FALSE,5,7765,7031,5740,14.977,14.863,52.439,20536,5217.98018,25.40894127,Turned,Austria,48.375,15.56,572
Abbott,NS,1,MA,MA7,FALSE,6,8948,11183,8923,13.377,15.685,49.535,29054,7371.03556,25.37012308,OK,Austria,48.375,15.56,572
Abbott,NS,1,YE,YE33,FALSE,1,24873,23617,22600,23.909,19.677,32.907,71090,18030.98466,25.363602,OK,Turkey,40.231,32.26,680
Abbott,NS,1,YE,YE27,FALSE,10,19963,26757,23546,17.978,20.413,37.25,70266,17821.73955,25.36324759,OK,Turkey,40.231,32.26,680
Abbott,NS,1,MA,MA30,FALSE,5,10935,10613,9030,18.034,14.331,47.054,30578,7741.94313,25.31867071,Turned,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE8,FALSE,7,13398,14182,16581,10.397,13.433,47.5,44161,11174.03312,25.30294405,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,KA,KA18,FALSE,7,19488,19889,16757,10.581,19.282,49.394,56134,14173.97484,25.25024912,OK,Denmark,55.945,10.213,15
Abbott,NS,1,MA,MA6,FALSE,8,10518,11792,10448,17.437,21.023,37.653,32758,8247.04126,25.1756556,OK,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE10,FALSE,11,24299,23045,17612,28.417,19.978,27.487,64956,16349.98737,25.17086546,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,RE,RE13,FALSE,3,19990,19750,16846,9.955,14.896,55.23,56586,14236.0103,25.15818453,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,MA,MA32,FALSE,7,17043,17477,16361,11.97,13.269,51.36,50881,12762.07983,25.0822111,OK,Austria,48.375,15.56,572
Abbott,NS,1,MA,MA13,FALSE,9,7448,10499,8555,8.7,21.288,43.974,26502,6644.97882,25.07349943,OK,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE16,FALSE,9,29201,27593,27113,17.167,19.353,39.402,83907,21036.07322,25.07070116,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,MA,MA18,FALSE,1,13482,13962,11846,20.338,18.636,37.954,39290,9839.95832,25.04443451,OK,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE10,FALSE,12,19358,21077,15240,13.405,17.251,50.558,55675,13935.97237,25.03093376,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,YE,YE21,FALSE,9,18089,19467,18036,15.009,19.726,40.569,55592,13872.06327,24.95334449,OK,Turkey,40.231,32.26,680
Abbott,NS,1,RE,RE8,FALSE,1,10775,11266,9301,12.613,14.566,51.79,31342,7817.04421,24.94111483,Turned,Portugal,41.15,-8.41,175
Abbott,NS,1,MA,MA19,FALSE,9,19834,16502,12697,18.262,21.682,39.498,49033,12215.10978,24.91201799,Turned,Austria,48.375,15.56,572
Abbott,NS,1,MA,MA7,FALSE,11,9510,10402,9649,11.714,20.458,42.678,29561,7360.04278,24.89781394,OK,Austria,48.375,15.56,572
Abbott,NS,1,MA,MA12,FALSE,9,8134,9681,7670,15.773,19.44,41.356,25485,6336.96742,24.86547938,OK,Austria,48.375,15.56,572
Abbott,NS,1,YE,YE40,FALSE,3,22130,22766,18241,11.695,15.809,51.79,63137,15634.19434,24.76233324,OK,Turkey,40.231,32.26,680
Abbott,NS,1,RE,RE4,FALSE,12,18677,17662,13399,19.286,17.195,42.339,49738,12312.02973,24.75376921,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,MA,MA9,FALSE,4,10018,10393,9617,14.514,13.432,47.52,30028,7419.99868,24.71026602,Turned,Austria,48.375,15.56,572
Abbott,NS,1,KA,KA18,FALSE,8,15518,16319,13278,12.688,17.82,47.025,45115,11120.94914,24.65022529,Turned,Denmark,55.945,10.213,15
Abbott,NS,1,MA,MA19,FALSE,6,20816,18830,15344,18.572,22.889,34.854,54990,13523.94398,24.59346059,OK,Austria,48.375,15.56,572
Abbott,NS,1,KA,KA7,FALSE,2,17571,19510,21842,19.219,18.37,34.425,58923,14480.06599,24.57455661,OK,Denmark,55.945,10.213,15
Abbott,NS,1,YE,YE15,FALSE,3,32060,32104,18217,20.792,20.487,38.354,82381,20230.00986,24.55664517,OK,Turkey,40.231,32.26,680
Abbott,NS,1,MA,MA21,FALSE,12,13472,13689,10243,15.952,19.154,43.083,37404,9184.03619,24.55362044,Turned,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE12,FALSE,2,20531,21219,21653,15.357,17.253,40.419,63403,15565.78581,24.55055094,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,RE,RE18,FALSE,6,27817,27233,18113,15.397,19.076,46.221,73163,17849.9603,24.39752375,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,KA,KA25,FALSE,6,17897,19612,19971,14.131,20.391,37.524,57480,14022.02603,24.39461731,OK,Denmark,55.945,10.213,15
Abbott,NS,1,RE,RE5,FALSE,6,23361,21690,19456,11.481,13.089,52.483,64507,15732.17299,24.38831908,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,KA,KA25,FALSE,11,22989,23073,20670,13.237,18.004,43.764,66732,16243.13565,24.34084944,OK,Denmark,55.945,10.213,15
Abbott,NS,1,MA,MA26,FALSE,1,15662,17033,17176,21.555,17.701,33.454,49871,12137.01447,24.33681793,Turned,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE5,FALSE,5,11837,13005,12238,16.127,15.356,41.486,37080,8983.05747,24.22615283,Turned,Portugal,41.15,-8.41,175
Abbott,NS,1,RE,RE1,FALSE,1,17332,18374,16688,29.281,23.049,19.901,52394,12631.08506,24.10788461,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,MA,MA6,FALSE,5,13889,13898,10038,17.114,18.78,41.004,37825,9102.98938,24.06606578,OK,Austria,48.375,15.56,572
Abbott,NS,1,RE,RE11,FALSE,8,15835,16015,11405,15.497,16.847,45.638,43255,10357.0109,23.94407791,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,KA,KA7,FALSE,5,25939,29969,22618,40.919,21.425,7.746,78526,18786.82794,23.92434091,OK,Denmark,55.945,10.213,15
Abbott,NS,1,RE,RE6,FALSE,4,20405,25061,13592,13.261,16.185,54.201,59058,14129.02982,23.92398967,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,KA,KA10,FALSE,7,12413,12636,11791,16.201,18.226,38.004,36840,8795.11913,23.87383043,OK,Denmark,55.945,10.213,15
Abbott,NS,1,MA,MA6,FALSE,10,13596,12038,9870,8.753,23.002,45.512,35504,8451.07304,23.8031575,OK,Austria,48.375,15.56,572
Abbott,NS,1,YE,YE13,FALSE,1,26406,27803,18562,19.901,19.289,36.014,72771,17302.89741,23.7771879,OK,Turkey,40.231,32.26,680
Abbott,NS,1,RE,RE1,FALSE,2,17858,22319,18592,33.47,17.29,22.198,58769,13963.07986,23.7592606,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,RE,RE11,FALSE,10,19380,19294,17006,34.536,17.803,18.194,55680,13222.05926,23.74651448,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,RE,RE1,FALSE,3,22024,22506,18078,14.666,23.585,34.965,62608,14859.05264,23.73347278,OK,Portugal,41.15,-8.41,175
Abbott,NS,1,MA,MA26,FALSE,5,17812,17956,16446,13.581,18.389,40.496,52214,12380.94872,23.71193304,OK,Austria,48.375,15.56,572
Abbott,NS,1,YE,YE15,FALSE,12,27834,26916,19854,21.344,19.732,32.225,74604,17649.90558,23.65812233,OK,Turkey,40.231,32.26,680
Abbott,NS,1,RE,RE13,FALSE,8,15892,13679,12236,15.888,20.74,36.973,41807,9885.96184,23.64666644,Turned,Portugal,41.15,-8.41,175
Abbott,NS,1,YE,YE40,FALSE,10,24617,26658,24540,12.617,18.028,40.795,75815,17922.92413,23.64034047,OK,Turkey,40.231,32.26,680
Abbott,NS,1,YE,YE80,FALSE,4,26515,27422,21137,13.14,18.802,42.986,75074,17725.90626,23.61124525,OK,Turkey,40.231,32.26,680
Abbott,NS,1,MA,MA9,FALSE,5,13683,15207,14461,10.517,16.729,43.061,43351,10210.07135,23.5521011,OK,Austria,48.375,15.56,572
