Supervisor.PI,Diet,Batch,Population,Line,Sex,Individual,Tergite8,Tergite9,Tergite10,Total,Country,Latitude,Longitude,Altitude
Schmidt,NS,1,GI,GI5,FALSE,8,1,7,4,12,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI5,FALSE,5,1,6,4,11,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI7,FALSE,1,3,6,5,14,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI7,FALSE,6,3,6,4,13,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI7,FALSE,5,3,4,4,11,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI7,FALSE,2,3,4,3,10,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI7,FALSE,4,2,4,3,9,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI7,FALSE,7,2,4,2,8,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI7,FALSE,8,2,4,2,8,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI7,FALSE,3,2,3,0,5,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI8,FALSE,4,2,6,7,15,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI8,FALSE,9,2,6,7,15,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI8,FALSE,2,3,7,4,14,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI8,FALSE,10,3,7,4,14,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI8,FALSE,3,3,6,3,12,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI8,FALSE,1,1,6,4,11,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI8,FALSE,8,1,4,1,6,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI8,FALSE,5,1,2,1,4,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI8,FALSE,6,1,3,0,4,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI8,FALSE,7,2,1,0,3,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI9,FALSE,1,3,7,4,14,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI9,FALSE,4,3,7,1,11,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI9,FALSE,5,2,3,3,8,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI9,FALSE,3,2,4,1,7,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI9,FALSE,2,2,4,0,6,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI9,FALSE,6,2,3,1,6,Spain,41.618,0.62,173
Schmidt,NS,1,KA,KA1,FALSE,5,4,5,4,13,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,FALSE,7,3,6,2,11,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,FALSE,3,2,4,4,10,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,FALSE,9,2,3,3,8,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,FALSE,8,3,2,0,5,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,FALSE,6,3,1,0,4,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,FALSE,1,2,1,0,3,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,FALSE,4,1,1,0,2,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,FALSE,10,1,1,0,2,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,FALSE,2,1,0,0,1,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA10,FALSE,3,3,10,9,22,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA10,FALSE,6,2,8,8,18,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA10,FALSE,1,2,8,7,17,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA10,FALSE,2,2,6,7,15,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA10,FALSE,8,2,5,6,13,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA10,FALSE,10,3,4,3,10,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA10,FALSE,9,2,3,4,9,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA10,FALSE,4,2,4,2,8,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA10,FALSE,5,2,4,1,7,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA10,FALSE,7,2,4,1,7,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA11,FALSE,10,2,7,6,15,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA11,FALSE,7,3,5,4,12,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA11,FALSE,5,3,5,3,11,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA11,FALSE,8,2,5,4,11,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA11,FALSE,4,3,4,2,9,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA11,FALSE,6,2,3,4,9,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA11,FALSE,2,2,3,3,8,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA11,FALSE,9,1,5,2,8,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA11,FALSE,1,3,2,1,6,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA11,FALSE,3,1,2,1,4,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA13,FALSE,9,2,4,2,8,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA13,FALSE,1,3,1,0,4,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA13,FALSE,3,2,2,0,4,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA13,FALSE,5,1,2,1,4,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA13,FALSE,7,3,1,0,4,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA13,FALSE,2,2,1,0,3,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA13,FALSE,4,1,1,0,2,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA13,FALSE,10,1,0,0,1,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA13,FALSE,6,0,0,0,0,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA13,FALSE,8,0,0,0,0,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA14,FALSE,1,3,7,9,19,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA14,FALSE,5,3,8,8,19,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA14,FALSE,3,3,8,7,18,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA14,FALSE,4,4,7,7,18,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA14,FALSE,10,3,7,8,18,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA14,FALSE,2,3,6,8,17,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA14,FALSE,8,3,6,8,17,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA14,FALSE,9,3,5,7,15,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA14,FALSE,7,3,6,5,14,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA14,FALSE,6,3,5,2,10,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA16,FALSE,2,5,10,6,21,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA16,FALSE,8,3,8,4,15,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA16,FALSE,7,2,6,5,13,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA16,FALSE,3,2,5,3,10,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA16,FALSE,4,1,3,5,9,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA16,FALSE,9,2,3,2,7,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA16,FALSE,1,1,2,3,6,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA16,FALSE,5,2,2,2,6,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA16,FALSE,6,1,1,4,6,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA16,FALSE,10,1,2,1,4,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA17,FALSE,4,3,8,8,19,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA17,FALSE,3,2,7,8,17,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA17,FALSE,8,2,7,6,15,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA17,FALSE,1,2,5,4,11,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA17,FALSE,2,2,4,3,9,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA17,FALSE,5,2,3,3,8,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA17,FALSE,9,3,3,0,6,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA17,FALSE,10,1,2,2,5,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA17,FALSE,6,2,2,0,4,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA17,FALSE,7,1,1,1,3,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA18,FALSE,10,1,7,8,16,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA18,FALSE,3,1,6,8,15,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA18,FALSE,7,2,6,7,15,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA18,FALSE,1,3,6,5,14,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA18,FALSE,2,2,4,7,13,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA18,FALSE,5,2,5,3,10,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA18,FALSE,9,1,4,3,8,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA18,FALSE,4,2,3,1,6,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA18,FALSE,8,1,2,2,5,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA18,FALSE,6,1,2,0,3,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,FALSE,1,4,9,7,20,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,FALSE,5,3,9,7,19,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,FALSE,8,3,9,7,19,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,FALSE,9,4,9,6,19,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,FALSE,10,3,8,7,18,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,FALSE,2,3,8,6,17,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,FALSE,3,3,8,6,17,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,FALSE,4,3,8,3,14,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,FALSE,7,2,6,2,10,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,FALSE,6,2,3,4,9,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA23,FALSE,6,3,8,8,19,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA23,FALSE,8,3,8,8,19,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA23,FALSE,9,2,7,5,14,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA23,FALSE,2,4,8,1,13,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA23,FALSE,4,3,7,2,12,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA23,FALSE,5,5,6,1,12,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA23,FALSE,10,3,7,2,12,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA23,FALSE,1,3,6,2,11,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA23,FALSE,7,3,7,1,11,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA23,FALSE,3,1,6,2,9,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,FALSE,3,2,3,3,8,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,FALSE,4,3,4,1,8,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,FALSE,5,3,3,1,7,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,FALSE,9,3,2,2,7,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,FALSE,6,2,4,0,6,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,FALSE,7,3,3,0,6,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,FALSE,1,2,3,0,5,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,FALSE,8,2,3,0,5,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,FALSE,10,2,3,0,5,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,FALSE,2,2,2,0,4,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,FALSE,2,2,8,8,18,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,FALSE,7,1,7,7,15,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,FALSE,10,2,8,5,15,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,FALSE,8,2,6,3,11,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,FALSE,3,2,6,0,8,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,FALSE,6,1,3,2,6,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,FALSE,4,1,2,1,4,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,FALSE,5,1,2,1,4,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,FALSE,9,1,2,1,4,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,FALSE,1,1,2,0,3,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,FALSE,2,2,9,8,19,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,FALSE,1,1,8,8,17,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,FALSE,4,1,7,8,16,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,FALSE,7,1,7,8,16,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,FALSE,9,2,6,6,14,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,FALSE,5,2,6,5,13,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,FALSE,8,1,4,7,12,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,FALSE,10,1,5,6,12,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,FALSE,6,5,6,0,11,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,FALSE,3,2,5,2,9,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA29,FALSE,1,4,10,9,23,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA29,FALSE,6,5,10,8,23,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA29,FALSE,3,4,9,9,22,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA29,FALSE,4,4,9,9,22,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA29,FALSE,9,4,9,8,21,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA29,FALSE,5,4,9,7,20,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA29,FALSE,7,3,9,8,20,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA29,FALSE,8,3,9,7,19,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA29,FALSE,2,4,7,6,17,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA29,FALSE,10,3,8,6,17,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,FALSE,5,4,6,6,16,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,FALSE,8,3,7,5,15,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,FALSE,3,2,7,4,13,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,FALSE,2,2,5,5,12,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,FALSE,7,2,6,3,11,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,FALSE,1,2,5,3,10,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,FALSE,10,3,4,1,8,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,FALSE,9,1,3,2,6,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,FALSE,4,1,3,1,5,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,FALSE,6,1,2,2,5,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,FALSE,6,4,7,4,15,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,FALSE,7,2,7,6,15,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,FALSE,2,4,7,3,14,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,FALSE,4,3,6,4,13,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,FALSE,5,3,7,2,12,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,FALSE,8,3,6,3,12,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,FALSE,10,3,7,1,11,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,FALSE,1,4,5,1,10,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,FALSE,9,3,6,1,10,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,FALSE,3,2,3,0,5,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,FALSE,1,4,8,9,21,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,FALSE,9,5,8,8,21,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,FALSE,6,4,6,7,17,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,FALSE,7,3,6,8,17,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,FALSE,10,3,6,8,17,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,FALSE,2,3,5,8,16,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,FALSE,3,3,6,7,16,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,FALSE,5,3,7,4,14,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,FALSE,8,4,6,3,13,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,FALSE,4,4,5,2,11,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,FALSE,9,10,9,1,20,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,FALSE,1,4,7,6,17,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,FALSE,7,8,9,0,17,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,FALSE,6,3,7,6,16,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,FALSE,8,2,7,2,11,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,FALSE,10,4,6,1,11,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,FALSE,3,2,4,1,7,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,FALSE,2,3,2,1,6,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,FALSE,5,2,2,2,6,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,FALSE,4,2,1,1,4,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,FALSE,5,3,4,1,8,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,FALSE,6,3,4,1,8,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,FALSE,10,2,3,1,6,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,FALSE,1,3,2,0,5,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,FALSE,2,2,3,0,5,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,FALSE,4,2,3,0,5,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,FALSE,7,3,2,0,5,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,FALSE,9,2,3,0,5,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,FALSE,3,2,2,0,4,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,FALSE,8,2,2,0,4,Denmark,55.945,10.213,15
Schmidt,NS,1,MA,MA12,FALSE,10,5,7,4,16,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA12,FALSE,1,5,7,3,15,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA12,FALSE,2,4,7,3,14,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA12,FALSE,4,4,7,1,12,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA12,FALSE,5,3,5,3,11,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA12,FALSE,6,3,5,3,11,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA12,FALSE,7,4,7,0,11,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA12,FALSE,9,4,6,1,11,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA12,FALSE,3,3,6,1,10,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA12,FALSE,8,3,4,0,7,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA13,FALSE,7,4,9,8,21,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA13,FALSE,3,3,7,3,13,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA13,FALSE,2,2,6,4,12,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA13,FALSE,6,3,7,1,11,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA13,FALSE,1,3,5,0,8,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA13,FALSE,9,1,6,1,8,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA13,FALSE,10,1,6,1,8,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA13,FALSE,4,2,4,0,6,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA13,FALSE,8,2,3,0,5,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA13,FALSE,5,1,2,0,3,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA18,FALSE,6,3,9,9,21,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA18,FALSE,8,3,9,9,21,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA18,FALSE,9,2,9,9,20,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA18,FALSE,5,1,9,9,19,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA18,FALSE,3,2,6,5,13,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA18,FALSE,7,1,8,4,13,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA18,FALSE,2,2,6,4,12,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA18,FALSE,10,1,6,5,12,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA18,FALSE,4,1,4,4,9,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA18,FALSE,1,1,2,1,4,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA19,FALSE,9,2,8,7,17,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA19,FALSE,10,3,7,6,16,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA19,FALSE,8,2,7,6,15,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA19,FALSE,1,2,5,4,11,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA19,FALSE,2,1,5,5,11,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA19,FALSE,4,3,4,4,11,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA19,FALSE,3,2,4,4,10,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA19,FALSE,5,2,4,4,10,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA19,FALSE,7,1,3,5,9,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA19,FALSE,6,3,3,2,8,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA20,FALSE,5,4,7,7,18,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA20,FALSE,3,4,7,6,17,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA20,FALSE,7,3,6,8,17,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA20,FALSE,9,3,6,6,15,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA20,FALSE,4,4,5,5,14,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA20,FALSE,6,3,5,5,13,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA20,FALSE,8,3,5,5,13,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA20,FALSE,1,3,5,4,12,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA20,FALSE,10,3,4,5,12,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA20,FALSE,2,3,4,4,11,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA21,FALSE,1,4,7,5,16,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA21,FALSE,4,3,9,4,16,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA21,FALSE,10,3,6,7,16,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA21,FALSE,2,4,7,4,15,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA21,FALSE,3,3,7,3,13,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA21,FALSE,5,2,5,6,13,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA21,FALSE,7,3,5,4,12,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA21,FALSE,9,3,5,0,8,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA21,FALSE,6,3,3,1,7,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA21,FALSE,8,2,4,0,6,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA23,FALSE,6,4,8,6,18,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA23,FALSE,5,2,7,4,13,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA23,FALSE,10,2,7,4,13,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA23,FALSE,2,3,5,3,11,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA23,FALSE,4,3,7,1,11,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA23,FALSE,1,2,4,4,10,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA23,FALSE,3,3,5,2,10,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA23,FALSE,7,2,5,3,10,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA23,FALSE,8,2,3,1,6,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA23,FALSE,9,1,2,3,6,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,FALSE,9,4,6,6,16,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,FALSE,2,3,4,6,13,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,FALSE,10,3,5,5,13,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,FALSE,6,3,4,2,9,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,FALSE,1,3,2,2,7,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,FALSE,4,3,3,1,7,Austria,48.375,15.56,572
