Model	Trait	Sex	Population	Line	Coef_Parsch	Coef_Vieira	SE_Parsch	SE_Vieira
lmer_pop	HSM	M	VA	VA66	411.282869021315	345.157641190187	30.2747159244645	16.2096551501658
lmer_pop	HSM	M	VA	VA67	366.182869021315	317.791641190187	29.2574900035362	17.1525476558819
lmer_pop	HSM	M	VA	VA71	369.881869021315	353.055641190187	29.2579319895823	17.1184384827384
lmer_pop	HSM	M	VA	VA9	143.094869021315	353.996641190187	28.9422590912842	15.0731476171136
lmer_pop	HSM	M	YE	YE11	230.92510608724	281.648921862007	28.5342370768588	16.301018438239
lmer_pop	HSM	M	YE	YE13	339.58310608724	349.018921862007	28.5342370768588	15.7607381528851
lmer_pop	HSM	M	YE	YE15	292.57310608724	326.745921862007	28.6764569735939	15.7129155513485
lmer_pop	HSM	M	YE	YE19	342.62410608724	292.138921862007	28.752027555607	15.6466044279201
lmer_pop	HSM	M	YE	YE21	317.80310608724	325.682921862007	28.6585660066651	15.9259946980968
lmer_pop	HSM	M	YE	YE22	78.8941060872401	314.961921862007	29.4059974249877	15.66818672099
lmer_pop	HSM	M	YE	YE23	218.92910608724	301.234921862007	28.0038156964079	15.140405877116
lmer_pop	HSM	M	YE	YE24	303.52010608724	379.064921862007	28.4345466037069	15.8657476068356
lmer_pop	HSM	M	YE	YE26	292.02810608724	345.161921862007	28.7723789172599	15.0660947535786
lmer_pop	HSM	M	YE	YE33	205.57310608724	274.401921862007	28.3896841398136	15.3814507483465
lmer_pop	HSM	M	YE	YE40	125.43510608724	320.524921862007	28.3896841398136	15.4681865492956
lmer_pop	HSM	M	YE	YE48	289.24110608724	364.765921862007	28.6529031785329	16.8400352471071
lmer_pop	HSM	M	YE	YE51	298.90610608724	287.801921862007	28.7282124149482	15.9516523007433
lmer_pop	HSM	M	YE	YE69	315.12210608724	357.921921862007	28.7295333334599	16.4966587563606
lmer_pop	HSM	M	YE	YE80	218.57310608724	366.510921862007	28.6307336538619	16.2481510063086
lmer_pop	HSM	M	AK	AK12	NA	327.868214832189	NA	16.3590124542317
lmer_pop	HSM	M	AK	AK15	NA	333.184214832189	NA	14.8424793574965
lmer_pop	HSM	M	AK	AK16	NA	347.495214832189	NA	17.3687948193796
lmer_pop	HSM	M	AK	AK19	NA	298.502214832189	NA	14.6975399804766
lmer_pop	HSM	M	AK	AK2	NA	367.860214832188	NA	15.416472634092
lmer_pop	HSM	M	AK	AK5	NA	314.946214832189	NA	15.3848012167109
lmer_pop	HSM	M	KA	KA13	NA	303.929051930491	NA	16.7690486404842
lmer_pop	HSM	M	KA	KA16	NA	333.118051930491	NA	17.4389045328807
lmer_pop	HSM	M	KA	KA2	NA	317.729051930491	NA	15.0385445873903
lmer_pop	HSM	M	KA	KA25	NA	330.068051930491	NA	16.0223788279683
lmer_pop	HSM	M	KA	KA6	NA	284.315051930491	NA	15.8582263606913
lmer_pop	HSM	M	MA	MA13	NA	319.002861189006	NA	16.1175436499973
lmer_pop	HSM	M	MA	MA27	NA	308.383861189006	NA	15.8603476730356
lmer_pop	HSM	M	MA	MA28	NA	322.470861189006	NA	15.7940306859765
lmer_pop	HSM	M	MA	MA31	NA	315.008861189006	NA	16.1646831181303
lmer_pop	HSM	M	MA	MA32	NA	335.303861189006	NA	16.103651427846
lmer_pop	HSM	M	MU	MU12	NA	325.21794019397	NA	14.6619854127601
lmer_pop	HSM	M	MU	MU13	NA	310.11594019397	NA	14.6147188903513
lmer_pop	HSM	M	MU	MU16	NA	324.05194019397	NA	15.6719317011015
lmer_pop	HSM	M	MU	MU19	NA	314.09894019397	NA	14.6383362525934
lmer_pop	HSM	M	MU	MU8	NA	282.62694019397	NA	14.9767617409102
lmer_pop	HSM	M	RE	RE9	NA	353.694001357534	NA	17.7651260991734
lmer_pop	HSM	M	UM	UM22	NA	220.687130884785	NA	16.6512480870761
lmer_pop	HSM	M	UM	UM24	NA	317.041130884785	NA	16.7860173316172
lmer_pop	HSM	M	UM	UM6	NA	323.159130884785	NA	14.5624803470204
lmer_pop	HSM	M	UM	UM8	NA	319.686130884785	NA	14.9453266895493
lmer_pop	HSM	M	VA	VA11	NA	316.013641190187	NA	15.0040134326552
lmer_pop	HSM	M	VA	VA15	NA	364.117641190187	NA	16.4272407630526
lmer_pop	HSM	M	VA	VA35	NA	293.151641190187	NA	16.2479512581525
lmer_pop	HSM	M	VA	VA44	NA	286.929641190187	NA	15.0263057365175
lmer_pop	HSM	M	VA	VA46	NA	259.885641190187	NA	15.0731476171136
lmer_pop	HSM	M	YE	YE14	NA	332.239921862007	NA	15.99019706332
lmer_pop	HSM	M	YE	YE20	NA	321.148921862007	NA	15.7607381528851
lmer_pop	HSM	M	YE	YE27	NA	295.855921862007	NA	15.1151167750636
lmer_pop	HSM	M	YE	YE41	NA	305.514921862007	NA	15.9516523007433
lmer_pop	HSM	M	YE	YE49	NA	357.552921862007	NA	17.4356986416894
