"","Supervisor.PI","Batch","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"21","Fricke","2","KA",50.9545454545455,24.5269089791042,54.5,1,96,5.22915456433388,0.481348793523901,52
"22","Fricke","2","MA",47.1290322580645,30.9027959204167,34,0,99,5.55030599475823,0.655706142048541,28
"23","Fricke","2","MU",52.1333333333333,27.0155158240241,54,0,94,6.97537619170988,0.518200431407111,73
"24","Fricke","2","RE",71.875,47.006205264128,69.5,0,153,11.751551316032,0.653999377587868,0
"25","Fricke","2","UM",26.2857142857143,23.5969126309839,22,0,77,5.14926849041634,0.897708632700473,0
"26","Fricke","2","VA",42.875,33.3640166750895,43.5,0,109,6.81040138530656,0.778169485133284,0
"27","Fricke","2","YE",66.6363636363636,42.9634093788487,48,8,128,12.9539553294616,0.644744206231017,48
"28","Fricke","3","AK",45.25,32.3830136718015,48,0,138,4.67408541514649,0.715646710979039,0
"29","Fricke","3","GI",46.5909090909091,33.5667906900472,38,0,110,7.15646382087689,0.720457946518086,0
"30","Fricke","3","KA",47.3095238095238,29.6158231399284,37,0,113,4.56982072237579,0.626001294351782,28
"31","Fricke","3","MA",55.0212765957447,40.3519782186817,57,0,173,5.88594095979123,0.733388621917262,0
"32","Fricke","3","MU",39.2,27.4708623064888,33.5,0,85,5.01547031979411,0.70078730373696,0
"33","Fricke","3","RE",48.5,42.154477816716,35,0,136,7.025746302786,0.869164491066309,2
"34","Fricke","3","UM",49.8333333333333,35.588726744074,52,0,123,6.49758281020557,0.714155051720548,0
"35","Fricke","3","VA",48.8888888888889,46.8906190909243,35,0,156,7.81510318182072,0.959126299587089,0
"36","Fricke","3","YE",53.1666666666667,35.5722512286089,63.5,0,104,6.49457480638331,0.669070556023991,0
"37","Fricke","4","AK",53.4285714285714,54.4176967014014,52,0,148,20.5679560561211,1.0185130398658,0
"38","Fricke","4","GI",45.1875,30.463571141064,48,0,83,7.615892785266,0.674159250701278,0
"39","Fricke","4","KA",48.8666666666667,31.4367089032339,32,4,99,8.11692333611969,0.643316007569589,32
"40","Fricke","4","MA",47.4285714285714,52.6967966858744,25,6,161,19.9175169886509,1.11107703855759,161
"41","Fricke","4","MU",43.75,43.8738722552121,29,10,107,21.936936127606,1.00283136583342,39
"42","Fricke","4","RE",44.7777777777778,38.9672226934952,30,0,104,12.9890742311651,0.870235742534631,0
"43","Fricke","4","UM",23.4615384615385,15.9458217338973,22,0,49,4.42257522238267,0.679657975543163,0
"44","Fricke","4","VA",31.75,54.487766211019,7,0,113,27.2438831055095,1.71615011688249,0
"45","Fricke","4","YE",39.5,31.5232340617882,47.5,0,76,11.1451462850106,0.798056558526284,0
"46","Fricke","5","AK",31.6666666666667,22.1434715736565,22,16,57,12.7845392738434,0.699267523378626,22
"47","Fricke","5","KA",63.5,79.9030662740799,63.5,7,120,56.5,1.25831600431622,7
"48","Fricke","5","MU",50.9285714285714,39.8564043414978,43.5,3,156,10.6520721224725,0.782594194643716,3
"49","Fricke","5","RE",0,NA,0,0,0,NA,NA,0
"50","Fricke","5","VA",41.1,23.0672928624059,44,3,73,7.29451848993475,0.561248001518391,23
"51","Fricke","6","AK",53.7857142857143,56.4898609982747,40,0,143,15.0975504058591,1.05027630010072,0
"52","Fricke","6","GI",49.6666666666667,30.0541178542974,43,4,113,10.0180392847658,0.605116466865049,45
"53","Fricke","6","KA",42.2,52.2656675074566,13,0,113,23.373917087215,1.23852292671698,0
"54","Fricke","6","MA",36,15.556349186104,36,25,47,11,0.432120810725112,25
"55","Fricke","6","MU",65.6153846153846,44.1862317574499,53,10,164,12.2550557131555,0.673412676256564,86
"56","Fricke","6","RE",72,7.07106781186548,72,67,77,5,0.0982092751647983,67
"57","Fricke","6","UM",20.5,30.7300070506554,8.5,0,65,15.3650035253277,1.49902473417831,0
"58","Fricke","6","VA",57,33.2866339541865,46,35,116,14.8862352527427,0.583976034283973,46
"59","Fricke","6","YE",70.1428571428571,47.8310518785603,58,0,136,18.078438316757,0.681909089918375,0
"60","Fricke","7","AK",91.8,50.4948842293289,111,0,139,15.9678844351196,0.550053205112516,0
"61","Fricke","7","GI",60.0833333333333,39.7022058771947,72,0,132,11.4610396253101,0.660785673406846,0
"62","Fricke","7","KA",56.36,47.8729916898175,52,0,146,9.5745983379635,0.849414330905207,0
"63","Fricke","7","MA",60.6153846153846,31.8185964008955,50,13,115,8.82489083359404,0.524926082755889,89
"64","Fricke","7","MU",87.9230769230769,62.9024152648676,74.5,0,180,12.3361785726029,0.715425545444688,0
"65","Fricke","7","RE",55.9090909090909,54.5517269120869,28,0,135,16.4479645303023,0.975721944769035,0
"66","Fricke","7","UM",62.3333333333333,61.7816291220108,52,0,197,17.8348201022833,0.991149130299639,0
"67","Fricke","7","VA",63.4166666666667,32.8784492371892,70.5,23,108,9.4911907588143,0.51845123632887,23
"68","Fricke","7","YE",59.1304347826087,45.0689414804254,63,0,137,9.39752392496349,0.762195333860135,0
"69","Fricke","8","MU",67,37.7094152699296,74,29,122,16.8641631870662,0.562827093581039,122
"70","Fricke","8","UM",60.5,4.94974746830583,60.5,57,64,3.5,0.0818140077405923,64
"71","Fricke","8","VA",75.2,42.192416380198,65,25,124,18.8690222322197,0.561069366757952,49
"72","Fricke","8","YE",15.5,4.94974746830583,15.5,12,19,3.5,0.319338546342312,19
