"Country","Population","Line","PC1_F9","PC2_F9","Longitude","Latitude","Altitude","Location","PC1_clim","PC2_clim"
"Ukraine","UM","UM17",0.645221599034251,-0.729219713606668,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM18",0.676386082236176,-0.915802308630418,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM2",-0.860281276648565,-1.27396520785595,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM20",1.62388876699181,-0.557319646254708,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM21",-1.08989865839843,-1.21481832402585,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM22",1.77199504002506,-2.31372657296393,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM23",0.902436895080894,-0.0301368704402702,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM25",3.64989380858122,0.309451179732394,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM26",0.296868332920637,0.456723811278714,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM28",-0.0924502562511122,-2.73002524528653,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM29",-0.165886929712501,-0.659563114168837,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM4",2.07694956320467,-1.57789288303122,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM5",0.256575151396887,-0.754363928160433,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM7",0.438415855345895,-0.82401524028331,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM9",0.944286033811392,1.48404422346591,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Denmark","KA","KA1",-1.8670822880937,1.54388248902951,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA10",-1.92440841378172,3.07259971441466,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA11",2.00848523779898,0.242799061460322,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA13",-2.18867033403987,-0.779560385939655,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA14",-0.75243744016431,0.786800048251835,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA15",-0.883991343868387,1.0291286711764,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA16",-0.297696024823299,0.707337659513293,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA17",-1.03771551521297,0.305669710500602,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA18",-0.358916530869989,1.51832956902954,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA2",0.411861604777621,2.79928701450696,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA23",-0.354343322074053,0.640034796845773,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA24",-0.0910816603257018,0.449822819004336,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA25",2.03710058831437,-0.328969199137459,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA28",1.79867818047664,2.00467010860683,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA29",2.21799233800935,1.12852708905036,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA3",-0.752868181724358,1.63226918023849,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA5",-1.67759045755543,0.75030489384445,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA6",-0.5281201816353,-1.0638460413835,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA7",-1.23912625517092,2.13367737562415,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA9",0.192875468078649,0.848566177351857,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Russia","VA","VA1",-1.91059883418206,0.527426102072667,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA11",3.55810182992563,0.723695089462272,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA15",1.10637820592841,0.236575813572862,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA18",-0.509998100242868,1.91598154199152,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA22",0.836752297778758,1.91656455893318,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA26",-1.05255155388742,0.194995523878452,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA30",1.24999633701292,0.65629738988385,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA34",0.0935214874926785,1.68250768163067,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA35",0.0380439257193809,-0.456352399816794,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA44",2.57373846296237,-0.133071444539403,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA46",2.42545420803399,0.450972361839674,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA47",2.22328488453316,2.0441688171503,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA48",-0.536322276541256,1.77407419321361,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA55",0.0783686148408009,0.00172191969538978,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA57",2.1660920495366,0.148677898088172,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA6",0.689162127655112,2.53678634928551,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA66",-0.0274629060994572,1.23090507406605,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA67",-0.352784863593413,0.68065143482011,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA71",-0.427971046742425,0.62625110670835,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA9",-2.26861860452421,0.851991769837319,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Finland","AK","AK1",-0.958075920756602,1.31607730452036,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK10",-1.00604232662296,1.07092365875419,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK11",-2.17556680927822,0.765443974590799,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK12",-1.46276704035357,-0.511108218818275,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK13",-0.38370856001486,0.115435931056348,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK14",-0.532354506699173,1.12573002320694,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK15",-1.613429416362,-1.79399251559765,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK16",-0.672416116395626,1.90793636563815,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK17",-1.24446597840416,-0.740934736152594,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK18",-1.97993352337179,0.451038449931121,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK2",-0.418560768108564,0.834963511099431,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK20",-2.81840733235323,0.575795870064383,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK21",-0.423560470618652,0.604214524872374,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK3",-1.45515570602012,1.08381145490693,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK4",-1.18429772651756,1.38558462029751,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK5",-0.808287839172521,1.62781111250303,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK6",-1.25452065799051,1.18112668899634,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK7",-1.60973543663646,0.715122364158098,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK8",-0.650835215460161,0.362541569950053,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK9",-2.87702995614095,-0.587430813952921,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
