"Supervisor.PI","Diet","Batch","Population","Line","Sex","Individual","PercT8","PercT9","PercT10","TotalPerc","Country","Latitude","Longitude","Altitude"
"Schmidt","NS",1,"GI","GI5","F",8,1,7,4,12,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI5","F",5,1,6,4,11,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI7","F",1,3,6,5,14,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI7","F",6,3,6,4,13,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI7","F",5,3,4,4,11,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI7","F",2,3,4,3,10,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI7","F",4,2,4,3,9,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI7","F",7,2,4,2,8,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI7","F",8,2,4,2,8,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI7","F",3,2,3,0,5,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI8","F",4,2,6,7,15,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI8","F",9,2,6,7,15,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI8","F",2,3,7,4,14,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI8","F",10,3,7,4,14,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI8","F",3,3,6,3,12,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI8","F",1,1,6,4,11,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI8","F",8,1,4,1,6,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI8","F",5,1,2,1,4,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI8","F",6,1,3,0,4,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI8","F",7,2,1,0,3,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI9","F",1,3,7,4,14,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI9","F",4,3,7,1,11,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI9","F",5,2,3,3,8,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI9","F",3,2,4,1,7,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI9","F",2,2,4,0,6,"Spain",41.618,0.62,173
"Schmidt","NS",1,"GI","GI9","F",6,2,3,1,6,"Spain",41.618,0.62,173
"Schmidt","NS",1,"KA","KA1","F",5,4,5,4,13,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA1","F",7,3,6,2,11,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA1","F",3,2,4,4,10,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA1","F",9,2,3,3,8,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA1","F",8,3,2,0,5,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA1","F",6,3,1,0,4,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA1","F",1,2,1,0,3,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA1","F",4,1,1,0,2,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA1","F",10,1,1,0,2,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA1","F",2,1,0,0,1,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA10","F",3,3,10,9,22,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA10","F",6,2,8,8,18,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA10","F",1,2,8,7,17,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA10","F",2,2,6,7,15,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA10","F",8,2,5,6,13,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA10","F",10,3,4,3,10,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA10","F",9,2,3,4,9,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA10","F",4,2,4,2,8,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA10","F",5,2,4,1,7,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA10","F",7,2,4,1,7,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA11","F",10,2,7,6,15,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA11","F",7,3,5,4,12,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA11","F",5,3,5,3,11,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA11","F",8,2,5,4,11,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA11","F",4,3,4,2,9,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA11","F",6,2,3,4,9,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA11","F",2,2,3,3,8,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA11","F",9,1,5,2,8,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA11","F",1,3,2,1,6,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA11","F",3,1,2,1,4,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA13","F",9,2,4,2,8,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA13","F",1,3,1,0,4,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA13","F",3,2,2,0,4,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA13","F",5,1,2,1,4,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA13","F",7,3,1,0,4,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA13","F",2,2,1,0,3,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA13","F",4,1,1,0,2,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA13","F",10,1,0,0,1,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA13","F",6,0,0,0,0,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA13","F",8,0,0,0,0,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA14","F",1,3,7,9,19,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA14","F",5,3,8,8,19,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA14","F",3,3,8,7,18,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA14","F",4,4,7,7,18,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA14","F",10,3,7,8,18,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA14","F",2,3,6,8,17,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA14","F",8,3,6,8,17,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA14","F",9,3,5,7,15,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA14","F",7,3,6,5,14,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA14","F",6,3,5,2,10,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA16","F",2,5,10,6,21,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA16","F",8,3,8,4,15,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA16","F",7,2,6,5,13,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA16","F",3,2,5,3,10,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA16","F",4,1,3,5,9,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA16","F",9,2,3,2,7,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA16","F",1,1,2,3,6,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA16","F",5,2,2,2,6,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA16","F",6,1,1,4,6,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA16","F",10,1,2,1,4,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA17","F",4,3,8,8,19,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA17","F",3,2,7,8,17,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA17","F",8,2,7,6,15,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA17","F",1,2,5,4,11,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA17","F",2,2,4,3,9,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA17","F",5,2,3,3,8,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA17","F",9,3,3,0,6,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA17","F",10,1,2,2,5,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA17","F",6,2,2,0,4,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA17","F",7,1,1,1,3,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA18","F",10,1,7,8,16,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA18","F",3,1,6,8,15,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA18","F",7,2,6,7,15,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA18","F",1,3,6,5,14,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA18","F",2,2,4,7,13,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA18","F",5,2,5,3,10,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA18","F",9,1,4,3,8,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA18","F",4,2,3,1,6,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA18","F",8,1,2,2,5,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA18","F",6,1,2,0,3,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA2","F",1,4,9,7,20,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA2","F",5,3,9,7,19,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA2","F",8,3,9,7,19,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA2","F",9,4,9,6,19,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA2","F",10,3,8,7,18,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA2","F",2,3,8,6,17,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA2","F",3,3,8,6,17,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA2","F",4,3,8,3,14,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA2","F",7,2,6,2,10,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA2","F",6,2,3,4,9,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA23","F",6,3,8,8,19,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA23","F",8,3,8,8,19,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA23","F",9,2,7,5,14,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA23","F",2,4,8,1,13,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA23","F",4,3,7,2,12,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA23","F",5,5,6,1,12,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA23","F",10,3,7,2,12,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA23","F",1,3,6,2,11,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA23","F",7,3,7,1,11,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA23","F",3,1,6,2,9,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA24","F",3,2,3,3,8,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA24","F",4,3,4,1,8,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA24","F",5,3,3,1,7,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA24","F",9,3,2,2,7,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA24","F",6,2,4,0,6,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA24","F",7,3,3,0,6,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA24","F",1,2,3,0,5,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA24","F",8,2,3,0,5,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA24","F",10,2,3,0,5,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA24","F",2,2,2,0,4,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA25","F",2,2,8,8,18,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA25","F",7,1,7,7,15,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA25","F",10,2,8,5,15,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA25","F",8,2,6,3,11,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA25","F",3,2,6,0,8,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA25","F",6,1,3,2,6,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA25","F",4,1,2,1,4,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA25","F",5,1,2,1,4,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA25","F",9,1,2,1,4,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA25","F",1,1,2,0,3,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA28","F",2,2,9,8,19,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA28","F",1,1,8,8,17,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA28","F",4,1,7,8,16,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA28","F",7,1,7,8,16,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA28","F",9,2,6,6,14,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA28","F",5,2,6,5,13,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA28","F",8,1,4,7,12,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA28","F",10,1,5,6,12,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA28","F",6,5,6,0,11,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA28","F",3,2,5,2,9,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA29","F",1,4,10,9,23,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA29","F",6,5,10,8,23,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA29","F",3,4,9,9,22,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA29","F",4,4,9,9,22,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA29","F",9,4,9,8,21,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA29","F",5,4,9,7,20,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA29","F",7,3,9,8,20,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA29","F",8,3,9,7,19,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA29","F",2,4,7,6,17,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA29","F",10,3,8,6,17,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA3","F",5,4,6,6,16,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA3","F",8,3,7,5,15,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA3","F",3,2,7,4,13,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA3","F",2,2,5,5,12,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA3","F",7,2,6,3,11,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA3","F",1,2,5,3,10,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA3","F",10,3,4,1,8,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA3","F",9,1,3,2,6,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA3","F",4,1,3,1,5,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA3","F",6,1,2,2,5,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA5","F",6,4,7,4,15,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA5","F",7,2,7,6,15,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA5","F",2,4,7,3,14,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA5","F",4,3,6,4,13,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA5","F",5,3,7,2,12,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA5","F",8,3,6,3,12,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA5","F",10,3,7,1,11,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA5","F",1,4,5,1,10,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA5","F",9,3,6,1,10,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA5","F",3,2,3,0,5,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA6","F",1,4,8,9,21,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA6","F",9,5,8,8,21,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA6","F",6,4,6,7,17,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA6","F",7,3,6,8,17,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA6","F",10,3,6,8,17,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA6","F",2,3,5,8,16,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA6","F",3,3,6,7,16,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA6","F",5,3,7,4,14,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA6","F",8,4,6,3,13,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA6","F",4,4,5,2,11,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA7","F",9,10,9,1,20,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA7","F",1,4,7,6,17,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA7","F",7,8,9,0,17,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA7","F",6,3,7,6,16,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA7","F",8,2,7,2,11,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA7","F",10,4,6,1,11,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA7","F",3,2,4,1,7,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA7","F",2,3,2,1,6,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA7","F",5,2,2,2,6,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA7","F",4,2,1,1,4,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA9","F",5,3,4,1,8,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA9","F",6,3,4,1,8,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA9","F",10,2,3,1,6,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA9","F",1,3,2,0,5,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA9","F",2,2,3,0,5,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA9","F",4,2,3,0,5,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA9","F",7,3,2,0,5,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA9","F",9,2,3,0,5,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA9","F",3,2,2,0,4,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"KA","KA9","F",8,2,2,0,4,"Denmark",55.945,10.213,15
"Schmidt","NS",1,"MA","MA12","F",10,5,7,4,16,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA12","F",1,5,7,3,15,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA12","F",2,4,7,3,14,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA12","F",4,4,7,1,12,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA12","F",5,3,5,3,11,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA12","F",6,3,5,3,11,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA12","F",7,4,7,0,11,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA12","F",9,4,6,1,11,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA12","F",3,3,6,1,10,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA12","F",8,3,4,0,7,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA13","F",7,4,9,8,21,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA13","F",3,3,7,3,13,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA13","F",2,2,6,4,12,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA13","F",6,3,7,1,11,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA13","F",1,3,5,0,8,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA13","F",9,1,6,1,8,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA13","F",10,1,6,1,8,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA13","F",4,2,4,0,6,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA13","F",8,2,3,0,5,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA13","F",5,1,2,0,3,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA18","F",6,3,9,9,21,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA18","F",8,3,9,9,21,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA18","F",9,2,9,9,20,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA18","F",5,1,9,9,19,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA18","F",3,2,6,5,13,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA18","F",7,1,8,4,13,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA18","F",2,2,6,4,12,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA18","F",10,1,6,5,12,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA18","F",4,1,4,4,9,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA18","F",1,1,2,1,4,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA19","F",9,2,8,7,17,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA19","F",10,3,7,6,16,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA19","F",8,2,7,6,15,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA19","F",1,2,5,4,11,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA19","F",2,1,5,5,11,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA19","F",4,3,4,4,11,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA19","F",3,2,4,4,10,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA19","F",5,2,4,4,10,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA19","F",7,1,3,5,9,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA19","F",6,3,3,2,8,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA20","F",5,4,7,7,18,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA20","F",3,4,7,6,17,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA20","F",7,3,6,8,17,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA20","F",9,3,6,6,15,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA20","F",4,4,5,5,14,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA20","F",6,3,5,5,13,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA20","F",8,3,5,5,13,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA20","F",1,3,5,4,12,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA20","F",10,3,4,5,12,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA20","F",2,3,4,4,11,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA21","F",1,4,7,5,16,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA21","F",4,3,9,4,16,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA21","F",10,3,6,7,16,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA21","F",2,4,7,4,15,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA21","F",3,3,7,3,13,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA21","F",5,2,5,6,13,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA21","F",7,3,5,4,12,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA21","F",9,3,5,0,8,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA21","F",6,3,3,1,7,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA21","F",8,2,4,0,6,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA23","F",6,4,8,6,18,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA23","F",5,2,7,4,13,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA23","F",10,2,7,4,13,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA23","F",2,3,5,3,11,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA23","F",4,3,7,1,11,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA23","F",1,2,4,4,10,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA23","F",3,3,5,2,10,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA23","F",7,2,5,3,10,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA23","F",8,2,3,1,6,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA23","F",9,1,2,3,6,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA26","F",9,4,6,6,16,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA26","F",2,3,4,6,13,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA26","F",10,3,5,5,13,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA26","F",6,3,4,2,9,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA26","F",1,3,2,2,7,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA26","F",4,3,3,1,7,"Austria",48.375,15.56,572
