"Supervisor.PI","Diet","Batch","Population","Sex","ReplicateCageOld","ReplicateCage","Individual","Censor","LSP_AgeAtDeath_days","Country","Latitude","Longitude","Altitude"
"Flatt","S",1,"MA","M",8,"Flatt_MA_M_8",60,0,87,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",1,0,9,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",2,1,11,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",3,1,11,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",4,1,31,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",5,1,33,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",6,0,33,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",7,0,33,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",8,0,33,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",9,1,36,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",10,1,36,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",11,0,36,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",12,0,36,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",13,0,38,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",14,0,40,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",15,0,40,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",16,0,40,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",17,0,40,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",18,0,40,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",19,0,40,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",20,0,40,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",21,0,40,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",22,1,43,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",23,1,43,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",24,0,43,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",25,0,43,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",26,0,45,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",27,0,45,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",28,0,45,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",29,0,45,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",30,1,47,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",31,0,47,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",32,0,50,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",33,0,50,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",34,0,52,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",35,0,52,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",36,0,52,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",37,0,52,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",38,0,54,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",39,0,54,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",40,0,57,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",41,0,57,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",42,0,57,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",43,0,57,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",44,0,57,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",45,0,57,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",46,0,59,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",47,0,59,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",48,0,61,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",49,0,61,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",50,0,64,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",51,0,64,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",52,0,66,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",53,0,68,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",54,0,68,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",55,0,71,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",56,0,71,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",57,0,73,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",58,0,80,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",9,"Flatt_MA_M_9",59,1,85,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",1,1,31,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",2,0,31,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",3,0,33,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",4,0,33,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",5,0,33,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",6,1,36,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",7,1,36,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",8,0,38,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",9,0,40,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",10,0,40,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",11,0,40,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",12,0,40,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",13,0,40,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",14,0,43,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",15,0,43,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",16,0,43,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",17,0,45,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",18,0,45,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",19,0,47,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",20,0,47,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",21,0,47,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",22,1,50,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",23,1,50,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",24,0,50,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",25,0,50,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",26,0,52,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",27,0,52,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",28,0,52,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",29,0,52,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",30,0,52,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",31,0,54,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",32,0,54,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",33,0,54,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",34,0,57,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",35,0,57,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",36,0,57,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",37,0,57,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",38,0,57,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",39,0,57,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",40,0,57,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",41,0,57,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",42,0,59,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",43,0,59,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",44,0,59,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",45,0,61,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",46,0,61,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",47,0,64,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",48,0,64,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",49,0,64,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",50,0,66,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",51,0,66,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",52,0,66,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",53,0,66,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",54,0,68,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",55,0,68,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","M",10,"Flatt_MA_M_10",56,0,75,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",1,1,12,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",2,1,16,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",3,1,24,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",4,0,24,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",5,1,30,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",6,0,30,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",7,0,30,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",8,0,32,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",9,0,32,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",10,0,32,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",11,0,34,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",12,0,34,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",13,0,34,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",14,0,34,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",15,0,34,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",16,0,37,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",17,1,39,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",18,0,39,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",19,0,39,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",20,0,39,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",21,0,39,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",22,0,39,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",23,0,41,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",24,0,41,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",25,0,41,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",26,0,44,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",27,0,44,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",28,0,44,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",29,0,44,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",30,0,44,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",31,0,44,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",32,0,46,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",33,0,46,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",34,0,46,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",35,0,46,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",36,0,46,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",37,0,46,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",38,0,48,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",39,0,48,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",40,0,48,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",41,0,51,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",42,0,51,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",43,0,51,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",44,0,51,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",45,0,51,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",46,0,51,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",47,0,53,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",48,0,53,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",49,0,53,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",50,0,55,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",51,0,55,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",52,0,55,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",53,0,58,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",54,0,60,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",55,0,60,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",56,0,62,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",57,0,67,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",58,0,69,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",59,0,74,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",1,"Flatt_MA_F_1",60,0,74,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",1,0,14,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",2,1,16,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",3,0,18,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",4,0,25,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",5,1,30,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",6,1,30,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",7,0,30,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",8,0,30,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",9,0,34,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",10,1,37,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",11,0,37,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",12,1,39,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",13,1,39,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",14,0,39,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",15,0,39,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",16,0,39,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",17,0,39,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",18,0,39,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",19,0,39,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",20,0,41,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",21,0,41,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",22,0,41,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",23,0,44,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",24,0,44,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",25,0,44,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",26,0,44,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",27,0,46,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",28,0,46,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",29,1,46,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",30,0,48,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",31,0,48,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",32,0,48,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",33,0,48,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",34,0,51,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",35,0,51,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",36,0,51,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",37,0,51,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",38,0,51,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",39,0,51,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",40,0,53,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",41,0,53,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",42,0,53,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",43,0,55,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",44,0,55,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",45,0,55,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",46,0,55,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",47,0,55,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",48,1,55,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",49,0,58,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",50,0,58,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",51,0,60,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",52,0,60,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",53,0,60,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",54,0,60,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",55,0,62,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",56,0,65,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",57,0,65,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",58,0,69,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",59,0,74,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",60,0,76,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",2,"Flatt_MA_F_2",61,1,76,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",1,1,10,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",2,0,18,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",3,0,30,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",4,0,30,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",5,0,32,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",6,0,34,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",7,0,37,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",8,0,37,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",9,0,37,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",10,1,39,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",11,0,39,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",12,0,39,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",13,0,39,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",14,0,39,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",15,0,39,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",16,0,41,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",17,0,41,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",18,0,44,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",19,0,44,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",20,1,44,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",21,1,44,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",22,0,46,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",23,0,46,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",24,0,46,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",25,0,46,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",26,0,46,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",27,0,48,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",28,0,48,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",29,0,48,"Austria",48.375,15.56,572
"Flatt","S",1,"MA","F",3,"Flatt_MA_F_3",30,0,48,"Austria",48.375,15.56,572
