Model	Trait	Lab	Sex	Population	Line	Value_re	SE_re
lmer_pop	SR	Pasyukova	F	AK	AK1	-0.362	3.594
lmer_pop	SR	Pasyukova	F	AK	AK10	8.406	3.594
lmer_pop	SR	Pasyukova	F	AK	AK11	-12.766	3.594
lmer_pop	SR	Pasyukova	F	AK	AK12	-6.501	3.594
lmer_pop	SR	Pasyukova	F	AK	AK13	2.133	3.594
lmer_pop	SR	Pasyukova	F	AK	AK14	10.854	3.596
lmer_pop	SR	Pasyukova	F	AK	AK15	-25.384	3.594
lmer_pop	SR	Pasyukova	F	AK	AK16	15.883	3.594
lmer_pop	SR	Pasyukova	F	AK	AK17	9.65	3.596
lmer_pop	SR	Pasyukova	F	AK	AK18	-10.921	3.594
lmer_pop	SR	Pasyukova	F	AK	AK19	1.444	3.596
lmer_pop	SR	Pasyukova	F	AK	AK2	-10.485	3.594
lmer_pop	SR	Pasyukova	F	AK	AK20	-5.146	3.594
lmer_pop	SR	Pasyukova	F	AK	AK21	10.679	3.594
lmer_pop	SR	Pasyukova	F	AK	AK24	8.431	3.596
lmer_pop	SR	Pasyukova	F	AK	AK3	-4.241	3.756
lmer_pop	SR	Pasyukova	F	AK	AK4	3.915	3.594
lmer_pop	SR	Pasyukova	F	AK	AK5	8.581	3.596
lmer_pop	SR	Pasyukova	F	AK	AK6	-1.994	3.594
lmer_pop	SR	Pasyukova	F	AK	AK7	16.415	3.596
lmer_pop	SR	Pasyukova	F	AK	AK8	-3.222	3.594
lmer_pop	SR	Pasyukova	F	AK	AK9	-15.372	3.596
lmer_pop	SR	Pasyukova	F	GI	GI1	-16.997	3.672
lmer_pop	SR	Pasyukova	F	GI	GI10	-1.273	3.594
lmer_pop	SR	Pasyukova	F	GI	GI11	-4.561	3.594
lmer_pop	SR	Pasyukova	F	GI	GI13	0.667	3.596
lmer_pop	SR	Pasyukova	F	GI	GI14	5.282	3.598
lmer_pop	SR	Pasyukova	F	GI	GI2	-6.414	3.594
lmer_pop	SR	Pasyukova	F	GI	GI3	-7.911	3.594
lmer_pop	SR	Pasyukova	F	GI	GI4	17.242	3.594
lmer_pop	SR	Pasyukova	F	GI	GI5	2.592	3.596
lmer_pop	SR	Pasyukova	F	GI	GI6	-0.41	3.594
lmer_pop	SR	Pasyukova	F	GI	GI7	-3.705	3.594
lmer_pop	SR	Pasyukova	F	GI	GI8	-2.699	3.594
lmer_pop	SR	Pasyukova	F	GI	GI9	18.188	3.594
lmer_pop	SR	Pasyukova	F	KA	KA1	0.679	3.594
lmer_pop	SR	Pasyukova	F	KA	KA10	10.988	3.594
lmer_pop	SR	Pasyukova	F	KA	KA11	7.871	3.594
lmer_pop	SR	Pasyukova	F	KA	KA13	-13.515	3.594
lmer_pop	SR	Pasyukova	F	KA	KA14	-5.388	3.594
