Model	Trait	Sex	Population	Line	Estimate_Schmidt	Estimate_Gibert	Estimate_Grath	Estimate_Hoedjes	Estimate_StamenkovicRadak	Estimate_Zwaan	SE_Schmidt	SE_Gibert	SE_Grath	SE_Hoedjes	SE_StamenkovicRadak	SE_Zwaan
lmer_pop	DT_A	M	MU	MU11	26.136	-4.369	NA	0.486	9.01	-0.117	5.036	2.14	NA	2.583	7.071	2.717
lmer_pop	DT_A	M	MU	MU12	2.675	-0.777	NA	-4.583	6.665	-3.384	4.654	2.01	NA	2.232	6.713	2.437
lmer_pop	DT_A	M	MU	MU13	-13.054	6.028	-0.039	5.183	-10.472	-2.461	5.839	1.892	2.878	2.166	6.797	2.605
lmer_pop	DT_A	M	MU	MU14	6.87	-4.989	3.941	-0.909	-1.205	-2.825	6.206	2.021	2.698	2.402	6.853	2.496
lmer_pop	DT_A	M	MU	MU15	0.646	8.016	-1.614	2.753	-4.942	-3.2	6.206	1.966	2.666	2.139	6.764	2.237
lmer_pop	DT_A	M	MU	MU16	13.575	2.424	NA	-5.958	-4.513	1.213	5.839	2.012	NA	2.155	6.749	2.402
lmer_pop	DT_A	M	MU	MU17	-10.549	16.698	NA	2.932	9.033	4.798	3.699	1.836	NA	2.327	6.739	2.485
lmer_pop	DT_A	M	MU	MU18	NA	-1.176	NA	4.2	-7.5	-0.226	NA	1.854	NA	2.313	6.647	3.058
lmer_pop	DT_A	M	MU	MU19	-4.54	-0.394	NA	-1.15	-9.426	1.53	6.206	1.359	NA	2.311	6.77	2.867
lmer_pop	DT_A	M	MU	MU2	2.339	-9.093	NA	-3.758	5.761	-4.561	6.652	1.91	NA	2.068	6.761	1.815
lmer_pop	DT_A	M	MU	MU20	-15.119	1.932	NA	0.672	-2.51	3.429	4.654	2.04	NA	2.385	6.713	2.335
lmer_pop	DT_A	M	MU	MU3	-14.089	-9.271	-2.884	-5.308	-10.958	-4.08	4.216	2.038	2.698	2.411	6.818	2.303
lmer_pop	DT_A	M	MU	MU4	0.268	5.674	-10.618	4.076	-4.478	-1.671	4.834	1.892	2.606	2.23	6.679	2.114
lmer_pop	DT_A	M	MU	MU5	-9.945	3.67	1.037	1.277	5.806	-1.895	7.939	1.885	2.698	2.128	6.812	2.091
lmer_pop	DT_A	M	MU	MU6	-3.62	-5.322	5.83	0.144	3.669	-0.944	6.652	1.984	2.635	2.347	6.733	2.531
lmer_pop	DT_A	M	MU	MU7	17.574	-2.942	-5.298	0.541	8.842	0.926	4.834	1.868	2.311	2.165	6.756	2.291
lmer_pop	DT_A	M	MU	MU8	-6.167	7.516	2.001	1.297	2.45	7.145	5.839	1.999	2.666	2.186	7.096	2.311
lmer_pop	DT_A	M	MU	MU9	-14.89	-2.145	NA	-3.526	-3.603	2.589	5.839	1.969	NA	2.349	6.874	2.254
lmer_pop	DT_A	M	RE	RE1	NA	-3.371	NA	NA	-7.254	-8.263	NA	1.998	NA	NA	6.854	1.885
lmer_pop	DT_A	M	RE	RE10	-9.139	-2.477	NA	-3.443	1.536	10.615	13.17	1.82	NA	2.314	6.75	2.305
lmer_pop	DT_A	M	RE	RE11	13.458	-0.793	NA	-5.418	21.412	1.304	4.654	1.858	NA	2.276	6.846	2.598
lmer_pop	DT_A	M	RE	RE12	-17.171	-2.918	NA	-1.842	-4.834	-3.441	4.654	2.087	NA	2.512	7.139	2.089
lmer_pop	DT_A	M	RE	RE13	15.012	-3.217	NA	-6.726	30.483	-3.609	5.839	1.879	NA	2.378	6.911	2.479
lmer_pop	DT_A	M	RE	RE15	-13.99	5.234	NA	-0.13	-10.016	-2.074	6.652	1.736	NA	2.327	6.891	2.146
lmer_pop	DT_A	M	RE	RE16	-11.612	-1.974	NA	0.023	-18.772	3.857	6.206	2.078	NA	2.151	6.731	2.217
lmer_pop	DT_A	M	RE	RE17	50.823	-5.206	NA	-1.409	-11.175	5.703	5.839	1.681	NA	2.479	6.864	2.648
lmer_pop	DT_A	M	RE	RE18	-7.085	-0.595	NA	-11.531	-4.094	4.555	4.216	1.779	NA	2.336	6.952	2.191
lmer_pop	DT_A	M	RE	RE2	-1.541	3.919	NA	14.016	15.927	-5.862	5.265	1.98	NA	2.245	6.816	1.82
lmer_pop	DT_A	M	RE	RE3	-15.88	8.127	-11.26	6.084	5.702	2.579	8.944	2.489	2.839	2.484	6.809	2.611
lmer_pop	DT_A	M	RE	RE4	-10.898	-0.503	NA	4.994	-15.383	-3.494	7.211	1.981	NA	2.314	6.746	2.245
lmer_pop	DT_A	M	RE	RE5	-4.028	-6.308	NA	1.75	3.607	-5.573	8.944	1.973	NA	2.56	6.705	2.43
lmer_pop	DT_A	M	RE	RE6	29.156	3.916	NA	5.388	7.463	10.411	7.939	2.056	NA	2.48	6.736	2.79
lmer_pop	DT_A	M	RE	RE7	-14.134	0.086	-5.632	-1.193	-1.659	-4.433	7.939	1.389	2.332	2.745	6.773	2.225
lmer_pop	DT_A	M	RE	RE8	-2.971	6.08	16.892	-0.564	-12.944	-2.275	5.53	2.247	3.592	2.375	6.854	2.327
lmer_pop	DT_A	M	UM	UM13	-13.332	-4.88	NA	-4.604	-18.866	-2.804	5.036	1.981	NA	2.348	6.87	2.186
lmer_pop	DT_A	M	UM	UM17	-15.438	-5.211	NA	-1.567	5.261	2.392	5.53	2.041	NA	2.744	6.885	2.452
lmer_pop	DT_A	M	UM	UM18	-11.625	-7.919	NA	2.109	3.725	7.38	5.036	1.825	NA	2.079	7.117	2.277
lmer_pop	DT_A	M	UM	UM2	2.994	0.249	NA	1.423	32.594	-3.379	3.882	1.823	NA	2.331	6.807	1.595
lmer_pop	DT_A	M	UM	UM20	5.715	-7.184	NA	1.249	0.451	1.105	4.095	1.929	NA	2.187	7.855	2.128
lmer_pop	DT_A	M	UM	UM21	37.055	2.522	NA	2.642	-7.672	0.544	5.265	1.846	NA	2.219	6.874	2.163
lmer_pop	DT_A	M	UM	UM22	5.221	11.04	NA	NA	-4.208	1.24	6.206	2.058	NA	NA	7.879	2.291
lmer_pop	DT_A	M	UM	UM23	-5.554	-3.605	NA	3.228	-18.669	2.12	5.53	1.997	NA	2.19	6.917	2.22
lmer_pop	DT_A	M	UM	UM25	30.353	-4.093	NA	4.1	-7.502	4.532	8.944	1.788	NA	2.288	6.809	2.067
lmer_pop	DT_A	M	UM	UM26	NA	-0.411	NA	-4.83	-4.452	-1.909	NA	2.043	NA	2.125	6.755	2.118
lmer_pop	DT_A	M	UM	UM28	0.411	9.191	NA	-2.308	0.668	-4.207	4.654	1.877	NA	2.314	7.02	2.226
lmer_pop	DT_A	M	UM	UM29	-22.315	-2.334	NA	-7.17	29.603	-1.182	5.265	2.23	NA	2.304	6.686	2.572
lmer_pop	DT_A	M	UM	UM4	0.836	0.541	NA	-3.625	12.031	-7.103	5.265	2.082	NA	2.588	6.836	1.889
lmer_pop	DT_A	M	UM	UM5	-1.595	0.454	NA	1.899	4.3	3.146	4.493	1.813	NA	2.167	6.709	2.583
lmer_pop	DT_A	M	UM	UM6	NA	-2.163	NA	3.159	-17.46	-2.022	NA	1.936	NA	2.314	6.751	2.122
lmer_pop	DT_A	M	UM	UM7	-14.888	3.704	NA	-1.824	-0.243	-7.117	4.834	1.378	NA	2.43	6.814	2.191
lmer_pop	DT_A	M	UM	UM8	NA	8.225	NA	1.655	NA	3.063	NA	1.907	NA	2.586	NA	2.363
lmer_pop	DT_A	M	UM	UM9	2.161	1.872	NA	4.462	-7.358	4.201	4.654	2.055	NA	2.265	6.807	2.199
lmer_pop	DT_A	M	VA	VA1	-35.571	5.849	NA	8.196	-3.198	-2.555	6.206	2.186	NA	2.348	6.961	1.692
lmer_pop	DT_A	M	VA	VA11	75.259	5.935	NA	7.649	-15.854	-2.937	5.036	2.45	NA	2.219	6.724	2.709
lmer_pop	DT_A	M	VA	VA15	-21.568	-1.753	NA	-4.52	NA	-7.678	6.206	2.097	NA	2.531	NA	2.56
lmer_pop	DT_A	M	VA	VA18	9.119	-0.958	NA	2.07	-3.115	-4.21	8.944	1.846	NA	2.263	6.882	2.202
lmer_pop	DT_A	M	VA	VA22	5.887	-2.285	NA	7.003	18.951	-4.868	8.944	1.949	NA	2.436	6.841	2.161
lmer_pop	DT_A	M	VA	VA26	-14.218	4.161	NA	-5.256	-12.263	-0.119	5.036	2.124	NA	2.278	6.893	2.438
lmer_pop	DT_A	M	VA	VA30	-13.749	-1.431	NA	-0.709	-1.216	7.207	6.652	1.895	NA	2.477	6.792	2.672
lmer_pop	DT_A	M	VA	VA34	-1.482	0.123	NA	0.535	-4.392	8.281	4.216	1.828	NA	2.278	6.751	2.227
lmer_pop	DT_A	M	VA	VA35	-9.311	-7.097	NA	1.888	4.801	7.339	5.53	1.896	NA	2.261	7.008	2.459
lmer_pop	DT_A	M	VA	VA44	59.827	-7.901	NA	-0.154	17.977	-4.543	7.211	1.378	NA	2.175	6.885	2.066
lmer_pop	DT_A	M	VA	VA46	-26.93	1.078	NA	-0.798	-9.519	4.502	5.265	1.883	NA	2.337	6.791	2.138
lmer_pop	DT_A	M	VA	VA47	-14.161	4.82	NA	-4.168	3.107	0.867	4.095	1.879	NA	2.392	7.167	3.303
lmer_pop	DT_A	M	VA	VA48	52.217	-4.645	NA	-6.486	-7.117	-1.152	8.944	1.895	NA	2.297	6.856	2.134
lmer_pop	DT_A	M	VA	VA55	-29.704	4.553	NA	-2.06	22.548	-2.082	4.348	1.777	NA	2.106	6.76	2.438
lmer_pop	DT_A	M	VA	VA57	2.569	-0.4	NA	1.492	-12.353	3.279	5.265	2.051	NA	2.33	6.804	2.351
lmer_pop	DT_A	M	VA	VA6	NA	-1.134	NA	-3.332	-8.772	4.748	NA	2.565	NA	2.124	6.752	2.076
lmer_pop	DT_A	M	VA	VA66	9.119	1.681	NA	3.388	18.141	5.844	8.944	1.81	NA	2.234	6.847	2.2
lmer_pop	DT_A	M	VA	VA67	-19.112	0.664	NA	0.618	9.652	-5.311	6.652	2.225	NA	2.88	7.048	2.416
lmer_pop	DT_A	M	VA	VA71	-6.393	-3.078	NA	-3.188	-10.446	-0.415	5.265	2.077	NA	2.247	6.689	2.413
lmer_pop	DT_A	M	VA	VA9	-21.796	1.819	NA	-2.168	-6.932	-6.197	4.493	1.871	NA	2.091	6.926	2.206
lmer_pop	DT_A	M	YE	YE11	16.181	15.482	NA	-1.767	14.37	1.701	7.939	2.964	NA	3.686	7.183	2.462
lmer_pop	DT_A	M	YE	YE13	-2.643	3.544	NA	-1.38	-1.169	-3.547	8.944	2.211	NA	2.264	6.81	2.265
lmer_pop	DT_A	M	YE	YE14	-9.764	0.104	NA	-5.263	-9.316	-2.543	4.095	1.878	NA	2.388	6.834	2.137
lmer_pop	DT_A	M	YE	YE15	-0.488	-6.564	NA	0.185	3.154	-0.979	8.944	2.171	NA	2.393	6.794	2.315
lmer_pop	DT_A	M	YE	YE19	-1.429	-3.034	NA	-5.867	1.232	-2.286	10.464	2.097	NA	2.282	6.848	2.168
lmer_pop	DT_A	M	YE	YE20	-5.389	-8.329	NA	4.041	-4.863	-1.359	6.206	2.412	NA	2.526	7.201	2.896
lmer_pop	DT_A	M	YE	YE21	-4.266	0.268	NA	0.569	-1.494	2.325	5.53	2.497	NA	2.591	7.043	2.79
lmer_pop	DT_A	M	YE	YE22	-8.641	2.025	NA	3.858	-2.55	-1.993	4.493	2.058	NA	2.49	7.144	2.597
lmer_pop	DT_A	M	YE	YE23	-4.115	-2.313	NA	6.476	-3.234	4.302	6.652	2.258	NA	2.891	6.921	2.426
lmer_pop	DT_A	M	YE	YE24	-0.454	-1.05	NA	8.469	15.918	5.744	5.036	2.358	NA	2.453	7.058	2.191
lmer_pop	DT_A	M	YE	YE26	27.604	0.256	NA	-0.174	3.451	1.495	5.839	2.613	NA	2.713	6.992	3.189
lmer_pop	DT_A	M	YE	YE27	1.667	-5.156	NA	-2.731	-4.775	0.778	8.944	2.075	NA	2.378	6.901	4.233
lmer_pop	DT_A	M	YE	YE33	31.414	-0.925	NA	2.52	-1.298	-0.599	4.216	1.848	NA	2.488	7.704	2.49
lmer_pop	DT_A	M	YE	YE40	-8.883	-5.882	NA	-5.033	7.401	-1.764	6.652	1.949	NA	2.313	6.818	3.46
lmer_pop	DT_A	M	YE	YE41	-9.02	4.421	NA	-4.377	6.821	0.9	6.206	2.542	NA	2.423	7.096	3.385
lmer_pop	DT_A	M	YE	YE48	-0.203	1.592	NA	0.831	13.455	7.229	6.206	2.25	NA	2.469	6.82	2.231
lmer_pop	DT_A	M	YE	YE49	-3.096	3.978	NA	4.037	-12.303	-4.749	7.211	1.349	NA	2.182	6.797	2.49
lmer_pop	DT_A	M	YE	YE51	-10.277	-7.019	NA	-8.26	-14.234	-2.564	10.464	2.612	NA	2.448	7.013	2.455
lmer_pop	DT_A	M	YE	YE69	-1.253	3.158	NA	2.341	-0.663	3.292	4.654	1.964	NA	2.339	6.796	2.266
lmer_pop	DT_A	M	YE	YE80	-6.945	5.443	NA	1.523	-9.901	-5.382	6.206	1.854	NA	2.452	6.902	2.353
lmer_pop	DT_A	M	AK	AK19	NA	NA	NA	NA	13.192	NA	NA	NA	NA	NA	6.834	NA
lmer_pop	DT_A	M	UM	UM24	NA	NA	NA	NA	-2.202	NA	NA	NA	NA	NA	6.851	NA
