"Supervisor.PI","Diet","Batch","Population","Line","Data.Label","Sex","ReplicateChamberOld","ReplicateChamber","Period","CircPhase","AbsPhase","Experiment","ND","Activity","Country","Latitude","Longitude","Altitude"
"Tauber","NS",1,"KA","KA1","KA 1-10-18","M",4,"Tauber_1_KA1_M_4",24.32,11.84,12.4,1,0.884298,45.6,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA2","KA 2-10-18","M",4,"Tauber_1_KA2_M_4",21.9,16.77,12.4,1,0.666667,30,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA2","KA  2-10-18","M",4,"Tauber_1_KA2_M_4",24.8,17.32,12.5,1,1.035714,22.8,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA2","KA  2-10-18","M",4,"Tauber_1_KA2_M_4",24.18,13.3,12.6,1,0.72,25.8,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA2","KA  2-10-18","M",4,"Tauber_1_KA2_M_4",23.96,1.6,12.5,1,0.851852,30,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA2","KA  2-10-18","M",4,"Tauber_1_KA2_M_4",21.44,1.12,12.4,1,0.978947,37.6,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA2","KA  2-10-18","M",4,"Tauber_1_KA2_M_4",25.16,10.97,12.3,1,0.410526,26.8,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA2","KA  2-10-18","M",4,"Tauber_1_KA2_M_4",22.24,20.61,12.5,1,0.918919,28.4,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA2","KA  2-10-18","M",4,"Tauber_1_KA2_M_4",25.96,12.2,12.5,1,0.913043,35.2,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA3","KA  3-10-18","M",4,"Tauber_1_KA3_M_4",24.3,23.8,12.6,1,0.913043,44,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA3","KA  3-10-18","M",4,"Tauber_1_KA3_M_4",24,10.5,12,1,0.982609,45.6,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA3","KA  3-10-18","M",4,"Tauber_1_KA3_M_4",31.52,0.3,12.2,1,0.720339,40.6,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA3","KA  3-10-18","M",4,"Tauber_1_KA3_M_4",24.98,9.13,12.5,1,0.697674,29.2,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA5","KA  5-10-18","M",4,"Tauber_1_KA5_M_4",23.96,0.54,12.6,1,1.779661,32.8,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA5","KA  5-10-18","M",4,"Tauber_1_KA5_M_4",24.46,9.32,12.4,1,0.708861,27,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA5","KA  5-10-18","M",4,"Tauber_1_KA5_M_4",23.9,17.97,12.4,1,0.872727,41.2,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA5","KA 5-10-18","M",5,"Tauber_1_KA5_M_5",33.16,21.71,12.2,1,0.44186,24.8,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA5","KA 5-10-18","M",5,"Tauber_1_KA5_M_5",23.58,19.44,12.5,1,0.818182,40,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA5","KA 5-10-18","M",5,"Tauber_1_KA5_M_5",24.54,11.64,12.3,1,1,38.8,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA5","KA 5-10-18","M",5,"Tauber_1_KA5_M_5",25.8,19.07,12.6,1,0.7125,27.4,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA5","KA 5-10-18","M",5,"Tauber_1_KA5_M_5",24.7,11.37,12.4,1,0.356522,31.2,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA5","KA 5-10-18","M",5,"Tauber_1_KA5_M_5",29.76,1,12.4,1,0.512821,23.6,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA5","KA 5-10-18","M",5,"Tauber_1_KA5_M_5",27.14,20.43,0.9,1,0.646018,37.2,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA6","KA 6-10-18","M",5,"Tauber_1_KA6_M_5",24.5,11.85,12.6,1,1.1875,42,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA6","KA 6-10-18","M",5,"Tauber_1_KA6_M_5",24.16,12.02,0,1,0.662162,24.6,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA6","KA 6-10-18","M",5,"Tauber_1_KA6_M_5",25.06,11.68,12.4,1,1.221053,42.2,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA6","KA 6-10-18","M",5,"Tauber_1_KA6_M_5",24.64,13.54,13.1,1,0.988095,33.4,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA6","KA 6-10-18","M",5,"Tauber_1_KA6_M_5",20.76,21.62,0.5,1,0.87963,40.6,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA6","KA 6-10-18","M",5,"Tauber_1_KA6_M_5",24.04,15.07,12.6,1,0.737288,41,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA6","KA 6-10-18","M",5,"Tauber_1_KA6_M_5",24.02,13.99,12.5,1,0.974138,45.8,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA7","KA 7-10-18","M",5,"Tauber_1_KA7_M_5",32.78,23.65,12.5,1,0.872881,44.2,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA7","KA 7-10-18","M",5,"Tauber_1_KA7_M_5",22.28,1.29,12.7,1,0.964286,44,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA7","KA 7-10-18","M",5,"Tauber_1_KA7_M_5",24.64,10.23,12.5,1,1.730159,34.4,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA7","KA 7-10-18","M",5,"Tauber_1_KA7_M_5",23.2,12.83,12.5,1,3.666667,22.4,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA7","KA 7-10-18","M",5,"Tauber_1_KA7_M_5",25.06,3.74,12.5,1,1.942308,30.6,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA7","KA 7-10-18","M",5,"Tauber_1_KA7_M_5",23.26,8.56,12.8,1,1.08046,36.2,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA7","KA 7-10-18","M",5,"Tauber_1_KA7_M_5",22.22,12.64,12.1,1,1.139535,36.8,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA7","KA 7-10-18","M",5,"Tauber_1_KA7_M_5",23.52,8.47,12.4,1,2.228571,22.6,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA9","KA 9-10-18","M",5,"Tauber_1_KA9_M_5",23.04,2.5,3.6,1,1.888889,10.4,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA9","KA 9-10-18","M",5,"Tauber_1_KA9_M_5",23.36,23.32,11.5,1,2.166667,11.4,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA9","KA 9-10-18","M",5,"Tauber_1_KA9_M_5",24.26,5.44,12.4,1,1.158537,35.4,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA11","KA 11-10-18","M",5,"Tauber_1_KA11_M_5",30.36,23.64,0.5,1,1,47.2,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA11","KA 11-10-18","M",5,"Tauber_1_KA11_M_5",18.62,3.22,12.5,1,1.043478,47,"Denmark",55.945,10.213,15
"Tauber","NS",1,"KA","KA11","KA 11-10-18","M",5,"Tauber_1_KA11_M_5",22.96,20.38,12.7,1,1.808511,26.4,"Denmark",55.945,10.213,15
"Tauber","NS",1,"MA","MA3","MA 3-10-18","M",5,"Tauber_1_MA3_M_5",18.96,17.85,12.6,1,0.756757,26,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA3","MA 3-10-18","M",5,"Tauber_1_MA3_M_5",24.06,11.47,12.6,1,0.897436,44.4,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA3","MA 3-10-18","M",5,"Tauber_1_MA3_M_5",25.18,14.49,12.7,1,0.826531,35.8,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA3","MA 3-10-18","M",5,"Tauber_1_MA3_M_5",26.5,23.46,12.5,1,0.947368,44.4,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA3","MA 3-10-18","M",5,"Tauber_1_MA3_M_5",23.74,10.92,12.3,1,0.653846,34.4,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA5","MA 5-10-18","M",5,"Tauber_1_MA5_M_5",24.1,14.24,12.5,1,1.015152,26.6,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA5","MA 5-10-18","M",5,"Tauber_1_MA5_M_5",29.3,23.59,12.4,1,1.7,37.8,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA5","MA 5-10-18","M",5,"Tauber_1_MA5_M_5",24.42,10.02,12.6,1,1.090909,46,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA6","MA 6-10-18","M",5,"Tauber_1_MA6_M_5",23.4,0,12.6,1,1.18,43.6,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA6","MA 6-10-18","M",5,"Tauber_1_MA6_M_5",26.04,12.81,12.6,1,0.783333,42.8,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA6","MA 6-9-18","M",6,"Tauber_1_MA6_M_6",24.88,14.95,12.3,1,0.92437,45.8,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA7","MA 7-9-18","M",6,"Tauber_1_MA7_M_6",18.82,23.21,0.4,1,1.008475,47.4,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA9","MA 9-9-18","M",6,"Tauber_1_MA9_M_6",25.04,12.36,12.6,1,0.780702,40.6,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA9","MA 9-9-18","M",6,"Tauber_1_MA9_M_6",22.96,11.92,12.2,1,0.828829,40.6,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA12","MA 12-9-18","M",6,"Tauber_1_MA12_M_6",24.96,0.29,12.5,1,0.636364,39.6,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA12","MA 12-9-18","M",6,"Tauber_1_MA12_M_6",28.24,3.57,13.2,1,0.991736,48.2,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA12","MA 12-9-18","M",6,"Tauber_1_MA12_M_6",23.4,23.08,12.4,1,1.023256,34.8,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA12","MA 12-9-18","M",6,"Tauber_1_MA12_M_6",23.14,15.66,16.3,1,0.991667,47.8,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA12","MA 12-9-18","M",6,"Tauber_1_MA12_M_6",22.9,23.37,12.5,1,0.907563,45.4,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA12","MA 12-9-18","M",6,"Tauber_1_MA12_M_6",25.08,6.7,12.5,1,0.956897,45.4,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA13","MA 13-9-18","M",6,"Tauber_1_MA13_M_6",23.08,2,12.3,1,1.012195,33,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA13","MA 13-9-18","M",6,"Tauber_1_MA13_M_6",24.56,16.61,12.5,1,0.710744,41.4,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA13","MA 13-9-18","M",6,"Tauber_1_MA13_M_6",25.12,0.48,12.5,1,0.853448,43,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA13","MA 13-9-18","M",6,"Tauber_1_MA13_M_6",26.4,21.91,12.5,1,0.957983,46.6,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA13","MA 13-9-18","M",6,"Tauber_1_MA13_M_6",23.62,11.69,12.4,1,1.086207,24.2,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA13","MA 13-9-18","M",6,"Tauber_1_MA13_M_6",20.96,18.32,13.5,1,0.845361,35.8,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA16","MA 16-9-18","M",6,"Tauber_1_MA16_M_6",25.02,23.98,12.3,1,0.354545,29.8,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA16","MA 16-9-18","M",6,"Tauber_1_MA16_M_6",22.52,21.85,12.4,1,0.917355,46.4,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA16","MA 16-9-18","M",6,"Tauber_1_MA16_M_6",22.38,20.8,12.5,1,0.900901,42.2,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA16","MA 16-9-18","M",6,"Tauber_1_MA16_M_6",22.52,21.42,12.6,1,1.111111,45.6,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA16","MA 16-9-18","M",6,"Tauber_1_MA16_M_6",24.28,9.98,12.4,1,0.938053,43.8,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA16","MA 16-9-18","M",6,"Tauber_1_MA16_M_6",27.3,2.2,12.3,1,1.01087,37,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA16","MA 16-9-18","M",6,"Tauber_1_MA16_M_6",24.26,11.38,0.3,1,0.409091,31,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA18","MA 18-9-18","M",6,"Tauber_1_MA18_M_6",23.82,9.67,12.3,1,1.367347,23.2,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA18","MA 18-9-18","M",6,"Tauber_1_MA18_M_6",25.78,7.91,12.7,1,1.242857,31.4,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA18","MA 18-9-18","M",6,"Tauber_1_MA18_M_6",24.12,11.44,12.7,1,1,48,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA18","MA 18-9-18","M",6,"Tauber_1_MA18_M_6",26.16,22.57,12.1,1,0.848214,41.4,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA18","MA 18-9-18","M",6,"Tauber_1_MA18_M_6",24.8,23.81,12.4,1,0.958678,47.4,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA18","MA 18-9-18","M",6,"Tauber_1_MA18_M_6",19.96,19.24,10.5,1,0.590476,33.4,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA18","MA 18-9-18","M",6,"Tauber_1_MA18_M_6",24.22,11.49,12.3,1,0.547619,26,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA18","MA 18-9-18","M",6,"Tauber_1_MA18_M_6",24.24,10.99,12.5,1,1.064815,44.6,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA19","MA 19-9-18","M",6,"Tauber_1_MA19_M_6",24.58,5.66,12.5,1,0.971429,41.4,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA19","MA 19-9-18","M",6,"Tauber_1_MA19_M_6",24.86,9.17,11.4,1,0.907216,37,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA19","MA 19-9-18","M",6,"Tauber_1_MA19_M_6",22.42,15.09,11.9,1,0.75,30.8,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA19","MA 19-9-18","M",6,"Tauber_1_MA19_M_6",23.4,15.59,12.5,1,1.061947,46.6,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA19","MA 19-9-18","M",6,"Tauber_1_MA19_M_6",19.28,1.49,12.6,1,1,47.2,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA19","MA 19-9-18","M",6,"Tauber_1_MA19_M_6",23.88,9.95,21.6,1,0.933333,46.4,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA19","MA 19-9-18","M",6,"Tauber_1_MA19_M_6",23.36,19.62,12.5,1,1.24,33.6,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA19","MA 19-9-18","M",6,"Tauber_1_MA19_M_6",24.4,10.82,17.6,1,0.883929,42.2,"Austria",48.375,15.56,572
"Tauber","NS",1,"MA","MA19","MA 19-9-18","M",6,"Tauber_1_MA19_M_6",32.56,23.07,0,1,0.917355,46.4,"Austria",48.375,15.56,572
"Tauber","NS",1,"UM","UM4","UM 4-8-18","M",7,"Tauber_1_UM4_M_7",23.76,2.46,12.4,1,0.671233,24.4,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM2","UM 2-8-18","M",7,"Tauber_1_UM2_M_7",23.98,14.21,12.4,1,0.931034,11.2,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM2","UM 2-8-18","M",7,"Tauber_1_UM2_M_7",24.16,6.75,12.4,1,0.659574,15.6,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM2","UM 2-8-18","M",7,"Tauber_1_UM2_M_7",23.32,9.67,12.5,1,0.953488,16.8,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"MA","MA19","MA 19-9-18","M",7,"Tauber_1_MA19_M_7",21.98,9.94,0.7,1,0.869159,40,"Austria",48.375,15.56,572
"Tauber","NS",1,"UM","UM4","UM 4-8-18","M",7,"Tauber_1_UM4_M_7",23.68,20.47,12.6,1,1.014925,27,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM4","UM 4-8-18","M",7,"Tauber_1_UM4_M_7",26.72,3.05,12.6,1,1.037736,43.2,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM4","UM 4-8-18","M",7,"Tauber_1_UM4_M_7",23.2,7.34,12.5,1,0.724638,23.8,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM4","UM 4-8-18","M",7,"Tauber_1_UM4_M_7",23.96,12.02,12.6,1,0.59375,30.6,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM4","UM 4-8-18","M",7,"Tauber_1_UM4_M_7",24.78,16.85,12.8,1,0.752137,41,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM4","UM 4-8-18","M",7,"Tauber_1_UM4_M_7",24.68,5.35,12.5,1,1.033333,36.6,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM5","UM 5-8-18","M",7,"Tauber_1_UM5_M_7",23.74,18.2,23.8,1,2.057692,31.8,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM5","UM 5-8-18","M",7,"Tauber_1_UM5_M_7",24.06,4.29,12.6,1,0.958678,47.4,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM5","UM 5-8-18","M",7,"Tauber_1_UM5_M_7",24.66,16.06,12.2,1,0.761062,39.8,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM5","UM 5-8-18","M",7,"Tauber_1_UM5_M_7",23.38,6.47,12.2,1,0.989474,37.8,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM5","UM 5-8-18","M",7,"Tauber_1_UM5_M_7",25.32,1.69,12.2,1,0.826087,33.6,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM5","UM 5-8-18","M",7,"Tauber_1_UM5_M_7",24.84,0.97,12.4,1,0.711111,30.8,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM5","UM 5-8-18","M",7,"Tauber_1_UM5_M_7",23.5,20.43,12.4,1,1.175439,24.8,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"MU","MU2","MU 2-6-18","M",7,"Tauber_1_MU2_M_7",22.78,21.6,12.5,1,0.8,16.2,"Germany",48.18,11.61,520
"Tauber","NS",1,"UM","UM6","UM 6-8-18","M",7,"Tauber_1_UM6_M_7",25.84,6.97,12.7,1,1,39.2,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM6","UM 6-8-18","M",7,"Tauber_1_UM6_M_7",22.86,13.86,12.5,1,1.148148,34.8,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM6","UM 6-8-18","M",7,"Tauber_1_UM6_M_7",24.82,11.99,12.4,1,0.845361,35.8,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM5","UM 5-8-18","M",7,"Tauber_1_UM5_M_7",24.38,1.67,12.5,1,0.973913,45.4,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM7","UM-7-8-18","M",7,"Tauber_1_UM7_M_7",24.98,11.05,18.5,1,1.155844,33.2,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"MU","MU2","MU 2-6-18","M",7,"Tauber_1_MU2_M_7",24.22,10.7,12.5,1,0.779661,21,"Germany",48.18,11.61,520
"Tauber","NS",1,"MU","MU2","MU 2-6-18","M",7,"Tauber_1_MU2_M_7",25.36,17.6,12.6,1,0.864198,30.2,"Germany",48.18,11.61,520
"Tauber","NS",1,"MU","MU2","MU 2-6-18","M",7,"Tauber_1_MU2_M_7",24.62,14.04,12.6,1,1.518519,27.2,"Germany",48.18,11.61,520
"Tauber","NS",1,"MU","MU2","MU 2-6-18","M",7,"Tauber_1_MU2_M_7",24.26,12.46,12.6,1,0.683333,20.2,"Germany",48.18,11.61,520
"Tauber","NS",1,"UM","UM9","UM-9-8-18","M",7,"Tauber_1_UM9_M_7",22.46,20.2,12.8,1,0.615385,12.6,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM9","UM-9-8-18","M",7,"Tauber_1_UM9_M_7",24.72,11.46,12.6,1,0.647059,16.8,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM9","UM-9-8-18","M",7,"Tauber_1_UM9_M_7",22.78,1.71,12.6,1,0.523077,19.8,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM9","UM-9-8-18","M",7,"Tauber_1_UM9_M_7",25.28,12.15,12.6,1,0.507937,19,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM7","UM-7-8-18","M",7,"Tauber_1_UM7_M_7",22.3,17,0.6,1,0.76699,36.4,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM7","UM-7-8-18","M",7,"Tauber_1_UM7_M_7",25.08,4.59,12.7,1,1.492958,35.4,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM7","UM-7-8-18","M",7,"Tauber_1_UM7_M_7",24.68,8.95,12.7,1,0.85567,36,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM9","UM-9-8-18","M",7,"Tauber_1_UM9_M_7",24.12,17.01,12.6,1,0.888889,10.2,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM9","UM-9-8-18","M",7,"Tauber_1_UM9_M_7",26,1.85,12.5,1,0.714286,9.6,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM9","UM-9-8-18","M",7,"Tauber_1_UM9_M_7",24.4,12.49,12.8,1,0.491525,17.6,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM9","UM-9-8-18","M",7,"Tauber_1_UM9_M_7",24.02,9.09,12.8,1,0.347222,19.4,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM9","UM-9-8-18","M",7,"Tauber_1_UM9_M_7",31.86,22.75,12.6,1,0.780488,14.6,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM9","UM-9-8-18","M",7,"Tauber_1_UM9_M_7",24.22,9.61,12.5,1,0.642857,32.2,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM9","UM-9-8-18","M",7,"Tauber_1_UM9_M_7",24.16,12.22,12.5,1,0.53125,29.4,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM13","UM-13-8-18","M",7,"Tauber_1_UM13_M_7",23.76,17.88,11.5,1,0.522222,27.4,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM18","UM 18-8-18","M",8,"Tauber_1_UM18_M_8",28.9,6.48,12.6,1,0.527778,33,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"UM","UM18","UM 18-8-18","M",8,"Tauber_1_UM18_M_8",21.32,1.46,12.5,1,1.042105,38.8,"Ukraine",48.753,30.206,214
"Tauber","NS",1,"GI","GI2","GI 2-9-18","M",8,"Tauber_1_GI2_M_8",23.26,18.88,12.2,1,1.15,25.8,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI2","GI 2-9-18","M",8,"Tauber_1_GI2_M_8",26,9.97,12.3,1,0.966667,23.6,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI3","GI 3-9-18","M",8,"Tauber_1_GI3_M_8",24.2,13.69,23.8,1,1.783333,33.4,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI3","GI 3-9-18","M",8,"Tauber_1_GI3_M_8",24.94,7.12,0,1,0.672131,20.4,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI3","GI 3-9-18","M",8,"Tauber_1_GI3_M_8",25.08,23.92,12.6,1,0.991736,48.2,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI3","GI 3-9-18","M",8,"Tauber_1_GI3_M_8",23.88,11.66,12.4,1,0.876404,33.4,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI3","GI 3-9-18","M",8,"Tauber_1_GI3_M_8",22.98,19.22,12.4,1,0.679487,26.2,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI4","GI 4-9-18","M",8,"Tauber_1_GI4_M_8",24.98,20.66,12.1,1,1.017857,45.2,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI4","GI 4-9-18","M",8,"Tauber_1_GI4_M_8",24.22,12.98,12.3,1,0.939394,38.4,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI4","GI 4-9-18","M",8,"Tauber_1_GI4_M_8",22.92,10.47,11.9,1,0.570248,38,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI5","GI 5-9-18","M",8,"Tauber_1_GI5_M_8",21.8,13.21,12.6,1,0.783019,37.8,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI5","GI 5-9-18","M",8,"Tauber_1_GI5_M_8",25.4,23.72,12.3,1,1.306667,34.6,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI5","GI 5-9-18","M",8,"Tauber_1_GI5_M_8",28.46,22.94,13.1,1,1.017241,46.8,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI6","GI 6-9-18","M",8,"Tauber_1_GI6_M_8",22.58,12.22,12.5,1,0.889831,44.6,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI6","GI 6-9-18","M",8,"Tauber_1_GI6_M_8",23.36,10.68,12.5,1,0.943396,41.2,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI6","GI 6-9-18","M",8,"Tauber_1_GI6_M_8",22.84,10.72,12.6,1,0.75,21,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI6","GI 6-9-18","M",8,"Tauber_1_GI6_M_8",23.12,6.33,0,1,0.689076,40.2,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI6","GI 6-9-18","M",8,"Tauber_1_GI6_M_8",23.3,8.76,12.5,1,0.96,19.6,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI6","GI 6-9-18","M",8,"Tauber_1_GI6_M_8",23.66,10.45,12.5,1,0.801887,38.2,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI7","GI 7-9-18","M",8,"Tauber_1_GI7_M_8",24.2,9.32,12.3,1,0.982456,45.2,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI7","GI 7-9-18","M",8,"Tauber_1_GI7_M_8",23.6,9.66,12.5,1,0.855932,43.8,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI7","GI 7-9-18","M",8,"Tauber_1_GI7_M_8",20.96,4.58,12.5,1,0.649485,32,"Spain",41.618,0.62,173
