"Supervisor.PI","Diet","Batch","Population","Line","Sex","ReplicateVialOld","ReplicateVial","Individual","CCRT_seconds","Censor","Country","Latitude","Longitude","Altitude"
"Mensch","S",10,"MU","MU13","F",1,"Mensch_10_MU13_F_1",3,1160,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU13","F",1,"Mensch_10_MU13_F_1",4,1601,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU13","F",1,"Mensch_10_MU13_F_1",5,1270,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU13","F",1,"Mensch_10_MU13_F_1",6,1795,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU18","F",1,"Mensch_10_MU18_F_1",1,1629,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU18","F",1,"Mensch_10_MU18_F_1",2,1801,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU18","F",1,"Mensch_10_MU18_F_1",3,3393,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU18","F",1,"Mensch_10_MU18_F_1",4,2120,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU18","F",1,"Mensch_10_MU18_F_1",5,1913,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU18","F",1,"Mensch_10_MU18_F_1",6,1993,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU19","F",1,"Mensch_10_MU19_F_1",1,1641,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU19","F",1,"Mensch_10_MU19_F_1",2,1107,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU19","F",1,"Mensch_10_MU19_F_1",3,1508,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU19","F",1,"Mensch_10_MU19_F_1",4,3510,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU19","F",1,"Mensch_10_MU19_F_1",5,1456,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU19","F",1,"Mensch_10_MU19_F_1",6,1244,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU5","F",1,"Mensch_9_MU5_F_1",1,2397,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU5","F",1,"Mensch_9_MU5_F_1",2,1746,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU5","F",1,"Mensch_9_MU5_F_1",3,2126,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU5","F",1,"Mensch_9_MU5_F_1",4,1753,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU5","F",1,"Mensch_9_MU5_F_1",5,3600,1,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU5","F",1,"Mensch_9_MU5_F_1",6,1189,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU11","F",1,"Mensch_9_MU11_F_1",1,2285,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU11","F",1,"Mensch_9_MU11_F_1",2,1070,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU11","F",1,"Mensch_9_MU11_F_1",3,3394,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU11","F",1,"Mensch_9_MU11_F_1",4,2080,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU11","F",1,"Mensch_9_MU11_F_1",5,2158,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU11","F",1,"Mensch_9_MU11_F_1",6,1718,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU16","F",1,"Mensch_9_MU16_F_1",1,1719,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU16","F",1,"Mensch_9_MU16_F_1",2,2088,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU16","F",1,"Mensch_9_MU16_F_1",3,1822,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU16","F",1,"Mensch_9_MU16_F_1",4,1189,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU16","F",1,"Mensch_9_MU16_F_1",5,2574,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU16","F",1,"Mensch_9_MU16_F_1",6,2063,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU4","F",1,"Mensch_8_MU4_F_1",1,1548,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU4","F",1,"Mensch_8_MU4_F_1",2,1584,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU4","F",1,"Mensch_8_MU4_F_1",3,1200,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU4","F",1,"Mensch_8_MU4_F_1",4,1626,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU4","F",1,"Mensch_8_MU4_F_1",5,2329,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU4","F",1,"Mensch_8_MU4_F_1",6,3288,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU6","F",1,"Mensch_8_MU6_F_1",1,1238,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU6","F",1,"Mensch_8_MU6_F_1",2,1905,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU6","F",1,"Mensch_8_MU6_F_1",3,1540,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU6","F",1,"Mensch_8_MU6_F_1",4,1887,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU6","F",1,"Mensch_8_MU6_F_1",5,1896,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU6","F",1,"Mensch_8_MU6_F_1",6,1678,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU17","F",1,"Mensch_8_MU17_F_1",1,1992,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU17","F",1,"Mensch_8_MU17_F_1",2,2146,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU17","F",1,"Mensch_8_MU17_F_1",3,883,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU17","F",1,"Mensch_8_MU17_F_1",4,3078,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU17","F",1,"Mensch_8_MU17_F_1",5,1618,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU17","F",1,"Mensch_8_MU17_F_1",6,1943,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU8","F",1,"Mensch_7_MU8_F_1",1,2528,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU8","F",1,"Mensch_7_MU8_F_1",2,1223,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU8","F",1,"Mensch_7_MU8_F_1",3,1282,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU8","F",1,"Mensch_7_MU8_F_1",4,1910,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU8","F",1,"Mensch_7_MU8_F_1",5,1247,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU8","F",1,"Mensch_7_MU8_F_1",6,2358,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU9","F",1,"Mensch_7_MU9_F_1",1,987,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU9","F",1,"Mensch_7_MU9_F_1",2,1056,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU9","F",1,"Mensch_7_MU9_F_1",3,1367,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU9","F",1,"Mensch_7_MU9_F_1",4,1204,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU9","F",1,"Mensch_7_MU9_F_1",5,925,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU9","F",1,"Mensch_7_MU9_F_1",6,1427,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU14","F",1,"Mensch_7_MU14_F_1",1,2423,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU14","F",1,"Mensch_7_MU14_F_1",2,2009,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU14","F",1,"Mensch_7_MU14_F_1",3,1214,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU14","F",1,"Mensch_7_MU14_F_1",4,2444,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU14","F",1,"Mensch_7_MU14_F_1",5,1321,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU14","F",1,"Mensch_7_MU14_F_1",6,2078,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU10","F",1,"Mensch_6_MU10_F_1",1,2020,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU10","F",1,"Mensch_6_MU10_F_1",2,2096,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU10","F",1,"Mensch_6_MU10_F_1",3,2147,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU10","F",1,"Mensch_6_MU10_F_1",4,3496,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU10","F",1,"Mensch_6_MU10_F_1",5,1625,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU10","F",1,"Mensch_6_MU10_F_1",6,2308,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU12","F",1,"Mensch_6_MU12_F_1",1,1281,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU12","F",1,"Mensch_6_MU12_F_1",2,982,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU12","F",1,"Mensch_6_MU12_F_1",3,1421,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU12","F",1,"Mensch_6_MU12_F_1",4,1201,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU12","F",1,"Mensch_6_MU12_F_1",5,1281,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU12","F",1,"Mensch_6_MU12_F_1",6,2061,0,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU7","F",1,"Mensch_5_MU7_F_1",1,3600,1,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU7","F",1,"Mensch_5_MU7_F_1",2,1250,0,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU7","F",1,"Mensch_5_MU7_F_1",3,3600,1,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU7","F",1,"Mensch_5_MU7_F_1",4,3600,1,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU7","F",1,"Mensch_5_MU7_F_1",5,2585,0,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU7","F",1,"Mensch_5_MU7_F_1",6,3600,1,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU20","F",1,"Mensch_5_MU20_F_1",1,1226,0,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU20","F",1,"Mensch_5_MU20_F_1",2,2629,0,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU20","F",1,"Mensch_5_MU20_F_1",3,3214,0,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU20","F",1,"Mensch_5_MU20_F_1",4,2623,0,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU20","F",1,"Mensch_5_MU20_F_1",5,1318,0,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU20","F",1,"Mensch_5_MU20_F_1",6,1492,0,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU3","F",1,"Mensch_3_MU3_F_1",1,2341,0,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU3","F",1,"Mensch_3_MU3_F_1",2,3600,1,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU3","F",1,"Mensch_3_MU3_F_1",3,3600,1,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU3","F",1,"Mensch_3_MU3_F_1",4,2685,0,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU3","F",1,"Mensch_3_MU3_F_1",5,3491,0,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU3","F",1,"Mensch_3_MU3_F_1",6,1803,0,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU15","F",1,"Mensch_3_MU15_F_1",1,1068,0,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU15","F",1,"Mensch_3_MU15_F_1",2,1802,0,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU15","F",1,"Mensch_3_MU15_F_1",3,1198,0,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU15","F",1,"Mensch_3_MU15_F_1",4,1080,0,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU15","F",1,"Mensch_3_MU15_F_1",5,2634,0,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU15","F",1,"Mensch_3_MU15_F_1",6,903,0,"Germany",48.18,11.61,520
"Mensch","S",2,"MU","MU2","F",1,"Mensch_2_MU2_F_1",1,1160,0,"Germany",48.18,11.61,520
"Mensch","S",2,"MU","MU2","F",1,"Mensch_2_MU2_F_1",2,1394,0,"Germany",48.18,11.61,520
"Mensch","S",2,"MU","MU2","F",1,"Mensch_2_MU2_F_1",3,2165,0,"Germany",48.18,11.61,520
"Mensch","S",2,"MU","MU2","F",1,"Mensch_2_MU2_F_1",4,1513,0,"Germany",48.18,11.61,520
"Mensch","S",2,"MU","MU2","F",1,"Mensch_2_MU2_F_1",5,1191,0,"Germany",48.18,11.61,520
"Mensch","S",2,"MU","MU2","F",1,"Mensch_2_MU2_F_1",6,1015,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU1","M",1,"Mensch_10_MU1_M_1",1,870,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU1","M",1,"Mensch_10_MU1_M_1",2,1189,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU1","M",1,"Mensch_10_MU1_M_1",3,870,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU1","M",1,"Mensch_10_MU1_M_1",4,1099,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU1","M",1,"Mensch_10_MU1_M_1",5,1775,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU1","M",1,"Mensch_10_MU1_M_1",6,1587,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU13","M",1,"Mensch_10_MU13_M_1",1,1141,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU13","M",1,"Mensch_10_MU13_M_1",2,1404,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU13","M",1,"Mensch_10_MU13_M_1",3,1286,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU13","M",1,"Mensch_10_MU13_M_1",4,1128,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU13","M",1,"Mensch_10_MU13_M_1",5,1684,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU13","M",1,"Mensch_10_MU13_M_1",6,1420,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU18","M",1,"Mensch_10_MU18_M_1",1,1461,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU18","M",1,"Mensch_10_MU18_M_1",2,3600,1,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU18","M",1,"Mensch_10_MU18_M_1",3,1236,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU18","M",1,"Mensch_10_MU18_M_1",4,2995,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU18","M",1,"Mensch_10_MU18_M_1",5,1378,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU18","M",1,"Mensch_10_MU18_M_1",6,1036,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU19","M",1,"Mensch_10_MU19_M_1",1,3332,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU19","M",1,"Mensch_10_MU19_M_1",2,1593,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU19","M",1,"Mensch_10_MU19_M_1",3,1286,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU19","M",1,"Mensch_10_MU19_M_1",4,1771,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU19","M",1,"Mensch_10_MU19_M_1",5,1603,0,"Germany",48.18,11.61,520
"Mensch","S",10,"MU","MU19","M",1,"Mensch_10_MU19_M_1",6,1778,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU5","M",1,"Mensch_9_MU5_M_1",1,1400,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU5","M",1,"Mensch_9_MU5_M_1",2,2073,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU5","M",1,"Mensch_9_MU5_M_1",3,1520,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU5","M",1,"Mensch_9_MU5_M_1",4,1341,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU5","M",1,"Mensch_9_MU5_M_1",5,2586,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU5","M",1,"Mensch_9_MU5_M_1",6,2194,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU11","M",1,"Mensch_9_MU11_M_1",1,1686,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU11","M",1,"Mensch_9_MU11_M_1",2,1944,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU11","M",1,"Mensch_9_MU11_M_1",3,2379,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU11","M",1,"Mensch_9_MU11_M_1",4,2048,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU11","M",1,"Mensch_9_MU11_M_1",5,2937,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU11","M",1,"Mensch_9_MU11_M_1",6,1694,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU16","M",1,"Mensch_9_MU16_M_1",1,1305,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU16","M",1,"Mensch_9_MU16_M_1",2,2052,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU16","M",1,"Mensch_9_MU16_M_1",3,1532,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU16","M",1,"Mensch_9_MU16_M_1",4,1329,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU16","M",1,"Mensch_9_MU16_M_1",5,1244,0,"Germany",48.18,11.61,520
"Mensch","S",9,"MU","MU16","M",1,"Mensch_9_MU16_M_1",6,1358,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU4","M",1,"Mensch_8_MU4_M_1",1,1389,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU4","M",1,"Mensch_8_MU4_M_1",2,1728,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU4","M",1,"Mensch_8_MU4_M_1",3,1505,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU4","M",1,"Mensch_8_MU4_M_1",4,1025,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU4","M",1,"Mensch_8_MU4_M_1",5,1334,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU4","M",1,"Mensch_8_MU4_M_1",6,1755,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU6","M",1,"Mensch_8_MU6_M_1",1,1560,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU6","M",1,"Mensch_8_MU6_M_1",2,1548,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU6","M",1,"Mensch_8_MU6_M_1",3,2220,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU6","M",1,"Mensch_8_MU6_M_1",4,1046,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU6","M",1,"Mensch_8_MU6_M_1",5,1529,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU6","M",1,"Mensch_8_MU6_M_1",6,2230,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU17","M",1,"Mensch_8_MU17_M_1",1,1409,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU17","M",1,"Mensch_8_MU17_M_1",2,1674,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU17","M",1,"Mensch_8_MU17_M_1",3,1970,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU17","M",1,"Mensch_8_MU17_M_1",4,2197,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU17","M",1,"Mensch_8_MU17_M_1",5,1244,0,"Germany",48.18,11.61,520
"Mensch","S",8,"MU","MU17","M",1,"Mensch_8_MU17_M_1",6,1680,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU8","M",1,"Mensch_7_MU8_M_1",1,1825,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU8","M",1,"Mensch_7_MU8_M_1",2,1836,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU8","M",1,"Mensch_7_MU8_M_1",3,1811,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU8","M",1,"Mensch_7_MU8_M_1",4,1438,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU8","M",1,"Mensch_7_MU8_M_1",5,1707,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU8","M",1,"Mensch_7_MU8_M_1",6,1435,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU9","M",1,"Mensch_7_MU9_M_1",1,1203,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU9","M",1,"Mensch_7_MU9_M_1",2,1550,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU9","M",1,"Mensch_7_MU9_M_1",3,1188,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU9","M",1,"Mensch_7_MU9_M_1",4,1018,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU9","M",1,"Mensch_7_MU9_M_1",5,790,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU9","M",1,"Mensch_7_MU9_M_1",6,1121,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU14","M",1,"Mensch_7_MU14_M_1",1,1570,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU14","M",1,"Mensch_7_MU14_M_1",2,1640,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU14","M",1,"Mensch_7_MU14_M_1",3,1656,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU14","M",1,"Mensch_7_MU14_M_1",4,1357,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU14","M",1,"Mensch_7_MU14_M_1",5,1585,0,"Germany",48.18,11.61,520
"Mensch","S",7,"MU","MU14","M",1,"Mensch_7_MU14_M_1",6,1357,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU10","M",1,"Mensch_6_MU10_M_1",1,1705,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU10","M",1,"Mensch_6_MU10_M_1",2,1866,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU10","M",1,"Mensch_6_MU10_M_1",3,1618,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU10","M",1,"Mensch_6_MU10_M_1",4,1933,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU10","M",1,"Mensch_6_MU10_M_1",5,1829,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU10","M",1,"Mensch_6_MU10_M_1",6,1886,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU12","M",1,"Mensch_6_MU12_M_1",1,1472,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU12","M",1,"Mensch_6_MU12_M_1",2,1452,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU12","M",1,"Mensch_6_MU12_M_1",3,2315,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU12","M",1,"Mensch_6_MU12_M_1",4,1627,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU12","M",1,"Mensch_6_MU12_M_1",5,1434,0,"Germany",48.18,11.61,520
"Mensch","S",6,"MU","MU12","M",1,"Mensch_6_MU12_M_1",6,1367,0,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU7","M",1,"Mensch_5_MU7_M_1",1,1972,0,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU7","M",1,"Mensch_5_MU7_M_1",2,1876,0,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU7","M",1,"Mensch_5_MU7_M_1",3,3600,1,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU7","M",1,"Mensch_5_MU7_M_1",4,1990,0,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU7","M",1,"Mensch_5_MU7_M_1",5,2773,0,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU7","M",1,"Mensch_5_MU7_M_1",6,3427,0,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU20","M",1,"Mensch_5_MU20_M_1",1,3045,0,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU20","M",1,"Mensch_5_MU20_M_1",2,1852,0,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU20","M",1,"Mensch_5_MU20_M_1",3,2567,0,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU20","M",1,"Mensch_5_MU20_M_1",4,2525,0,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU20","M",1,"Mensch_5_MU20_M_1",5,2278,0,"Germany",48.18,11.61,520
"Mensch","S",5,"MU","MU20","M",1,"Mensch_5_MU20_M_1",6,3600,1,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU3","M",1,"Mensch_3_MU3_M_1",1,1577,0,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU3","M",1,"Mensch_3_MU3_M_1",2,1613,0,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU3","M",1,"Mensch_3_MU3_M_1",3,1855,0,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU3","M",1,"Mensch_3_MU3_M_1",4,1681,0,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU3","M",1,"Mensch_3_MU3_M_1",5,3600,1,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU3","M",1,"Mensch_3_MU3_M_1",6,1738,0,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU15","M",1,"Mensch_3_MU15_M_1",1,1566,0,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU15","M",1,"Mensch_3_MU15_M_1",2,1596,0,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU15","M",1,"Mensch_3_MU15_M_1",3,1309,0,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU15","M",1,"Mensch_3_MU15_M_1",4,2115,0,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU15","M",1,"Mensch_3_MU15_M_1",5,1428,0,"Germany",48.18,11.61,520
"Mensch","S",3,"MU","MU15","M",1,"Mensch_3_MU15_M_1",6,1865,0,"Germany",48.18,11.61,520
"Mensch","S",2,"MU","MU2","M",1,"Mensch_2_MU2_M_1",1,2209,0,"Germany",48.18,11.61,520
"Mensch","S",2,"MU","MU2","M",1,"Mensch_2_MU2_M_1",2,1431,0,"Germany",48.18,11.61,520
"Mensch","S",2,"MU","MU2","M",1,"Mensch_2_MU2_M_1",3,1380,0,"Germany",48.18,11.61,520
"Mensch","S",2,"MU","MU2","M",1,"Mensch_2_MU2_M_1",4,1585,0,"Germany",48.18,11.61,520
"Mensch","S",2,"MU","MU2","M",1,"Mensch_2_MU2_M_1",5,1780,0,"Germany",48.18,11.61,520
"Mensch","S",2,"MU","MU2","M",1,"Mensch_2_MU2_M_1",6,1775,0,"Germany",48.18,11.61,520
