Supervisor.PI,Diet,Batch,Population,Line,Sex,Individual,MostAdvancedStage,NumberOfEggs,Country,Latitude,Longitude,Altitude
Bergland,S,2,UM,UM2,F,7,8,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM2,F,8,9,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM2,F,9,9,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM2,F,10,9,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM2,F,11,7,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM2,F,12,8,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM2,F,13,8,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM2,F,14,9,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM20,F,1,8,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM20,F,2,8,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM20,F,3,8,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM20,F,4,9,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM20,F,5,7,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM20,F,6,8,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM20,F,7,8,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM20,F,8,8,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM20,F,9,7,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM20,F,10,9,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM20,F,11,8,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM20,F,12,8,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM20,F,13,7,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM20,F,14,10,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM20,F,15,8,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM20,F,16,8,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM20,F,1,9,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM20,F,2,9,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM20,F,3,8,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM20,F,4,9,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM20,F,5,10,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM20,F,6,9,2,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM20,F,7,9,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM20,F,8,7,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM20,F,9,8,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM20,F,10,7,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM20,F,1,8,3,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM20,F,2,9,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM20,F,3,10,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM20,F,4,9,1,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM20,F,5,9,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM20,F,6,9,3,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM20,F,7,8,1,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM20,F,8,8,4,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM20,F,9,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM20,F,10,8,1,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM20,F,11,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM20,F,12,9,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM20,F,13,8,3,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM20,F,14,9,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM20,F,15,8,4,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM20,F,16,8,1,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM21,F,1,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM21,F,2,9,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM21,F,3,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM21,F,4,9,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM21,F,5,9,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM21,F,6,9,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM21,F,7,9,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM21,F,8,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM21,F,9,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM21,F,10,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM21,F,11,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM21,F,12,10,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM21,F,13,9,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM22,F,1,8,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM22,F,2,9,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM22,F,3,7,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM22,F,4,8,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM22,F,5,8,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM22,F,6,8,1,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM22,F,7,8,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM22,F,8,8,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM22,F,9,11,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM22,F,10,8,5,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM22,F,11,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM23,F,1,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM23,F,2,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM23,F,3,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM23,F,4,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM23,F,5,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM23,F,6,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM23,F,7,8,2,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM23,F,8,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM23,F,9,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM23,F,10,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM23,F,11,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM23,F,12,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM23,F,13,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM23,F,14,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM23,F,15,7,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM23,F,16,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM23,F,17,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM23,F,18,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM23,F,19,8,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM25,F,1,9,2,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM25,F,2,9,1,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM25,F,3,10,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM25,F,4,9,1,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM25,F,5,8,1,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM25,F,6,8,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM25,F,7,10,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM25,F,8,9,2,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM25,F,9,8,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM25,F,10,8,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM25,F,11,9,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM25,F,12,7,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM25,F,13,7,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM25,F,14,8,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM25,F,15,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM28,F,1,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM28,F,2,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM28,F,3,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM28,F,4,8,3,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM28,F,5,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM28,F,6,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM28,F,7,9,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM28,F,8,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM28,F,9,8,5,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM28,F,10,8,1,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM28,F,11,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM28,F,12,9,3,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM28,F,13,9,3,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM29,F,1,9,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM29,F,2,7,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM29,F,3,8,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM29,F,4,7,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM29,F,5,7,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM29,F,6,8,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM29,F,7,7,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM29,F,8,7,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM29,F,9,7,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM29,F,10,7,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM29,F,11,7,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM29,F,12,8,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM29,F,13,9,0,Ukraine,48.753,30.206,214
Bergland,S,2,UM,UM29,F,14,8,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM4,F,1,8,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM4,F,2,10,1,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM4,F,3,9,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM4,F,4,8,1,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM4,F,5,8,1,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM4,F,6,10,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM4,F,7,8,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM4,F,8,7,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM4,F,9,10,1,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM4,F,10,7,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM4,F,11,9,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM4,F,12,8,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM5,F,1,9,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM5,F,2,9,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM5,F,3,9,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM5,F,4,8,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM5,F,5,9,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM5,F,6,8,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM5,F,7,8,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM5,F,8,9,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM5,F,9,8,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM5,F,10,8,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM5,F,11,7,1,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM5,F,12,7,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM5,F,13,9,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM5,F,14,9,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM5,F,15,8,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM5,F,16,9,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM5,F,17,9,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM5,F,18,8,0,Ukraine,48.753,30.206,214
Bergland,S,1,UM,UM5,F,19,9,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM7,F,1,9,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM7,F,2,8,1,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM7,F,3,8,4,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM7,F,4,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM7,F,5,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM7,F,6,9,1,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM7,F,7,8,1,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM7,F,8,9,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM7,F,9,8,8,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM7,F,10,8,1,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM7,F,11,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM7,F,12,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM7,F,13,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM7,F,14,8,2,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM7,F,15,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM7,F,16,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM7,F,17,9,6,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM9,F,1,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM9,F,2,9,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM9,F,3,8,1,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM9,F,4,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM9,F,5,9,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM9,F,6,9,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM9,F,7,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM9,F,8,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM9,F,9,9,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM9,F,10,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM9,F,11,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM9,F,12,8,2,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM9,F,13,8,0,Ukraine,48.753,30.206,214
Bergland,S,3,UM,UM9,F,14,8,0,Ukraine,48.753,30.206,214
Bergland,S,1,VA,VA1,F,1,9,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA1,F,2,7,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA1,F,3,8,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA1,F,4,8,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA1,F,5,8,1,Russia,57.979,33.244,217
Bergland,S,1,VA,VA1,F,6,8,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA1,F,7,7,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA1,F,8,8,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA1,F,9,8,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA1,F,10,7,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA1,F,11,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA1,F,1,7,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA1,F,2,9,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA1,F,3,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA1,F,4,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA1,F,5,9,2,Russia,57.979,33.244,217
Bergland,S,2,VA,VA1,F,6,9,3,Russia,57.979,33.244,217
Bergland,S,2,VA,VA1,F,7,7,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA1,F,8,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA1,F,9,7,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA1,F,10,8,2,Russia,57.979,33.244,217
Bergland,S,2,VA,VA1,F,11,8,1,Russia,57.979,33.244,217
Bergland,S,2,VA,VA1,F,12,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA1,F,13,8,2,Russia,57.979,33.244,217
Bergland,S,2,VA,VA1,F,14,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA1,F,15,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA1,F,16,0,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA1,F,17,8,0,Russia,57.979,33.244,217
Bergland,S,3,VA,VA1,F,1,8,0,Russia,57.979,33.244,217
Bergland,S,3,VA,VA1,F,2,8,0,Russia,57.979,33.244,217
Bergland,S,3,VA,VA1,F,3,8,0,Russia,57.979,33.244,217
Bergland,S,3,VA,VA1,F,4,8,0,Russia,57.979,33.244,217
Bergland,S,3,VA,VA1,F,5,8,0,Russia,57.979,33.244,217
Bergland,S,3,VA,VA1,F,6,8,0,Russia,57.979,33.244,217
Bergland,S,3,VA,VA1,F,7,8,0,Russia,57.979,33.244,217
Bergland,S,3,VA,VA1,F,8,8,0,Russia,57.979,33.244,217
Bergland,S,3,VA,VA1,F,9,8,0,Russia,57.979,33.244,217
Bergland,S,3,VA,VA1,F,10,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA11,F,1,7,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA11,F,2,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA11,F,3,10,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA11,F,4,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA11,F,5,8,1,Russia,57.979,33.244,217
Bergland,S,2,VA,VA11,F,6,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA11,F,7,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA11,F,8,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA11,F,9,9,2,Russia,57.979,33.244,217
Bergland,S,2,VA,VA11,F,10,9,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA11,F,11,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA11,F,12,9,1,Russia,57.979,33.244,217
Bergland,S,2,VA,VA11,F,13,10,3,Russia,57.979,33.244,217
Bergland,S,2,VA,VA11,F,14,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA11,F,15,9,3,Russia,57.979,33.244,217
Bergland,S,2,VA,VA11,F,16,9,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA11,F,17,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA11,F,18,10,1,Russia,57.979,33.244,217
Bergland,S,2,VA,VA11,F,19,8,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA15,F,1,9,1,Russia,57.979,33.244,217
Bergland,S,1,VA,VA15,F,2,8,1,Russia,57.979,33.244,217
Bergland,S,1,VA,VA15,F,3,9,3,Russia,57.979,33.244,217
Bergland,S,1,VA,VA15,F,4,8,1,Russia,57.979,33.244,217
Bergland,S,1,VA,VA15,F,5,9,2,Russia,57.979,33.244,217
Bergland,S,1,VA,VA15,F,6,9,1,Russia,57.979,33.244,217
Bergland,S,1,VA,VA15,F,7,8,3,Russia,57.979,33.244,217
Bergland,S,1,VA,VA15,F,8,8,3,Russia,57.979,33.244,217
Bergland,S,1,VA,VA15,F,9,10,2,Russia,57.979,33.244,217
Bergland,S,1,VA,VA15,F,10,9,3,Russia,57.979,33.244,217
Bergland,S,1,VA,VA15,F,11,9,3,Russia,57.979,33.244,217
Bergland,S,1,VA,VA15,F,12,8,3,Russia,57.979,33.244,217
Bergland,S,1,VA,VA15,F,13,8,3,Russia,57.979,33.244,217
Bergland,S,1,VA,VA15,F,14,11,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA15,F,15,8,9,Russia,57.979,33.244,217
Bergland,S,1,VA,VA15,F,16,10,2,Russia,57.979,33.244,217
Bergland,S,1,VA,VA15,F,17,8,2,Russia,57.979,33.244,217
Bergland,S,1,VA,VA15,F,18,10,1,Russia,57.979,33.244,217
Bergland,S,1,VA,VA15,F,19,9,1,Russia,57.979,33.244,217
Bergland,S,1,VA,VA15,F,20,9,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA18,F,1,8,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA18,F,2,8,2,Russia,57.979,33.244,217
Bergland,S,1,VA,VA18,F,3,8,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA18,F,4,8,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA18,F,5,8,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA18,F,6,7,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA18,F,7,10,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA18,F,8,7,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA18,F,9,8,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA18,F,10,7,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA18,F,11,9,1,Russia,57.979,33.244,217
Bergland,S,1,VA,VA18,F,12,8,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA18,F,13,8,0,Russia,57.979,33.244,217
Bergland,S,3,VA,VA22,F,1,8,0,Russia,57.979,33.244,217
Bergland,S,3,VA,VA22,F,2,8,0,Russia,57.979,33.244,217
Bergland,S,3,VA,VA22,F,3,8,0,Russia,57.979,33.244,217
Bergland,S,3,VA,VA22,F,4,8,0,Russia,57.979,33.244,217
Bergland,S,3,VA,VA22,F,5,0,0,Russia,57.979,33.244,217
Bergland,S,3,VA,VA22,F,6,9,0,Russia,57.979,33.244,217
Bergland,S,3,VA,VA22,F,7,8,0,Russia,57.979,33.244,217
Bergland,S,3,VA,VA22,F,8,8,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA26,F,1,9,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA26,F,2,8,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA26,F,3,0,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA26,F,4,7,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA26,F,5,9,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA26,F,6,9,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA26,F,7,8,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA26,F,8,8,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA26,F,9,7,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA26,F,10,8,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA30,F,1,7,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA30,F,2,8,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA30,F,3,7,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA30,F,4,8,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA30,F,5,9,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA30,F,6,8,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA30,F,7,8,0,Russia,57.979,33.244,217
Bergland,S,1,VA,VA30,F,8,9,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,1,0,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,2,9,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,3,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,4,9,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,5,9,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,6,9,1,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,7,9,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,8,9,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,9,9,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,10,8,1,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,11,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,12,7,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,13,9,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,14,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,15,9,1,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,16,8,2,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,17,9,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,18,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,19,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,20,9,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,21,9,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,22,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,23,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,24,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,25,7,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA34,F,26,7,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA35,F,1,9,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA35,F,2,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA35,F,3,9,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA35,F,4,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA35,F,5,9,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA35,F,6,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA35,F,7,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA35,F,8,7,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA35,F,9,9,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA35,F,10,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA44,F,1,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA44,F,2,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA44,F,3,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA44,F,4,7,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA44,F,5,8,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA44,F,6,7,0,Russia,57.979,33.244,217
Bergland,S,2,VA,VA44,F,7,7,0,Russia,57.979,33.244,217
