Supervisor.PI	Diet	Batch	Population	Line	Sex	ReplicateVialOld	ReplicateVial	Individual	DT_EggAdult	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	Color	StatusT	StatusM	Wolbachia	PC.ratio
Hoedjes	NS	1	MA	MA5	F	2	Hoedjes_1_MA5_2	5	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	F	2	Hoedjes_1_MA5_2	6	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	F	2	Hoedjes_1_MA5_2	7	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	F	2	Hoedjes_1_MA5_2	8	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	F	3	Hoedjes_1_MA5_3	1	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	F	3	Hoedjes_1_MA5_3	2	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	F	3	Hoedjes_1_MA5_3	3	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	F	3	Hoedjes_1_MA5_3	4	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	F	3	Hoedjes_1_MA5_3	5	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	F	3	Hoedjes_1_MA5_3	6	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	F	3	Hoedjes_1_MA5_3	7	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	F	3	Hoedjes_1_MA5_3	8	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	F	3	Hoedjes_1_MA5_3	9	264	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	1	Hoedjes_1_MA5_1	1	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	1	Hoedjes_1_MA5_1	2	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	1	Hoedjes_1_MA5_1	3	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	1	Hoedjes_1_MA5_1	4	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	1	Hoedjes_1_MA5_1	5	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	1	Hoedjes_1_MA5_1	6	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	1	Hoedjes_1_MA5_1	7	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	1	Hoedjes_1_MA5_1	8	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	1	Hoedjes_1_MA5_1	9	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	1	Hoedjes_1_MA5_1	10	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	1	Hoedjes_1_MA5_1	11	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	1	Hoedjes_1_MA5_1	12	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	1	Hoedjes_1_MA5_1	13	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	1	Hoedjes_1_MA5_1	14	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	1	Hoedjes_1_MA5_1	15	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	1	Hoedjes_1_MA5_1	16	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	1	Hoedjes_1_MA5_1	17	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	1	Hoedjes_1_MA5_1	18	250	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	2	Hoedjes_1_MA5_2	1	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	2	Hoedjes_1_MA5_2	2	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	2	Hoedjes_1_MA5_2	3	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	2	Hoedjes_1_MA5_2	4	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	2	Hoedjes_1_MA5_2	5	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	2	Hoedjes_1_MA5_2	6	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	2	Hoedjes_1_MA5_2	7	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	2	Hoedjes_1_MA5_2	8	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	2	Hoedjes_1_MA5_2	9	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	2	Hoedjes_1_MA5_2	10	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	2	Hoedjes_1_MA5_2	11	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	2	Hoedjes_1_MA5_2	12	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	2	Hoedjes_1_MA5_2	13	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	2	Hoedjes_1_MA5_2	14	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	2	Hoedjes_1_MA5_2	15	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	2	Hoedjes_1_MA5_2	16	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	2	Hoedjes_1_MA5_2	17	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	2	Hoedjes_1_MA5_2	18	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	2	Hoedjes_1_MA5_2	19	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	2	Hoedjes_1_MA5_2	20	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	2	Hoedjes_1_MA5_2	21	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	3	Hoedjes_1_MA5_3	1	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	3	Hoedjes_1_MA5_3	2	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	3	Hoedjes_1_MA5_3	3	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	3	Hoedjes_1_MA5_3	4	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	3	Hoedjes_1_MA5_3	5	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	3	Hoedjes_1_MA5_3	6	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	3	Hoedjes_1_MA5_3	7	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	3	Hoedjes_1_MA5_3	8	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	3	Hoedjes_1_MA5_3	9	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	3	Hoedjes_1_MA5_3	10	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	3	Hoedjes_1_MA5_3	11	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	3	Hoedjes_1_MA5_3	12	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	3	Hoedjes_1_MA5_3	13	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	3	Hoedjes_1_MA5_3	14	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	3	Hoedjes_1_MA5_3	15	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	3	Hoedjes_1_MA5_3	16	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	M	3	Hoedjes_1_MA5_3	17	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA6	F	1	Hoedjes_1_MA6_1	1	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	1	Hoedjes_1_MA6_1	2	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	1	Hoedjes_1_MA6_1	3	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	1	Hoedjes_1_MA6_1	4	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	1	Hoedjes_1_MA6_1	5	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	1	Hoedjes_1_MA6_1	6	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	1	Hoedjes_1_MA6_1	7	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	1	Hoedjes_1_MA6_1	8	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	1	Hoedjes_1_MA6_1	9	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	1	Hoedjes_1_MA6_1	10	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	1	Hoedjes_1_MA6_1	11	274	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	2	Hoedjes_1_MA6_2	1	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	2	Hoedjes_1_MA6_2	2	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	2	Hoedjes_1_MA6_2	3	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	2	Hoedjes_1_MA6_2	4	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	2	Hoedjes_1_MA6_2	5	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	2	Hoedjes_1_MA6_2	6	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	2	Hoedjes_1_MA6_2	7	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	2	Hoedjes_1_MA6_2	8	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	3	Hoedjes_1_MA6_3	1	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	3	Hoedjes_1_MA6_3	2	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	3	Hoedjes_1_MA6_3	3	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	3	Hoedjes_1_MA6_3	4	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	3	Hoedjes_1_MA6_3	5	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	3	Hoedjes_1_MA6_3	6	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	3	Hoedjes_1_MA6_3	7	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	3	Hoedjes_1_MA6_3	8	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	F	3	Hoedjes_1_MA6_3	9	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	1	Hoedjes_1_MA6_1	1	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	1	Hoedjes_1_MA6_1	2	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	1	Hoedjes_1_MA6_1	3	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	1	Hoedjes_1_MA6_1	4	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	1	Hoedjes_1_MA6_1	5	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	1	Hoedjes_1_MA6_1	6	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	1	Hoedjes_1_MA6_1	7	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	1	Hoedjes_1_MA6_1	8	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	1	Hoedjes_1_MA6_1	9	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	1	Hoedjes_1_MA6_1	10	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	1	Hoedjes_1_MA6_1	11	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	1	Hoedjes_1_MA6_1	12	250	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	1	Hoedjes_1_MA6_1	13	250	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	1	Hoedjes_1_MA6_1	14	274	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	2	Hoedjes_1_MA6_2	1	216	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	2	Hoedjes_1_MA6_2	2	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	2	Hoedjes_1_MA6_2	3	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	2	Hoedjes_1_MA6_2	4	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	2	Hoedjes_1_MA6_2	5	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	2	Hoedjes_1_MA6_2	6	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	2	Hoedjes_1_MA6_2	7	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	2	Hoedjes_1_MA6_2	8	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	2	Hoedjes_1_MA6_2	9	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	2	Hoedjes_1_MA6_2	10	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	2	Hoedjes_1_MA6_2	11	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	2	Hoedjes_1_MA6_2	12	250	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	2	Hoedjes_1_MA6_2	13	250	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	3	Hoedjes_1_MA6_3	1	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	3	Hoedjes_1_MA6_3	2	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	3	Hoedjes_1_MA6_3	3	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	3	Hoedjes_1_MA6_3	4	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	3	Hoedjes_1_MA6_3	5	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	3	Hoedjes_1_MA6_3	6	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	3	Hoedjes_1_MA6_3	7	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	3	Hoedjes_1_MA6_3	8	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	3	Hoedjes_1_MA6_3	9	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	3	Hoedjes_1_MA6_3	10	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	3	Hoedjes_1_MA6_3	11	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	3	Hoedjes_1_MA6_3	12	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	3	Hoedjes_1_MA6_3	13	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	3	Hoedjes_1_MA6_3	14	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	M	3	Hoedjes_1_MA6_3	15	250	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA7	F	1	Hoedjes_1_MA7_1	1	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	1	Hoedjes_1_MA7_1	2	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	1	Hoedjes_1_MA7_1	3	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	1	Hoedjes_1_MA7_1	4	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	1	Hoedjes_1_MA7_1	5	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	1	Hoedjes_1_MA7_1	6	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	1	Hoedjes_1_MA7_1	7	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	1	Hoedjes_1_MA7_1	8	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	1	Hoedjes_1_MA7_1	9	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	1	Hoedjes_1_MA7_1	10	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	1	Hoedjes_1_MA7_1	11	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	1	Hoedjes_1_MA7_1	12	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	1	Hoedjes_1_MA7_1	13	250	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	2	Hoedjes_1_MA7_2	1	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	2	Hoedjes_1_MA7_2	2	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	2	Hoedjes_1_MA7_2	3	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	2	Hoedjes_1_MA7_2	4	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	2	Hoedjes_1_MA7_2	5	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	2	Hoedjes_1_MA7_2	6	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	2	Hoedjes_1_MA7_2	7	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	2	Hoedjes_1_MA7_2	8	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	2	Hoedjes_1_MA7_2	9	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	2	Hoedjes_1_MA7_2	10	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	2	Hoedjes_1_MA7_2	11	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	2	Hoedjes_1_MA7_2	12	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	2	Hoedjes_1_MA7_2	13	240	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	2	Hoedjes_1_MA7_2	14	250	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	2	Hoedjes_1_MA7_2	15	250	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	3	Hoedjes_1_MA7_3	1	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	3	Hoedjes_1_MA7_3	2	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	3	Hoedjes_1_MA7_3	3	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	3	Hoedjes_1_MA7_3	4	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	3	Hoedjes_1_MA7_3	5	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	F	3	Hoedjes_1_MA7_3	6	226	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.283
